ACSSF,2010m1,al,000,0016,0000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6747,6692,3851,6171,918,1406,218,120,2084,358,2141,1460,1824,703,273,128,273,1966,993,777,430,6747,6692,1460,6747,6692,1460,1926,996,366,121,1725,467,936,6747,6692,3851,6171,918,1406,218,120,2084,358,2141,1460
ACSSF,2010m1,al,000,0016,0000050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6551,6460,3289,6415,515,1159,142,95,1617,273,1617,1322,2244,954,224,273,273,1958,154,148,82,6551,6460,1322,6551,6460,1322,2096,1372,89,156,839,514,563,6551,6460,3289,6415,515,1159,142,95,1617,273,1617,1322
ACSSF,2010m1,al,000,0016,0000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280,4326,4010,2739,902,1260,43,186,1794,112,1783,1809,4063,751,1671,273,273,3262,1179,752,860,4280,4326,1809,4280,4326,1809,3746,1225,541,273,2768,252,567,4280,4326,4010,2739,902,1260,43,186,1794,112,1783,1809
ACSSF,2010m1,al,000,0016,0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4019,3936,3729,2575,1169,848,146,484,2484,216,2477,491,2361,585,1182,273,273,1901,452,408,204,4019,3936,491,4019,3936,491,2418,918,258,215,2376,957,815,4019,3936,3729,2575,1169,848,146,484,2484,216,2477,491
ACSSF,2010m1,al,000,0016,0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8081,8450,7236,5659,625,1677,273,31,1919,159,1940,3573,4115,421,93,584,273,3990,800,386,700,8081,8450,3573,8081,8450,3573,3517,665,317,309,1904,1774,847,8081,8450,7236,5659,625,1677,273,31,1919,159,1940,3573
ACSSF,2010m1,al,000,0016,0000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9191,9652,7280,6544,592,1172,273,624,1064,213,993,3175,2869,404,273,273,273,2466,22,273,22,9191,9652,3175,9191,9652,3175,3151,675,36,273,476,387,517,9191,9652,7280,6544,592,1172,273,624,1064,213,993,3175
ACSSF,2010m1,al,000,0016,0000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,239,239,,,,,,,,,,,0,239,20,810,558,113,273,273,541,20,540,239
ACSSF,2010m1,al,000,0016,0000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,1893,3626,3840,293,1347,145,113,1982,97,1980,1631,1575,294,273,273,273,1081,249,249,273,1375,1893,1631,1375,1893,1631,1707,468,273,150,1418,555,277,1375,1893,3626,3840,293,1347,145,113,1982,97,1980,1631
ACSSF,2010m1,al,000,0016,0000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,1893,3674,3676,744,1149,128,187,1091,136,1096,1631,1754,389,87,273,273,1429,252,231,83,1375,1893,1631,1375,1893,1631,1391,773,204,273,206,393,753,1375,1893,3674,3676,744,1149,128,187,1091,136,1096,1631
ACSSF,2010m1,al,000,0016,0000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,273,377,676,30,43,273,805,273,805,0
ACSSF,2010m1,al,000,0016,0000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2583,2575,401,,,,,,,,,,,2583,2575,2574,682,589,162,273,273,864,273,864,401
ACSSF,2010m1,al,000,0016,0000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,427,1009,881,243,273,427,1374,130,1352,0
ACSSF,2010m1,al,000,0016,0000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3054,3043,804,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0016,0000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1585,1585,,,,,,,,,,,0,1585,652,1303,303,351,273,116,1230,112,1204,1585
ACSSF,2010m1,al,000,0016,0000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6265,6122,1775,,,,,,,,,,,6265,6122,3559,5364,423,804,273,142,418,84,405,1775
ACSSF,2010m1,al,000,0016,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6961,7064,2191,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0016,0000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5390,5309,3160,,,,,,,,,,,5390,5309,5620,3335,352,1327,273,273,914,107,910,3160
ACSSF,2010m1,al,000,0016,0000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7926,7921,1761,,,,,,,,,,,7926,7921,5919,5278,278,474,273,273,815,273,815,1761
ACSSF,2010m1,al,000,0016,0000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862,5785,1006,,,,,,,,,,,5862,5785,4602,4870,380,598,273,273,161,273,161,1006
ACSSF,2010m1,al,000,0016,0000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,135,428,238,343,273,135,358,273,358,0
ACSSF,2010m1,al,000,0016,0000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787,1758,366,,,,,,,,,,,1787,1758,2470,1839,230,111,273,273,726,273,726,366
