ACSSF,2010e1,al,000,0011,0000001,1916877,118365,1798512,1916877,1861095,271147,1589948,55782,1916877,1861095,197196,1663899,55782,1903368,38831,1864537
ACSSF,2010e1,al,000,0011,0000002,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000003,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000004,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000005,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000006,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000007,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000008,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000009,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000010,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000011,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000012,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000013,64461,3349,61112,64461,61419,7931,53488,3042,64461,61419,4637,56782,3042,64334,776,63558
ACSSF,2010e1,al,000,0011,0000014,43874,3508,40366,43874,43674,7267,36407,200,43874,43674,5539,38135,200,43767,1135,42632
ACSSF,2010e1,al,000,0011,0000015,25762,929,24833,25762,24790,2081,22709,972,25762,24790,1273,23517,972,25762,592,25170
ACSSF,2010e1,al,000,0011,0000016,23762,1342,22420,23762,22488,3643,18845,1274,23762,22488,3026,19462,1274,23762,874,22888
ACSSF,2010e1,al,000,0011,0000017,17445,1359,16086,17445,16602,1909,14693,843,17445,16602,1495,15107,843,17445,902,16543
ACSSF,2010e1,al,000,0011,0000018,33762,2761,31001,33762,32961,4235,28726,801,33762,32961,3163,29798,801,33762,1176,32586
ACSSF,2010e1,al,000,0011,0000019,50739,2400,48339,50739,49736,5109,44627,1003,50739,49736,3747,45989,1003,50739,861,49878
ACSSF,2010e1,al,000,0011,0000020,350866,20762,330104,350866,342821,50408,292413,8045,350866,342821,38164,304657,8045,348981,5566,343415
ACSSF,2010e1,al,000,0011,0000021,30632,3407,27225,30632,29904,6625,23279,728,30632,29904,4447,25457,728,30141,1031,29110
ACSSF,2010e1,al,000,0011,0000022,53658,3290,50368,53658,52066,6462,45604,1592,53658,52066,4894,47172,1592,53169,598,52571
ACSSF,2010e1,al,000,0011,0000023,23406,1784,21622,23406,22682,4230,18452,724,23406,22682,2620,20062,724,23406,571,22835
ACSSF,2010e1,al,000,0011,0000024,196561,10887,185674,196561,190460,27459,163001,6101,196561,190460,20432,170028,6101,194217,4980,189237
ACSSF,2010e1,al,000,0011,0000025,36647,2214,34433,36647,35176,4088,31088,1471,36647,35176,3283,31893,1471,36647,690,35957
ACSSF,2010e1,al,000,0011,0000026,175568,8562,167006,175568,170081,19629,150452,5487,175568,170081,14687,155394,5487,174594,2679,171915
ACSSF,2010e1,al,000,0011,0000027,133878,6725,127153,133878,131357,14610,116747,2521,133878,131357,10802,120555,2521,132338,1252,131086
ACSSF,2010e1,al,000,0011,0000028,48145,3770,44375,48145,47045,7603,39442,1100,48145,47045,5539,41506,1100,47897,1615,46282
ACSSF,2010e1,al,000,0011,0000029,17761,830,16931,17761,17186,2134,15052,575,17761,17186,1598,15588,575,17761,142,17619
ACSSF,2010e1,al,000,0011,0000030,77309,4247,73062,77309,72152,9604,62548,5157,77309,72152,7080,65072,5157,76785,1234,75551
ACSSF,2010e1,al,000,0011,0000031,28619,2959,25660,28619,27118,5368,21750,1501,28619,27118,4040,23078,1501,28575,674,27901
ACSSF,2010e1,al,000,0011,0000032,89783,5228,84555,89783,87801,21056,66745,1982,89783,87801,16217,71584,1982,88403,2218,86185
ACSSF,2010e1,al,000,0011,0000033,19440,1351,18089,19440,19325,2458,16867,115,19440,19325,1599,17726,115,19440,62,19378
ACSSF,2010e1,al,000,0011,0000034,181341,10764,170577,181341,179374,28308,151066,1967,181341,179374,21274,158100,1967,180599,3069,177530
ACSSF,2010e1,al,000,0011,0000035,41781,1892,39889,41781,41295,4015,37280,486,41781,41295,2970,38325,486,41781,724,41057
ACSSF,2010e1,al,000,0011,0000036,42064,2028,40036,42064,40147,3973,36174,1917,42064,40147,2972,37175,1917,41830,765,41065
ACSSF,2010e1,al,000,0011,0000037,139339,8124,131215,139339,136090,21178,114912,3249,139339,136090,16131,119959,3249,138478,3789,134689
ACSSF,2010e1,al,000,0011,0000038,122528,6456,116072,122528,120394,14075,106319,2134,122528,120394,10850,109544,2134,121554,1688,119866
ACSSF,2010e1,al,000,0011,0000039,125765,6473,119292,125765,123649,13995,109654,2116,125765,123649,10227,113422,2116,124225,1252,122973
ACSSF,2010e1,al,000,0011,0000040,62120,3857,58263,62120,61397,16778,44619,723,62120,61397,12976,48421,723,60829,1492,59337
ACSSF,2010e1,al,000,0011,0000041,181341,10764,170577,181341,179374,28308,151066,1967,181341,179374,21274,158100,1967,180599,3069,177530
ACSSF,2010e1,al,000,0011,0000042,42064,2028,40036,42064,40147,3973,36174,1917,42064,40147,2972,37175,1917,41830,765,41065
ACSSF,2010e1,al,000,0011,0000043,41719,1892,39827,41719,41233,4015,37218,486,41719,41233,2970,38263,486,41719,724,40995
ACSSF,2010e1,al,000,0011,0000044,139339,8124,131215,139339,136090,21178,114912,3249,139339,136090,16131,119959,3249,138478,3789,134689
ACSSF,2010e1,al,000,0011,0000045,122528,6456,116072,122528,120394,14075,106319,2134,122528,120394,10850,109544,2134,121554,1688,119866
ACSSF,2010e1,al,000,0011,0000046,125765,6473,119292,125765,123649,13995,109654,2116,125765,123649,10227,113422,2116,124225,1252,122973
ACSSF,2010e1,al,000,0011,0000047,62120,3857,58263,62120,61397,16778,44619,723,62120,61397,12976,48421,723,60829,1492,59337
ACSSF,2010e1,al,000,0011,0000048,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000049,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000050,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000051,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000052,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000053,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000054,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000055,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000056,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000057,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000058,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000059,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000060,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000061,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000062,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000063,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000064,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000065,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000066,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000067,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000068,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000069,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000070,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000071,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000072,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000073,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000074,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000075,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000076,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000077,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000078,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000079,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000080,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000081,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000082,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000083,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000084,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000085,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000086,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000087,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000088,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000089,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000090,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000091,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000092,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000093,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000094,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000095,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000096,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000097,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0011,0000098,,,,,,,,,,,,,,,,
