ACSSF,2010e1,al,000,0113,0000001,28849,34592,58468,62342,65026,60087,66154,64178,71007,53273,45493,40306,77625,46795,32399,66276,91734,32136,18605,18383,36414,29632,41269,10627,20073,15298,31121,35276,26731,30574,21976,26402,37063,29738,31865,31031,20570,23664,40327,42429,43402,41785,52375,51118,60415,44484,36319,36102,40296,37485,23250,39934,46965,30636,13356,18830,26316,15687,38975,11094,12307,12689,21942,14704,25062,21808,17744,25736,27664,20551,20840,19513,20104
ACSSF,2010e1,al,000,0113,0000002,27586,32378,59078,65398,65760,62136,66695,64966,71098,54747,44670,44471,70471,43167,35104,61860,84692,31365,16136,17361,34218,22313,43929,11021,16807,15597,29823,34011,25051,27424,15518,25264,32618,27753,30821,29460,19729,23625,39709,42837,42723,42961,50561,45506,75448,44147,35009,38366,40416,35412,22711,38731,47107,29757,13434,18621,23518,13615,38719,11640,12525,12418,22376,13726,25800,21772,21135,13420,28093,20372,19738,20853,25619
ACSSF,2010e1,al,000,0113,0000003,30088,35916,57696,60877,61962,54287,65704,63041,70810,51451,46291,37087,102560,49839,29733,71089,100017,40614,21850,22199,39995,41794,38420,9883,23188,14809,32605,35941,29450,31670,24151,27441,39531,31116,32836,32127,21465,23715,40906,42042,45073,40696,57489,60838,53064,45590,38643,30775,39736,40551,25691,40477,46835,31191,13214,19067,31963,23343,39423,10263,11712,13166,21506,15693,23957,21864,15718,37194,25127,20659,21616,18059,18325
ACSSF,2010e1,al,000,0113,0000004,29379,35103,59724,63785,65624,60503,66650,64707,71709,52811,45674,41180,81395,46880,32808,66063,90682,32101,18391,17871,36610,28854,42164,10648,19686,15204,31291,35643,26880,30730,17882,26745,37101,29762,32131,30991,20144,24032,40352,42673,42986,42403,52645,52534,59375,46471,35828,36124,40184,36681,23395,40237,47291,30701,13373,19367,28256,16791,39445,11189,12409,12697,22065,14657,25181,21479,16300,18750,27947,20806,21270,20069,19112
ACSSF,2010e1,al,000,0113,0000005,30291,36027,60359,63264,65538,60328,69437,66041,75228,54335,45830,43271,78550,46286,34478,65916,84694,37508,17558,18496,37838,31269,43690,10650,19147,15243,31811,37306,26814,31349,20671,28033,37444,29972,33212,30476,20003,24872,40727,44638,45653,43623,53780,53394,65259,45417,36190,37152,40281,37126,23707,40340,47151,30983,13499,18907,29369,21130,40611,11400,13250,12198,22239,14639,25349,18359,13715,13685,27703,20889,21011,21094,20213
ACSSF,2010e1,al,000,0113,0000006,27055,31496,59743,67710,66130,71490,64444,56349,75585,42494,45267,46105,71023,44153,34417,75014,100568,30638,15485,18125,34558,24154,44000,10468,16191,14158,28709,34094,23017,25689,16029,22290,30202,26782,31262,27595,19158,23617,40272,44733,44207,45154,48729,50521,50146,37100,35296,39060,35374,36496,24385,38584,47479,27347,13977,20884,20912,13526,37807,11684,13099,12816,21754,13536,24219,22056,40797,9324,28160,22037,21000,21581,26344
ACSSF,2010e1,al,000,0113,0000007,31341,38405,60683,61379,65184,53423,71541,68868,75042,70659,46303,40327,95566,47269,34542,65656,80358,47051,20105,18625,40203,35857,43087,10837,21388,15876,35011,39536,30005,33943,22123,30536,40663,31386,35247,31988,20734,25592,41006,44596,47679,42762,61053,60388,71180,55964,36583,34602,41098,37417,21628,40718,46953,31727,13064,17182,36364,31268,50524,11152,13405,11851,22495,15185,26013,14579,13329,19510,21692,20316,21019,20908,17865
ACSSF,2010e1,al,000,0113,0000008,25934,31031,54867,65311,65849,61031,53161,49637,56908,50742,45120,36012,90784,50058,31339,66365,100977,26295,20478,16162,31164,21987,37635,10640,20957,14825,29268,30361,27207,26189,11025,23427,35532,29048,30297,35315,20443,21786,36839,35871,35101,36848,46134,46842,42366,88139,34562,30997,37091,35678,21338,39667,49906,27961,12607,20586,21569,9688,33469,9919,9596,14929,21357,14721,24463,31453,22008,40438,30603,20713,21433,14327,17545
ACSSF,2010e1,al,000,0113,0000009,25382,30767,66965,76177,73937,82056,60210,65363,60614,19899,45811,38139,74089,51557,35575,100808,125319,14551,18706,14178,30867,21658,42675,13205,17899,9434,26268,29442,22085,27117,18514,21345,36827,25810,26641,30809,20970,22051,34620,30836,30716,31612,41572,45483,.,.,32989,34225,19688,32886,31781,38520,49570,30331,11446,22168,7074,5879,62219,8787,14865,12484,22680,15718,24904,30452,32555,.,30523,17311,19320,12319,16586
ACSSF,2010e1,al,000,0113,0000010,26170,31149,50081,53338,55830,50801,50714,40723,55326,51492,44609,34549,91586,49312,30146,51789,77391,26462,21231,17288,31183,22212,35460,10451,22444,19712,30289,30641,29656,25949,9496,24509,32388,30788,31710,36403,20002,21673,37828,37095,36103,40911,46745,47170,43177,88139,35473,29816,37217,36440,15461,40770,50019,27003,13486,20476,30518,17833,32626,11036,8664,15529,20545,14044,24052,35994,21993,40506,30804,21562,22453,14731,18880
ACSSF,2010e1,al,000,0113,0000011,25850,30899,51642,52290,52345,52155,60364,43811,61364,60421,40101,36043,51042,45781,27653,71015,150027,45592,21509,.,31944,42827,31615,10296,22167,16335,26525,30167,23945,27572,27054,24685,36822,29572,30009,31591,27754,21137,40097,40338,46495,27948,39330,33542,61123,21604,41652,35858,46623,43827,16675,33440,40903,30070,13245,16581,20205,14461,22696,10082,9698,12598,20740,15170,22554,23597,21231,36250,21818,17370,17060,9582,22066
ACSSF,2010e1,al,000,0113,0000012,25902,30994,52549,61292,61982,58812,55801,48340,59986,51501,42494,36034,74216,49272,30792,67017,101538,26533,20666,17257,31391,22326,35248,10552,21352,15551,28757,30325,26441,26785,23336,23981,36133,29248,30190,33153,21438,21570,37400,36486,37459,35599,45326,45387,50563,36403,36618,31718,40519,39291,20564,38258,46399,28314,12934,18555,20810,14096,32558,9968,9617,14265,21147,14872,24095,28768,21618,40369,26806,20288,20757,12374,19964
ACSSF,2010e1,al,000,0113,0000013,26977,36834,62262,65950,66636,60771,58285,59167,55861,28482,41856,41848,102197,49945,38128,177586,178630,19657,24335,2499,39586,20147,44049,12134,23895,31107,37693,37492,37993,25588,27045,22138,42234,32057,31714,40669,21733,22290,36634,35975,38377,30219,41023,9279,42045,.,30315,24701,18906,32204,36000,47331,53417,16484,11177,21663,32712,.,.,9011,9203,15524,21124,13632,25053,37470,40887,35783,33977,32857,37644,19722,.
ACSSF,2010e1,al,000,0113,0000014,28158,39064,58805,71355,71937,53417,75398,65500,86451,.,46760,24589,250001,45669,49375,46703,46703,.,17242,.,55155,56627,48548,3316,17650,.,37410,35191,50977,41185,.,30287,45594,29163,31862,15908,20855,21079,40394,59507,60507,36458,43571,14897,.,.,21293,34759,.,21912,4853,44869,45580,33276,11119,25754,4870,4870,.,10326,10852,9297,19528,15692,21113,45080,.,.,46676,18645,16952,40147,25402
ACSSF,2010e1,al,000,0113,0000015,25618,30016,50491,76894,91907,75429,40288,40093,40516,.,37958,38203,.,40375,6869,45732,46831,20523,4951,.,23589,50426,23446,2499,22813,4025,29733,31599,14489,22917,15756,22354,26231,29817,32635,32107,21287,22320,40283,40532,37067,40754,41679,.,.,.,36948,29236,.,37371,6559,39710,47639,36033,13392,23641,2499,.,2499,12658,18921,9219,21839,11714,24463,21014,18423,40621,.,19366,23519,18850,18735
ACSSF,2010e1,al,000,0113,0000016,23649,30518,52432,80375,91479,39817,37834,39578,36754,.,50154,.,.,51334,.,77045,.,.,13152,.,6906,6906,.,12009,26709,.,29711,31994,28705,24948,4738,23312,30493,29092,34719,19394,18384,20547,31171,32015,29524,42060,.,.,.,.,30144,28433,.,30508,21964,35167,36762,16556,11705,20406,22304,.,22304,3742,12049,11938,21184,10908,25217,20840,20840,.,.,20643,21260,15357,13654
ACSSF,2010e1,al,000,0113,0000017,31041,42458,62851,69951,86332,50711,64783,63763,72135,.,43956,39192,.,56214,12328,56661,120677,.,26620,21373,50069,47576,56261,13472,26069,4820,26318,26840,25632,42645,66488,34932,47738,31608,32857,31946,11618,25142,38581,40512,40811,37010,41615,41615,.,.,36170,.,29630,36350,15673,38427,40794,32106,13976,20625,120588,.,120588,10730,9039,25661,20599,16963,20939,.,.,.,.,25239,25750,13938,11792
ACSSF,2010e1,al,000,0113,0000018,27022,30665,40000,40246,31598,46768,39063,36368,52019,27649,28986,29659,.,47959,.,68685,69747,32137,14934,.,40492,23354,41755,7598,14766,16437,37618,35211,38930,31051,21491,30419,41977,28426,28119,29789,21295,21294,37257,50087,55833,48104,35423,.,.,.,34601,46141,9566,40070,.,36308,52754,33376,15470,22334,.,.,.,12051,12181,9164,20489,12259,21857,15142,16337,6204,.,21296,21184,20320,33841
ACSSF,2010e1,al,000,0113,0000019,27292,33176,50802,50098,49696,53478,50994,29042,56111,61414,49580,50677,100590,47972,25156,91204,121875,51369,19632,20764,31065,22266,31679,10021,19910,11250,32075,39992,19299,32486,45130,28140,45924,31191,31752,32357,24472,22450,35331,36927,42799,31271,47417,42467,.,73750,29485,31789,27923,31231,11131,37128,45848,30323,12127,17146,38817,43587,38548,9745,11426,12778,21140,12188,25131,41701,40799,.,50508,20182,20040,18177,28098
ACSSF,2010e1,al,000,0113,0000020,30881,35532,55467,60265,57343,61979,60250,53021,63401,65399,46426,32367,101024,49124,35402,61763,80787,46964,17871,18125,38099,24072,45187,12594,16444,16826,30677,37010,26093,27212,17989,24258,35679,27880,32273,27815,18444,26612,41378,48077,50653,44943,52058,46380,65313,78549,34136,38553,46660,33290,12804,41111,47124,30541,15043,21086,29752,23838,62268,12788,14220,13026,25374,16361,29305,21245,.,9457,27517,19655,17413,21565,26240
ACSSF,2010e1,al,000,0113,0000021,26640,32075,46542,42677,32381,54212,60012,17375,61953,36262,45751,29933,41742,65828,23537,66987,80948,32015,9171,.,25417,21372,44615,6424,32376,13143,28743,32946,8536,31896,.,37764,31780,32301,41465,21004,18492,21735,40781,47596,48333,38291,16122,15609,.,.,35266,32978,24617,37290,70641,47989,48053,47974,12800,16659,2499,2499,.,13185,9751,13667,19531,11745,20171,.,.,.,.,19973,21376,17137,10291
ACSSF,2010e1,al,000,0113,0000022,24744,29494,47189,55467,55601,48229,54545,54079,64316,6205,39598,33815,40771,46454,28397,50083,80150,11845,16042,.,36627,24133,58052,8466,17412,12852,22304,37601,16270,22149,17066,20316,41087,26588,28825,25920,10000,21222,37373,40260,47299,31552,9979,65164,.,8750,36719,22841,73988,38424,13246,44362,50730,24493,10749,15497,9835,8871,45211,11171,10469,8374,18365,11953,23353,2499,2499,.,.,16396,15603,25728,.
