ACSSF,2010e1,al,000,0156,0000001,115816
ACSSF,2010e1,al,000,0156,0000002,83069
ACSSF,2010e1,al,000,0156,0000003,32747
ACSSF,2010e1,al,000,0156,0000004,100214
ACSSF,2010e1,al,000,0156,0000005,79449
ACSSF,2010e1,al,000,0156,0000006,48930
ACSSF,2010e1,al,000,0156,0000007,30519
ACSSF,2010e1,al,000,0156,0000008,20765
ACSSF,2010e1,al,000,0156,0000009,12904
ACSSF,2010e1,al,000,0156,0000010,7861
ACSSF,2010e1,al,000,0156,0000011,15602
ACSSF,2010e1,al,000,0156,0000012,36367
ACSSF,2010e1,al,000,0156,0000013,2788
ACSSF,2010e1,al,000,0156,0000014,2682
ACSSF,2010e1,al,000,0156,0000015,
ACSSF,2010e1,al,000,0156,0000016,
ACSSF,2010e1,al,000,0156,0000017,7332
ACSSF,2010e1,al,000,0156,0000018,
ACSSF,2010e1,al,000,0156,0000019,2069
ACSSF,2010e1,al,000,0156,0000020,14162
ACSSF,2010e1,al,000,0156,0000021,2880
ACSSF,2010e1,al,000,0156,0000022,4803
ACSSF,2010e1,al,000,0156,0000023,3370
ACSSF,2010e1,al,000,0156,0000024,6685
ACSSF,2010e1,al,000,0156,0000025,
ACSSF,2010e1,al,000,0156,0000026,7258
ACSSF,2010e1,al,000,0156,0000027,9268
ACSSF,2010e1,al,000,0156,0000028,2873
ACSSF,2010e1,al,000,0156,0000029,1384
ACSSF,2010e1,al,000,0156,0000030,1955
ACSSF,2010e1,al,000,0156,0000031,4310
ACSSF,2010e1,al,000,0156,0000032,6121
ACSSF,2010e1,al,000,0156,0000033,
ACSSF,2010e1,al,000,0156,0000034,7765
ACSSF,2010e1,al,000,0156,0000035,2069
ACSSF,2010e1,al,000,0156,0000036,
ACSSF,2010e1,al,000,0156,0000037,4749
ACSSF,2010e1,al,000,0156,0000038,7044
ACSSF,2010e1,al,000,0156,0000039,7288
ACSSF,2010e1,al,000,0156,0000040,6121
ACSSF,2010e1,al,000,0156,0000041,7765
ACSSF,2010e1,al,000,0156,0000042,
ACSSF,2010e1,al,000,0156,0000043,2069
ACSSF,2010e1,al,000,0156,0000044,4749
ACSSF,2010e1,al,000,0156,0000045,7044
ACSSF,2010e1,al,000,0156,0000046,7288
ACSSF,2010e1,al,000,0156,0000047,6121
ACSSF,2010e1,al,000,0156,0000048,15889
ACSSF,2010e1,al,000,0156,0000049,21055
ACSSF,2010e1,al,000,0156,0000050,24838
ACSSF,2010e1,al,000,0156,0000051,7624
ACSSF,2010e1,al,000,0156,0000052,18363
ACSSF,2010e1,al,000,0156,0000053,9917
ACSSF,2010e1,al,000,0156,0000054,18130
ACSSF,2010e1,al,000,0156,0000055,5917
ACSSF,2010e1,al,000,0156,0000056,4749
ACSSF,2010e1,al,000,0156,0000057,5306
ACSSF,2010e1,al,000,0156,0000058,
ACSSF,2010e1,al,000,0156,0000059,3043
ACSSF,2010e1,al,000,0156,0000060,3250
ACSSF,2010e1,al,000,0156,0000061,1823
ACSSF,2010e1,al,000,0156,0000062,2153
ACSSF,2010e1,al,000,0156,0000063,6047
ACSSF,2010e1,al,000,0156,0000064,1718
ACSSF,2010e1,al,000,0156,0000065,3221
ACSSF,2010e1,al,000,0156,0000066,1271
ACSSF,2010e1,al,000,0156,0000067,1905
ACSSF,2010e1,al,000,0156,0000068,
ACSSF,2010e1,al,000,0156,0000069,6974
ACSSF,2010e1,al,000,0156,0000070,2682
ACSSF,2010e1,al,000,0156,0000071,1955
ACSSF,2010e1,al,000,0156,0000072,6121
ACSSF,2010e1,al,000,0156,0000073,3776
ACSSF,2010e1,al,000,0156,0000074,2318
ACSSF,2010e1,al,000,0156,0000075,4803
ACSSF,2010e1,al,000,0156,0000076,8782
ACSSF,2010e1,al,000,0156,0000077,7288
ACSSF,2010e1,al,000,0156,0000078,9312
ACSSF,2010e1,al,000,0156,0000079,6652
ACSSF,2010e1,al,000,0156,0000080,7044
ACSSF,2010e1,al,000,0156,0000081,
ACSSF,2010e1,al,000,0156,0000082,2788
ACSSF,2010e1,al,000,0156,0000083,
ACSSF,2010e1,al,000,0156,0000084,2783
ACSSF,2010e1,al,000,0156,0000085,
ACSSF,2010e1,al,000,0156,0000086,2788
ACSSF,2010e1,al,000,0156,0000087,7765
ACSSF,2010e1,al,000,0156,0000088,
ACSSF,2010e1,al,000,0156,0000089,2069
ACSSF,2010e1,al,000,0156,0000090,6959
ACSSF,2010e1,al,000,0156,0000091,6130
ACSSF,2010e1,al,000,0156,0000092,2207
ACSSF,2010e1,al,000,0156,0000093,
ACSSF,2010e1,al,000,0156,0000094,7258
ACSSF,2010e1,al,000,0156,0000095,8216
ACSSF,2010e1,al,000,0156,0000096,1955
ACSSF,2010e1,al,000,0156,0000097,6121
ACSSF,2010e1,al,000,0156,0000098,
