ACSSF,2010m1,al,000,0048,0000043,971,831,692,603,504,323,273,94,817,767,201,147,78,33,273,273,,,,971,831,692,603,504,412,817,767,201,147,78,33
ACSSF,2010m1,al,000,0048,0000044,2444,1917,1861,1254,1114,796,479,146,2684,2738,745,386,294,76,273,273,,,,2444,1917,1861,1254,1114,901,2684,2738,745,386,294,76
ACSSF,2010m1,al,000,0048,0000045,2724,2060,2387,1405,1136,853,439,694,2635,2278,1216,422,84,273,273,273,,,,2724,2060,2387,1405,1136,1124,2635,2278,1216,422,84,273
ACSSF,2010m1,al,000,0048,0000046,2462,2703,2054,2280,1424,1083,935,487,2440,2461,1030,227,531,273,273,273,,,,2462,2703,2054,2280,1424,1369,2440,2461,1030,227,531,273
ACSSF,2010m1,al,000,0048,0000047,2242,1354,1258,1106,1022,322,496,232,2140,1952,816,258,354,273,179,273,,,,2242,1354,1258,1106,1022,624,2140,1952,816,258,354,179
ACSSF,2010m1,al,000,0048,0000048,4663,5207,4362,3473,2435,1885,1020,983,4267,3934,1474,706,379,59,273,152,,,,4663,5207,4362,3473,2435,1976,4267,3934,1474,706,379,163
ACSSF,2010m1,al,000,0048,0000049,3938,4921,3064,3377,2828,1717,951,605,3697,3830,1408,454,339,63,273,64,,,,3938,4921,3064,3377,2828,1953,3697,3830,1408,454,339,92
ACSSF,2010m1,al,000,0048,0000050,4294,4492,3301,3373,3174,1781,1224,984,4496,4200,1767,537,604,222,273,273,,,,4294,4492,3301,3373,3174,2416,4496,4200,1767,537,604,222
ACSSF,2010m1,al,000,0048,0000051,4603,5665,3799,2873,2963,2029,1185,1043,4426,4375,1083,443,396,95,273,273,,,,4603,5665,3799,2873,2963,2556,4426,4375,1083,443,396,95
ACSSF,2010m1,al,000,0048,0000052,4600,5013,3893,3182,2815,1550,955,657,4055,3630,1644,543,327,253,273,273,,,,4600,5013,3893,3182,2815,1839,4055,3630,1644,543,327,253
ACSSF,2010m1,al,000,0048,0000053,4088,4304,3417,3306,2891,2445,1027,672,4285,3887,1469,660,421,273,273,273,,,,4088,4304,3417,3306,2891,2682,4285,3887,1469,660,421,273
ACSSF,2010m1,al,000,0048,0000054,4466,4656,3438,2915,2613,1251,1133,1021,4481,4466,1853,580,521,273,179,273,,,,4466,4656,3438,2915,2613,1760,4481,4466,1853,580,521,179
ACSSF,2010m1,al,000,0048,0000055,2382,2373,1678,1459,1361,796,372,205,1858,1652,871,174,273,241,273,273,,,,2382,2373,1678,1459,1361,910,1858,1652,871,174,273,241
ACSSF,2010m1,al,000,0048,0000056,2372,1887,1838,1281,1116,784,439,146,2699,2757,745,386,294,76,273,273,,,,2372,1887,1838,1281,1116,877,2699,2757,745,386,294,76
ACSSF,2010m1,al,000,0048,0000057,2093,2204,1896,1805,1471,963,594,507,2155,2109,730,264,126,273,273,273,,,,2093,2204,1896,1805,1471,1173,2155,2109,730,264,126,273
ACSSF,2010m1,al,000,0048,0000058,1777,1876,1382,1439,1113,1012,699,634,1237,1214,564,51,273,273,273,273,,,,1777,1876,1382,1439,1113,1345,1237,1214,564,51,273,273
ACSSF,2010m1,al,000,0048,0000059,2831,2761,2062,1720,1301,1210,598,616,2387,2340,664,380,74,273,273,273,,,,2831,2761,2062,1720,1301,1494,2387,2340,664,380,74,273
ACSSF,2010m1,al,000,0048,0000060,1806,2356,1754,1860,1179,872,416,466,1839,1740,583,131,273,273,273,273,,,,1806,2356,1754,1860,1179,1045,1839,1740,583,131,273,273
ACSSF,2010m1,al,000,0048,0000061,1992,2347,1620,1309,1377,1011,417,279,1634,1661,535,226,273,273,273,273,,,,1992,2347,1620,1309,1377,1090,1634,1661,535,226,273,273
ACSSF,2010m1,al,000,0048,0000062,2321,2572,1999,1721,1684,1185,602,330,1913,1906,533,451,187,273,273,273,,,,2321,2572,1999,1721,1684,1334,1913,1906,533,451,187,273
ACSSF,2010m1,al,000,0048,0000063,2417,1930,1404,1076,745,594,286,173,2057,1638,986,305,341,273,273,273,,,,2417,1930,1404,1076,745,653,2057,1638,986,305,341,273
ACSSF,2010m1,al,000,0048,0000064,2258,2191,1662,1481,1102,572,336,677,1974,1842,709,273,273,273,273,273,,,,2258,2191,1662,1481,1102,956,1974,1842,709,273,273,273
ACSSF,2010m1,al,000,0048,0000065,2729,2333,2005,1692,1222,877,378,344,2382,2180,1095,417,224,273,273,273,,,,2729,2333,2005,1692,1222,953,2382,2180,1095,417,224,273
ACSSF,2010m1,al,000,0048,0000066,2822,2632,2360,1518,1328,1064,590,422,2091,1859,927,273,273,273,273,273,,,,2822,2632,2360,1518,1328,1282,2091,1859,927,273,273,273
ACSSF,2010m1,al,000,0048,0000067,2121,2030,1442,1358,1073,581,432,159,1816,1667,634,94,273,273,273,273,,,,2121,2030,1442,1358,1073,691,1816,1667,634,94,273,273
ACSSF,2010m1,al,000,0048,0000068,1516,1734,1349,1176,957,581,351,388,1307,1385,263,131,293,95,273,273,,,,1516,1734,1349,1176,957,761,1307,1385,263,131,293,95
ACSSF,2010m1,al,000,0048,0000069,2304,2246,2027,1577,1507,1070,454,458,2294,2239,463,180,121,273,273,273,,,,2304,2246,2027,1577,1507,1214,2294,2239,463,180,121,273
ACSSF,2010m1,al,000,0048,0000070,1776,1764,1379,1133,1074,702,334,342,1794,1704,755,242,235,90,273,273,,,,1776,1764,1379,1133,1074,916,1794,1704,755,242,235,90
ACSSF,2010m1,al,000,0048,0000071,1866,1937,1482,1503,1198,1028,548,317,1703,1538,864,319,415,273,273,273,,,,1866,1937,1482,1503,1198,1130,1703,1538,864,319,415,273
ACSSF,2010m1,al,000,0048,0000072,2168,2336,1580,1593,1472,522,720,370,2277,2072,928,368,374,273,179,273,,,,2168,2336,1580,1593,1472,893,2277,2072,928,368,374,179
ACSSF,2010m1,al,000,0048,0000073,2828,2319,1665,1595,1045,548,623,412,2086,2061,543,273,273,273,273,273,,,,2828,2319,1665,1595,1045,991,2086,2061,543,273,273,273
ACSSF,2010m1,al,000,0048,0000074,2254,1854,1558,1251,1048,597,352,455,1918,1821,515,273,273,273,273,273,,,,2254,1854,1558,1251,1048,799,1918,1821,515,273,273,273
ACSSF,2010m1,al,000,0048,0000075,1489,1759,1479,1061,1206,733,707,202,1825,1517,1056,401,333,203,273,273,,,,1489,1759,1479,1061,1206,1049,1825,1517,1056,401,333,203
ACSSF,2010m1,al,000,0048,0000076,2695,2639,1745,1686,1501,1031,641,387,2326,2442,807,260,229,273,273,273,,,,2695,2639,1745,1686,1501,1268,2326,2442,807,260,229,273
ACSSF,2010m1,al,000,0048,0000077,2485,2665,2029,2259,1424,1083,935,487,2375,2450,996,227,531,273,273,273,,,,2485,2665,2029,2259,1424,1369,2375,2450,996,227,531,273
ACSSF,2010m1,al,000,0048,0000078,2135,2452,1801,1751,1266,1037,592,363,1749,1756,734,137,273,273,273,273,,,,2135,2452,1801,1751,1266,1093,1749,1756,734,137,273,273
ACSSF,2010m1,al,000,0048,0000079,2191,2208,1622,1396,1282,701,420,227,1838,1813,367,273,81,273,273,273,,,,2191,2208,1622,1396,1282,921,1838,1813,367,273,81,273
ACSSF,2010m1,al,000,0048,0000080,2616,2054,2336,1437,1118,847,329,694,2567,2200,1216,422,84,273,273,273,,,,2616,2054,2336,1437,1118,1062,2567,2200,1216,422,84,273
ACSSF,2010m1,al,000,0048,0000081,2490,2621,2197,2342,1749,1118,638,518,2432,2394,709,452,366,59,273,152,,,,2490,2621,2197,2342,1749,1277,2432,2394,709,452,366,163
ACSSF,2010m1,al,000,0048,0000082,3456,3137,2144,1845,1154,1011,569,355,2075,1955,592,322,170,273,273,273,,,,3456,3137,2144,1845,1154,1127,2075,1955,592,322,170,273
ACSSF,2010m1,al,000,0048,0000083,1719,1958,1248,1124,1098,735,259,148,1307,1358,643,91,273,273,273,273,,,,1719,1958,1248,1124,1098,820,1307,1358,643,91,273,273
ACSSF,2010m1,al,000,0048,0000084,1235,1458,1183,1052,1079,617,336,164,1406,1289,448,334,140,63,273,64,,,,1235,1458,1183,1052,1079,712,1406,1289,448,334,140,92
ACSSF,2010m1,al,000,0048,0000085,1913,1478,1349,1159,884,714,239,191,1570,1417,769,273,273,273,273,273,,,,1913,1478,1349,1159,884,721,1570,1417,769,273,273,273
ACSSF,2010m1,al,000,0048,0000086,3456,3137,2144,1845,1154,1011,569,355,2075,1955,592,322,170,273,273,273,,,,3456,3137,2144,1845,1154,1127,2075,1955,592,322,170,273
ACSSF,2010m1,al,000,0048,0000087,2521,2183,2351,1767,1307,693,513,547,2757,2434,1307,384,390,273,273,273,,,,2521,2183,2351,1767,1307,916,2757,2434,1307,384,390,273
ACSSF,2010m1,al,000,0048,0000088,1722,1758,1288,872,665,657,249,252,1115,1027,233,229,74,273,273,273,,,,1722,1758,1288,872,665,795,1115,1027,233,229,74,273
ACSSF,2010m1,al,000,0048,0000089,1012,921,708,608,576,323,273,94,829,785,201,147,78,33,273,273,,,,1012,921,708,608,576,412,829,785,201,147,78,33
ACSSF,2010m1,al,000,0048,0000090,1730,2063,1466,976,977,774,357,305,1169,1016,556,273,273,273,273,273,,,,1730,2063,1466,976,977,854,1169,1016,556,273,273,273
ACSSF,2010m1,al,000,0048,0000091,2447,1726,1730,1229,1173,674,431,146,2536,2668,739,311,294,76,273,273,,,,2447,1726,1730,1229,1173,785,2536,2668,739,311,294,76
ACSSF,2010m1,al,000,0048,0000092,2722,2695,2443,1711,1346,1037,598,541,2491,2116,957,49,273,273,273,273,,,,2722,2695,2443,1711,1346,1264,2491,2116,957,49,273,273
ACSSF,2010m1,al,000,0048,0000093,1743,1522,1700,1235,1198,826,497,369,1554,1496,661,237,108,273,273,273,,,,1743,1522,1700,1235,1198,1013,1554,1496,661,237,108,273
ACSSF,2010m1,al,000,0048,0000094,3207,3362,2795,2569,2170,1303,724,914,3230,2844,1369,596,361,59,273,273,,,,3207,3362,2795,2569,2170,1678,3230,2844,1369,596,361,59
ACSSF,2010m1,al,000,0048,0000095,2324,2862,2050,2467,1553,1100,1024,496,2539,2530,1028,227,531,273,273,273,,,,2324,2862,2050,2467,1553,1465,2539,2530,1028,227,531,273
ACSSF,2010m1,al,000,0048,0000096,1788,2087,1539,1474,1131,962,530,317,1704,1540,799,319,415,273,273,273,,,,1788,2087,1539,1474,1131,1074,1704,1540,799,319,415,273
ACSSF,2010m1,al,000,0048,0000097,2248,1350,1193,1101,1069,322,496,354,2067,1890,816,258,354,273,179,273,,,,2248,1350,1193,1101,1069,652,2067,1890,816,258,354,179
ACSSF,2010m1,al,000,0048,0000098,2064,1774,1514,1221,883,406,570,100,1437,1431,429,246,251,273,273,273,,,,2064,1774,1514,1221,883,667,1437,1431,429,246,251,273
