ACSSF,2010e1,al,000,0048,0000070,45862,30555,15010,6916,5251,1959,747,672,15307,13046,1772,274,142,73,0,0,,,,45862,30555,15010,6916,5251,3378,15307,13046,1772,274,142,73
ACSSF,2010e1,al,000,0048,0000071,72588,51384,21155,12777,11337,4305,1334,476,21204,17288,2884,617,415,0,0,0,,,,72588,51384,21155,12777,11337,6115,21204,17288,2884,617,415,0
ACSSF,2010e1,al,000,0048,0000072,66583,43525,20626,9487,9395,1794,1741,482,23058,18973,2902,528,543,0,112,0,,,,66583,43525,20626,9487,9395,4017,23058,18973,2902,528,543,112
ACSSF,2010e1,al,000,0048,0000073,47400,30802,14535,8318,4845,1622,845,637,16598,15818,780,0,0,0,0,0,,,,47400,30802,14535,8318,4845,3104,16598,15818,780,0,0,0
ACSSF,2010e1,al,000,0048,0000074,48898,34696,17306,8287,5859,1919,669,656,14202,12754,1448,0,0,0,0,0,,,,48898,34696,17306,8287,5859,3244,14202,12754,1448,0,0,0
ACSSF,2010e1,al,000,0048,0000075,55073,33135,15095,7170,6592,2809,1287,182,21938,15465,4299,1298,632,244,0,0,,,,55073,33135,15095,7170,6592,4278,21938,15465,4299,1298,632,244
ACSSF,2010e1,al,000,0048,0000076,73252,47852,21772,11113,9109,3532,1582,744,25400,22387,2409,361,243,0,0,0,,,,73252,47852,21772,11113,9109,5858,25400,22387,2409,361,243,0
ACSSF,2010e1,al,000,0048,0000077,79399,50694,20427,13909,9043,4271,2162,882,28705,25000,2837,272,596,0,0,0,,,,79399,50694,20427,13909,9043,7315,28705,25000,2837,272,596,0
ACSSF,2010e1,al,000,0048,0000078,57621,42954,18574,10238,8874,3553,1243,472,14667,12852,1711,104,0,0,0,0,,,,57621,42954,18574,10238,8874,5268,14667,12852,1711,104,0,0
ACSSF,2010e1,al,000,0048,0000079,54463,36310,16609,9134,7171,2375,781,240,18153,17439,665,0,49,0,0,0,,,,54463,36310,16609,9134,7171,3396,18153,17439,665,0,49,0
ACSSF,2010e1,al,000,0048,0000080,73097,42213,20132,10311,6241,3524,756,1249,30884,26181,4051,574,78,0,0,0,,,,73097,42213,20132,10311,6241,5529,30884,26181,4051,574,78,0
ACSSF,2010e1,al,000,0048,0000081,80579,57146,22821,14232,12676,5041,1566,810,23433,19921,2431,609,309,49,0,114,,,,80579,57146,22821,14232,12676,7417,23433,19921,2431,609,309,163
ACSSF,2010e1,al,000,0048,0000082,68096,48021,23874,11302,7715,3756,907,467,20075,18159,1580,200,136,0,0,0,,,,68096,48021,23874,11302,7715,5130,20075,18159,1580,200,136,0
ACSSF,2010e1,al,000,0048,0000083,45496,32076,16800,6980,5214,2482,412,188,13420,12046,1301,73,0,0,0,0,,,,45496,32076,16800,6980,5214,3082,13420,12046,1301,73,0,0
ACSSF,2010e1,al,000,0048,0000084,60076,40897,19098,9591,8032,3141,818,217,19179,16899,1551,492,139,52,0,46,,,,60076,40897,19098,9591,8032,4176,19179,16899,1551,492,139,98
ACSSF,2010e1,al,000,0048,0000085,29717,20678,8587,5268,4314,2104,200,205,9039,7345,1694,0,0,0,0,0,,,,29717,20678,8587,5268,4314,2509,9039,7345,1694,0,0,0
ACSSF,2010e1,al,000,0048,0000086,68096,48021,23874,11302,7715,3756,907,467,20075,18159,1580,200,136,0,0,0,,,,68096,48021,23874,11302,7715,5130,20075,18159,1580,200,136,0
ACSSF,2010e1,al,000,0048,0000087,87228,48750,24990,13067,5902,2741,1009,1041,38478,31585,6104,470,319,0,0,0,,,,87228,48750,24990,13067,5902,4791,38478,31585,6104,470,319,0
ACSSF,2010e1,al,000,0048,0000088,22652,16506,7888,3552,2968,1443,206,449,6146,5548,377,177,44,0,0,0,,,,22652,16506,7888,3552,2968,2098,6146,5548,377,177,44,0
ACSSF,2010e1,al,000,0048,0000089,25840,17507,8202,3998,3373,1247,569,118,8333,7544,502,205,63,19,0,0,,,,25840,17507,8202,3998,3373,1934,8333,7544,502,205,63,19
ACSSF,2010e1,al,000,0048,0000090,26288,20304,9157,4240,4412,1824,410,261,5984,5112,872,0,0,0,0,0,,,,26288,20304,9157,4240,4412,2495,5984,5112,872,0,0,0
ACSSF,2010e1,al,000,0048,0000091,70148,40562,21071,9156,7263,2329,604,139,29586,26697,2237,278,328,46,0,0,,,,70148,40562,21071,9156,7263,3072,29586,26697,2237,278,328,46
ACSSF,2010e1,al,000,0048,0000092,89472,62841,30234,15946,10596,3900,1477,688,26631,22586,4016,29,0,0,0,0,,,,89472,62841,30234,15946,10596,6065,26631,22586,4016,29,0,0
ACSSF,2010e1,al,000,0048,0000093,44749,32689,13625,9498,5693,2561,822,490,12060,10247,1483,265,65,0,0,0,,,,44749,32689,13625,9498,5693,3873,12060,10247,1483,265,65,0
ACSSF,2010e1,al,000,0048,0000094,149017,96209,41463,24173,18413,7891,2210,2059,52808,44761,6428,1183,387,49,0,0,,,,149017,96209,41463,24173,18413,12160,52808,44761,6428,1183,387,49
ACSSF,2010e1,al,000,0048,0000095,87849,56938,23319,15875,10006,4317,2497,924,30911,26889,3154,272,596,0,0,0,,,,87849,56938,23319,15875,10006,7738,30911,26889,3154,272,596,0
ACSSF,2010e1,al,000,0048,0000096,63820,45078,18337,11539,10045,3413,1268,476,18742,15309,2401,617,415,0,0,0,,,,63820,45078,18337,11539,10045,5157,18742,15309,2401,617,415,0
ACSSF,2010e1,al,000,0048,0000097,30930,17165,7743,3664,4094,473,769,422,13765,10949,2025,292,387,0,112,0,,,,30930,17165,7743,3664,4094,1664,13765,10949,2025,292,387,112
ACSSF,2010e1,al,000,0048,0000098,35653,26360,12883,5823,5301,1321,972,60,9293,8024,877,236,156,0,0,0,,,,35653,26360,12883,5823,5301,2353,9293,8024,877,236,156,0
