ACSSF,2010m1,al,000,0108,0000001,11900,9676,5143,4270,1277,1199,1629,821,1360,280,2902,2902,1173,1791,2178,1684,1509,2494,1864,1823,870,892,553,1081,263,1342,244,1077,711,836,463,392,502,6111,1843,1802,660,1495,747,392,1117,5357,1441,4338,1513,4035,1325,872,712,2386,1907,1282,589,1080,4378,3512,554,1416,3096,271,1042,3152,6996,3600,2896,438,2034,1772,184,273,153,77,925,1367,4675,1384,2675,2767,1725,1601,2724,766,194,2688,314,2624,734,1793,127,1842,1743,9867,6089,2683,979,3691,2947,1632,1127,1508,7718,1855,716,2636,2286,2710,2762,2457,3554,3409,1779,791,313,632,328,979,434,311,832,45,406,73,262,314,58,1139,440,409,859,5223,4164,1160,1484,1378,724,677,1484,472,413,2692,1947,337,136,238,982,1149,402,721,1990,1798,658
ACSSF,2010m1,al,000,0108,0000002,10952,7065,3646,2997,973,1014,1028,582,1046,119,2104,2181,810,1333,1689,1207,1188,1912,1530,1515,853,630,532,910,255,872,145,759,405,775,436,322,445,4461,1539,1476,539,1259,642,221,1033,3726,1331,3131,1069,2620,981,582,545,1677,1589,989,619,864,3257,2476,366,1050,2229,159,805,2399,5017,2567,2301,274,1368,1355,106,273,128,273,707,996,3490,1212,2063,1802,1279,1112,2132,576,155,2191,165,2138,528,1415,127,1561,1366,6745,4402,1768,579,3129,2049,1348,762,1183,5033,1447,503,1855,1764,2164,2072,1660,2852,2017,1353,417,313,255,110,925,206,24,796,273,382,73,139,227,273,917,415,400,660,3161,2474,602,1170,1061,491,372,832,302,339,1421,1396,261,98,238,631,844,348,539,1129,918,659
ACSSF,2010m1,al,000,0108,0000003,9023,5792,3723,2889,801,607,1267,562,668,277,2178,2066,830,1122,1423,1223,875,1542,960,953,352,610,303,552,149,1020,170,849,564,382,189,185,259,3737,1064,998,357,870,364,326,670,3204,658,2706,1166,2396,874,600,460,1527,1047,759,246,548,3000,2550,406,837,2360,213,788,2068,4413,2196,1711,360,1445,913,149,273,86,77,599,664,2955,511,1482,1882,1103,978,1788,540,120,1646,268,2002,407,1155,273,1283,1127,6850,3625,1541,714,2416,1897,978,711,886,5168,1011,506,1705,1549,1577,1530,1936,2599,2456,980,631,273,560,310,556,329,313,211,45,129,273,214,208,58,525,138,108,485,4251,3431,984,1087,1073,513,565,1150,314,207,2015,1327,222,99,273,811,814,200,484,1493,1497,172
ACSSF,2010m1,al,000,0108,0000004,11936,9185,4968,4210,1205,1197,1637,675,1360,262,2823,2882,1138,1755,2126,1639,1508,2468,1831,1784,870,890,550,1045,266,1240,244,1040,575,830,467,392,497,5719,1803,1753,652,1496,746,385,1131,4933,1492,3997,1487,3717,1317,854,626,2165,1861,1164,607,1081,4077,3267,554,1379,2977,271,990,3035,6477,3263,2667,433,1804,1747,184,273,131,77,933,1317,4206,1351,2366,2497,1667,1528,2488,767,194,2497,314,2523,735,1714,127,1817,1655,9502,5754,2485,835,3705,2807,1606,1013,1483,7541,1873,698,2464,2209,2672,2782,2377,3414,3145,1779,670,273,624,318,994,301,311,831,45,406,73,177,307,58,1140,440,405,873,4953,3968,1009,1444,1394,680,677,1285,345,413,2633,1836,337,121,238,922,1104,366,600,1804,1640,591
ACSSF,2010m1,al,000,0108,0000005,11045,8490,4655,3898,1022,1164,1532,684,1313,147,2581,2825,1120,1648,1863,1574,1270,2311,1764,1723,869,873,541,907,266,1170,243,1019,483,807,439,392,472,5253,1676,1586,635,1381,741,276,1115,4345,1395,3497,1417,3206,916,791,554,1815,1795,1068,607,1003,3559,2941,480,1308,2640,254,893,2643,5865,3108,2566,402,1575,1582,137,273,131,77,873,1170,3980,1319,2219,2231,1549,1219,2233,666,194,2244,314,2225,554,1400,127,1812,1341,8888,4826,2192,759,2797,2573,1425,876,1380,7137,1847,556,2250,2215,2338,2671,1948,3214,2910,1514,634,273,634,273,964,207,72,814,273,406,73,177,172,58,903,331,355,699,3778,2787,761,1267,808,669,535,878,225,358,1768,1730,339,121,238,700,1115,366,573,1651,1365,590
ACSSF,2010m1,al,000,0108,0000006,6830,4932,2159,2123,762,759,1017,565,716,26,1494,1627,620,1098,1270,1120,719,1550,1075,1032,512,556,472,485,199,681,109,596,270,638,279,309,418,3320,1205,1110,418,974,593,273,791,2427,1097,1669,778,1477,650,536,460,1264,1261,828,597,697,2159,1558,313,591,1260,189,645,1544,3900,2034,1801,238,933,1021,106,273,128,273,634,779,2547,1007,1602,1220,982,739,1663,488,26,1599,132,1716,528,994,127,1059,1035,4115,2879,1094,547,1567,1734,793,509,1005,3568,1126,240,1228,1326,1545,1063,1397,1864,1569,1141,133,273,133,273,823,101,273,779,273,216,73,273,168,273,729,324,206,619,2055,1668,464,719,406,468,372,438,26,337,1067,913,273,273,213,366,559,315,408,803,605,520
ACSSF,2010m1,al,000,0108,0000007,9022,6843,3921,3033,754,812,1056,372,1022,146,2106,2276,951,1220,1524,1298,935,1597,1297,1255,646,687,338,701,194,1018,190,850,391,434,327,250,233,4055,1370,1237,473,1021,401,276,851,3214,665,2804,1200,2541,694,468,415,1367,1239,698,241,813,3233,2751,329,1119,2499,169,740,2051,4642,2186,1644,339,1202,1058,85,273,25,77,620,783,3039,910,1447,1727,1080,915,2184,536,193,2087,282,1854,166,1142,273,1297,994,6776,3849,1782,440,2592,1769,1103,678,1014,5824,1298,499,1675,1756,1731,2272,1685,2745,2352,911,611,273,611,273,478,163,72,307,273,330,273,177,54,58,420,72,272,281,3240,2407,570,1112,706,475,379,769,225,110,1445,1368,339,121,98,610,975,181,380,1350,1190,371
ACSSF,2010m1,al,000,0108,0000008,4896,3486,1916,1536,558,384,700,255,354,230,1184,1099,370,612,884,544,710,697,520,520,99,286,163,390,273,343,38,244,254,181,143,273,104,2425,871,847,133,411,82,272,296,2139,626,1782,509,1443,786,397,298,1023,556,359,81,384,2069,1433,236,372,1266,91,474,1358,2844,1069,776,148,808,460,133,273,273,273,231,320,1889,183,1221,1292,671,743,1228,389,273,1141,47,1453,380,959,273,768,847,3868,2846,933,230,2216,894,706,405,487,2834,589,447,1195,877,933,771,1032,1264,1221,776,468,273,382,318,480,233,305,120,45,273,273,273,239,273,567,309,211,428,2464,2379,671,773,1117,211,388,878,241,183,1279,625,52,273,273,582,108,273,201,1062,1060,99
ACSSF,2010m1,al,000,0108,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0108,0000010,4495,2522,1408,1263,485,232,567,205,252,230,982,926,297,497,778,462,627,634,468,468,99,228,163,381,273,325,38,216,254,181,143,273,104,1744,849,823,89,340,273,272,213,1503,366,1394,401,1110,587,397,58,872,418,275,79,328,1589,1221,91,335,1092,91,288,900,2428,896,703,148,614,298,133,273,273,273,197,192,1492,176,1054,1091,531,686,1132,389,273,1033,47,1326,266,949,273,690,602,3551,2341,769,209,1805,796,421,346,446,2325,436,412,947,751,708,423,830,809,1076,715,461,273,386,298,479,233,304,120,45,273,273,273,239,273,435,280,38,342,1956,1902,621,707,972,206,388,733,113,183,959,591,52,273,273,529,66,273,201,763,758,94
ACSSF,2010m1,al,000,0108,0000011,3364,2071,1096,986,272,62,422,339,273,149,882,707,303,326,587,539,278,400,203,188,273,54,35,179,81,365,273,108,353,166,58,273,156,1374,436,409,125,192,48,75,184,1320,471,1023,298,922,294,157,287,619,368,356,80,25,1362,997,273,274,988,273,251,808,2091,1305,970,125,722,346,273,273,95,273,161,303,1480,285,932,870,420,252,926,181,273,916,273,747,64,416,273,397,350,2454,1745,670,368,1287,776,447,378,345,1751,420,139,720,633,667,450,524,1157,893,461,342,313,107,73,324,237,273,18,273,273,273,184,80,273,111,273,84,75,1422,1217,464,431,363,292,273,610,281,273,696,687,273,82,273,471,245,121,403,683,545,375
ACSSF,2010m1,al,000,0108,0000012,5596,3643,2236,1686,619,384,856,461,354,272,1487,1277,483,711,1055,760,747,842,571,576,99,295,167,454,81,520,38,276,459,233,147,273,179,3014,1029,976,178,437,92,282,328,2643,756,2167,588,1757,828,421,386,1301,742,574,120,381,2458,1729,236,493,1590,91,532,1586,3273,1737,1285,205,1133,614,133,273,95,273,288,441,2261,347,1585,1511,754,848,1527,386,273,1442,47,1665,380,1006,273,873,958,4746,3384,1250,458,2366,1189,814,566,581,3347,680,459,1484,1110,1126,808,1116,1704,1446,896,599,313,386,328,566,329,305,121,45,273,273,184,254,273,551,309,232,409,2900,2691,858,803,1106,364,388,1081,383,183,1446,879,52,82,273,730,269,121,453,1303,1191,383
ACSSF,2010m1,al,000,0108,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0108,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0108,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0108,0000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0108,0000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
