ACSSF,2010m1,al,000,0017,0000001,0,251,105,273,20517,2418,142,131,318,1924,271,748,202,642,364,307,273,122,946,121,294,655,1970,234,870,921,132,268,405,273,903,654,603,5029,440,12452,110,3954,755,5988,1315,9205,273,2239,83,932,244,807,11840,527,5621,188,664,173,100,123,80,482,1766,219,3569,616,876,1834,965,5200,5292,519,385,476,310,273,4374,273,783,273,583,273,1304,273,273,273,221,1542,273,307,4162,325,1976,1161,1951,662,1765,2458,180,282,66,176,179,284,408,1706,330,584,1270,273,311,18096,21612,0,20517,2418,1970,903,603,5029,12452,3954,5988,1315,9205,2239,932,11840,5621,664,1766,3569,616,1834,5200,5292,476,4374,1976,1161,662,1765,2458,18884,21612
ACSSF,2010m1,al,000,0017,0000002,21720,251,105,273,13751,1910,142,131,165,1384,271,748,26,608,391,163,273,122,425,121,211,574,1498,111,826,789,273,268,268,273,759,571,427,2893,264,8761,110,2987,647,4901,874,6480,273,1810,80,694,273,649,9113,527,3980,154,639,173,100,123,80,465,1445,273,2451,179,434,1291,891,3699,3441,511,333,454,304,273,4267,273,783,273,583,273,489,273,273,273,206,1542,273,307,3958,325,1813,525,1867,568,1467,2370,171,282,66,176,179,242,389,1656,151,584,1268,273,214,14737,13436,21720,13751,1910,1498,759,427,2893,8761,2987,4901,874,6480,1810,694,9113,3980,639,1445,2451,179,1291,3699,3441,454,4267,1813,525,568,1467,2370,15508,13436
ACSSF,2010m1,al,000,0017,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21720,16002,1570,1245,502,463,3524,8522,2450,3426,992,7349,1301,711,8443,4667,197,976,2369,623,1054,3062,4193,131,2277,925,1213,313,971,594,18864,20502
ACSSF,2010m1,al,000,0017,0000004,4487,251,105,273,19353,2413,142,131,318,1924,271,748,202,605,364,307,273,122,899,121,294,655,1881,234,868,877,273,268,405,273,903,654,569,4891,440,12663,110,3831,755,5813,1280,8886,273,2240,83,912,244,807,11601,527,5625,188,664,173,100,123,26,482,1755,219,3447,616,876,1731,911,5081,4883,519,385,476,306,273,4396,273,783,273,583,273,1304,273,273,273,221,1542,273,307,4175,325,1988,1161,1935,662,1796,2465,180,282,66,176,179,284,389,1698,330,584,1270,273,311,17774,20141,4487,19353,2413,1881,903,569,4891,12663,3831,5813,1280,8886,2240,912,11601,5625,664,1755,3447,616,1731,5081,4883,476,4396,1988,1161,662,1796,2465,18733,20141
ACSSF,2010m1,al,000,0017,0000005,3290,251,105,273,16303,2343,142,131,318,1925,271,748,202,347,364,281,273,99,852,121,249,499,1594,223,871,680,273,268,408,273,736,626,470,4405,432,10473,273,3538,755,5386,1259,7713,273,2106,83,793,149,747,10060,521,5144,156,510,173,100,123,26,484,1497,176,3289,571,769,1536,557,4543,4448,499,385,393,306,273,3947,273,783,273,583,273,1306,273,273,273,221,1542,273,307,3621,325,1930,1138,934,629,1598,2446,180,282,273,165,179,211,389,1667,330,584,1270,273,193,16063,15562,3290,16303,2343,1594,736,470,4405,10473,3538,5386,1259,7713,2106,793,10060,5144,510,1497,3289,571,1536,4543,4448,393,3947,1930,1138,629,1598,2446,16081,15562
ACSSF,2010m1,al,000,0017,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6994,7444,1838,935,622,317,1343,6151,1855,3066,475,4810,1440,499,4313,2923,449,1149,1732,163,719,2509,2667,375,3442,1355,304,493,844,1885,11855,10501
ACSSF,2010m1,al,000,0017,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7880,13241,1613,1190,439,368,4291,8745,3130,3994,1213,6647,1632,630,8517,4476,166,900,2997,546,1281,3756,3979,117,2046,1404,1229,326,1366,1487,14214,13616
ACSSF,2010m1,al,000,0017,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612,10252,570,953,532,365,1789,6174,1759,2220,400,4587,634,379,6036,2643,421,935,1078,398,523,2762,2395,247,1763,804,412,212,593,380,8682,10987
ACSSF,2010m1,al,000,0017,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10158,5967,566,716,165,129,893,2918,1312,1220,273,2970,598,366,3827,1977,360,249,600,94,129,1458,1121,234,1748,466,409,212,247,381,7366,5941
ACSSF,2010m1,al,000,0017,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10197,7643,62,629,519,337,1637,5262,1221,1943,282,4069,156,136,5376,2036,224,931,866,385,491,2313,2062,75,1278,666,72,28,524,191,9573,9560
ACSSF,2010m1,al,000,0017,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4487,5421,247,665,273,140,1021,3289,446,1140,275,2430,301,351,3569,907,273,221,1081,273,386,1138,1723,273,1112,349,273,273,386,128,7265,6879
ACSSF,2010m1,al,000,0017,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3290,11391,616,1029,532,405,2042,6716,1936,2505,470,5159,667,504,6184,2753,421,952,1345,398,662,2994,2747,247,2008,950,412,212,598,404,8866,12918
ACSSF,2010m1,al,000,0017,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5023,57,490,433,305,1597,2996,1116,1692,199,2106,279,99,1926,2496,98,583,602,181,273,1341,1025,247,722,611,409,107,210,273,4511,5355
ACSSF,2010m1,al,000,0017,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2547,63,418,273,273,924,1938,777,743,310,1508,114,331,2012,1456,273,197,294,273,273,523,549,273,593,181,273,115,24,186,3250,3905
ACSSF,2010m1,al,000,0017,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1952,67,183,35,25,145,993,345,412,53,904,116,112,1182,543,273,94,184,25,223,524,375,273,94,65,39,273,106,112,2707,1386
ACSSF,2010m1,al,000,0017,0000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4041,942,774,486,198,871,4217,1262,2043,320,3392,1035,344,3914,2129,92,395,1041,273,854,2013,2152,97,2379,958,414,538,772,1037,7020,8348
ACSSF,2010m1,al,000,0017,0000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2765,58,307,92,24,206,2461,591,903,293,1677,416,273,2358,702,273,322,1478,97,304,721,1794,273,1523,250,57,135,249,34,3561,4188
ACSSF,2010m1,al,000,0017,0000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5705,648,734,504,186,610,3246,1406,1622,252,2512,501,254,3113,1767,282,364,1162,139,464,1582,1464,110,2271,814,121,175,445,1283,5717,6004
ACSSF,2010m1,al,000,0017,0000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5487,300,596,278,147,2058,3679,1162,3685,467,3347,1380,139,4119,1740,115,1130,1530,273,146,1777,1604,273,874,1006,85,92,456,1292,5970,6010
ACSSF,2010m1,al,000,0017,0000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3520,1482,314,273,273,367,1793,752,810,87,1292,63,452,1409,790,273,326,409,273,458,758,872,299,1093,328,106,119,414,786,4095,3443
ACSSF,2010m1,al,000,0017,0000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3410,1009,299,77,28,845,3983,967,1828,310,2619,518,157,2887,1352,86,269,1329,293,166,929,1515,48,1044,273,246,69,321,625,4359,3125
ACSSF,2010m1,al,000,0017,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3152,319,156,273,273,254,2508,720,1325,91,2077,548,92,2462,524,231,273,528,25,416,971,869,273,818,199,170,273,499,273,2739,5082
ACSSF,2010m1,al,000,0017,0000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,1827,691,334,452,273,477,1433,566,746,152,1276,391,273,961,554,273,169,226,273,273,541,757,273,2119,269,273,273,167,123,6178,4436
ACSSF,2010m1,al,000,0017,0000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,820,67,183,35,25,130,724,181,315,26,1149,116,112,912,313,273,94,182,25,223,372,317,273,85,73,39,273,106,112,2030,1218
ACSSF,2010m1,al,000,0017,0000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122,3166,648,493,325,142,468,2399,992,1140,182,1974,391,213,2318,1122,282,175,589,125,274,1136,1293,110,1807,426,273,273,153,1274,4268,4090
ACSSF,2010m1,al,000,0017,0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2876,210,324,262,114,854,2228,693,2671,366,2059,1057,83,1773,1174,115,969,260,273,80,1171,884,273,678,403,85,92,223,376,4783,3216
ACSSF,2010m1,al,000,0017,0000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,2986,1482,268,273,273,367,1757,671,777,87,1167,63,177,1234,790,273,326,409,273,458,700,761,299,1070,319,106,65,398,786,5059,3531
ACSSF,2010m1,al,000,0017,0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,1827,691,334,452,273,477,1433,566,746,152,1276,391,273,961,554,273,169,226,273,273,541,757,273,2119,269,273,273,167,123,6178,4436
ACSSF,2010m1,al,000,0017,0000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,820,67,183,35,25,130,719,181,305,26,713,116,112,912,313,273,94,182,25,223,372,317,273,85,73,39,273,106,112,1988,973
ACSSF,2010m1,al,000,0017,0000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122,3166,648,493,325,142,468,2399,992,1140,182,1974,391,213,2318,1122,282,175,589,125,274,1136,1293,110,1807,426,273,273,153,1274,4268,4090
ACSSF,2010m1,al,000,0017,0000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2876,210,324,262,114,854,2228,693,2671,366,2059,1057,83,1773,1174,115,969,260,273,80,1171,884,273,678,403,85,92,223,376,4783,3216
ACSSF,2010m1,al,000,0017,0000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,2986,1482,268,273,273,367,1757,671,777,87,1167,63,177,1234,790,273,326,409,273,458,700,761,299,1070,319,106,65,398,786,5059,3531
ACSSF,2010m1,al,000,0017,0000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4741,8455,299,820,468,340,3156,5043,1564,4154,501,4066,1460,172,5143,3136,153,1277,1706,181,408,1972,1990,247,1135,1145,416,142,579,1336,8681,8667
ACSSF,2010m1,al,000,0017,0000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6747,6475,269,532,115,268,810,3638,1538,932,788,2942,702,381,2877,1479,92,419,844,297,435,1768,1786,299,1603,463,314,214,634,778,8810,5833
ACSSF,2010m1,al,000,0017,0000050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6551,7209,1609,761,92,24,997,4777,1331,1616,484,3367,440,679,4078,1762,273,494,1852,248,792,1285,2804,273,2026,449,57,207,351,524,9708,8430
ACSSF,2010m1,al,000,0017,0000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280,7237,98,760,319,212,2624,5271,874,1626,463,4780,191,147,5039,1605,300,725,1012,108,271,2688,2281,273,500,917,953,100,651,183,7397,11201
ACSSF,2010m1,al,000,0017,0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4019,8859,962,767,504,300,1095,5089,1858,1593,346,3948,569,292,4712,2729,304,479,1496,241,611,2056,1745,152,2281,1049,440,175,611,1289,7687,8832
ACSSF,2010m1,al,000,0017,0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8081,8098,1370,828,212,203,1488,5931,1818,2779,676,4274,1093,383,5703,2340,334,486,1769,503,1068,2346,3020,108,1477,1002,505,584,911,1013,9121,9371
ACSSF,2010m1,al,000,0017,0000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9191,4888,584,424,452,140,634,3438,584,1262,127,2929,628,114,2580,1035,258,162,585,25,406,1436,1243,273,2576,140,170,273,580,698,9636,7813
ACSSF,2010m1,al,000,0017,0000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0017,0000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,3168,648,493,325,142,413,2342,992,1140,182,1960,259,213,2318,1119,282,165,589,125,231,1136,1293,110,1831,426,273,273,102,1238,4324,4145
ACSSF,2010m1,al,000,0017,0000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,5332,160,501,387,112,815,2673,1378,1193,256,2232,484,133,2847,1699,273,370,1381,204,397,951,892,106,1400,829,158,175,467,257,5548,4927
ACSSF,2010m1,al,000,0017,0000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
