ACSSF,2010m1,al,000,0090,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4595,3064,5687,273,5687,881,2862,3327,3690,2384,2221,6272,6337,4251,3684,2284,1839,1057,572,557,2936,4646,273,4646,1510,2473,3570,3390,2792,1299,5282,5362,4902,3828,3219,1801,1145,854,305,2620,1731,1129,273,1129,273,442,448,280,494,309,1239,840,783,521,316,411,239,29,145,1546,719,273,719,12,434,434,553,199,138,1533,1241,1112,779,541,234,9,273,66
ACSSF,2010m1,al,000,0090,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7232,4927,4139,273,4139,792,2552,2604,3147,2081,1971,5741,5127,3827,3499,1964,1379,850,554,511,4340,4343,273,4343,1263,2361,3256,2716,2416,997,5142,5469,4430,3663,2702,1376,961,871,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0090,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6759,4701,3265,273,3265,538,1117,1659,2022,1217,1127,4942,4570,2686,2260,1070,1058,693,174,242,4451,3169,273,3169,774,1653,1376,1726,1769,782,4475,3744,3039,2275,1706,999,808,245,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0090,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191,3480,5339,273,5339,844,2879,3210,3741,2349,2196,6227,5932,3939,3609,2022,1738,962,567,557,3580,4834,273,4834,1300,2306,3561,3141,2726,1265,5238,5648,4802,3819,3161,1776,1144,856,305,2525,1716,1103,273,1103,273,442,446,280,438,309,1230,765,755,513,316,366,239,273,145,1412,730,273,730,12,434,346,526,199,138,1393,1253,803,617,409,233,273,273,66
ACSSF,2010m1,al,000,0090,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4363,2811,5088,273,5088,823,2796,2658,3462,2168,2070,5602,4892,3791,3285,2157,1495,948,548,557,3064,4487,273,4487,1148,2448,3414,3076,2616,1234,4800,5208,4456,3471,3137,1499,1089,836,296,2317,1484,944,273,944,200,395,339,275,435,309,1062,667,686,506,229,360,216,273,145,1301,656,273,656,273,412,286,493,175,138,1255,1103,753,551,398,227,273,273,273
ACSSF,2010m1,al,000,0090,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8750,4981,4515,273,4515,588,2319,2174,2674,1529,1458,4700,3987,3583,2821,1827,1142,581,534,532,5295,4125,273,4125,1016,2363,2639,2392,1892,716,5387,4538,3672,3277,2234,1157,936,736,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0090,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8380,4760,2929,273,2929,624,1487,1325,2303,1680,1445,4399,3507,2742,2334,1305,936,700,285,231,5313,3501,273,3501,733,1830,1974,2096,1815,980,4708,4385,2957,2559,2073,875,738,363,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0090,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2581,1690,1724,273,1724,322,718,1329,1070,852,532,2363,2625,1774,1659,720,692,434,155,273,1699,1895,273,1895,664,1270,1084,1074,523,263,2260,2142,1823,1509,941,848,550,203,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0090,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3902,2121,1326,273,1326,233,519,1048,748,463,412,2232,1829,1075,949,353,499,159,127,273,3011,1404,273,1404,344,815,685,568,192,157,2841,2205,1420,1130,788,493,216,203,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0090,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3810,2569,1371,273,1371,197,569,874,806,617,360,2525,2493,1660,1399,632,491,394,95,273,2763,1640,273,1640,541,978,1049,906,504,202,2732,1988,1735,1431,529,703,502,273,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
