ACSSF,2010m1,al,000,0006,0000001,559,260,757,2353,2213,3714,4059,16806,6524,7516,17315,18168,5811,6146,18001,9051,2866,3226,7765,1871,694,868,1069,2109,1167,1254,1765,1809,1079,673,1585,4407,1044,1358,4241,16226,13441,9661,13074,7198,10202,1485,17986,13331,8097,12301,6521,9302,1488,9035,3410,3771,3201,3924,4025,215,1907,839,1211,547,217,374,273,2888,1458,1262,1342,1133,757,646,1796,963,785,770,966,1173,27,4508,2441,1584,1663,1324,1465,246,16806,6524,7516,17315,18168,5811,6146,18001,9051,2866,3226,7765,1871,694,868,1069,2976,1508,1462,2372,4407,1044,1358,4241,16226,13441,9661,13074,7198,10202,1485,17986,13331,8097,12301,6521,9302,1488,9035,3410,3771,3201,3924,4025,215,1907,839,1211,547,217,374,273,3521,1637,1537,1600,1428,1447,644,4508,2441,1584,1663,1324,1465,246
ACSSF,2010m1,al,000,0006,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000013,1350,1546,3486,.,39196,.,8663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3689,1199,1281,3848,3805,915,1085,3691,2278,530,630,2031,150,273,273,150,776,167,490,536,941,273,326,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000014,2699,3267,7638,550,18526,33019,5053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000015,2029,2184,6763,.,12670,.,55487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000016,1386,2283,8986,.,18221,14263,8772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000017,2666,4038,4551,17235,.,70850,10591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000018,3292,3937,5638,.,6455,24798,20170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000019,863,2024,3558,12846,2590,3042,16627,2246,765,799,2185,2184,730,723,2053,688,149,276,615,93,43,273,75,225,149,120,108,173,155,72,97,273,37,26,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246,765,799,2185,2184,730,723,2053,688,149,276,615,93,43,273,75,305,228,142,165,273,37,26,268,2246,1427,1122,1319,662,1040,84,2184,1418,1136,1289,641,1021,84,688,264,466,370,140,207,273,93,273,61,38,49,273,273,305,67,168,199,96,108,273,273,174,171,156,53,54,273
ACSSF,2010m1,al,000,0006,0000020,1493,653,2649,5180,4274,7915,6221,7772,2476,3233,7724,7796,2190,2345,7700,3873,1308,1930,2953,1135,447,764,493,765,475,297,623,843,118,273,838,1528,361,374,1521,7544,4991,4181,6076,2814,3514,523,7780,5220,3519,5850,2428,3418,523,3832,1449,1757,1744,1592,1480,273,1135,172,1031,279,273,192,273,969,418,469,560,393,315,273,843,495,282,297,432,348,273,1528,1219,454,733,442,341,273,7772,2476,3233,7724,7796,2190,2345,7700,3873,1308,1930,2953,1135,447,764,493,1178,485,297,1097,1528,361,374,1521,7544,4991,4181,6076,2814,3514,523,7780,5220,3519,5850,2428,3418,523,3832,1449,1757,1744,1592,1480,273,1135,172,1031,279,273,192,273,1257,623,485,723,582,414,273,1528,1219,454,733,442,341,273
ACSSF,2010m1,al,000,0006,0000021,3656,4125,2624,.,36265,.,21267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2565,1047,906,2365,2623,1068,872,2416,524,113,209,437,273,273,273,273,336,171,22,284,374,79,225,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0006,0000022,1817,1928,3076,.,2457,10154,12651,2789,1479,1072,2736,2633,1322,928,2551,1549,644,360,1333,355,324,19,74,693,276,430,370,530,360,152,328,666,95,214,626,2823,1958,1739,1523,1298,1854,273,2633,1690,1443,1445,1050,1689,273,1549,904,780,565,711,585,273,379,328,123,30,273,63,273,708,587,236,326,140,69,273,554,336,294,108,125,230,273,669,383,280,153,321,19,273,2789,1479,1072,2736,2633,1322,928,2551,1549,644,360,1333,355,324,19,74,872,462,471,500,666,95,214,626,2823,1958,1739,1523,1298,1854,273,2633,1690,1443,1445,1050,1689,273,1549,904,780,565,711,585,273,379,328,123,30,273,63,273,927,691,426,344,193,243,273,669,383,280,153,321,19,273
