ACSSF,2010e1,al,000,0043,0000062,77479,6120,5847,6125,9180,10665,11775,6303,5401,1902,2558,1363,518,5500,4222,77479,1900,4616,7849,9956,8945,4977,11440,4555,3006,12751,5879,1605,77479,6120,5847,6125,9180,10665,11775,6303,5401,1902,14161,77479,6516,7849,9956,8945,4977,11440,7561,12751,7484
ACSSF,2010e1,al,000,0043,0000063,36100,1711,2020,1135,2623,2881,5441,4922,4536,1767,2275,1143,256,1892,3498,36100,715,2952,6281,9655,6768,1250,4592,452,356,1379,1091,609,36100,1711,2020,1135,2623,2881,5441,4922,4536,1767,9064,36100,3667,6281,9655,6768,1250,4592,808,1379,1700
ACSSF,2010e1,al,000,0043,0000064,35536,1635,1031,1529,3901,3188,5885,4756,3223,1317,1201,1057,201,3235,3377,35536,210,2783,5487,7779,7660,2401,6036,688,375,1417,700,0,35536,1635,1031,1529,3901,3188,5885,4756,3223,1317,9071,35536,2993,5487,7779,7660,2401,6036,1063,1417,700
ACSSF,2010e1,al,000,0043,0000065,79054,1014,1056,2845,5495,7156,14347,16146,11017,4746,5636,1957,482,3157,4000,79054,1652,7936,15244,16730,16475,3856,10707,1471,970,1704,1452,857,79054,1014,1056,2845,5495,7156,14347,16146,11017,4746,15232,79054,9588,15244,16730,16475,3856,10707,2441,1704,2309
ACSSF,2010e1,al,000,0043,0000066,82073,4703,4006,3744,9554,9362,14118,11153,6492,1692,3119,2330,738,6618,4444,82073,1486,3224,8136,10984,15203,7102,17468,3159,3815,7207,2992,1297,82073,4703,4006,3744,9554,9362,14118,11153,6492,1692,17249,82073,4710,8136,10984,15203,7102,17468,6974,7207,4289
ACSSF,2010e1,al,000,0043,0000067,44521,2813,2146,1602,4224,5090,8913,7440,3489,1670,1888,603,825,1966,1852,44521,498,2377,3309,6473,10341,2844,8468,2250,1996,4189,1466,310,44521,2813,2146,1602,4224,5090,8913,7440,3489,1670,7134,44521,2875,3309,6473,10341,2844,8468,4246,4189,1776
ACSSF,2010e1,al,000,0043,0000068,36590,2480,1636,2406,3847,4027,5535,4229,2308,706,1636,780,976,2757,3267,36590,340,4110,6107,9198,5328,1486,3499,342,666,2624,2133,757,36590,2480,1636,2406,3847,4027,5535,4229,2308,706,9416,36590,4450,6107,9198,5328,1486,3499,1008,2624,2890
ACSSF,2010e1,al,000,0043,0000069,52273,3995,4367,5341,4871,6016,7238,5669,2858,1499,1849,502,324,3358,4386,52273,2762,6325,7869,7014,6632,3797,5694,2898,1146,3318,3450,1368,52273,3995,4367,5341,4871,6016,7238,5669,2858,1499,10419,52273,9087,7869,7014,6632,3797,5694,4044,3318,4818
ACSSF,2010e1,al,000,0043,0000070,41396,4134,3129,3937,4119,3412,4559,4522,2448,2037,2410,813,247,3182,2447,41396,3645,2700,7704,7048,5778,3286,4988,1606,825,2580,1073,163,41396,4134,3129,3937,4119,3412,4559,4522,2448,2037,9099,41396,6345,7704,7048,5778,3286,4988,2431,2580,1236
ACSSF,2010e1,al,000,0043,0000071,90212,3137,3835,4569,10739,10927,17486,10936,7339,4206,5050,1284,985,5063,4656,90212,2652,6875,8460,10761,11296,5272,16935,4568,4660,10689,5598,2446,90212,3137,3835,4569,10739,10927,17486,10936,7339,4206,17038,90212,9527,8460,10761,11296,5272,16935,9228,10689,8044
ACSSF,2010e1,al,000,0043,0000072,81598,2968,3331,2897,8999,11466,14862,11124,8078,3227,2674,1025,297,4976,5674,81598,1676,8351,12341,18147,17920,4961,8121,789,2133,3869,2328,962,81598,2968,3331,2897,8999,11466,14862,11124,8078,3227,14646,81598,10027,12341,18147,17920,4961,8121,2922,3869,3290
ACSSF,2010e1,al,000,0043,0000073,39074,2541,2186,3255,4928,4843,5320,4881,2832,503,970,866,391,2449,3109,39074,3671,5859,6315,5253,4007,1522,3506,1020,1795,3305,1760,1061,39074,2541,2186,3255,4928,4843,5320,4881,2832,503,7785,39074,9530,6315,5253,4007,1522,3506,2815,3305,2821
ACSSF,2010e1,al,000,0043,0000074,48061,3858,2518,3702,7235,4818,5757,5764,3179,1175,2417,489,129,2662,4358,48061,1323,3339,7152,7600,5634,2298,7117,1400,1550,5157,3456,2035,48061,3858,2518,3702,7235,4818,5757,5764,3179,1175,10055,48061,4662,7152,7600,5634,2298,7117,2950,5157,5491
ACSSF,2010e1,al,000,0043,0000075,60751,1920,3413,1941,3824,4994,10391,8417,6456,2953,2613,2392,1582,4880,4975,60751,1897,8922,10729,11103,8593,3842,7235,1215,602,3522,1713,1378,60751,1920,3413,1941,3824,4994,10391,8417,6456,2953,16442,60751,10819,10729,11103,8593,3842,7235,1817,3522,3091
ACSSF,2010e1,al,000,0043,0000076,73645,3577,2037,4226,8183,8110,11942,8784,4853,2870,2886,1713,1328,7431,5705,73645,2715,8952,11533,12312,9645,3953,10428,2489,1833,4589,4648,548,73645,3577,2037,4226,8183,8110,11942,8784,4853,2870,19063,73645,11667,11533,12312,9645,3953,10428,4322,4589,5196
ACSSF,2010e1,al,000,0043,0000077,85036,3429,1802,3614,6501,10245,15571,12337,5787,3140,4197,2103,735,6793,8782,85036,1137,10138,14574,23326,16226,5945,7233,873,1021,1692,1130,1741,85036,3429,1802,3614,6501,10245,15571,12337,5787,3140,22610,85036,11275,14574,23326,16226,5945,7233,1894,1692,2871
ACSSF,2010e1,al,000,0043,0000078,67862,2523,3198,4150,6727,10378,15680,7976,4718,898,2527,1447,716,3193,3731,67862,2002,4372,5162,8883,11285,6012,14407,2856,3502,6042,2349,990,67862,2523,3198,4150,6727,10378,15680,7976,4718,898,11614,67862,6374,5162,8883,11285,6012,14407,6358,6042,3339
ACSSF,2010e1,al,000,0043,0000079,45610,3961,2566,3332,6992,4642,7896,4807,2120,1385,1894,282,234,2231,3268,45610,1846,7752,7133,6075,3515,2442,5089,647,605,4664,3671,2171,45610,3961,2566,3332,6992,4642,7896,4807,2120,1385,7909,45610,9598,7133,6075,3515,2442,5089,1252,4664,5842
ACSSF,2010e1,al,000,0043,0000080,74295,4421,1349,4722,7396,8368,11065,11075,5085,3303,4933,1597,486,5648,4847,74295,1478,8041,15111,14171,15427,3206,7675,1038,1190,3675,2402,881,74295,4421,1349,4722,7396,8368,11065,11075,5085,3303,17511,74295,9519,15111,14171,15427,3206,7675,2228,3675,3283
