ACSSF,2010e1,al,000,0051,0000031,66319,16839,16509,330,31964,31374,590,3537,3537,0,4771,4771,0,9208,9081,127,65027,15547,8010,3942,2246,1696,4068,7537,4291,2420,1871,3246,31964,16522,11087,9846,1241,5435,15442,9611,8847,764,5831,3537,1485,591,591,0,894,2052,969,507,462,1083,4771,1485,117,48,69,1368,3286,213,213,0,3073,9208,3692,2499,1927,572,1193,5516,2403,2072,331,3113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0051,0000032,159310,62746,60475,2271,70286,66892,3394,2049,2049,0,8522,8358,164,15707,15445,262,157220,60656,31947,19080,16137,2943,12867,28709,14691,12313,2378,14018,70286,34008,24459,23706,753,9549,36278,22654,22165,489,13624,2049,961,672,580,92,289,1088,439,336,103,649,8522,1931,358,322,36,1573,6591,1342,1286,56,5249,15707,6343,4502,4116,386,1841,9364,5354,4670,684,4010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0051,0000033,54470,13209,13209,0,26170,25213,957,2039,2039,0,4385,4385,0,8667,8631,36,53639,12378,7017,3932,2020,1912,3085,5361,3190,2221,969,2171,26170,13755,8181,7331,850,5574,12415,6669,5598,1071,5746,2039,1191,441,441,0,750,848,650,605,45,198,4385,850,141,74,67,709,3535,242,184,58,3293,8667,2932,1470,1016,454,1462,5735,2743,2490,253,2992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0051,0000034,174305,75881,72826,3055,46586,43817,2769,8715,8508,207,15460,15339,121,27663,27139,524,172166,73742,36799,23285,18228,5057,13514,36943,24072,19231,4841,12871,46586,23149,15381,13788,1593,7768,23437,13644,11994,1650,9793,8715,5365,3226,2806,420,2139,3350,2671,2001,670,679,15460,2973,877,647,230,2096,12487,2719,2627,92,9768,27663,11435,6803,5973,830,4632,16228,9195,8128,1067,7033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0051,0000035,52585,14833,14499,334,24683,23675,1008,1721,1660,61,3334,3284,50,8014,7735,279,51772,14020,7479,4143,3355,788,3336,6541,3980,3248,732,2561,24683,12603,8904,8705,199,3699,12080,7467,7182,285,4613,1721,572,391,391,0,181,1149,718,652,66,431,3334,325,35,21,14,290,3009,433,415,18,2576,8014,3421,2186,1863,323,1235,4593,2914,2677,237,1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0051,0000036,61664,15019,12734,2285,36889,30722,6167,1596,979,617,3429,3429,0,4731,4230,501,60543,13898,6432,4384,4254,130,2048,7466,4355,3905,450,3111,36889,18714,15711,14828,883,3003,18175,10457,9342,1115,7718,1596,606,606,606,0,0,990,930,634,296,60,3429,601,0,0,0,601,2828,401,401,0,2427,4731,1756,1534,1356,178,222,2975,2023,1920,103,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0051,0000037,148585,50819,45671,5148,65922,58217,7705,3768,3542,226,9019,8650,369,19057,18662,395,145813,48095,26132,19098,14859,4239,7034,21963,16271,12762,3509,5692,65874,32437,23711,22857,854,8726,33437,19484,18588,896,13953,3768,1280,1169,997,172,111,2488,2153,1810,343,335,9019,2049,651,651,0,1398,6970,1476,1421,55,5494,19057,7889,5712,4917,795,2177,11168,8465,7211,1254,2703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0051,0000038,157913,60202,57838,2364,54714,51797,2917,7771,7771,0,12293,12074,219,22933,22107,826,155995,58284,28976,18078,14123,3955,10898,29308,17912,14693,3219,11396,54714,27807,19439,18306,1133,8368,26907,15026,13448,1578,11881,7771,3400,2292,1653,639,1108,4371,2904,1998,906,1467,12293,2159,552,479,73,1607,10134,1585,1393,192,8549,22933,9791,6583,5316,1267,3208,13142,8779,8142,637,4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0051,0000039,164282,63086,59141,3945,63765,59348,4417,5817,5399,418,9029,8751,278,22585,22030,555,161368,60172,28908,17835,15394,2441,11073,31264,19106,16983,2123,12158,63765,31891,24412,23054,1358,7479,31874,20568,19252,1316,11306,5817,2544,1460,1199,261,1084,3273,1809,1403,406,1464,9029,1598,275,275,0,1323,7431,1290,1290,0,6141,22585,9942,5397,4973,424,4545,12643,7856,7310,546,4787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0051,0000040,75030,36657,34936,1721,26329,24745,1584,1153,1153,0,4500,4378,122,6391,6275,116,74158,35785,18167,10196,9348,848,7971,17618,8251,7129,1122,9367,26329,12864,8740,8284,456,4124,13465,8348,8230,118,5117,1153,672,467,375,92,205,481,149,95,54,332,4500,1116,114,78,36,1002,3384,618,618,0,2766,6391,2387,1818,1630,188,569,4004,2284,2041,243,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
