ACSSF,2010m1,al,000,0021,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18601,273,1289,1538,1029,769,4488,11396,2263,6044,1337,9627,1757,1484,12381,4602,518,1877,3195,1411,1400,3409,4784,767,2090,2390,942,882,1864,1213,15354
ACSSF,2010m1,al,000,0021,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12684,273,868,1109,744,414,3273,7444,1788,5004,1099,7036,1244,1161,7418,3822,474,1657,2113,488,1112,2479,3316,748,1015,1618,532,520,1446,833,10936
ACSSF,2010m1,al,000,0021,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13449,273,862,991,572,695,3111,7238,1208,3406,821,7752,1155,761,10004,3142,251,939,2109,1327,860,2599,3302,474,1720,1480,773,709,1171,862,11384
ACSSF,2010m1,al,000,0021,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17977,273,1289,1340,1029,756,4199,10916,2258,5932,1306,9190,1776,1423,11350,4659,518,1888,3121,1360,1285,3295,4584,767,2015,2347,942,879,1871,1213,15096
ACSSF,2010m1,al,000,0021,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15267,273,1129,1234,843,706,3815,9033,2085,5585,1051,7722,1735,1341,9528,4125,352,1743,2579,1326,1227,3040,4656,753,1604,2262,834,847,1741,1123,13477
ACSSF,2010m1,al,000,0021,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8054,273,424,637,635,330,1800,4682,1223,3145,318,4774,634,1181,4256,2762,200,1088,1419,365,546,1675,2316,748,960,1381,279,529,1060,1009,7350
ACSSF,2010m1,al,000,0021,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11811,273,1037,899,603,684,3404,7367,1574,4361,986,6794,1544,568,7855,3613,302,1472,2496,1187,1144,2525,3932,471,1333,1648,848,555,1296,638,11969
ACSSF,2010m1,al,000,0021,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8325,273,567,839,516,265,1835,5523,997,2354,772,5006,215,229,6622,2078,378,1010,1307,541,375,1477,1886,158,1066,712,498,148,606,412,6768
ACSSF,2010m1,al,000,0021,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4768,273,273,444,254,111,1150,2783,839,1347,691,2343,111,149,3106,1601,360,374,881,370,154,868,1582,97,151,509,492,89,292,316,3650
ACSSF,2010m1,al,000,0021,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8090,273,567,711,448,244,1717,4810,423,2219,361,4506,228,161,6445,1531,139,940,1282,392,350,1329,1428,139,1064,518,187,117,552,237,6097
ACSSF,2010m1,al,000,0021,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0021,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9118,273,567,1055,516,307,2316,5995,1045,2628,798,5733,293,433,7686,2155,378,1000,1480,559,624,1619,2197,158,1100,769,498,163,673,429,7721
ACSSF,2010m1,al,000,0021,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018,273,321,712,441,264,1146,3198,368,1887,204,2357,166,215,2900,1729,273,404,891,126,273,668,1388,163,273,522,369,273,302,57,2841
ACSSF,2010m1,al,000,0021,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
