ACSSF,2010m1,al,000,0116,0000001,343,477,1774,2278,1600,2255,3275,4588,7197,1344,1805,11039,1105,3896,2151,2743,2443,537,633,2326,2656,2709,612,887,1301,377,1562,696,973,2679,958,969,660,942,1622,1887,343,385,3122,4034,4643,7216,4102,4443,5288,9529,2119,4459,25449,2211,3742,10733,14645,4632,2208,6025,2276,4256,2661,1453,1974,6710,1182,4307,2413,970,1775,1213,883,954,1045,1482,2323,372,1067,2170,2926,3021,5710,11443,14591,6966,586,2135,5237,1616,5692,3896,1585,1512,805,635,5344,5293,9576,566,929,1317,800,984,856,7139,4762,17486,3367,1635,1613,6819,2507,14540,11255,7896,5410,5094,2558,4188,2735,3007,1190,3947,1497,1309,2169,1493,2562,2323,1044,4996,994,2982,2120,2300,2584,2893,951,5484,4277,3333,6429,1897,3940,4448,6830,5274,3442,3344,8589,8306,4719,3848,2697,2329,1677,1276,534,4856,1666,1412,4209,1242,3783,3058,2546,4877,2447,1515,979,953,2926,1806,2310,8247,4004,6439,1571,648,924,963,4251,3484,1386,1768
ACSSF,2010m1,al,000,0116,0000002,488,600,2826,3331,2901,3160,5079,3618,4470,1794,2524,8195,1686,7774,2303,3037,3030,770,1267,2076,6281,2414,863,1435,2955,491,2375,597,1704,8412,1706,3523,1065,1502,4245,2395,488,641,3192,3641,4502,4405,3940,5816,5508,7575,2377,2148,16354,3463,8487,12268,23945,14334,1671,4206,3007,5931,2296,1969,2624,11749,3396,4848,1514,3213,8232,1345,3291,1021,2300,4124,2764,458,1453,4284,4947,5165,9858,10390,6131,7924,926,1643,3419,2877,4433,3279,3447,2679,1111,1271,10592,8454,17161,800,1112,2020,1130,1094,1021,5871,35130,20593,5457,1797,1789,9742,3107,12975,9323,6269,4398,4021,1983,3183,1930,2401,873,3042,1277,1076,1758,1294,1894,1696,778,4174,861,2065,1425,1385,2425,2120,858,4301,3600,2393,4383,501,3267,2848,4583,3630,2608,2550,7671,5702,3288,2783,1920,1654,1353,827,543,3607,1369,1091,2905,1072,2854,1929,1944,3961,1990,1119,785,673,2283,1682,1771,5324,2985,4314,1158,347,855,728,2555,2023,1022,1045
ACSSF,2010m1,al,000,0116,0000003,489,655,3127,3238,1879,3914,3784,8337,22304,1763,2536,27856,1393,3322,2487,4456,3539,1558,667,3731,6181,4767,773,2422,2042,555,1976,920,1458,1983,3112,1354,2128,2474,1831,3027,489,448,3003,5390,5891,6580,5553,7081,9516,24308,2562,3114,23984,2845,3460,17207,22839,5050,3757,19174,5105,6492,4959,2422,2372,12254,1137,1217,3576,1610,2948,3187,1342,1157,2389,2045,1940,499,1929,3449,3817,5073,4792,1987,16596,39165,1089,5878,29049,1395,9814,4577,1430,1421,1056,597,3445,5084,10881,986,1682,1422,688,1874,905,7875,6969,12258,8709,2557,1311,11147,2006,12649,8995,4874,3466,3187,1564,2672,1860,1670,786,2048,1088,669,1381,780,1213,1111,701,3183,442,1991,1539,1688,1042,2072,557,3631,2810,2411,4908,1776,3214,3304,5361,3651,2595,2229,7231,5298,3443,2689,1965,1441,916,937,255,2727,970,754,2507,684,2859,2452,1735,2482,1614,872,516,611,1582,1104,1580,5365,2489,4279,920,498,565,518,3323,2768,927,1231
ACSSF,2010m1,al,000,0116,0000004,372,524,2229,2050,2010,2828,3470,4435,9820,1348,2044,11690,1216,3651,2059,2878,2401,586,691,2222,2725,2938,696,954,1372,386,1816,634,1022,4025,2144,971,684,1449,1901,1677,372,445,2841,3190,2573,7363,3879,4346,4354,16449,2066,3849,29595,2646,3591,10810,19652,8079,2262,5640,2261,3535,2829,1706,2589,6663,1301,4316,2435,1039,4442,2928,932,856,1410,1995,2320,399,887,2451,3400,3534,5109,8285,17471,9173,627,2168,4961,1445,6159,1877,2694,1605,867,684,4455,6528,11221,609,1080,1356,883,1076,908,8475,7568,21967,3743,1256,1156,8176,2815,13655,10815,7324,5134,4928,2451,4073,2710,2973,1123,3944,1495,1264,2229,1472,2497,2293,1019,5027,977,3015,2089,2318,2533,2864,936,5529,4330,3284,5804,1530,3692,4192,6253,5093,3243,3090,8539,7969,4543,3811,2643,2280,1636,1164,540,4640,1612,1388,3995,1261,3613,2954,2454,4961,2285,1525,989,945,2848,1782,2286,8006,3846,6370,1571,518,932,951,3909,3295,1378,1604
ACSSF,2010m1,al,000,0116,0000005,816,699,2818,2498,2884,3189,3700,2685,8293,1457,2400,12151,1325,3140,1969,2390,2625,698,918,2501,1810,3826,770,1093,1842,454,1923,608,1276,5726,4718,1117,1984,1380,2203,1730,816,1428,2122,3156,2956,8345,2838,3832,3175,15324,2079,3948,37314,2707,7270,11853,20888,4979,3277,6257,3354,5242,3561,1857,2564,5958,1035,3550,2802,1793,7921,3236,1078,889,2035,2241,3067,474,1028,2096,2143,4991,3505,6668,9529,7177,710,2269,6075,1766,7313,2535,3644,1853,968,921,4383,6791,15810,688,1202,2065,900,1028,1003,9838,1972,18351,2462,954,1017,9613,4931,12331,10369,6983,4878,4564,2203,3798,2427,2897,1048,3446,1403,1078,1932,1442,2183,1877,958,4588,898,2421,1829,1712,2408,2363,870,5102,4149,2968,5469,1229,3690,3742,5400,3787,2996,2815,7347,7106,4262,3437,2595,2116,1558,1125,540,4500,1521,1283,3587,1294,3246,2653,2284,4324,2208,1423,944,862,2509,1771,1921,7228,3196,6042,1261,536,898,734,2924,2407,1304,1418
ACSSF,2010m1,al,000,0116,0000006,726,1522,2857,3883,8259,5252,7388,5735,17144,1904,2795,14592,1676,10858,3371,1817,2518,1024,1611,3339,8370,3976,1469,1597,3295,721,3340,1428,1497,12177,3741,5190,1350,3358,1514,3264,726,870,3640,5713,6583,8483,7118,9341,5374,20571,3122,3290,40806,4076,15767,30362,23549,16321,1816,5552,5234,4570,4544,2952,4794,14653,3558,5386,1465,1283,1153,3852,3634,1233,3403,1505,2754,795,1885,3849,5820,2253,6355,9038,45216,20799,2380,1917,7594,4190,11187,4757,6423,3660,1610,1806,15551,4916,7009,1088,1286,3276,1545,2753,1707,11450,.,15980,5949,1028,3354,1089,4928,10456,6960,4138,2726,2568,1343,2108,1287,1374,789,2242,883,756,1512,925,1744,1603,626,2979,593,1551,1069,1098,1680,1586,480,2770,1903,1996,2974,327,2476,1665,3176,2397,1690,2041,5962,4439,2089,1968,1396,1373,952,652,435,2864,1057,722,2048,938,2036,1357,1400,3127,1483,747,594,551,1775,1479,1350,3580,1806,3030,1048,116,826,639,1719,1383,633,696
ACSSF,2010m1,al,000,0116,0000007,543,733,2720,4002,1288,3034,3420,3332,17785,2486,5171,14482,2499,4463,2556,3681,2494,1706,1281,5892,11128,4090,789,2100,2442,586,2455,729,1510,7632,2928,1254,1169,1364,2828,3764,543,790,2578,4627,3975,7512,4080,5061,4414,20206,2367,6160,39535,3658,11010,5801,23418,6590,3029,27809,6266,12632,5085,2071,3719,7083,1489,5465,3711,1200,5984,3069,1407,1890,1230,2481,2948,1166,1100,2672,1831,6262,7316,3810,4680,23045,1062,4302,7898,1237,9321,2311,3888,2485,1192,1220,10450,7749,18563,761,2497,2392,1032,1327,1018,10059,1657,12933,8992,1406,1093,15159,2563,10713,8638,5298,3777,3405,1857,2884,1970,2444,627,2112,1162,682,1387,1018,1345,1258,739,3225,636,2081,1526,1322,1504,1666,730,4508,3652,2380,4659,1088,3106,3176,4533,3474,2394,1849,7540,6079,3570,2613,2270,1414,1112,925,332,3270,1187,966,2676,852,2861,2433,1743,3288,1481,1015,724,613,1831,1649,1574,5610,2731,4824,659,516,353,313,2519,1977,1134,1111
ACSSF,2010m1,al,000,0116,0000008,1373,2189,3608,8703,3600,8435,13927,9476,44385,2996,4724,35105,2789,3960,5301,6017,4417,974,960,6349,4737,5537,1841,4642,2469,1375,1856,1817,2034,3620,3231,3639,1998,2167,8014,1626,1373,1457,3763,6652,7623,11193,7681,19517,7110,54818,5190,8999,36645,7876,4894,42470,50880,26441,1885,13917,7124,6970,6317,6029,7126,16366,3321,3318,2762,2030,9518,3856,3224,2237,3847,5615,4974,1855,1643,4121,5934,5062,5886,17707,3630,16943,2568,8540,9376,2721,3733,3469,1610,4539,1868,962,2684,21073,3732,1772,5195,2076,1297,1768,1388,10618,26341,14447,12356,1207,2538,8369,1755,7039,4628,2678,2070,1646,1192,1561,1059,976,404,1407,605,444,1052,594,781,786,361,2217,278,1662,818,1522,796,1496,499,2334,1813,1395,2579,716,1929,1791,2989,2604,1430,1184,4303,3231,1836,1441,1069,664,485,341,147,1872,728,374,1735,350,1774,1293,1076,2255,1030,320,164,259,1410,685,1126,3168,1893,2401,774,362,432,513,1946,1818,323,861
ACSSF,2010m1,al,000,0116,0000009,1920,2746,11497,12076,25394,2007,13823,3575,.,4953,5982,11302,4654,5517,8876,15761,4832,1992,2760,9661,31296,23103,3915,3485,8258,2770,4061,2845,2674,.,5264,6490,3159,3152,9714,1803,1920,3623,7257,21010,14468,13758,1224,13183,943,.,12521,11546,27560,8446,31997,137598,154714,42801,12440,2023,8210,31296,13759,3055,6734,14607,7608,22974,3500,2977,.,5264,6415,3076,3536,9659,2472,3132,3433,8752,11453,9826,27229,43426,.,.,7675,10280,29265,8749,5619,9253,12217,5308,3112,1246,27142,.,27142,4741,5947,3986,2057,4482,2467,12506,.,.,12506,1932,2265,5686,1859,5022,3428,1739,1343,1083,806,653,352,511,128,968,405,288,651,364,639,608,226,1345,141,810,470,587,429,745,425,1408,1047,856,1584,86,1020,1260,1596,1211,734,872,3042,1983,912,718,580,243,220,107,273,1237,369,154,1066,251,1025,740,690,1124,711,96,273,96,681,393,658,1786,1135,1443,275,273,273,275,1198,956,155,568
ACSSF,2010m1,al,000,0116,0000010,1680,1311,3459,6498,6284,7501,10205,10576,29798,3040,7788,68905,3194,6982,5184,3794,9562,1146,713,4864,5010,6319,1602,6393,3216,1512,2154,2015,3068,3683,2572,2126,2363,3294,7068,5371,1680,1299,4843,6166,9695,8606,11994,18576,13914,48620,4585,8187,72578,10815,9515,37304,62160,47147,2122,43068,9714,7032,7940,2958,6042,17839,3274,3549,6901,2991,11339,2819,2766,3347,3989,5818,6098,1864,2045,5206,8166,6827,8053,21472,5204,16943,2516,14459,27204,2610,9775,4666,1893,10043,2200,684,4455,21073,3345,1709,8329,2355,1422,3050,1613,18432,26341,14447,33529,2607,2988,9356,1807,6731,4479,2380,1568,1362,681,1338,992,763,387,1065,461,449,829,468,437,380,300,2018,238,1550,726,1345,789,1422,313,1791,1420,1188,2101,706,1680,1302,2647,2242,1231,876,3760,2243,1353,1148,916,581,413,321,147,1297,710,328,1174,238,1364,1110,769,2105,808,293,164,230,1177,594,1112,2522,1438,1879,724,362,432,422,1673,1645,282,520
