ACSSF,2010m1,al,000,0120,0000001,343,2653,4225,2032,2002,1555,3211,1469,2218,4682,2112,5588,1980,1241,3760,1442,2839,26094,2810,1296,828,1599,1424,3435,1178,1935,1322,385,2366,4528,2304,2780,2533,2702,1611,1710,4477,5770,6704,4812,8630,3167,5048,4772,29341,2690,2070,2154,2709,2768,4670,1891,3410,1486,372,9688,6946,11278,4242,1541,2781,1290,6304,6219,13221,5623,1080,1819,3181,1850,985,77669,2348,768,705,707,690,2751,734,2151,1678,14540,11255,3081,2254,1881,5180,5253,2921,3568,4522,3435,2524,1714,2896,2581,1480,5349,4006,348,3462,4335,3098,3093,3854,1383,3377,3368,3951,8589,981,911,353,1669,4330,1581,3899,1791,1423,1069,1788,3831,3520,1847,3585,2540,196,2475,6885,4948,5365,3470,924,3189,2502,3393
ACSSF,2010m1,al,000,0120,0000002,488,8101,8927,9380,1103,2045,3001,1941,2970,4765,8223,7377,1222,1279,5681,988,2672,25202,1974,1929,1836,1945,2432,4515,1357,2738,2014,641,7459,11357,9487,1157,2897,2092,1781,2658,5378,4822,10330,4803,10998,5037,3656,5455,29341,4441,2344,3537,2759,2643,6093,3075,5815,2307,458,20808,8802,8274,6061,3559,4712,1575,5271,5841,20612,7562,2021,1785,2440,2840,1199,129041,2161,936,1049,956,721,7632,875,1834,2567,12975,9323,1519,833,1136,3623,4137,2117,3477,2942,2347,1505,1664,2139,2089,1214,4040,3061,348,2632,3399,2313,2528,3509,1059,3098,2243,2852,7671,498,453,156,1331,2812,1068,3257,1343,1078,803,1225,2222,2039,1152,2791,2129,144,2003,5260,3760,4237,3031,717,2896,2111,2377
ACSSF,2010m1,al,000,0120,0000003,489,3957,5157,1303,3217,1856,4767,1870,2889,6847,7136,5818,2078,1877,4089,4856,6307,53101,3237,1596,977,2691,1967,7288,1254,2575,1987,448,3060,5597,1171,2727,1627,2004,2257,2500,6816,5860,6700,9586,11825,14236,6665,9291,.,4132,1892,2677,7924,7209,11919,8231,1617,2941,499,9368,11615,37657,6888,1330,2548,1847,13666,13137,26111,5200,1612,1213,3963,2484,3202,53101,1616,1462,1078,1094,1623,10763,1742,3115,3057,12649,8995,2492,2062,1284,3961,4298,2226,2693,2981,2334,1748,971,2147,1740,999,2770,2164,273,2012,2522,2056,1619,1708,944,1326,2685,2915,7231,808,765,317,1037,3636,1175,2444,1236,921,828,1042,3018,2652,1420,2156,1718,164,1172,5100,2705,4362,1788,625,1558,1439,2345
ACSSF,2010m1,al,000,0120,0000004,372,3714,7144,3142,2840,1174,2595,1378,2434,4243,1987,5551,2182,1081,2724,2123,3183,26094,3114,1295,982,1048,1460,3447,1142,1835,1464,445,4898,6732,3228,3198,2299,2680,1898,1563,4135,6866,8169,4924,8532,3664,4575,5335,29341,2550,1975,2145,3698,2897,4511,1983,2828,1494,399,22763,16995,35097,4239,1696,2994,1373,5698,5921,14690,5636,1319,1957,3321,1795,993,77669,2379,748,728,754,709,3158,737,1925,1666,13655,10815,2816,1957,1760,4975,5142,2878,3677,4296,3234,2356,1691,2902,2601,1400,5242,3982,348,3385,4433,3009,3087,3725,1302,3305,3123,3959,8539,727,652,217,1513,3840,1497,3912,1679,1339,876,1750,3826,3521,1777,3538,2496,196,2418,6464,4841,5074,3474,785,3220,2560,3234
ACSSF,2010m1,al,000,0120,0000005,816,5931,6928,6383,3152,1144,2745,1668,1972,5136,7795,6158,1341,1045,4638,3321,4428,22776,3316,1334,1170,970,1605,3455,1419,1649,2557,1428,6888,4697,6619,2454,1496,3134,2986,1368,5286,6504,9813,4703,10165,3618,4219,5829,29341,3920,2332,2135,4915,3288,6341,2205,2714,1435,474,24388,7723,35097,4659,1923,3610,1467,6829,10261,13664,5296,2580,1653,3743,1287,895,137403,2313,828,807,887,749,2765,769,1469,2485,12331,10369,2464,1518,1639,4530,4690,2503,3418,3617,2755,2092,1618,2694,2340,1139,4668,3476,348,3053,3978,2701,2943,3431,1165,3094,2611,3320,7347,641,603,217,1427,3096,1396,3888,1544,1244,877,1549,3233,2972,1413,3129,2380,156,1982,6091,4461,4880,3317,728,3109,2610,2964
ACSSF,2010m1,al,000,0120,0000006,726,7491,12084,8723,3119,1766,6277,2124,6689,6052,9996,8760,1659,2847,6011,2445,5336,.,3527,2212,3085,3592,2972,5996,3552,2796,2915,870,7693,12084,9394,3016,2969,7166,1609,5907,3970,8407,4746,8429,28140,7173,6560,7647,.,4803,3358,6203,5801,3657,12712,4384,7872,1715,795,.,.,.,9498,4139,9994,1900,16310,7977,16138,7163,4749,5921,9253,3490,2733,.,3778,1559,3344,1424,1617,8365,1713,3007,1659,10456,6960,1105,563,831,2651,3188,1293,2416,2015,1546,1175,1069,1526,1360,888,2898,1969,273,1799,2904,2022,2134,2433,821,2094,1427,1765,5962,85,273,85,1047,1984,756,2043,965,799,610,1004,1442,1398,643,1980,1470,273,1502,3958,2664,2887,2317,577,2295,1378,1923
ACSSF,2010m1,al,000,0120,0000007,543,8492,6287,4393,2826,2847,2674,1455,1355,3683,6778,5058,2862,1580,2193,2474,5830,22776,1903,1242,953,1226,2191,5591,1314,1840,2982,790,8559,5139,4323,3471,2336,3503,2144,1373,4563,9644,6506,4855,7961,6324,7036,7695,29341,3494,2272,2587,7705,4214,8003,5619,2986,5544,1166,25394,7723,28925,7176,2416,2847,1814,5985,6014,12422,4135,2496,2439,4085,1429,1225,137403,2976,1023,1160,1993,1020,7732,922,2625,4950,10713,8638,1955,1318,1301,3838,3711,2114,3194,2946,2145,1749,1226,2197,1962,817,3050,2400,348,2054,2755,1899,1926,2249,914,1982,2451,2946,7540,646,603,231,976,2655,1074,2976,1208,998,654,1233,3166,2877,1308,2377,1937,156,1508,5260,3402,4285,2247,570,2045,2185,2322
ACSSF,2010m1,al,000,0120,0000008,1373,11225,12193,27274,4755,1585,10161,1950,6176,6976,14029,10405,3089,4090,4709,5377,12035,43271,5224,1891,2681,2578,2959,10374,2467,1950,2710,1457,11626,9034,27274,4894,2367,5581,1363,5291,6613,16436,16375,19905,15440,12453,11210,13948,.,6232,2098,6289,10319,4864,8640,6710,4863,4260,1855,15018,15018,.,13426,1503,7399,3438,9106,8580,16141,19680,3439,4543,4461,2915,3546,43271,6899,3715,3700,4712,2345,32175,2158,7116,3747,7039,4628,1165,1076,547,2209,2986,1259,1957,1770,1539,764,525,1141,894,820,1891,1196,273,1328,1750,1196,1162,1172,569,1011,1409,2298,4303,262,262,273,638,1843,504,1649,589,531,283,718,1740,1459,896,1291,881,124,962,3300,1903,2587,1334,341,1236,881,1325
ACSSF,2010m1,al,000,0120,0000009,1920,64388,98304,59597,5641,2127,35183,4022,9335,10487,34596,29674,8745,13696,5062,7793,21227,.,8368,3878,4866,3742,3338,4652,3101,7734,6234,3623,64388,98304,59597,4802,4240,27493,2534,4498,3942,34596,44110,10481,14956,66617,16566,26235,.,16506,41750,31810,87906,3349,1930,4031,6481,16895,3132,.,.,.,35153,3738,36494,9054,4764,4764,.,3520,7490,13603,4679,2920,4975,.,8163,4361,6839,4060,2453,81676,2288,12996,9727,5022,3428,476,422,330,1351,1659,498,1137,732,610,366,323,903,513,769,1114,808,273,829,1073,711,803,617,126,603,959,1059,3042,273,273,273,282,1389,296,1011,408,408,273,291,844,732,462,1025,688,273,772,1917,1001,1536,780,260,711,490,578
ACSSF,2010m1,al,000,0120,0000010,1680,11020,11789,25085,4759,2552,10070,2533,6379,7871,15152,15417,3733,4180,9996,7993,13205,43271,7125,2376,2746,4977,2507,18255,2112,2834,3515,1299,10646,7309,25085,5542,2757,6747,1638,7279,8960,15433,12551,14030,19685,12547,16241,18816,.,7593,4968,8150,1456,8438,23612,5978,5417,5718,1864,15018,15018,.,13214,1303,4920,3310,6215,9010,16141,9785,3668,4193,18463,5194,4724,43271,12813,4814,6301,5409,2286,26279,2042,6277,4265,6731,4479,1038,998,410,1862,2369,1168,1536,1465,1301,628,413,792,713,391,1469,930,273,1033,1281,957,797,1071,547,874,941,1847,3760,262,262,273,615,1761,496,1330,429,381,283,658,1578,1228,733,856,620,124,570,2583,1485,2044,976,224,938,893,1216
