ACSSF,2010m1,al,000,0036,0000001,16535,16022,5180,3035,4776,17854,17584,3616,2417,3396,9369,8299,4428,1646,3861,2010,1822,552,309,438,3049,3033,936,329,804,2027,1876,1082,804,779,4508,4534,891,573,669,16535,16520,4290,2625,3644,3289,2676,1961,17854,17697,3592,2190,2641,2825,2415,1296,9369,8313,3706,1288,3367,1773,897,1495,2010,1932,197,179,84,387,305,254,3049,2963,589,258,516,661,491,487,2027,1803,1005,252,995,457,244,380,4508,4607,563,379,439,860,717,268,16535,16022,5180,3035,4776,17854,17584,3616,2417,3396,9369,8299,4428,1646,3861,2010,1822,552,309,438,3838,3727,1298,884,970,4508,4534,891,573,669,16535,16520,5619,3581,4304,17854,17697,4786,3435,2903,9369,8313,4312,1643,3759,2010,1932,464,394,267,3838,3571,1257,627,1158,4508,4607,1025,886,500
ACSSF,2010m1,al,000,0036,0000002,15722,14590,5306,2726,4708,14153,14109,3379,2163,3064,7230,6265,3991,1293,3478,1758,1587,506,280,438,2400,2368,653,305,532,1816,1573,753,273,753,3076,3006,836,544,645,15722,15053,4562,2156,3916,2887,2157,1744,14153,14162,3181,1843,2412,2299,1936,1131,7230,6326,3342,887,3134,1687,857,1385,1758,1669,163,134,84,387,305,254,2400,2252,288,256,151,621,489,444,1816,1466,672,241,609,427,243,343,3076,2954,538,342,421,686,504,257,15722,14590,5306,2726,4708,14153,14109,3379,2163,3064,7230,6265,3991,1293,3478,1758,1587,506,280,438,3035,2818,940,305,862,3076,3006,836,544,645,15722,15053,5749,2777,4539,14153,14162,4036,2588,2712,7230,6326,3813,1283,3450,1758,1669,411,330,267,3035,2653,992,629,757,3076,2954,847,618,510
ACSSF,2010m1,al,000,0036,0000003,13802,13299,3566,1765,2890,14603,14046,2610,1320,2209,5261,4718,1770,849,1658,738,730,123,123,273,2007,1882,590,130,524,1530,1460,827,804,174,3014,2992,341,286,180,13802,12991,3453,1879,2568,1954,1545,1096,14603,13903,2779,1825,1600,1651,1382,782,5261,4679,1786,978,1511,763,264,658,738,730,123,123,273,273,273,273,2007,1891,491,42,490,214,97,147,1530,1436,780,98,815,134,17,134,3014,3116,231,123,180,493,484,79,13802,13299,3566,1765,2890,14603,14046,2610,1320,2209,5261,4718,1770,849,1658,738,730,123,123,273,2369,2217,989,814,521,3014,2992,341,286,180,13802,12991,4227,2546,2814,14603,13903,3409,2446,1739,5261,4679,1974,1045,1646,738,730,123,123,273,2369,2226,938,140,946,3014,3116,536,501,194
ACSSF,2010m1,al,000,0036,0000004,15498,15330,4980,2993,4595,16130,15956,3453,2396,3221,9061,8146,4397,1670,3705,1970,1779,552,309,438,2673,2646,936,329,804,1906,1727,1070,804,757,4071,4152,891,573,669,15498,15776,4251,2475,3635,3163,2604,1941,16130,16156,3397,2068,2532,2681,2331,1272,9061,8078,3559,1273,3243,1766,903,1485,1970,1891,197,179,84,387,305,254,2673,2559,589,258,516,661,491,487,1906,1677,980,196,985,457,244,380,4071,4223,563,379,439,860,717,268,15498,15330,4980,2993,4595,16130,15956,3453,2396,3221,9061,8146,4397,1670,3705,1970,1779,552,309,438,3310,3183,1279,884,941,4071,4152,891,573,669,15498,15776,5336,3392,4311,16130,16156,4384,3257,2803,9061,8078,4166,1614,3656,1970,1891,464,394,267,3310,3092,1212,579,1157,4071,4223,1025,886,500
ACSSF,2010m1,al,000,0036,0000005,14268,14145,4761,2891,4160,15460,15035,3369,2238,2984,7807,7340,3916,1537,3335,1957,1757,552,309,438,2509,2540,621,289,520,1783,1525,997,804,626,3681,3760,831,549,614,14268,14180,3808,2105,3135,2988,2367,1822,15460,15422,3207,1780,2377,2664,2300,1250,7807,7248,3214,1192,2803,1513,868,1193,1957,1873,197,179,84,387,305,254,2509,2421,292,251,107,607,469,462,1783,1478,897,196,905,456,243,380,3681,3682,543,349,439,758,604,268,14268,14145,4761,2891,4160,15460,15035,3369,2238,2984,7807,7340,3916,1537,3335,1957,1757,552,309,438,3239,2976,1095,869,699,3681,3760,831,549,614,14268,14180,4886,2914,3821,15460,15422,4109,2864,2668,7807,7248,3707,1498,3093,1957,1873,464,394,267,3239,2841,1122,569,1075,3681,3682,911,767,500
ACSSF,2010m1,al,000,0036,0000006,10759,9448,4042,2199,3290,10597,9799,3194,1870,2543,5051,4156,3016,920,2710,1431,1265,467,280,383,1851,1802,542,223,485,1243,1104,378,273,378,2117,2128,779,480,582,10759,10081,2973,1478,2562,2456,2029,1220,10597,10158,2519,1429,2022,2096,1869,929,5051,4236,2317,731,2110,1160,657,902,1431,1334,142,134,38,387,305,254,1851,1697,217,218,19,546,448,382,1243,1070,212,177,119,364,119,343,2117,2043,462,249,382,590,371,257,10759,9448,4042,2199,3290,10597,9799,3194,1870,2543,5051,4156,3016,920,2710,1431,1265,467,280,383,2259,2177,618,223,562,2117,2128,779,480,582,10759,10081,4037,2511,2984,10597,10158,3294,2410,2275,5051,4236,2809,1053,2373,1431,1334,410,330,259,2259,2050,651,517,459,2117,2043,738,449,475
ACSSF,2010m1,al,000,0036,0000007,12430,12561,3361,1893,3117,12363,12053,2443,1466,2364,5812,5621,2117,1047,1806,1076,1018,240,123,209,1843,1857,251,188,164,1509,1195,899,804,410,2858,2905,360,315,180,12430,12435,2998,1819,2800,2149,1750,1324,12363,12262,2561,1509,2048,1792,1474,934,5812,5480,2023,887,1838,906,559,723,1076,1068,138,123,76,273,273,273,1843,1800,170,128,106,282,148,234,1509,1176,864,98,891,248,210,134,2858,2929,317,241,198,491,484,79,12430,12561,3361,1893,3117,12363,12053,2443,1466,2364,5812,5621,2117,1047,1806,1076,1018,240,123,209,2445,2202,935,831,443,2858,2905,360,315,180,12430,12435,3523,2649,3093,12363,12262,3089,2181,2243,5812,5480,2092,975,1978,1076,1068,138,123,76,2445,2156,959,287,946,2858,2929,582,568,210
ACSSF,2010m1,al,000,0036,0000008,8039,7716,2401,994,2133,6926,6832,1539,752,1416,3686,3267,1636,550,1487,270,270,273,273,273,1357,1132,612,140,541,947,875,418,273,418,1891,1935,287,151,240,8039,7632,1849,1215,1807,1320,959,944,6926,6811,1560,1285,1425,881,831,303,3686,3073,1409,510,1453,918,191,898,270,270,273,273,273,273,273,273,1357,1156,518,58,503,199,144,80,947,877,418,273,418,17,17,273,1891,1938,100,100,273,326,326,273,8039,7716,2401,994,2133,6926,6832,1539,752,1416,3686,3267,1636,550,1487,270,270,273,273,273,1674,1456,729,140,671,1891,1935,287,151,240,8039,7632,2449,1541,2208,6926,6811,1686,1519,1436,3686,3073,1686,570,1730,270,270,273,273,273,1674,1472,692,163,642,1891,1938,351,351,273
ACSSF,2010m1,al,000,0036,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6306,5999,2373,1192,2127,6052,5629,1770,1117,1305,1798,1252,1483,343,1439,194,194,273,273,273,1027,889,418,273,418,848,836,261,261,273
ACSSF,2010m1,al,000,0036,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6971,6979,2021,616,1854,6292,6311,1277,527,1070,3198,2930,1114,234,1115,201,201,273,273,273,1461,1210,612,140,541,1636,1641,94,94,273,6971,6884,1941,984,1514,6292,6340,1245,1064,718,3198,2741,1358,471,1403,201,201,273,273,273,1461,1238,569,163,512,1636,1630,195,195,273
