ACSSF,2010e1,al,000,0017,0000001,4785298,160,64,0,660698,7918,89,113,328,4606,206,943,204,950,479,336,0,125,2261,75,670,902,10888,273,1404,2501,69,290,732,0,2508,1478,1820,29598,671,329610,64,34265,873,60297,5710,233013,0,7993,63,2725,192,1403,314306,530,60856,212,1290,145,60,75,58,967,8561,181,22500,1609,1349,5980,2494,63873,70981,546,459,626,408,0,33436,0,587,0,800,0,1746,0,0,0,209,1072,0,194,28548,280,10417,3283,2336,1593,9150,6979,197,228,40,176,152,391,357,3625,312,366,1135,0,428,1837638,920323,4785298,660698,7918,10888,2508,1820,29598,329610,34265,60297,5710,233013,7993,2725,314306,60856,1290,8561,22500,1609,5980,63873,70981,626,33436,10417,3283,1593,9150,6979,1862492,920323
ACSSF,2010e1,al,000,0017,0000002,2507522,160,64,0,271641,5434,89,113,90,3159,206,943,16,522,296,176,0,114,1131,75,340,675,6194,109,985,1671,0,290,434,0,1573,800,963,13763,439,171401,64,20102,508,35121,2895,119198,0,5158,47,1656,0,1002,145010,530,33544,130,1037,145,60,75,58,674,5305,0,11257,295,523,4021,1928,36158,38025,502,385,518,380,0,22840,0,587,0,800,0,653,0,0,0,167,1072,0,194,19087,280,6697,1252,1892,1125,5320,6117,166,228,40,176,152,195,304,3245,133,366,1112,0,227,1117562,399747,2507522,271641,5434,6194,1573,963,13763,171401,20102,35121,2895,119198,5158,1656,145010,33544,1037,5305,11257,295,4021,36158,38025,518,22840,6697,1252,1125,5320,6117,1134155,399747
ACSSF,2010e1,al,000,0017,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277776,389057,2484,4694,935,857,15835,158209,14163,25176,2815,113815,2835,1069,169296,27312,253,3256,11243,1314,1959,27715,32956,108,10596,3720,2031,468,3830,862,728337,520576
ACSSF,2010e1,al,000,0017,0000004,4300537,160,64,0,580387,7778,89,113,328,4606,206,943,204,810,479,336,0,125,2161,75,651,902,9645,273,1351,2246,0,290,732,0,2508,1478,1705,26945,671,302074,64,33460,873,57372,5432,217789,0,7600,63,2308,192,1403,282587,530,58104,212,1290,145,60,75,15,967,8238,181,21141,1609,1349,5654,2219,59568,65889,546,459,626,399,0,31063,0,587,0,800,0,1746,0,0,0,209,1072,0,194,26175,280,9853,3283,2162,1593,8235,6823,197,228,40,176,152,391,304,3522,312,366,1135,0,428,1634584,821537,4300537,580387,7778,9645,2508,1705,26945,302074,33460,57372,5432,217789,7600,2308,282587,58104,1290,8238,21141,1609,5654,59568,65889,626,31063,9853,3283,1593,8235,6823,1658441,821537
ACSSF,2010e1,al,000,0017,0000005,3421459,160,64,0,440057,7387,89,113,328,4580,206,943,204,445,479,270,0,82,1933,75,513,476,7773,226,1279,1878,0,290,678,0,1588,1216,1242,22179,641,242015,0,26671,873,45798,4733,166065,0,6707,63,1855,89,1329,215961,489,47771,154,671,145,60,75,15,811,6081,105,17501,1098,893,5074,1432,45790,53730,439,459,393,399,0,21512,0,587,0,800,0,1706,0,0,0,209,1072,0,194,16664,280,7630,2975,1163,1399,7144,6246,197,228,0,136,152,249,304,3167,312,366,1135,0,227,1365915,621497,3421459,440057,7387,7773,1588,1242,22179,242015,26671,45798,4733,166065,6707,1855,215961,47771,671,6081,17501,1098,5074,45790,53730,393,21512,7630,2975,1399,7144,6246,1384916,621497
ACSSF,2010e1,al,000,0017,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297427,110818,4178,3592,924,516,5734,80275,9685,16826,1040,54863,3178,774,63605,16498,510,2781,5257,203,1701,17763,19086,304,13366,3469,566,803,2348,4138,676225,176401
ACSSF,2010e1,al,000,0017,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124032,329239,3209,4181,664,726,16445,161740,16986,28972,3693,111202,3529,1081,152356,31273,161,3300,12244,895,3373,28027,34644,89,8146,4161,2409,596,4796,2108,708691,445096
ACSSF,2010e1,al,000,0017,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879078,140330,391,1872,920,463,4766,60059,6789,11574,699,51724,893,453,66626,10333,619,2157,3640,511,580,13778,12159,233,9551,2223,308,194,1091,577,273525,200040
ACSSF,2010e1,al,000,0017,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288513,43625,343,738,142,76,1434,18450,3030,4537,271,19799,730,326,20216,3987,347,375,1086,77,121,3785,3542,185,4681,723,254,177,325,467,93678,60986
ACSSF,2010e1,al,000,0017,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590565,96705,48,1134,778,387,3332,41609,3759,7037,428,31925,163,127,46410,6346,272,1782,2554,434,459,9993,8617,48,4870,1500,54,17,766,110,179847,139054
ACSSF,2010e1,al,000,0017,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484761,80311,140,1243,0,115,2653,27536,805,2925,278,15224,393,417,31719,2752,0,323,1359,0,326,4305,5092,0,2373,564,0,0,915,156,204051,98786
ACSSF,2010e1,al,000,0017,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363839,220641,531,3115,920,578,7419,87595,7594,14499,977,66948,1286,870,98345,13085,619,2480,4999,511,906,18083,17251,233,11924,2787,308,194,2006,733,477576,298826
ACSSF,2010e1,al,000,0017,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183195,31580,33,660,554,279,2373,18901,2547,5303,246,13550,332,59,12166,6007,58,1174,970,173,0,3353,3444,233,687,1330,254,80,192,0,39938,36719
ACSSF,2010e1,al,000,0017,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118510,16311,37,391,0,0,1699,8193,835,1384,223,5521,69,212,7058,3262,0,238,332,0,0,1189,1151,0,715,185,0,69,14,109,35313,34000
ACSSF,2010e1,al,000,0017,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0017,0000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0017,0000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0017,0000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0017,0000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101888,15870,66,266,30,13,243,5615,657,955,51,5145,129,122,7848,1375,0,109,259,15,138,1458,1131,0,134,117,30,0,116,97,47775,12124
ACSSF,2010e1,al,000,0017,0000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658555,49560,1863,1717,524,313,2574,47744,4061,7873,495,26175,1436,421,34576,9498,56,721,2579,0,1290,10002,10765,59,6144,1185,612,587,1814,1074,325682,107155
ACSSF,2010e1,al,000,0017,0000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0017,0000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140780,12271,79,592,52,13,363,14058,1350,2540,244,8541,494,0,11541,1463,0,330,1572,84,412,1875,4288,0,1278,354,42,97,374,14,52105,24354
ACSSF,2010e1,al,000,0017,0000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0017,0000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335988,41623,517,1412,561,188,1614,27765,4908,5411,329,21639,749,290,19930,6398,217,890,3165,142,690,5538,4790,64,4795,1521,96,180,591,1827,122581,55567
ACSSF,2010e1,al,000,0017,0000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0017,0000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413277,42471,331,823,304,120,2799,26158,3298,12374,798,21775,1791,116,25361,5031,68,1794,3018,0,157,6933,6055,0,1929,1389,103,56,629,1081,187309,59206
ACSSF,2010e1,al,000,0017,0000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229844,27196,1677,472,0,0,547,8882,1251,1720,52,5111,39,394,5468,1743,0,414,416,0,587,2296,2785,181,2155,417,65,97,581,804,139641,24853
ACSSF,2010e1,al,000,0017,0000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0017,0000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0017,0000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195828,22583,1203,471,47,17,1493,26526,2085,3576,386,14087,574,159,18470,5325,53,451,1721,180,180,3373,4681,29,1313,482,246,41,552,540,60284,24700
ACSSF,2010e1,al,000,0017,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0017,0000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195036,21692,356,122,0,0,383,11255,1283,3046,68,8747,541,56,11691,1017,171,0,909,15,445,2392,2069,0,831,234,141,0,617,218,76171,50566
ACSSF,2010e1,al,000,0017,0000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
