ACSSF,2010e1,al,000,0034,0000001,1895987,59051,189676,274724,330572,301885,117283,264594,53632,56160,135707,76275,36428,997638,30267,89907,138956,160555,151411,61878,148202,31176,32549,77856,48446,26435,898349,28784,99769,135768,170017,150474,55405,116392,22456,23611,57851,27829,9993,45734230,25785280,19948945,1938091,43072,383754,812926,444987,179687,73665,1022782,20764,166760,447020,247441,99030,41767,915309,22308,216994,365906,197546,80657,31898,1735960,906465,829490,1443881,543501,502109,405155,96954,26578,16537,10041,10753,5002,5751,4061,900380,786594,373571,413023,72787,41628,31159,29541,12478,17063,11458,339760,110980,86901,62261,24640,4933,1513,3420,17588,12130,5458,1558,228780,151535,67490,84045,15140,6871,8269,57242,35020,22222,4863,168128,29706,12085,17621,11422,6323,5099,127000,1895987,248727,274724,330572,301885,117283,264594,109792,135707,112703,997638,120174,138956,160555,151411,61878,148202,63725,77856,74881,898349,128553,135768,170017,150474,55405,116392,46067,57851,37822,1938091,43072,383754,812926,698339,1022782,20764,166760,447020,388238,915309,22308,216994,365906,310101,1443881,1288703,778726,509977,99365,58165,41200,40294,15519,339760,238436,129751,108685,20073,74830,47150,27680,6421,168128,29706,12085,17621,11422,127000
ACSSF,2010e1,al,000,0034,0000002,1017929,30468,122000,179092,202903,173830,56423,122912,18787,22331,47241,29183,12759,521610,14732,58752,88932,99255,87017,28733,67396,9956,12826,27685,17812,8514,496319,15736,63248,90160,103648,86813,27690,55516,8831,9505,19556,11371,4245,21530345,11626225,9904120,1035005,29861,245700,438004,212950,82029,26461,531593,13483,103359,235710,118723,44915,15403,503412,16378,142341,202294,94227,37114,11058,922355,470645,451710,905272,500619,464195,375324,88871,23234,14027,9207,9493,4590,4903,3697,404653,370572,189978,180594,24282,15130,9152,6760,2362,4398,3039,117742,83522,64838,46315,18523,3906,1308,2598,13717,9666,4051,1061,34220,24644,9716,14928,743,95,648,8499,5863,2636,334,22707,2007,1240,767,1880,913,967,18820,1017929,152468,179092,202903,173830,56423,122912,41118,47241,41942,521610,73484,88932,99255,87017,28733,67396,22782,27685,26326,496319,78984,90160,103648,86813,27690,55516,18336,19556,15616,1035005,29861,245700,438004,321440,531593,13483,103359,235710,179041,503412,16378,142341,202294,142399,905272,834767,565302,269465,47516,29157,18359,16253,6736,117742,89482,56031,33451,4649,22216,15529,6687,1395,22707,2007,1240,767,1880,18820
ACSSF,2010e1,al,000,0034,0000003,878058,28583,67676,95632,127669,128055,60860,141682,34845,33829,88466,47092,23669,476028,15535,31155,50024,61300,64394,33145,80806,21220,19723,50171,30634,17921,402030,13048,36521,45608,66369,63661,27715,60876,13625,14106,38295,16458,5748,24203885,14159060,10044825,903086,13211,138054,374922,232037,97658,47204,491189,7281,63401,211310,128718,54115,26364,411897,5930,74653,163612,103319,43543,20840,813605,435820,377780,538609,42882,37914,29831,8083,3344,2510,834,1260,412,848,364,495727,416022,183593,232429,48505,26498,22007,22781,10116,12665,8419,222018,27458,22063,15946,6117,1027,205,822,3871,2464,1407,497,194560,126891,57774,69117,14397,6776,7621,48743,29157,19586,4529,145421,27699,10845,16854,9542,5410,4132,108180,878058,96259,95632,127669,128055,60860,141682,68674,88466,70761,476028,46690,50024,61300,64394,33145,80806,40943,50171,48555,402030,49569,45608,66369,63661,27715,60876,27731,38295,22206,903086,13211,138054,374922,376899,491189,7281,63401,211310,209197,411897,5930,74653,163612,167702,538609,453936,213424,240512,51849,29008,22841,24041,8783,222018,148954,73720,75234,15424,52614,31621,20993,5026,145421,27699,10845,16854,9542,108180
ACSSF,2010e1,al,000,0034,0000004,1731876,49252,163947,252251,305461,286773,111747,245865,48746,51426,121944,64639,29825,910725,25796,78183,128332,148469,144280,58765,136970,28571,30138,69179,40441,21601,821151,23456,85764,123919,156992,142493,52982,108895,20175,21288,52765,24198,8224,41372210,23127140,18245070,1772267,39501,351931,748334,400601,164956,66944,934172,19188,152829,410444,222841,90551,38319,838095,20313,199102,337890,177760,74405,28625,1587275,829345,757930,1443881,543501,502109,405155,96954,26578,16537,10041,10753,5002,5751,4061,900380,786594,373571,413023,72787,41628,31159,29541,12478,17063,11458,339760,110980,86901,62261,24640,4933,1513,3420,17588,12130,5458,1558,228780,151535,67490,84045,15140,6871,8269,57242,35020,22222,4863,,,,,,,,,1731876,213199,252251,305461,286773,111747,245865,100172,121944,94464,910725,103979,128332,148469,144280,58765,136970,58709,69179,62042,821151,109220,123919,156992,142493,52982,108895,41463,52765,32422,1772267,39501,351931,748334,632501,934172,19188,152829,410444,351711,838095,20313,199102,337890,280790,1443881,1288703,778726,509977,99365,58165,41200,40294,15519,339760,238436,129751,108685,20073,74830,47150,27680,6421,,,,,,
ACSSF,2010e1,al,000,0034,0000005,1403626,36324,124841,199142,254673,241796,92441,204372,41042,42050,96818,48675,21452,736057,18954,62341,100703,124178,121387,49026,112171,23356,23637,55224,29387,15693,667569,17370,62500,98439,130495,120409,43415,92201,17686,18413,41594,19288,5759,33341455,18428150,14913305,1433432,32988,287278,610544,322972,129486,50164,752849,15019,122568,335404,180057,70813,28988,680583,17969,164710,275140,142915,58673,21176,1289220,672585,616640,1443881,543501,502109,405155,96954,26578,16537,10041,10753,5002,5751,4061,900380,786594,373571,413023,72787,41628,31159,29541,12478,17063,11458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403626,161165,199142,254673,241796,92441,204372,83092,96818,70127,736057,81295,100703,124178,121387,49026,112171,46993,55224,45080,667569,79870,98439,130495,120409,43415,92201,36099,41594,25047,1433432,32988,287278,610544,502622,752849,15019,122568,335404,279858,680583,17969,164710,275140,222764,1443881,1288703,778726,509977,99365,58165,41200,40294,15519,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0034,0000006,528844,12789,64147,102201,123240,94608,25813,52574,5666,8596,18724,13049,7437,270364,6115,32383,51806,61426,44636,12683,28569,3647,5597,10965,7651,4886,258480,6674,31764,50395,61814,49972,13130,24005,2019,2999,7759,5398,2551,10666735,5702820,4963910,536607,19366,138431,234554,102196,31366,10694,275363,8817,58205,125814,58399,17823,6305,261244,10549,80226,108740,43797,13543,4389,476665,242985,233685,543501,543501,502109,405155,96954,26578,16537,10041,10753,5002,5751,4061,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528844,76936,102201,123240,94608,25813,52574,14262,18724,20486,270364,38498,51806,61426,44636,12683,28569,9244,10965,12537,258480,38438,50395,61814,49972,13130,24005,5018,7759,7949,536607,19366,138431,234554,144256,275363,8817,58205,125814,82527,261244,10549,80226,108740,61729,543501,502109,405155,96954,26578,16537,10041,10753,4061,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0034,0000007,874782,23535,60694,96941,131433,147188,66628,151798,35376,33454,78094,35626,14015,465693,12839,29958,48897,62752,76751,36343,83602,19709,18040,44259,21736,10807,409089,10696,30736,48044,68681,70437,30285,68196,15667,15414,33835,13890,3208,22674720,12725330,9949390,896825,13622,148847,375990,220776,98120,39470,477486,6202,64363,209590,121658,52990,22683,419339,7420,84484,166400,99118,45130,16787,812555,429600,382955,900380,0,0,0,0,0,0,0,0,0,0,0,900380,786594,373571,413023,72787,41628,31159,29541,12478,17063,11458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874782,84229,96941,131433,147188,66628,151798,68830,78094,49641,465693,42797,48897,62752,76751,36343,83602,37749,44259,32543,409089,41432,48044,68681,70437,30285,68196,31081,33835,17098,896825,13622,148847,375990,358366,477486,6202,64363,209590,197331,419339,7420,84484,166400,161035,900380,786594,373571,413023,72787,41628,31159,29541,11458,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0034,0000008,328250,12928,39106,53109,50788,44977,19306,41493,7704,9376,25126,15964,8373,174668,6842,15842,27629,24291,22893,9739,24799,5215,6501,13955,11054,5908,153582,6086,23264,25480,26497,22084,9567,16694,2489,2875,11171,4910,2465,8030755,4698990,3331765,338835,6513,64653,137790,77629,35470,16780,181323,4169,30261,75040,42784,19738,9331,157512,2344,34392,62750,34845,15732,7449,298055,156760,141295,,,,,,,,,,,,,,,,,,,,,,,,339760,110980,86901,62261,24640,4933,1513,3420,17588,12130,5458,1558,228780,151535,67490,84045,15140,6871,8269,57242,35020,22222,4863,,,,,,,,,328250,52034,53109,50788,44977,19306,41493,17080,25126,24337,174668,22684,27629,24291,22893,9739,24799,11716,13955,16962,153582,29350,25480,26497,22084,9567,16694,5364,11171,7375,338835,6513,64653,137790,129879,181323,4169,30261,75040,71853,157512,2344,34392,62750,58026,,,,,,,,,,339760,238436,129751,108685,20073,74830,47150,27680,6421,,,,,,
ACSSF,2010e1,al,000,0034,0000009,108194,4830,19903,22788,14353,13844,5035,10993,1753,2699,5941,4092,1963,55458,2382,7956,11946,5968,7359,2379,7419,847,1599,3434,3041,1128,52736,2448,11947,10842,8385,6485,2656,3574,906,1100,2507,1051,835,2257220,1290655,966570,110364,2694,24013,48042,21727,9852,4036,57006,1519,11146,25165,11802,5125,2249,53358,1175,12867,22877,9925,4727,1787,98835,50140,48695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108194,24733,22788,14353,13844,5035,10993,4452,5941,6055,55458,10338,11946,5968,7359,2379,7419,2446,3434,4169,52736,14395,10842,8385,6485,2656,3574,2006,2507,1886,110364,2694,24013,48042,35615,57006,1519,11146,25165,19176,53358,1175,12867,22877,16439,,,,,,,,,,110980,86901,62261,24640,4933,17588,12130,5458,1558,,,,,,
ACSSF,2010e1,al,000,0034,0000010,220056,8098,19203,30321,36435,31133,14271,30500,5951,6677,19185,11872,6410,119210,4460,7886,15683,18323,15534,7360,17380,4368,4902,10521,8013,4780,100846,3638,11317,14638,18112,15599,6911,13120,1583,1775,8664,3859,1630,5773535,3408335,2365195,228471,3819,40640,89748,55902,25618,12744,124317,2650,19115,49875,30982,14613,7082,104154,1169,21525,39873,24920,11005,5662,199220,106620,92600,,,,,,,,,,,,,,,,,,,,,,,,228780,0,0,0,0,0,0,0,0,0,0,0,228780,151535,67490,84045,15140,6871,8269,57242,35020,22222,4863,,,,,,,,,220056,27301,30321,36435,31133,14271,30500,12628,19185,18282,119210,12346,15683,18323,15534,7360,17380,9270,10521,12793,100846,14955,14638,18112,15599,6911,13120,3358,8664,5489,228471,3819,40640,89748,94264,124317,2650,19115,49875,52677,104154,1169,21525,39873,41587,,,,,,,,,,228780,151535,67490,84045,15140,57242,35020,22222,4863,,,,,,
