ACSSF,2010e1,al,000,0058,0000021,61852,601,0,0,124,0,0,145,95,632,674,372,1170,1901,2036,1061,16712,4005,4035,8340,5197,9199,3870,961,722,14752,1080,759,691,335,480,1040,0,2225,2642,3430,456,517,191,265,641,14752,7561,2577,1378,457,303,101,338,2894,1234,237,650,308,465,2090,871,0,411,564,244,7191,2111,427,331,535,413,405,3759,407,706,580,1583,483,1321,68,494,163,461,135,16801,1247,968,1045,443,729,1100,0,2301,3035,3710,456,670,191,265,641,61852,601,269,727,1046,1170,1901,2036,1061,16712,4005,4035,8340,5197,9199,3870,961,722,14752,4385,2225,2642,3430,2070,13218,3947,1915,2430,3282,1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13218,3947,1915,2430,3282,1644,,,,,,
ACSSF,2010e1,al,000,0058,0000022,79286,941,0,0,23,53,158,0,131,768,502,685,1262,2999,2353,989,17372,3812,4400,12404,5665,13663,7425,1327,2354,24769,773,2529,901,1120,992,2219,13,1598,5106,4024,1538,989,494,750,1723,24769,11332,4005,1785,241,685,409,885,5714,2358,247,1787,232,1090,1613,709,86,553,87,178,13437,6072,2154,558,972,905,1483,5946,1283,454,1044,1765,1400,1419,258,12,65,626,458,26431,830,2644,994,1240,1084,2289,70,1856,5232,4104,1602,1143,525,829,1989,79286,941,234,899,1187,1262,2999,2353,989,17372,3812,4400,12404,5665,13663,7425,1327,2354,24769,8547,1598,5106,4024,5494,19849,6482,1442,4123,3210,4592,3358,1046,101,796,814,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19659,6473,1367,4123,3120,4576,,,,,,
ACSSF,2010e1,al,000,0058,0000023,56736,929,0,38,0,0,70,48,158,577,604,769,1462,1551,3115,777,11840,4480,3834,7901,4557,9573,3415,353,685,14026,1031,232,1051,253,655,2316,91,1561,2864,2458,196,456,17,203,642,14026,6257,2172,1270,84,525,0,293,3221,1170,549,854,310,338,864,383,104,131,187,59,7769,3160,1255,435,738,469,263,3701,1350,303,580,1044,424,908,201,86,36,448,137,15474,1361,312,1051,333,856,2316,91,1561,2999,2640,279,567,17,203,888,56736,929,156,735,1373,1462,1551,3115,777,11840,4480,3834,7901,4557,9573,3415,353,685,14026,5629,1561,2864,2458,1514,12257,4698,1428,2774,2261,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12061,4553,1428,2723,2261,1096,,,,,,
ACSSF,2010e1,al,000,0058,0000024,222078,1685,0,0,36,459,202,292,31,2283,1897,2584,4260,4985,3695,4585,40480,7560,12236,37510,15425,49039,25141,5211,2482,81873,5141,3103,2640,2780,3195,16887,475,6796,19158,9465,2250,3176,1438,1782,3587,81873,43165,11304,5898,669,2785,419,1533,23377,13145,1238,4759,1100,3135,8484,5193,174,1545,576,996,38708,11904,3683,1718,2810,1257,2436,22528,5593,2395,6694,4451,3395,4276,709,602,565,1662,738,88385,5896,3399,2988,2996,3876,17001,650,7708,19832,9895,2695,3603,1771,1935,4140,222078,1685,989,2314,4481,4260,4985,3695,4585,40480,7560,12236,37510,15425,49039,25141,5211,2482,81873,34221,6796,19158,9465,12233,62560,26277,5028,13561,7430,10264,13778,4886,1104,4450,1872,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61558,25656,5028,13496,7285,10093,,,,,,
ACSSF,2010e1,al,000,0058,0000025,60947,1287,0,123,54,756,189,740,378,2131,506,996,1612,1978,1981,1120,15971,4196,2431,11078,5503,4598,2271,839,209,7917,438,326,73,0,274,527,127,1234,1622,1660,182,332,131,44,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8335,511,387,161,0,274,527,127,1234,1622,1801,182,332,131,99,947,60947,1287,1862,2509,1502,1612,1978,1981,1120,15971,4196,2431,11078,5503,4598,2271,839,209,7917,1765,1234,1622,1660,1636,7571,1765,1174,1402,1660,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7387,1638,1174,1402,1660,1513,,,,,,
ACSSF,2010e1,al,000,0058,0000026,268998,2694,0,300,69,205,305,369,481,1036,1468,4046,7491,8204,12579,6239,74908,11189,15546,45102,20250,37582,13379,3239,2317,56517,1434,2386,1417,2262,2972,5198,121,5612,11972,11605,1576,2306,2032,1828,3796,56517,24624,6684,2798,420,2210,0,1256,13218,4393,757,4150,1324,2594,4722,2079,181,1375,420,667,31893,10715,3162,1703,1222,2346,2282,16714,2993,2248,2731,5122,3620,4464,365,303,284,2393,1119,61854,1636,2951,1738,2968,3389,5298,303,6067,12139,11915,1984,2849,2269,2133,4215,268998,2694,1248,1517,5514,7491,8204,12579,6239,74908,11189,15546,45102,20250,37582,13379,3239,2317,56517,15790,5612,11972,11605,11538,42095,12064,4400,8866,8476,8289,11930,2793,971,2433,2947,2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41581,11704,4368,8866,8354,8289,,,,,,
ACSSF,2010e1,al,000,0058,0000027,147024,2256,47,0,0,321,313,422,665,1408,1224,1907,4178,4578,4207,1582,32650,7483,6804,23189,6987,26799,14527,2885,2592,46803,2236,1824,1678,2036,2830,1860,240,3437,11734,8808,1560,2285,956,1494,3825,46803,21455,6146,1606,316,1699,810,1715,11446,3841,483,3581,757,2784,3863,1084,137,1271,532,839,25348,7460,2501,596,1637,1560,1166,14109,2860,1608,3240,3358,3043,3779,812,297,306,1791,573,50258,2312,2058,1808,2312,3518,1860,240,3688,12075,9326,1841,2491,994,1494,4241,147024,2256,1103,2073,3131,4178,4578,4207,1582,32650,7483,6804,23189,6987,26799,14527,2885,2592,46803,12704,3437,11734,8808,10120,28853,8294,2193,7322,4457,6587,16285,3762,891,4114,4217,3301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28482,8039,2193,7206,4457,6587,,,,,,
ACSSF,2010e1,al,000,0058,0000028,80704,1752,0,0,0,74,93,529,81,1915,1169,2445,987,2901,3097,1656,20271,5730,6104,13611,5454,8661,3558,348,268,12835,271,588,480,325,594,1784,105,601,3799,2520,482,228,255,306,497,12835,6256,1353,654,0,414,0,285,3957,1795,141,1388,367,266,946,567,77,177,75,50,6579,2487,528,108,678,520,653,3279,456,98,1070,1141,514,813,147,177,72,417,0,14668,330,715,610,452,671,2021,313,913,3799,2735,541,380,255,336,597,80704,1752,696,1996,3614,987,2901,3097,1656,20271,5730,6104,13611,5454,8661,3558,348,268,12835,4147,601,3799,2520,1768,12050,3937,601,3377,2503,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11991,3878,601,3377,2503,1632,,,,,,
ACSSF,2010e1,al,000,0058,0000029,57958,453,0,0,0,0,0,24,184,186,521,1324,3228,1554,3322,1186,15892,4527,3839,9970,3848,6006,1254,124,516,7900,19,234,235,0,339,589,31,1298,2085,1344,259,273,182,59,953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8610,19,260,235,125,339,589,31,1346,2244,1516,439,273,182,59,953,57958,453,24,370,1845,3228,1554,3322,1186,15892,4527,3839,9970,3848,6006,1254,124,516,7900,1447,1298,2085,1344,1726,7305,1258,1135,1968,1344,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7177,1258,1135,1858,1326,1600,,,,,,
ACSSF,2010e1,al,000,0058,0000030,129546,515,39,0,0,0,67,15,0,1423,676,1150,1421,1935,2453,1383,23684,4217,7989,20586,10318,36047,10026,3153,2449,51675,2045,2391,984,1577,1620,4344,120,5373,16380,7194,2010,2218,1233,1652,2534,51675,25972,7200,2705,302,3182,80,931,14919,4792,1114,5549,940,2524,3853,959,347,1300,349,898,25703,9704,2164,1304,2400,1461,2375,13504,2203,2048,3615,3134,2504,2495,258,258,334,1230,415,55019,2376,2528,1215,2088,2217,4344,120,5773,16520,7379,2321,2318,1325,1652,2843,129546,515,121,1423,1826,1421,1935,2453,1383,23684,4217,7989,20586,10318,36047,10026,3153,2449,51675,13081,5373,16380,7194,9647,45107,10844,4487,14702,6540,8534,5129,1467,716,1564,564,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44893,10697,4487,14635,6540,8534,,,,,,
