ACSSF,2010e1,al,000,0055,0000076,,,,,,,,,,,,,,,,,,,,94035,24090,975,1754,800,1082,1265,799,1579,1108,1469,932,835,592,637,1250,8004,1009,69945,,,,,,,,,,,,,,,,,,,,3519,1603,173,799,327,304,1916,94035,24090,2729,9034,3314,9013,69945,4453,2295,303,1076,162,754,2158
ACSSF,2010e1,al,000,0055,0000077,,,,,,,,,,,,,,,,,,,,72331,15915,954,620,803,631,586,1054,362,1042,712,721,755,525,1142,407,4395,1206,56416,,,,,,,,,,,,,,,,,,,,,,,,,,,72331,15915,1574,5911,2829,5601,56416,7509,1778,703,854,89,132,5731
ACSSF,2010e1,al,000,0055,0000078,,,,,,,,,,,,,,,,,,,,112415,28799,1936,2361,1082,1205,2214,1845,1256,1453,1346,947,2220,1598,1228,1552,5248,1308,83616,,,,,,,,,,,,,,,,,,,,2044,1044,198,624,181,41,1000,112415,28799,4297,11348,6598,6556,83616,3663,1189,133,382,238,436,2474
ACSSF,2010e1,al,000,0055,0000079,,,,,,,,,,,,,,,,,,,,78946,15863,457,1096,876,989,609,597,1145,1218,1348,842,855,1486,1360,898,1918,169,63083,,,,,,,,,,,,,,,,,,,,,,,,,,,78946,15863,1553,7624,4599,2087,63083,,,,,,,
ACSSF,2010e1,al,000,0055,0000080,,,,,,,,,,,,,,,,,,,,82896,19806,1300,570,825,1138,437,551,886,436,874,669,741,876,631,1291,7428,1153,63090,,,,,,,,,,,,,,,,,,,,,,,,,,,82896,19806,1870,5816,3539,8581,63090,4576,1776,345,605,338,488,2800
ACSSF,2010e1,al,000,0055,0000081,,,,,,,,,,,,,,,,,,,,153105,36536,1961,3434,1936,1617,1755,2681,2585,2706,2865,1416,1838,2288,2075,1291,5415,673,116569,,,,,,,,,,,,,,,,,,,,,,,,,,,153105,36536,5395,17561,7492,6088,116569,,,,,,,
ACSSF,2010e1,al,000,0055,0000082,,,,,,,,,,,,,,,,,,,,147040,33748,1502,1802,1211,2955,738,2235,2616,1718,2185,1580,1267,2561,1309,2231,6095,1743,113292,,,,,,,,,,,,,,,,,,,,2270,922,45,419,306,152,1348,147040,33748,3304,15238,7368,7838,113292,,,,,,,
ACSSF,2010e1,al,000,0055,0000083,,,,,,,,,,,,,,,,,,,,89632,18993,1365,508,1029,1195,691,815,1031,1558,1440,1510,849,1231,1377,1002,2852,540,70639,,,,,,,,,,,,,,,,,,,,,,,,,,,89632,18993,1873,9269,4459,3392,70639,,,,,,,
ACSSF,2010e1,al,000,0055,0000084,,,,,,,,,,,,,,,,,,,,101913,22258,1297,1087,1104,1350,1373,1837,1336,1869,780,833,705,1477,1197,1146,4226,641,79655,,,,,,,,,,,,,,,,,,,,3530,1822,252,992,444,134,1708,101913,22258,2384,10482,4525,4867,79655,5264,2174,83,525,932,634,3090
ACSSF,2010e1,al,000,0055,0000085,,,,,,,,,,,,,,,,,,,,52028,13536,1740,970,713,741,503,895,759,809,401,1100,799,787,592,579,1691,457,38492,,,,,,,,,,,,,,,,,,,,,,,,,,,52028,13536,2710,5921,2757,2148,38492,7852,2860,1221,923,412,304,4992
ACSSF,2010e1,al,000,0055,0000086,,,,,,,,,,,,,,,,,,,,147040,33748,1502,1802,1211,2955,738,2235,2616,1718,2185,1580,1267,2561,1309,2231,6095,1743,113292,,,,,,,,,,,,,,,,,,,,2270,922,45,419,306,152,1348,147040,33748,3304,15238,7368,7838,113292,,,,,,,
ACSSF,2010e1,al,000,0055,0000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42290,7369,835,1273,539,4722,34921,,,,,,,
ACSSF,2010e1,al,000,0055,0000088,,,,,,,,,,,,,,,,,,,,55143,13577,648,826,352,951,485,403,1024,592,722,804,1252,562,690,507,3463,296,41566,,,,,,,,,,,,,,,,,,,,,,,,,,,55143,13577,1474,5333,3011,3759,41566,2393,1076,57,555,364,100,1317
ACSSF,2010e1,al,000,0055,0000089,,,,,,,,,,,,,,,,,,,,39767,9163,514,402,297,668,617,909,512,604,280,402,340,606,593,617,1569,233,30604,,,,,,,,,,,,,,,,,,,,826,376,117,202,57,0,450,39767,9163,916,4289,2156,1802,30604,1713,502,64,141,176,121,1211
ACSSF,2010e1,al,000,0055,0000090,,,,,,,,,,,,,,,,,,,,53354,13025,995,906,316,790,1200,850,508,782,619,231,1067,737,314,869,2271,570,40329,,,,,,,,,,,,,,,,,,,,,,,,,,,53354,13025,1901,5296,2987,2841,40329,,,,,,,
ACSSF,2010e1,al,000,0055,0000091,,,,,,,,,,,,,,,,,,,,99748,21638,913,1245,984,931,1186,722,652,882,2503,902,791,1026,1503,831,5612,955,78110,,,,,,,,,,,,,,,,,,,,4113,2022,521,911,253,337,2091,99748,21638,2158,8762,4151,6567,78110,9559,2253,732,1115,108,298,7306
ACSSF,2010e1,al,000,0055,0000092,,,,,,,,,,,,,,,,,,,,154605,31689,2280,1373,1622,1192,1427,1492,1131,2000,1915,1917,1818,1829,1829,1858,6840,1166,122916,,,,,,,,,,,,,,,,,,,,,,,,,,,154605,31689,3653,12696,7334,8006,122916,5643,2083,445,982,587,69,3560
ACSSF,2010e1,al,000,0055,0000093,,,,,,,,,,,,,,,,,,,,85428,21427,1599,1022,1764,1430,1398,567,723,1055,1044,1142,907,1476,1004,954,3839,1503,64001,,,,,,,,,,,,,,,,,,,,,,,,,,,85428,21427,2621,9123,4341,5342,64001,3582,1485,39,796,344,306,2097
ACSSF,2010e1,al,000,0055,0000094,,,,,,,,,,,,,,,,,,,,225820,53778,3220,3636,2761,2495,2056,2912,3196,3094,3461,2010,2511,3031,2308,2582,12679,1826,172042,,,,,,,,,,,,,,,,,,,,3755,1433,160,434,527,312,2322,225820,53778,6856,21985,10432,14505,172042,8148,2886,502,1350,438,596,5262
ACSSF,2010e1,al,000,0055,0000095,,,,,,,,,,,,,,,,,,,,84509,18597,1048,664,1071,619,837,1100,454,1095,878,830,991,721,1358,513,5185,1233,65912,,,,,,,,,,,,,,,,,,,,,,,,,,,84509,18597,1712,6884,3583,6418,65912,7538,1851,703,883,89,176,5687
ACSSF,2010e1,al,000,0055,0000096,,,,,,,,,,,,,,,,,,,,132463,33862,1954,1910,1686,1561,2558,1745,2615,1950,1623,1604,1678,1965,2224,1461,5632,1696,98601,,,,,,,,,,,,,,,,,,,,2271,1323,0,880,400,43,948,132463,33862,3864,15342,7328,7328,98601,10244,2244,111,1773,271,89,8000
ACSSF,2010e1,al,000,0055,0000097,,,,,,,,,,,,,,,,,,,,43673,18037,556,456,395,111,346,221,169,248,445,558,116,316,0,55,12365,1680,25636,,,,,,,,,,,,,,,,,,,,,,,,,,,43673,18037,1012,2493,487,14045,25636,,,,,,,
ACSSF,2010e1,al,000,0055,0000098,,,,,,,,,,,,,,,,,,,,78990,19104,756,952,970,681,500,1264,1248,1255,653,975,1178,1081,981,927,5159,524,59886,,,,,,,,,,,,,,,,,,,,,,,,,,,78990,19104,1708,7546,4167,5683,59886,,,,,,,
