ACSSF,2010e1,al,000,0032,0000001,4613693,3284618,1329075,3929813,3055205,874608,435987,141606,294381,138961,49782,89179,96660,32562,64098,12272,5463,6809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3381934,2839940,531217,378545,193400,185145,111817,50473,61344,29776,11530,18246,11079,10777,868236,723959,142390,84159,34067,50092,10989,2650,8339,44170,18080,26090,3072,1887,479339,423256,55581,13396,5994,7402,6067,1623,4444,36118,502,4729509,3987155,729188,228658,227168,1490,500530,227507,273023,164300,108723,6505,15605,73085,13528,13166,228,181,12757,3381934,2839940,531217,378545,193400,185145,111817,50473,61344,29776,11079,10777,868236,723959,142390,84159,34067,50092,10989,44170,18080,26090,3072,1887,479339,423256,55581,13396,5994,7402,6067,36118,502,4729509,3987155,729188,228658,500530,227507,273023,164300,108723,13166,228,12938
ACSSF,2010e1,al,000,0032,0000002,2393844,1499862,893982,1967373,1391369,576004,296512,73664,222848,70790,20528,50262,51922,12195,39727,7247,2106,5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092776,1697521,388382,285059,171057,114002,77609,36800,40809,19023,6642,12381,6691,6873,314777,252022,61757,37777,21533,16244,5900,1310,4590,16441,7111,9330,1639,998,,,,,,,,,,,,2476913,2008159,460828,199300,198366,934,261528,113269,148259,85889,62370,4851,9217,41345,6957,7926,78,106,7742,2092776,1697521,388382,285059,171057,114002,77609,36800,40809,19023,6691,6873,314777,252022,61757,37777,21533,16244,5900,16441,7111,9330,1639,998,,,,,,,,,,2476913,2008159,460828,199300,261528,113269,148259,85889,62370,7926,78,7848
ACSSF,2010e1,al,000,0032,0000003,2219849,1784756,435093,1962440,1663836,298604,139475,67942,71533,68171,29254,38917,44738,20367,24371,5025,3357,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289158,1142419,142835,93486,22343,71143,34208,13673,20535,10753,4888,5865,4388,3904,553459,471937,80633,46382,12534,33848,5089,1340,3749,27729,10969,16760,1433,889,409979,364640,44892,12495,5697,6798,5902,1570,4332,26495,447,2252596,1978996,268360,29358,28802,556,239002,114238,124764,78411,46353,1654,6388,31740,6571,5240,150,75,5015,1289158,1142419,142835,93486,22343,71143,34208,13673,20535,10753,4388,3904,553459,471937,80633,46382,12534,33848,5089,27729,10969,16760,1433,889,409979,364640,44892,12495,5697,6798,5902,26495,447,2252596,1978996,268360,29358,239002,114238,124764,78411,46353,5240,150,5090
ACSSF,2010e1,al,000,0032,0000004,4149956,2940270,1209686,3514494,2729725,784769,407718,130758,276960,126525,44175,82350,89299,30446,58853,11920,5166,6754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3381934,2839940,531217,378545,193400,185145,111817,50473,61344,29776,11530,18246,11079,10777,868236,723959,142390,84159,34067,50092,10989,2650,8339,44170,18080,26090,3072,1887,,,,,,,,,,,,4250170,3563899,673607,216329,214839,1490,457278,209222,248056,147360,100696,6472,14731,67303,12190,12664,78,181,12405,3381934,2839940,531217,378545,193400,185145,111817,50473,61344,29776,11079,10777,868236,723959,142390,84159,34067,50092,10989,44170,18080,26090,3072,1887,,,,,,,,,,4250170,3563899,673607,216329,457278,209222,248056,147360,100696,12664,78,12586
ACSSF,2010e1,al,000,0032,0000005,3302485,2336162,966323,2801045,2174947,626098,327964,100278,227686,97427,34655,62772,65785,22229,43556,10264,4053,6211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3381934,2839940,531217,378545,193400,185145,111817,50473,61344,29776,11530,18246,11079,10777,,,,,,,,,,,,,,,,,,,,,,,,,,3381934,2839940,531217,185909,184502,1407,345308,156906,188402,113865,74537,4743,9797,50264,9733,10777,78,75,10624,3381934,2839940,531217,378545,193400,185145,111817,50473,61344,29776,11079,10777,,,,,,,,,,,,,,,,,,,,,,3381934,2839940,531217,185909,345308,156906,188402,113865,74537,10777,78,10699
ACSSF,2010e1,al,000,0032,0000006,1232068,730239,501829,995322,677092,318230,166225,35079,131146,36494,9511,26983,28855,7408,21447,5172,1149,4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280998,1017704,257655,186073,152408,33665,54819,27500,27319,12060,4337,7723,4703,5639,,,,,,,,,,,,,,,,,,,,,,,,,,1280998,1017704,257655,145896,145164,732,111759,31948,79811,45580,34231,3333,5816,22516,2566,5639,78,0,5561,1280998,1017704,257655,186073,152408,33665,54819,27500,27319,12060,4703,5639,,,,,,,,,,,,,,,,,,,,,,1280998,1017704,257655,145896,111759,31948,79811,45580,34231,5639,78,5561
ACSSF,2010e1,al,000,0032,0000007,2070417,1605923,464494,1805723,1497855,307868,161739,65199,96540,60933,25144,35789,36930,14821,22109,5092,2904,2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100936,1822236,273562,192472,40992,151480,56998,22973,34025,17716,7193,10523,6376,5138,,,,,,,,,,,,,,,,,,,,,,,,,,2100936,1822236,273562,40013,39338,675,233549,124958,108591,68285,40306,1410,3981,27748,7167,5138,0,75,5063,2100936,1822236,273562,192472,40992,151480,56998,22973,34025,17716,6376,5138,,,,,,,,,,,,,,,,,,,,,,2100936,1822236,273562,40013,233549,124958,108591,68285,40306,5138,0,5138
ACSSF,2010e1,al,000,0032,0000008,847471,604108,243363,713449,554778,158671,79754,30480,49274,29098,9520,19578,23514,8217,15297,1656,1113,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868236,723959,142390,84159,34067,50092,10989,2650,8339,44170,18080,26090,3072,1887,,,,,,,,,,,,868236,723959,142390,30420,30337,83,111970,52316,59654,33495,26159,1729,4934,17039,2457,1887,0,106,1781,,,,,,,,,,,,,868236,723959,142390,84159,34067,50092,10989,44170,18080,26090,3072,1887,,,,,,,,,,868236,723959,142390,30420,111970,52316,59654,33495,26159,1887,0,1887
ACSSF,2010e1,al,000,0032,0000009,272215,175443,96772,225135,159740,65395,27613,9401,18212,9776,3016,6760,8967,2813,6154,724,473,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285119,232412,51752,29981,21452,8529,4656,1321,3335,16083,6906,9177,1032,955,,,,,,,,,,,,285119,232412,51752,20445,20445,0,31307,8972,22335,11217,11118,1322,3170,5393,1233,955,0,106,849,,,,,,,,,,,,,285119,232412,51752,29981,21452,8529,4656,16083,6906,9177,1032,955,,,,,,,,,,285119,232412,51752,20445,31307,8972,22335,11217,11118,955,0,955
ACSSF,2010e1,al,000,0032,0000010,575256,428665,146591,488314,395038,93276,52141,21079,31062,19322,6504,12818,14547,5404,9143,932,640,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583117,491547,90638,54178,12615,41563,6333,1329,5004,28087,11174,16913,2040,932,,,,,,,,,,,,583117,491547,90638,9975,9892,83,80663,43344,37319,22278,15041,407,1764,11646,1224,932,0,0,932,,,,,,,,,,,,,583117,491547,90638,54178,12615,41563,6333,28087,11174,16913,2040,932,,,,,,,,,,583117,491547,90638,9975,80663,43344,37319,22278,15041,932,0,932
