ACSSF,2010m1,al,000,0107,0000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000024,4009,2355,2664,1556,1334,729,140,349,84,515,126,1085,894,87,718,531,321,464,1818,1100,1059,434,844,355,517,304,1375,206,1307,538,363,198,258,212,1179,484,70,482,403,240,305,82,811,532,473,273,253,434,273,273,337,622,270,503,204,1038,961,474,111,745,273,412,348,1559,373,358,273,107,799,201,273,329,142,570,390,804,261,737,297,74,280,1155,273,176,609,972,415,84,162,273,273,384,1940,1743,983,227,695,515,844,340,542,1081,429,273,98,273,370,557,706,84,249,1925,245,273,230,91,1809,373,659,182,111,337,436,1565,464,273,941,204,573,708,1882,1023,424,377,273,557,273,273,122,222,763,1240,298,290,66,147,929,866,143,925,767,510
ACSSF,2010m1,al,000,0107,0000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000026,4788,3071,2401,1580,1494,698,329,344,100,251,195,1080,571,75,240,536,250,513,1012,588,588,131,337,150,386,273,802,273,645,516,290,194,273,209,1192,512,176,488,365,357,88,273,756,366,487,273,356,351,273,90,423,644,467,212,398,1025,832,663,91,394,273,236,484,2089,286,286,273,273,943,119,208,288,357,521,510,1620,866,1198,295,174,687,952,281,208,800,589,203,273,142,273,273,131,1948,1557,440,459,458,1340,466,678,409,1415,602,273,386,127,263,356,863,132,579,2118,477,106,440,131,1619,503,727,596,845,81,462,538,340,307,1183,354,894,787,2788,2131,566,298,179,1679,198,143,167,369,1085,1507,438,94,888,135,1052,308,367,1263,1083,586
ACSSF,2010m1,al,000,0107,0000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0107,0000048,6628,4593,3057,2135,2018,983,455,518,127,403,475,1434,954,165,790,692,350,618,1422,783,783,131,469,260,519,273,1026,118,827,630,400,253,273,274,1428,537,248,502,491,485,88,273,896,427,635,273,534,351,74,90,466,766,473,242,581,1152,999,758,180,419,273,378,520,3020,363,301,273,154,1694,367,208,288,556,1211,631,1899,956,1414,460,185,704,1442,308,416,1044,1085,517,273,178,273,197,449,2457,2096,827,634,736,1466,537,813,477,1692,607,273,687,127,344,370,1067,132,615,2678,663,112,555,386,2000,763,1015,850,785,277,564,1399,526,313,1581,432,1082,1137,3882,2677,645,599,399,1911,198,255,404,505,1269,2112,719,189,955,246,1433,308,430,1885,1676,859
ACSSF,2010m1,al,000,0107,0000049,6738,4797,2621,1984,1763,395,268,426,231,750,527,1279,897,469,502,490,337,344,1096,700,691,318,410,372,290,140,631,81,484,404,240,212,102,52,1596,636,467,410,357,349,273,121,1295,626,846,273,715,433,25,114,853,561,361,204,351,906,725,292,44,431,273,464,630,2418,448,418,113,105,1272,311,159,210,446,921,587,1097,322,774,380,209,350,1474,337,410,980,736,556,59,75,104,168,525,2457,1911,950,423,524,1242,393,738,320,1808,480,16,194,252,346,452,1520,94,535,2394,1253,209,1072,607,1804,760,777,834,515,282,397,911,657,213,1733,382,1182,1071,2522,1843,567,675,390,974,301,424,153,264,1273,1501,333,376,375,333,1327,306,362,1221,862,768
ACSSF,2010m1,al,000,0107,0000050,6021,4519,2855,2422,2208,843,229,633,44,535,759,1693,836,445,491,417,355,219,1101,661,634,334,446,223,417,288,873,133,754,368,391,261,26,264,1482,672,476,511,469,453,79,77,911,670,550,273,368,421,273,57,422,738,167,392,548,1012,954,314,109,488,28,630,522,2580,281,248,273,92,1185,216,189,84,406,703,887,1572,337,1111,879,355,277,1406,162,194,1158,858,471,125,368,158,24,296,2566,1944,1188,531,437,939,729,611,322,1529,649,232,253,273,206,297,1117,307,282,2585,598,161,410,389,1971,855,821,662,744,403,290,945,305,222,1798,583,1084,1309,3626,2691,705,623,651,1418,256,633,410,478,1382,1653,350,277,107,340,1158,332,560,1264,1288,707
ACSSF,2010m1,al,000,0107,0000051,8027,4833,2531,1769,1661,647,440,287,78,335,603,904,813,111,602,536,302,467,1194,887,879,102,431,133,792,105,859,48,805,506,250,117,273,222,1340,679,199,661,364,313,273,204,973,245,763,273,618,333,273,273,578,452,231,347,180,749,696,182,139,392,172,475,430,2117,248,176,126,127,1148,190,158,150,658,680,825,1189,235,988,468,389,173,1251,152,123,1064,551,453,291,65,273,84,348,2436,1611,754,540,394,1144,478,703,637,1694,646,273,229,437,355,297,1043,252,676,2525,907,278,279,821,2304,874,805,1213,615,331,605,1093,678,565,1738,338,1039,1104,3780,2773,863,996,988,1443,128,213,591,353,1777,1856,336,79,242,300,1861,240,611,1302,1175,869
ACSSF,2010m1,al,000,0107,0000052,6970,4477,3201,2404,2089,770,322,533,173,652,593,1560,1244,299,921,700,548,485,2072,1273,1239,500,914,490,546,304,1557,282,1381,619,563,263,268,499,1523,661,300,645,487,360,264,162,1062,572,688,273,408,606,273,273,385,752,397,518,280,1149,1020,476,143,800,90,437,498,2444,512,369,354,107,881,203,273,329,140,552,600,1318,459,1053,529,331,327,1794,134,419,1006,1286,716,191,330,268,273,482,2523,2322,1233,345,805,888,897,586,727,1449,480,273,184,258,469,594,973,84,472,2790,463,100,373,292,2162,598,837,901,404,479,607,1612,655,277,1701,434,1090,1430,3063,2257,895,737,210,1168,300,354,124,541,1594,1640,322,290,267,278,1271,898,323,1306,1075,802
ACSSF,2010m1,al,000,0107,0000053,7098,5217,4028,2891,2447,1202,817,618,274,734,287,1803,1932,498,1096,1328,848,1001,2227,1458,1344,607,879,549,538,592,1533,531,1171,616,538,417,143,254,2182,755,227,679,658,607,212,188,1143,476,868,273,668,503,273,193,474,1062,717,720,270,1090,1070,783,370,404,32,689,400,2642,249,111,91,202,1832,464,172,273,842,1115,1023,1686,282,1301,885,621,471,1419,232,514,1040,804,691,257,223,207,216,562,2711,2340,1318,952,982,1266,914,659,464,1503,646,273,518,448,631,432,1019,293,537,2820,625,155,229,471,2447,610,1055,661,1174,904,539,1107,599,406,1934,532,1338,1114,2915,2154,636,892,518,1040,306,273,220,128,1307,1424,208,223,536,341,1207,375,213,1561,1219,950
ACSSF,2010m1,al,000,0107,0000054,7808,4522,2283,1676,1516,570,360,230,164,414,262,1174,718,273,457,544,383,298,1285,802,795,224,577,267,448,69,804,150,610,439,559,436,344,171,1332,733,594,398,334,334,273,273,793,476,625,273,322,478,216,67,308,643,153,289,550,556,447,321,273,201,273,231,355,2651,640,470,277,290,1093,546,273,89,145,805,690,1714,348,1028,941,558,488,1355,122,273,1157,873,498,259,416,101,116,156,2451,1953,918,435,402,1149,501,353,399,1310,470,273,184,155,436,335,1068,358,579,2327,642,103,450,426,1937,764,409,1355,934,579,404,1431,749,519,1212,233,965,1001,3709,2603,770,785,600,1044,537,1044,142,489,1219,1949,389,273,396,327,1767,237,325,1774,1655,916
