ACSSF,2010e1,al,000,0026,0000001,168596,16687,5414,1551,3863,2612,1542,1070,1283,688,595,7378,6018,1360,44381,22412,2348,20064,8963,5325,3638,5163,4340,823,7843,7365,478,97748,5311,1833,150,1683,1672,1011,661,1047,914,133,759,664,95,84831,68467,43542,3257,40285,17948,2298,15650,5814,959,4855,1163,564,599,16364,11993,897,11096,3044,998,2046,794,321,473,533,357,176,7606,4904,656,4248,1298,884,414,543,280,263,861,770,91,9780,5235,714,4521,1625,559,1066,1074,1004,70,1846,1665,181,168596,16687,5414,2612,1542,1070,1283,688,595,7378,6018,1360,44381,22412,8963,5325,3638,5163,4340,823,7843,7365,478,97748,68467,43542,17948,2298,15650,5814,959,4855,1163,564,599,29281,18730,6014,2893,3121,2384,1515,869,2153,1791,362,9780,5235,1625,559,1066,1074,1004,70,1846,1665,181
ACSSF,2010e1,al,000,0026,0000002,118356,10900,3310,646,2664,1706,982,724,879,351,528,5005,4388,617,32368,17307,2062,15245,5905,3516,2389,3495,2925,570,5661,5340,321,68271,4455,1786,150,1636,1282,656,626,669,612,57,718,636,82,58116,45596,31522,2414,29108,9414,1022,8392,3985,559,3426,675,386,289,12520,9844,458,9386,2087,648,1439,406,198,208,183,174,9,5700,3819,591,3228,905,649,256,479,216,263,497,406,91,6817,3660,594,3066,1223,331,892,721,651,70,1213,1114,99,118356,10900,3310,1706,982,724,879,351,528,5005,4388,617,32368,17307,5905,3516,2389,3495,2925,570,5661,5340,321,68271,45596,31522,9414,1022,8392,3985,559,3426,675,386,289,22675,15449,4274,1953,2321,1554,1026,528,1398,1216,182,6817,3660,1223,331,892,721,651,70,1213,1114,99
ACSSF,2010e1,al,000,0026,0000003,50240,5787,2104,905,1199,906,560,346,404,337,67,2373,1630,743,12013,5105,286,4819,3058,1809,1249,1668,1415,253,2182,2025,157,29477,856,47,0,47,390,355,35,378,302,76,41,28,13,26715,22871,12020,843,11177,8534,1276,7258,1829,400,1429,488,178,310,3844,2149,439,1710,957,350,607,388,123,265,350,183,167,1906,1085,65,1020,393,235,158,64,64,0,364,364,0,2963,1575,120,1455,402,228,174,353,353,0,633,551,82,50240,5787,2104,906,560,346,404,337,67,2373,1630,743,12013,5105,3058,1809,1249,1668,1415,253,2182,2025,157,29477,22871,12020,8534,1276,7258,1829,400,1429,488,178,310,6606,3281,1740,940,800,830,489,341,755,575,180,2963,1575,402,228,174,353,353,0,633,551,82
ACSSF,2010e1,al,000,0026,0000004,161705,15862,5257,1551,3706,2449,1542,907,1196,601,595,6960,5817,1143,42812,21610,2348,19262,8916,5278,3638,4541,3718,823,7745,7267,478,93444,5232,1820,150,1670,1637,1011,626,1016,883,133,759,664,95,80829,65737,41809,3257,38552,17044,2298,14746,5752,959,4793,1132,564,568,15092,10869,897,9972,2929,998,1931,794,321,473,500,324,176,7383,4904,656,4248,1298,884,414,543,280,263,638,547,91,9587,5106,628,4478,1576,510,1066,1074,1004,70,1831,1650,181,161705,15862,5257,2449,1542,907,1196,601,595,6960,5817,1143,42812,21610,8916,5278,3638,4541,3718,823,7745,7267,478,93444,65737,41809,17044,2298,14746,5752,959,4793,1132,564,568,27707,17593,5864,2893,2971,2353,1484,869,1897,1535,362,9587,5106,1576,510,1066,1074,1004,70,1831,1650,181
ACSSF,2010e1,al,000,0026,0000005,128242,12234,4597,1302,3295,1973,1143,830,1071,547,524,4593,3915,678,38016,18723,2202,16521,8022,4925,3097,4058,3307,751,7213,6735,478,69236,4920,1781,111,1670,1558,932,626,880,747,133,701,619,82,58166,48256,31093,1781,29312,12271,2119,10152,4216,635,3581,676,387,289,9910,7129,738,6391,1888,998,890,636,284,352,257,248,9,6150,3724,313,3411,1275,884,391,513,250,263,638,547,91,8756,4737,628,4109,1576,510,1066,935,935,0,1508,1361,147,128242,12234,4597,1973,1143,830,1071,547,524,4593,3915,678,38016,18723,8022,4925,3097,4058,3307,751,7213,6735,478,69236,48256,31093,12271,2119,10152,4216,635,3581,676,387,289,20980,12634,4721,2814,1907,2029,1281,748,1596,1414,182,8756,4737,1576,510,1066,935,935,0,1508,1361,147
ACSSF,2010e1,al,000,0026,0000006,69333,6107,2492,755,1737,839,395,444,345,155,190,2431,2261,170,22727,12902,1123,11779,3677,2114,1563,2490,2130,360,3658,3419,239,34941,3166,1151,0,1151,713,300,413,711,616,95,591,591,0,28647,22172,15649,828,14821,4774,560,4214,1302,408,894,447,240,207,6475,4817,146,4671,1279,524,755,272,144,128,107,98,9,3128,1987,151,1836,762,542,220,75,75,0,304,304,0,5558,3438,628,2810,948,352,596,367,367,0,805,805,0,69333,6107,2492,839,395,444,345,155,190,2431,2261,170,22727,12902,3677,2114,1563,2490,2130,360,3658,3419,239,34941,22172,15649,4774,560,4214,1302,408,894,447,240,207,12769,7955,2754,1366,1388,1058,835,223,1002,993,9,5558,3438,948,352,596,367,367,0,805,805,0
ACSSF,2010e1,al,000,0026,0000007,58909,6127,2105,547,1558,1134,748,386,726,392,334,2162,1654,508,15289,5821,1079,4742,4345,2811,1534,1568,1177,391,3555,3316,239,34295,1754,630,111,519,845,632,213,169,131,38,110,28,82,29519,26084,15444,953,14491,7497,1559,5938,2914,227,2687,229,147,82,3435,2312,592,1720,609,474,135,364,140,224,150,150,0,3022,1737,162,1575,513,342,171,438,175,263,334,243,91,3198,1299,0,1299,628,158,470,568,568,0,703,556,147,58909,6127,2105,1134,748,386,726,392,334,2162,1654,508,15289,5821,4345,2811,1534,1568,1177,391,3555,3316,239,34295,26084,15444,7497,1559,5938,2914,227,2687,229,147,82,8211,4679,1967,1448,519,971,446,525,594,421,173,3198,1299,628,158,470,568,568,0,703,556,147
ACSSF,2010e1,al,000,0026,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0026,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0026,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0026,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
