ACSSF,2010m1,al,000,0043,0000052,6956,1696,2100,2286,2914,2745,3407,2871,2885,1374,2011,1913,873,2473,2233,6956,1464,2966,3519,4372,3840,2328,2980,1658,1614,2026,1429,1025,6956,1696,2100,2286,2914,2745,3407,2871,2885,1374,4663,6956,3283,3519,4372,3840,2328,2980,2045,2026,1642
ACSSF,2010m1,al,000,0043,0000053,6843,2421,2185,2049,2832,3469,3668,3082,2863,1738,2378,1239,966,2289,2067,6843,1424,2585,3197,3780,3657,2490,3524,2044,1652,2956,1801,1362,6843,2421,2185,2049,2832,3469,3668,3082,2863,1738,4171,6843,2808,3197,3780,3657,2490,3524,2529,2956,2133
ACSSF,2010m1,al,000,0043,0000054,7933,2265,1590,1645,2550,2833,3211,3219,2760,1696,1608,1355,918,2522,2390,7933,1100,2684,3346,4114,3618,2201,2910,1273,1437,1994,1697,949,7933,2265,1590,1645,2550,2833,3211,3219,2760,1696,4271,7933,3101,3346,4114,3618,2201,2910,2107,1994,2122
ACSSF,2010m1,al,000,0043,0000055,2564,759,749,963,1446,1235,1646,1176,1087,700,728,638,291,1237,993,2564,695,1563,1543,1869,1284,857,1422,751,786,998,1068,498,2564,759,749,963,1446,1235,1646,1176,1087,700,1737,2564,1722,1543,1869,1284,857,1422,1068,998,1158
ACSSF,2010m1,al,000,0043,0000056,3950,698,1043,1021,1524,1323,1927,1360,1867,1036,1379,1215,376,1142,1098,3950,845,1854,1856,2672,2281,1016,1012,323,363,758,448,617,3950,698,1043,1021,1524,1323,1927,1360,1867,1036,2476,3950,1971,1856,2672,2281,1016,1012,491,758,753
ACSSF,2010m1,al,000,0043,0000057,3318,1114,1177,1618,1965,1800,2218,1963,1112,892,960,762,693,1118,1203,3318,817,1258,1918,2040,2520,1939,1946,859,870,1017,689,455,3318,1114,1177,1618,1965,1800,2218,1963,1112,892,2283,3318,1526,1918,2040,2520,1939,1946,1149,1017,839
ACSSF,2010m1,al,000,0043,0000058,2755,1029,965,1108,1014,1253,1443,968,1012,437,653,831,96,1006,855,2755,751,1637,1376,1251,1155,1152,1532,722,592,1118,718,644,2755,1029,965,1108,1014,1253,1443,968,1012,437,1670,2755,1778,1376,1251,1155,1152,1532,823,1118,849
ACSSF,2010m1,al,000,0043,0000059,3565,1283,1754,1218,1459,1447,1954,1114,1137,724,717,711,715,1483,1101,3565,1024,1898,1617,1978,1910,850,1838,785,602,1683,1170,1130,3565,1283,1754,1218,1459,1447,1954,1114,1137,724,2100,3565,1983,1617,1978,1910,850,1838,921,1683,1572
ACSSF,2010m1,al,000,0043,0000060,3060,841,754,1096,1394,1219,1496,1372,1341,704,935,672,433,1154,1409,3060,699,1509,1900,1345,1410,989,1923,1069,1123,1306,700,339,3060,841,754,1096,1394,1219,1496,1372,1341,704,2281,3060,1647,1900,1345,1410,989,1923,1443,1306,714
ACSSF,2010m1,al,000,0043,0000061,2724,1113,863,998,1181,1138,1267,1129,647,308,709,226,133,1150,942,2724,691,1474,1457,1378,1148,669,1433,485,698,1096,839,923,2724,1113,863,998,1181,1138,1267,1129,647,308,1729,2724,1674,1457,1378,1148,669,1433,846,1096,1219
ACSSF,2010m1,al,000,0043,0000062,3738,1243,1283,1307,1552,1588,1657,1162,1160,659,969,497,321,1481,1117,3738,706,1145,1377,1849,1548,1492,1757,1080,1007,1819,1342,589,3738,1243,1283,1307,1552,1588,1657,1162,1160,659,2105,3738,1317,1377,1849,1548,1492,1757,1206,1819,1426
ACSSF,2010m1,al,000,0043,0000063,3139,719,856,496,847,1006,1293,1150,1351,593,840,627,270,763,1231,3139,440,938,1197,1864,1273,626,1199,285,349,720,527,348,3139,719,856,496,847,1006,1293,1150,1351,593,1743,3139,936,1197,1864,1273,626,1199,453,720,619
ACSSF,2010m1,al,000,0043,0000064,3344,736,541,515,1097,1160,1581,1142,1132,754,497,566,194,1050,963,3344,212,1238,1117,1333,1588,1040,1512,387,221,540,604,273,3344,736,541,515,1097,1160,1581,1142,1132,754,1861,3344,1307,1117,1333,1588,1040,1512,462,540,604
ACSSF,2010m1,al,000,0043,0000065,4059,576,599,969,1218,1525,1931,2250,1907,1213,1597,850,374,954,1418,4059,716,1620,2130,2498,2177,1030,1828,483,496,727,710,525,4059,576,599,969,1218,1525,1931,2250,1907,1213,2287,4059,1753,2130,2498,2177,1030,1828,729,727,880
ACSSF,2010m1,al,000,0043,0000066,4924,985,1115,1086,1661,1530,2121,1661,1434,626,935,752,482,1772,1033,4924,601,917,1591,1713,2213,1129,2237,1193,991,1503,899,641,4924,985,1115,1086,1661,1530,2121,1661,1434,626,2324,4924,1151,1591,1713,2213,1129,2237,1500,1503,1105
ACSSF,2010m1,al,000,0043,0000067,3810,1069,661,545,1034,1010,1917,1410,960,786,709,365,474,812,735,3810,347,768,1074,1458,1700,1018,1667,751,597,1256,736,203,3810,1069,661,545,1034,1010,1917,1410,960,786,1520,3810,852,1074,1458,1700,1018,1667,910,1256,720
ACSSF,2010m1,al,000,0043,0000068,2976,635,585,785,1342,963,1057,1058,977,396,636,502,563,913,945,2976,272,1136,1305,1781,1179,644,999,204,350,818,700,456,2976,635,585,785,1342,963,1057,1058,977,396,1804,2976,1192,1305,1781,1179,644,999,400,818,780
ACSSF,2010m1,al,000,0043,0000069,3161,1053,962,1267,1205,1250,1445,1128,867,574,748,378,235,1119,1075,3161,744,1500,1542,1367,1281,1117,1015,1069,663,811,1063,543,3161,1053,962,1267,1205,1250,1445,1128,867,574,1605,3161,1678,1542,1367,1281,1117,1015,1180,811,1355
ACSSF,2010m1,al,000,0043,0000070,2634,1379,931,1051,1055,957,1046,1059,759,732,820,558,237,996,750,2634,1160,737,1497,1601,1153,984,1183,486,402,765,469,208,2634,1379,931,1051,1055,957,1046,1059,759,732,1811,2634,1470,1497,1601,1153,984,1183,680,765,449
ACSSF,2010m1,al,000,0043,0000071,3174,987,1037,1111,1715,1603,1686,1497,1406,819,1291,523,786,1093,1024,3174,848,1425,1576,1742,1765,1183,1972,1315,1065,1593,1096,764,3174,987,1037,1111,1715,1603,1686,1497,1406,819,2253,3174,1810,1576,1742,1765,1183,1972,1641,1593,1343
ACSSF,2010m1,al,000,0043,0000072,3854,1330,1171,901,1689,1841,2130,1547,1774,984,727,508,285,1615,1624,3854,633,1646,1977,2719,2556,1243,1703,537,898,969,750,480,3854,1330,1171,901,1689,1841,2130,1547,1774,984,2060,3854,1744,1977,2719,2556,1243,1703,1009,969,929
ACSSF,2010m1,al,000,0043,0000073,3197,812,682,1014,1323,1083,1180,1322,891,354,659,625,381,936,974,3197,1183,1305,1507,1167,1293,669,939,429,953,1011,804,613,3197,812,682,1014,1323,1083,1180,1322,891,354,1710,3197,1812,1507,1167,1293,669,939,1174,1011,954
ACSSF,2010m1,al,000,0043,0000074,2686,1265,780,1047,1486,1186,934,1252,1160,522,766,329,138,937,902,2686,441,1034,1632,1379,1278,687,1588,827,719,1061,960,827,2686,1265,780,1047,1486,1186,934,1252,1160,522,1483,2686,1007,1632,1379,1278,687,1588,1339,1061,1114
ACSSF,2010m1,al,000,0043,0000075,2348,671,1461,602,1014,950,1555,1507,1130,779,708,795,802,1393,1089,2348,742,1563,1581,1581,1490,1092,1429,507,362,920,621,653,2348,671,1461,602,1014,950,1555,1507,1130,779,1965,2348,1798,1581,1581,1490,1092,1429,663,920,780
ACSSF,2010m1,al,000,0043,0000076,3848,997,654,914,1451,1423,1855,1421,1268,899,1121,586,719,1419,1376,3848,726,1866,1902,1467,1497,899,1888,984,843,1065,1226,267,3848,997,654,914,1451,1423,1855,1421,1268,899,2486,3848,1976,1902,1467,1497,899,1888,1325,1065,1260
ACSSF,2010m1,al,000,0043,0000077,4138,967,806,871,1593,1794,2477,1912,1192,961,1059,828,437,1628,1713,4138,635,1720,2186,2645,1943,1362,1533,489,756,622,499,665,4138,967,806,871,1593,1794,2477,1912,1192,961,2928,4138,1832,2186,2645,1943,1362,1533,937,622,878
ACSSF,2010m1,al,000,0043,0000078,3642,813,870,1060,1255,1777,1890,1597,1150,380,745,680,415,857,911,3642,719,1200,1063,1683,1928,1254,2029,712,1132,1317,852,519,3642,813,870,1060,1255,1777,1890,1597,1150,380,1572,3642,1396,1063,1683,1928,1254,2029,1277,1317,982
ACSSF,2010m1,al,000,0043,0000079,3609,997,818,925,1726,1150,1623,1071,708,444,790,218,189,950,912,3609,604,1624,1431,1207,989,800,1055,351,364,1369,1291,793,3609,997,818,925,1726,1150,1623,1071,708,444,1483,3609,1700,1431,1207,989,800,1055,491,1369,1297
ACSSF,2010m1,al,000,0043,0000080,3556,1468,811,1126,1668,1385,2039,1848,1203,955,1554,713,291,1327,1235,3556,752,1309,2196,1864,1979,1066,1514,654,606,1123,795,382,3556,1468,811,1126,1668,1385,2039,1848,1203,955,2558,3556,1499,2196,1864,1979,1066,1514,867,1123,860
ACSSF,2010m1,al,000,0043,0000081,4527,1549,1753,1051,1925,1979,2409,1638,999,1108,957,758,272,1295,1378,4527,1102,1308,1596,2433,2195,1703,2226,934,943,1920,958,632,4527,1549,1753,1051,1925,1979,2409,1638,999,1108,2482,4527,1641,1596,2433,2195,1703,2226,1277,1920,1203
ACSSF,2010m1,al,000,0043,0000082,3206,1011,951,1037,1861,1373,1993,1702,1377,750,1083,981,510,1412,1613,3206,1107,1488,1713,1917,2203,1097,1981,692,1406,1306,1182,716,3206,1011,951,1037,1861,1373,1993,1702,1377,750,2328,3206,1958,1713,1917,2203,1097,1981,1608,1306,1445
