ACSSF,2010m1,al,000,0098,0000001,10938,9719,3468,8544,12896,6310,12208,10938,9719,7293,3623,5913,2313,5250,670,5166,2038,2452,1387,2116,4322,12896,9420,8602,6081,2655,5142,1202,12226,8964,5212,3102,3996,10822,10938,9719,7057,5586,12896,6270,11786,8656,6729,10654,6620,5627,6360,1271,503,1173,1597,598,1605,,,,1716,741,1585,1754,872,1612,8267,6336,10269,2846,1436,2653,13886,8348,4002,1837,2623,2655,2385,1001,1050,912,452,6392,2765,1248,2025,782,370,5637,3225,3842,2159,966,13826,12730,4396,7508,9891,9715,2559,4241,4154,963,8190,4183,1572,3549,1805,891,6222,2482,5107,2889,1057,472,627,690,10938,9719,6420,6867,12896,9106,11389,10938,9719,12896,10938,9719,7293,5166,12896,9420,12226,13886,8348,4002,1837,2623,2840,6392,2765,1248,2025,804,5637,3225,3842,2331,13826,12730,4396,7508,10953,8190,4183,1572,3549,1867,6222,2482,5107,3244
ACSSF,2010m1,al,000,0098,0000002,9371,6340,2519,5711,10111,5855,8723,9371,6340,4807,2474,4025,1548,3708,455,4114,1233,1725,721,1662,3533,10111,7222,5698,4505,2204,4158,1071,9902,7269,3634,2024,2948,8346,9371,6340,4805,3689,10111,4545,9489,8103,3942,8465,6473,4897,6135,661,347,566,1567,613,1481,,,,1474,598,1471,1204,704,1199,7689,3652,8123,2446,1188,2233,9733,5432,2805,1146,1705,1951,1777,620,640,583,326,4489,1701,730,1304,462,217,4149,2595,3106,1542,728,9718,8581,2924,4869,6014,6031,1600,2959,2761,687,5861,2913,1094,2377,1388,784,5104,1607,4467,2382,900,837,700,837,9371,6340,4829,3820,10111,6543,9077,9371,6340,10111,9371,6340,4807,4114,10111,7222,9902,9733,5432,2805,1146,1705,2012,4489,1701,730,1304,487,4149,2595,3106,1651,9718,8581,2924,4869,6448,5861,2913,1094,2377,1441,5104,1607,4467,2663
ACSSF,2010m1,al,000,0098,0000003,9341,6207,2583,5491,9860,6096,10137,9341,6207,4805,2971,3411,1462,2965,467,3361,1652,1616,1045,1246,2337,9860,5679,5357,4524,1811,3661,483,9501,6126,3180,2215,2419,6958,9341,6207,4519,3850,9860,4424,8755,7641,5113,8188,3876,2560,4028,1042,413,1012,1044,331,1001,,,,1038,425,849,1343,508,1218,7233,4904,7696,2478,1169,2007,8910,5395,3415,1436,2215,1678,1311,846,938,788,339,3693,1857,936,1358,604,296,3089,1757,2129,1235,647,8087,8031,3461,5031,6598,6591,2000,3294,3147,915,5792,3129,1204,2532,1220,396,4516,1802,3570,1783,559,626,896,964,9341,6207,4261,4586,9860,6599,9788,9341,6207,9860,9341,6207,4805,3361,9860,5679,9501,8910,5395,3415,1436,2215,1958,3693,1857,936,1358,611,3089,1757,2129,1430,8087,8031,3461,5031,7741,5792,3129,1204,2532,1284,4516,1802,3570,1893
ACSSF,2010m1,al,000,0098,0000004,10805,8986,3382,7757,12382,5709,11351,10805,8986,6926,3571,5388,1946,4866,651,4795,1835,2372,1030,2086,3895,12382,9145,8364,5685,2491,4799,1177,11652,8446,5102,3127,3805,10277,10805,8986,6547,5316,12382,5780,11167,8740,5984,10321,6592,5270,6327,1222,497,1107,1450,624,1447,,,,1700,689,1590,1700,801,1547,8175,5726,9855,2736,1465,2474,12705,7667,3748,1674,2389,2515,2231,974,947,739,453,5904,2129,1120,1568,695,370,5455,2781,3807,2116,963,13423,12074,4110,7257,9495,9343,2367,3980,3870,912,7664,4038,1476,3357,1717,838,5839,2120,4926,2827,1073,501,709,747,10805,8986,5796,6037,12382,9053,10729,10805,8986,12382,10805,8986,6926,4795,12382,9145,11652,12705,7667,3748,1674,2389,2671,5904,2129,1120,1568,730,5455,2781,3807,2299,13423,12074,4110,7257,10377,7664,4038,1476,3357,1798,5839,2120,4926,3187
ACSSF,2010m1,al,000,0098,0000005,8982,7048,2874,6298,9964,5640,9400,8982,7048,6007,3208,4529,1677,4025,446,4393,1505,2022,842,1908,3779,9964,8505,7637,4927,2493,4321,1201,10447,7770,4696,2844,3311,9349,8982,7048,5180,4603,9964,4639,9823,7582,4867,8535,6201,4435,5941,1059,460,922,1377,631,1367,,,,1499,578,1420,1433,719,1329,7170,4727,8266,2165,960,2139,11215,6104,3239,1408,1994,2263,1929,846,807,627,385,4841,1721,898,1327,519,218,4522,2234,3435,1766,884,11312,10574,3860,6368,8761,8636,1922,3781,3663,818,6889,3828,1088,3229,1479,733,5304,1893,4596,2604,1008,662,764,964,8982,7048,4616,5034,9964,7631,9727,8982,7048,9964,8982,7048,6007,4393,9964,8505,10447,11215,6104,3239,1408,1994,2372,4841,1721,898,1327,556,4522,2234,3435,1965,11312,10574,3860,6368,9270,6889,3828,1088,3229,1514,5304,1893,4596,2878
ACSSF,2010m1,al,000,0098,0000006,6262,4266,2012,3627,6874,4625,6060,6262,4266,3269,1358,3009,867,2822,375,3113,813,1406,382,1386,2702,6874,4832,3821,3569,1638,3097,662,7295,4194,2747,1586,2241,6064,6262,4266,3499,2774,6874,3692,6619,6231,1963,6140,5687,3622,5429,482,249,413,1260,292,1250,,,,1172,470,1089,1032,304,993,5940,1909,5874,1746,603,1846,5722,3519,1619,582,868,1123,1120,385,311,184,242,3102,893,575,664,325,217,2957,1684,2395,1138,340,6132,5525,2408,3183,4573,4360,1000,2106,2040,434,4107,2195,693,1794,1007,602,3730,1131,3132,1655,693,1211,953,1579,6262,4266,2982,2833,6874,3534,6814,6262,4266,6874,6262,4266,3269,3113,6874,4832,7295,5722,3519,1619,582,868,1175,3102,893,575,664,363,2957,1684,2395,1171,6132,5525,2408,3183,4895,4107,2195,693,1794,1139,3730,1131,3132,1729
ACSSF,2010m1,al,000,0098,0000007,7237,5406,2501,4825,8302,4887,7956,7237,5406,4527,2722,3193,1252,2857,138,3178,1459,1621,706,1389,2270,8302,6010,5670,3500,1823,3018,998,8195,6308,3364,2207,2100,7844,7237,5406,3929,3679,8302,4354,7708,7269,4185,7726,3894,2520,3813,988,389,894,1164,622,1090,,,,1096,422,1050,1185,653,997,7022,4071,7410,1589,913,1387,8156,4790,2722,1388,1800,1786,1416,754,685,570,249,3603,1332,712,1092,367,27,3331,1815,2529,1220,784,8250,8320,3211,5197,7272,7383,1763,3070,2999,752,5436,3056,779,2477,1255,632,3980,1416,3466,2148,812,891,881,945,7237,5406,3587,4173,8302,6309,7389,7237,5406,8302,7237,5406,4527,3178,8302,6010,8195,8156,4790,2722,1388,1800,1884,3603,1332,712,1092,373,3331,1815,2529,1428,8250,8320,3211,5197,7550,5436,3056,779,2477,1397,3980,1416,3466,2338
ACSSF,2010m1,al,000,0098,0000008,5670,4050,1360,3514,5778,3002,5228,5670,4050,3237,1827,2571,990,2193,449,2275,944,1042,474,903,1728,5778,3812,3563,2484,1304,2074,367,5506,3857,1887,1484,1559,4001,5670,4050,3134,2483,5778,2701,5253,4493,3122,4547,2197,2133,2125,513,192,496,462,84,454,,,,821,457,661,796,355,674,4315,2843,4368,1343,949,1262,5329,3715,2023,627,1225,1288,1206,669,494,448,256,2927,1225,573,927,360,293,2409,1396,1472,1223,437,5258,4979,1637,3358,3639,3568,1121,1782,1759,431,3266,2068,1076,1303,990,390,2532,981,1821,1261,342,1232,1291,1067,5670,4050,2444,2891,5778,4322,5632,5670,4050,5778,5670,4050,3237,2275,5778,3812,5506,5329,3715,2023,627,1225,1365,2927,1225,573,927,435,2409,1396,1472,1300,5258,4979,1637,3358,4166,3266,2068,1076,1303,1075,2532,981,1821,1326
ACSSF,2010m1,al,000,0098,0000009,4074,2191,983,2009,4085,2452,3500,4074,2191,1622,803,1502,582,1316,273,1524,525,664,333,596,1121,4085,2070,1795,1444,801,1370,367,3709,2777,949,614,785,2697,4074,2191,1831,1443,4085,1609,3807,3569,1585,3547,2154,1694,1454,,,,,,,,,,,,,399,220,360,3486,1564,3537,1056,451,1085,3773,1791,954,320,639,718,708,99,311,299,105,1675,649,343,548,101,273,1465,871,927,677,128,3667,3280,1270,1672,2504,2466,469,1075,1053,151,1805,980,226,515,670,378,1570,549,1187,597,181,2812,2017,2728,4074,2191,1443,1692,4085,2774,3976,4074,2191,4085,4074,2191,1622,1524,4085,2070,3709,3773,1791,954,320,639,766,1675,649,343,548,101,1465,871,927,691,3667,3280,1270,1672,2642,1805,980,226,515,775,1570,549,1187,625
ACSSF,2010m1,al,000,0098,0000010,5340,3310,1247,2877,5016,3401,4726,5340,3310,2745,1622,2024,784,1763,449,1716,823,766,406,632,1323,5016,3444,3244,2122,1170,1568,273,4913,3338,1556,1322,1283,3292,5340,3310,2550,1925,5016,2276,4901,4657,2696,4260,1915,1532,1873,496,153,462,243,84,232,,,,566,352,446,700,259,627,4582,2474,4254,1174,759,897,4481,2887,1712,576,985,1146,900,658,422,365,231,2210,909,481,643,378,293,1842,1072,1125,979,415,4193,4206,1525,3054,2769,2713,970,1570,1522,400,2598,1853,1044,1236,666,98,1972,800,1608,990,293,1263,1624,1248,5340,3310,1981,2349,5016,3596,4260,5340,3310,5016,5340,3310,2745,1716,5016,3444,4913,4481,2887,1712,576,985,1175,2210,909,481,643,420,1842,1072,1125,1026,4193,4206,1525,3054,3122,2598,1853,1044,1236,676,1972,800,1608,1054
