ACSSF,2010e1,al,000,0016,0000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89898,86371,3527,,,,,,,,,,,89898,86371,30171,53701,435,1349,0,89,626,52,574,3527
ACSSF,2010e1,al,000,0016,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111440,107540,3900,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0016,0000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168030,153703,14327,,,,,,,,,,,168030,153703,127947,17292,276,6510,0,0,1678,67,1611,14327
ACSSF,2010e1,al,000,0016,0000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182142,179755,2387,,,,,,,,,,,182142,179755,119341,58014,327,576,0,0,1497,0,1497,2387
ACSSF,2010e1,al,000,0016,0000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107045,105551,1494,,,,,,,,,,,107045,105551,55957,48450,369,597,0,0,178,0,178,1494
ACSSF,2010e1,al,000,0016,0000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104462,101049,3413,,,,,,,,,,,104462,101049,82758,16553,611,336,0,83,708,0,708,3413
ACSSF,2010e1,al,000,0016,0000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159924,157881,2043,,,,,,,,,,,159924,157881,122456,33962,344,103,0,0,1016,0,1016,2043
ACSSF,2010e1,al,000,0016,0000070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118510,114529,3981,,,,,,,,,,,118510,114529,87259,24844,345,706,41,0,1334,0,1334,3981
ACSSF,2010e1,al,000,0016,0000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195828,184146,11682,,,,,,,,,,,195828,184146,156927,20884,441,3614,0,0,2280,115,2165,11682
ACSSF,2010e1,al,000,0016,0000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195036,189024,6012,195036,189024,6012,3686,552,0,0,286,1058,430,195036,189024,126355,57878,47,1813,0,611,2320,0,2320,6012
ACSSF,2010e1,al,000,0016,0000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123829,123459,370,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0016,0000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130889,125071,5818,,,,,,,,,,,130889,125071,87384,34758,363,551,0,0,2015,0,2015,5818
ACSSF,2010e1,al,000,0016,0000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140780,136137,4643,140780,136137,4643,2450,644,9,0,896,422,222,140780,136137,98295,32688,102,3657,81,54,1260,0,1260,4643
ACSSF,2010e1,al,000,0016,0000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197788,192541,96620,89846,377,2313,89,0,3296,123,3173,5247,2106,1026,0,0,0,1477,638,638,0,197788,192541,5247,,,,,,,,,,,197788,192541,96620,89846,377,2313,89,0,3296,123,3173,5247
ACSSF,2010e1,al,000,0016,0000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205486,197397,8089,205486,197397,8089,4826,1036,133,0,1664,89,341,205486,197397,74274,114834,571,4368,90,0,3260,161,3099,8089
ACSSF,2010e1,al,000,0016,0000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158539,154769,115658,34947,534,1085,0,0,2545,115,2430,3770,2267,490,0,0,0,1013,0,0,0,158539,154769,3770,,,,,,,,,,,158539,154769,115658,34947,534,1085,0,0,2545,115,2430,3770
ACSSF,2010e1,al,000,0016,0000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154542,152637,1905,,,,,,,,,,,154542,152637,81659,65699,3692,1000,0,0,587,0,587,1905
ACSSF,2010e1,al,000,0016,0000080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189020,184028,4992,189020,184028,4992,1934,727,411,0,498,954,468,189020,184028,84879,93732,474,2621,0,55,2267,0,2267,4992
