ACSSF,2010m1,al,000,0038,0000001,16535,13841,9602,13215,7099,10464,1525,17854,13623,8171,12391,6640,9128,1462,9369,3599,3839,3206,3823,4184,215,2010,836,1237,547,245,449,273,3049,1500,1262,1401,1117,759,715,2027,1043,784,866,942,1310,172,4508,2441,1584,1663,1324,1465,246,16535,13406,13518,4332,5528,6810,5874,4658,5444,760,17854,15096,14997,3921,5171,6399,5450,4423,4283,446,9369,7428,7392,976,1683,2007,2012,1152,2180,343,2010,1760,1704,250,354,206,578,121,397,273,3049,2176,2061,554,1258,627,1428,977,836,30,2027,1803,1735,384,423,415,540,431,759,273,4508,2999,2937,1121,1056,451,933,913,2599,435,16535,13841,9602,13215,7099,10464,1525,17854,13623,8171,12391,6640,9128,1462,9369,3599,3839,3206,3823,4184,215,2010,836,1237,547,245,449,273,3838,1813,1512,1734,1387,1614,737,4508,2441,1584,1663,1324,1465,246,16535,14438,10464,5444,760,17854,16108,9794,4283,446,9369,7766,3601,2180,343,2010,1704,654,397,273,3838,3467,1931,1089,30,4508,3256,1406,2599,435
ACSSF,2010m1,al,000,0038,0000002,15722,10769,7127,9522,5201,7015,1044,14153,9917,6294,8271,4836,6064,977,7230,2765,2839,2760,2939,3272,179,1758,779,1162,547,108,249,273,2400,1433,934,1238,584,669,704,1816,1006,584,595,737,744,152,3076,1944,1107,1311,892,925,273,15722,13217,12993,2865,4750,4989,4609,2829,3712,383,14153,12630,12279,2583,4482,4566,4216,2730,2893,190,7230,5893,5754,739,1438,1647,1696,926,1884,277,1758,1611,1556,250,338,179,430,121,386,273,2400,1480,1409,395,983,382,1402,968,569,30,1816,1434,1417,230,414,132,413,365,428,273,3076,2337,2177,886,930,360,864,559,1542,189,15722,10769,7127,9522,5201,7015,1044,14153,9917,6294,8271,4836,6064,977,7230,2765,2839,2760,2939,3272,179,1758,779,1162,547,108,249,273,3035,1700,1155,1410,956,916,721,3076,1944,1107,1311,892,925,273,15722,14069,7734,3712,383,14153,13589,6924,2893,190,7230,6056,2922,1884,277,1758,1558,468,386,273,3035,2466,1719,731,30,3076,2473,1123,1542,189
ACSSF,2010m1,al,000,0038,0000003,13802,8114,6428,9369,5425,7903,1041,14603,7742,5940,9280,4801,6784,1044,5261,2212,2451,2095,2411,2336,103,738,338,371,273,218,384,273,2007,574,871,729,1019,483,143,1530,472,543,474,544,1252,87,3014,1626,1099,1026,936,1063,246,13802,12936,12657,2670,3318,4237,3744,3480,3678,578,14603,13655,13563,2489,3125,3783,3575,3457,2876,382,5261,4315,4239,696,858,1235,1065,604,1085,208,738,581,581,273,109,110,386,273,85,273,2007,1311,1302,366,874,450,353,151,699,273,1530,1358,1348,316,140,398,338,192,630,273,3014,1813,1738,744,550,306,327,648,1849,396,13802,8114,6428,9369,5425,7903,1041,14603,7742,5940,9280,4801,6784,1044,5261,2212,2451,2095,2411,2336,103,738,338,371,273,218,384,273,2369,772,934,898,1172,1363,162,3014,1626,1099,1026,936,1063,246,13802,12360,7181,3678,578,14603,13410,6841,2876,382,5261,4497,2012,1085,208,738,590,408,85,273,2369,2241,745,918,273,3014,1977,718,1849,396
ACSSF,2010m1,al,000,0038,0000004,15498,13131,9595,12179,6646,9584,1496,16130,12825,8145,11379,6173,8459,1407,9061,3541,3749,3285,3534,3768,215,1970,838,1219,538,239,451,273,2673,1460,1068,1332,1018,744,696,1906,1033,773,791,793,1141,172,4071,2356,1563,1695,1294,1328,10,15498,12892,12836,4279,5609,6147,5670,4576,4840,773,16130,13901,13734,3821,5218,5961,5169,4307,3783,442,9061,6865,6829,918,1676,1931,2016,1137,2183,341,1970,1728,1671,250,354,209,578,121,386,273,2673,2008,1887,555,1028,513,1428,961,811,30,1906,1690,1627,384,417,293,540,431,549,273,4071,2666,2611,1110,1035,461,925,620,2448,435,15498,13131,9595,12179,6646,9584,1496,16130,12825,8145,11379,6173,8459,1407,9061,3541,3749,3285,3534,3768,215,1970,838,1219,538,239,451,273,3310,1769,1317,1583,1204,1488,707,4071,2356,1563,1695,1294,1328,10,15498,13855,10067,4840,773,16130,14840,9332,3783,442,9061,7275,3497,2183,341,1970,1669,659,386,273,3310,2900,1810,942,30,4071,2908,1265,2448,435
ACSSF,2010m1,al,000,0038,0000005,14268,12316,8356,11446,5878,8503,1386,15460,12136,7120,10937,5478,7761,1201,7807,3037,3275,3011,3194,3335,174,1957,838,1251,538,239,388,273,2509,1413,888,1244,728,730,907,1783,1023,691,617,624,973,172,3681,2223,1386,1538,1088,930,273,14268,11731,11746,3506,5050,5298,4879,4570,4203,750,15460,12539,12313,3153,4896,5315,4535,4388,3281,442,7807,5829,5815,681,1363,1804,1480,1017,2082,283,1957,1672,1614,250,315,193,559,121,386,273,2509,1682,1530,553,967,499,1418,1186,622,30,1783,1488,1450,324,397,251,489,408,473,273,3681,2417,2259,1043,992,396,856,584,1972,404,14268,12316,8356,11446,5878,8503,1386,15460,12136,7120,10937,5478,7761,1201,7807,3037,3275,3011,3194,3335,174,1957,838,1251,538,239,388,273,3239,1742,1108,1397,916,1364,911,3681,2223,1386,1538,1088,930,273,14268,12266,9061,4203,750,15460,13425,8660,3281,442,7807,6149,2993,2082,283,1957,1680,598,386,273,3239,2660,1884,798,30,3681,2621,1187,1972,404
ACSSF,2010m1,al,000,0038,0000006,10759,6873,6031,5668,3755,5005,642,10597,6430,4918,4967,3325,4560,589,5051,2032,2323,1804,2276,2216,119,1431,797,826,491,108,222,273,1851,1073,765,1108,368,463,62,1243,800,460,422,356,541,120,2117,1362,747,1090,523,458,273,10759,8788,8608,2050,3576,3137,3749,2520,2818,182,10597,8568,8471,1820,3344,2891,3284,2169,1961,168,5051,4239,4132,388,880,1247,907,607,1715,71,1431,1276,1210,250,254,123,441,121,321,273,1851,967,925,269,343,104,1385,389,482,30,1243,950,909,160,368,127,391,146,248,273,2117,1373,1261,553,392,360,828,365,1098,273,10759,6873,6031,5668,3755,5005,642,10597,6430,4918,4967,3325,4560,589,5051,2032,2323,1804,2276,2216,119,1431,797,826,491,108,222,273,2259,1330,907,1216,467,541,132,2117,1362,747,1090,523,458,273,10759,9703,5024,2818,182,10597,9450,4466,1961,168,5051,4368,1871,1715,71,1431,1281,455,321,273,2259,1512,1429,557,30,2117,1405,1003,1098,273
ACSSF,2010m1,al,000,0038,0000007,12430,9355,6755,8213,5247,6589,1233,12363,8907,5723,8254,4556,5850,965,5812,2189,2351,2467,2231,2211,126,1076,251,847,247,207,325,273,1843,770,525,810,677,543,904,1509,622,544,418,530,1056,132,2858,1918,1172,1069,966,763,273,12430,10459,10568,2919,3990,3939,3364,3784,3181,718,12363,10069,10177,2640,3758,4146,3061,3722,2446,405,5812,4708,4670,627,1111,1291,1049,709,1084,266,1076,921,921,273,192,146,308,273,233,273,1843,1309,1231,469,895,529,412,1122,466,273,1509,1429,1389,283,161,214,226,357,412,273,2858,2040,1918,906,800,165,344,446,1612,404,12430,9355,6755,8213,5247,6589,1233,12363,8907,5723,8254,4556,5850,965,5812,2189,2351,2467,2231,2211,126,1076,251,847,247,207,325,273,2445,1030,629,928,838,1231,903,2858,1918,1172,1069,966,763,273,12430,10561,6953,3181,718,12363,10574,6712,2446,405,5812,5107,1934,1084,266,1076,939,355,233,273,2445,2218,1265,606,273,2858,2246,574,1612,404
ACSSF,2010m1,al,000,0038,0000008,8039,4813,4502,4857,3080,4109,978,6926,4568,3594,4357,2535,3670,877,3686,1484,2039,1421,1820,1848,142,270,273,152,273,273,226,273,1357,320,708,430,773,126,527,947,265,453,413,456,610,273,1891,910,531,913,716,960,10,8039,7700,7623,1967,2393,3119,2373,1867,2362,268,6926,6793,6685,1819,2060,2994,2079,1906,1716,44,3686,3385,3364,606,788,570,1180,394,703,196,270,181,181,273,150,84,109,273,273,273,1357,936,923,87,284,131,220,527,552,273,947,897,814,197,147,140,257,195,344,273,1891,1426,1434,434,341,270,229,250,1294,178,8039,4813,4502,4857,3080,4109,978,6926,4568,3594,4357,2535,3670,877,3686,1484,2039,1421,1820,1848,142,270,273,152,273,273,226,273,1674,435,815,581,868,624,527,1891,910,531,913,716,960,10,8039,8045,4309,2362,268,6926,7141,3994,1716,44,3686,3418,1454,703,196,270,228,135,273,273,1674,1324,671,670,273,1891,1452,417,1294,178
ACSSF,2010m1,al,000,0038,0000009,6306,3489,2720,2681,1631,2772,512,6052,3162,2423,2541,1506,2292,524,1798,847,1025,654,700,1206,142,194,273,150,273,273,109,273,610,256,340,216,384,119,94,647,184,309,121,429,312,273,848,436,336,334,121,583,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6306,3489,2720,2681,1631,2772,512,6052,3162,2423,2541,1506,2292,524,1798,847,1025,654,700,1206,142,194,273,150,273,273,109,273,1027,334,450,251,597,337,94,848,436,336,334,121,583,273,6306,4892,2910,1317,232,6052,4742,2586,1206,26,1798,1799,809,313,145,194,150,109,273,273,1027,982,280,143,273,848,777,273,495,178
ACSSF,2010m1,al,000,0038,0000010,6971,3726,3698,4286,2644,3381,862,6292,3439,3102,3705,2157,3080,680,3198,1224,1746,1179,1726,1472,273,201,273,37,273,273,198,273,1203,193,584,363,645,75,520,710,202,296,407,181,524,273,1636,766,456,850,663,702,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6971,3726,3698,4286,2644,3381,862,6292,3439,3102,3705,2157,3080,680,3198,1224,1746,1179,1726,1472,273,201,273,37,273,273,198,273,1461,295,666,540,631,527,520,1636,766,456,850,663,702,10,6971,6891,3407,1897,129,6292,5983,3249,1279,37,3198,3034,1111,625,122,201,181,84,273,273,1461,977,590,672,273,1636,1230,417,1168,273
ACSSF,2010m1,al,000,0038,0000011,5912,3173,2771,3355,2637,3607,357,5517,2923,2700,3383,1909,3040,255,2563,895,724,516,1155,1577,273,178,15,130,88,87,31,273,1357,266,666,533,424,149,143,775,184,307,324,391,633,273,1384,554,315,355,256,582,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5912,3173,2771,3355,2637,3607,357,5517,2923,2700,3383,1909,3040,255,2563,895,724,516,1155,1577,273,178,15,130,88,87,31,273,1604,305,712,629,501,675,143,1384,554,315,355,256,582,246,5912,4968,2471,1801,96,5517,4770,2355,1612,82,2563,2339,822,356,55,178,151,31,85,273,1604,1527,466,593,273,1384,873,595,518,273
ACSSF,2010m1,al,000,0038,0000012,9615,5486,4601,6318,3863,5895,1014,9263,5439,3916,5954,3114,5260,917,4246,1704,2174,1465,2119,2419,142,322,15,193,88,87,226,273,1839,393,931,696,901,202,548,1229,361,571,532,579,865,273,2471,1136,622,961,769,1085,246,9615,8620,8863,2130,2741,3648,2660,2091,3041,282,9263,8906,8922,1997,2404,3331,2462,2034,2427,96,4246,3996,4011,662,835,927,1266,428,693,205,322,238,238,273,150,88,109,273,85,273,1839,1167,1151,128,780,379,220,550,642,273,1229,1204,1117,197,161,352,257,195,593,273,2471,1849,1789,541,409,295,240,627,1504,178,9615,5486,4601,6318,3863,5895,1014,9263,5439,3916,5954,3114,5260,917,4246,1704,2174,1465,2119,2419,142,322,15,193,88,87,226,273,2321,543,1063,926,1065,930,548,2471,1136,622,961,769,1085,246,9615,9075,4845,3041,282,9263,9313,4531,2427,96,4246,4095,1744,693,205,322,271,137,85,273,2321,2072,803,935,273,2471,1872,623,1504,178
ACSSF,2010m1,al,000,0038,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
