ACSSF,2010e1,al,000,0115,0000001,607580,246678,85305,51996,4559,3795,8072,2153,4835,411,28171,33309,4367,10637,18305,11425,6880,16533,8743,8357,1799,3070,935,2553,386,5756,278,4010,1468,2034,1084,521,429,79494,13069,11465,1604,6640,1942,531,4167,53060,4816,38574,5065,27328,4282,1899,1935,7735,6725,3142,584,2999,65346,41341,1197,4375,31730,416,3623,24005,92651,24094,15577,721,7796,6120,235,0,189,46,2918,2732,25444,4818,9444,6578,2884,1720,16693,1386,198,14841,268,20300,1066,6329,0,6280,6625,212991,58819,16951,2586,13590,9625,6961,3832,5274,154172,10330,1598,15250,13590,20257,14649,15368,37880,25250,7095,1615,218,1355,42,2573,350,204,992,21,132,41,284,515,34,2907,580,436,1891,48165,35629,3799,6390,4156,2224,830,4648,442,390,12750,5199,379,96,188,1493,2134,270,639,7337,5788,1549
ACSSF,2010e1,al,000,0115,0000002,331944,135411,49317,29549,2442,2575,4219,961,3248,93,16011,19768,2732,6203,10833,6734,4099,9377,5255,4977,1324,1603,497,1553,278,2513,120,1745,648,1609,894,485,230,45667,8992,7794,1198,4208,1438,135,2635,28184,3306,19402,2317,13918,2078,1089,1004,4472,4283,1834,414,2035,31050,19198,738,2683,13613,233,1931,11852,56357,13081,9288,273,3520,3419,67,0,119,0,1689,1544,16680,3455,5532,4439,2123,1131,11605,799,127,10576,103,11572,547,3662,0,3508,3855,115100,32465,9685,1142,7731,4500,3964,2241,3202,82635,6466,827,8016,7412,11990,8634,7948,18422,12920,3757,387,218,169,0,1464,182,0,748,0,132,41,117,244,0,1906,466,325,1115,21319,14964,1072,2710,2229,767,360,2237,110,236,5243,2764,137,58,188,789,972,133,487,3591,2252,1339
ACSSF,2010e1,al,000,0115,0000003,275636,111267,35988,22447,2117,1220,3853,1192,1587,318,12160,13541,1635,4434,7472,4691,2781,7156,3488,3380,475,1467,438,1000,108,3243,158,2265,820,425,190,36,199,33827,4077,3671,406,2432,504,396,1532,24876,1510,19172,2748,13410,2204,810,931,3263,2442,1308,170,964,34296,22143,459,1692,18117,183,1692,12153,36294,11013,6289,448,4276,2701,168,0,70,46,1229,1188,8764,1363,3912,2139,761,589,5088,587,71,4265,165,8728,519,2667,0,2772,2770,97891,26354,7266,1444,5859,5125,2997,1591,2072,71537,3864,771,7234,6178,8267,6015,7420,19458,12330,3338,1228,0,1186,42,1109,168,204,244,21,0,0,167,271,34,1001,114,111,776,26846,20665,2727,3680,1927,1457,470,2411,332,154,7507,2435,242,38,0,704,1162,137,152,3746,3536,210
ACSSF,2010e1,al,000,0115,0000004,557324,229652,79673,48071,4282,3795,7314,1673,4835,292,25880,31602,3913,10116,17573,10778,6795,15743,8480,8138,1799,3040,911,2388,342,5383,278,3948,1157,1880,1050,521,309,73576,12275,10749,1526,6334,1914,486,3934,48475,4195,35348,4798,24738,4021,1791,1688,7244,6492,2924,584,2984,60660,38749,1197,4280,29319,416,3537,21911,85121,20840,13323,721,6796,5810,235,0,134,46,2758,2637,23260,4508,8254,6103,2884,1511,15805,1374,198,13965,268,19406,1066,6000,0,6041,6299,194686,53435,15250,2170,12158,8872,6439,3536,5010,141251,9636,1512,14154,12191,18349,14294,14078,34015,23022,6403,1313,0,1313,0,2254,196,204,981,21,132,41,176,469,34,2836,580,387,1869,41462,30764,3055,5518,3817,1907,830,3573,159,390,11515,4545,379,96,188,1171,1868,204,639,6153,4899,1254
ACSSF,2010e1,al,000,0115,0000005,453666,190831,67227,40427,3336,3223,5868,1425,4439,110,22026,26800,3408,8636,14756,9611,5145,14021,7424,7082,1743,2693,761,1885,342,4861,256,3651,954,1736,922,521,293,60257,10279,8875,1404,5770,1861,235,3674,38409,3071,28664,3950,20143,2790,1781,1538,5136,5799,2552,544,2703,49326,31009,975,3807,23043,361,2823,18317,68273,16842,10892,566,5384,5145,131,0,134,46,2374,2460,18248,4364,6169,4206,2329,1180,14089,1227,198,12396,268,13949,745,4193,0,4895,4116,160919,42388,12232,1887,8380,7364,5157,2996,4372,118531,8423,964,11058,10954,15383,12560,11337,28300,19552,4446,838,0,838,0,1676,196,0,910,0,132,41,176,187,34,1932,298,216,1418,29197,20525,1875,4257,1675,1642,459,2316,0,294,8007,4114,348,96,188,861,1778,204,639,4558,3390,1168
ACSSF,2010e1,al,000,0115,0000006,171289,72286,26566,16420,1232,1446,2581,846,1407,0,8908,10146,1251,3096,5799,4121,1678,4894,2546,2428,776,707,322,623,118,1293,64,937,292,1055,556,360,139,25879,5012,4402,610,2072,1000,0,1072,16100,2117,10549,1097,7236,1180,1036,578,2856,2695,1027,407,1261,14947,9542,468,1229,6337,301,1207,5405,31887,8308,6218,145,1945,1819,67,0,119,0,847,786,9137,2173,3216,2234,1084,430,6453,478,16,5911,48,6170,547,1595,0,1766,2262,54814,15193,4234,934,2401,2218,1802,1313,2291,39621,3045,350,3162,3330,6142,3836,4790,9061,5905,2599,102,0,102,0,967,88,0,552,0,132,41,0,154,0,1530,255,184,1091,9703,7103,675,1399,419,577,360,754,0,206,2713,1128,0,0,129,163,523,47,266,1472,681,791
ACSSF,2010e1,al,000,0115,0000007,282377,118545,40661,24007,2104,1777,3287,579,3032,110,13118,16654,2157,5540,8957,5490,3467,9127,4878,4654,967,1986,439,1262,224,3568,192,2714,662,681,366,161,154,34378,5267,4473,794,3698,861,235,2602,22309,954,18115,2853,12907,1610,745,960,2280,3104,1525,137,1442,34379,21467,507,2578,16706,60,1616,12912,36386,8534,4674,421,3439,3326,64,0,15,46,1527,1674,9111,2191,2953,1972,1245,750,7636,749,182,6485,220,7779,198,2598,0,3129,1854,106105,27195,7998,953,5979,5146,3355,1683,2081,78910,5378,614,7896,7624,9241,8724,6547,19239,13647,1847,736,0,736,0,709,108,0,358,0,0,0,176,33,34,402,43,32,327,19494,13422,1200,2858,1256,1065,99,1562,0,88,5294,2986,348,96,59,698,1255,157,373,3086,2709,377
ACSSF,2010e1,al,000,0115,0000008,103658,38821,12446,7644,946,572,1446,248,396,182,3854,4802,505,1480,2817,1167,1650,1722,1056,1056,56,347,150,503,0,522,22,297,203,144,128,0,16,13319,1996,1874,122,564,53,251,260,10066,1124,6684,848,4595,1231,10,150,2108,693,372,40,281,11334,7740,222,473,6276,55,714,3594,16848,3998,2431,155,1412,665,104,0,0,0,384,177,5012,144,2085,1897,555,331,1716,147,0,1569,0,5457,321,1807,0,1146,2183,33767,11047,3018,283,3778,1508,1282,540,638,22720,1213,548,3096,1237,2966,1734,2741,5715,3470,1957,475,0,475,0,578,0,204,71,21,0,0,0,282,0,904,282,171,451,12265,10239,1180,1261,2142,265,371,1257,159,96,3508,431,31,0,0,310,90,0,0,1595,1509,86
ACSSF,2010e1,al,000,0115,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0115,0000010,69063,25854,8671,5421,672,172,856,154,329,182,3056,3250,279,935,2036,668,1368,1337,737,737,56,223,150,308,0,456,22,231,203,144,128,0,16,8284,1361,1300,61,400,0,251,149,6158,422,4133,525,2758,840,10,10,1593,365,231,35,99,7562,5298,61,341,4449,55,392,2264,11621,2946,1935,155,856,578,104,0,0,0,297,177,3234,91,1431,1163,306,243,1076,147,0,929,0,3787,194,1489,0,915,1189,21663,7156,1867,215,2608,996,676,350,444,14507,835,398,1927,869,1681,1045,1968,3313,2471,1669,475,0,475,0,578,0,204,71,21,0,0,0,282,0,616,216,30,370,8256,7157,904,1016,1243,213,371,792,49,96,2473,307,31,0,0,232,44,0,0,792,720,72
