ACSSF,2010e1,al,000,0121,0000001,1978825,38237,27447,10790,139886,270156,55155,242965,98189,71995,26194,33680,113437,85344,28093,180415,105381,685,74349,423565,177936,245629,165400,23622,141778,101656,116084,630546,10001,8881,1120,22114,52820,6822,22968,14773,7298,7475,14631,45783,37771,8012,85128,75289,518,9321,265204,133036,132168,23483,7190,16293,22300,44519,332024,1391,1282,109,675,6056,800,8411,2962,1869,1093,873,4271,947,3324,37964,2570,0,35394,87682,19047,68635,111900,12450,99450,34446,34593,498720,2101,1175,926,9060,29802,29009,174272,20316,15503,4813,12781,59548,46054,13494,39513,23959,167,15387,55302,16638,38664,24737,2685,22052,16393,25886,207577,19385,13196,6189,98811,22056,4190,9695,11984,6094,5890,4180,2717,255,2462,3682,1143,0,2539,5249,2594,2655,1741,1016,725,17865,6022,309958,5359,2913,2446,9226,159422,14334,27619,48154,41231,6923,1215,1118,317,801,14128,2420,0,11708,10128,6621,3507,3539,281,3258,10652,5064
ACSSF,2010e1,al,000,0121,0000002,1059686,9702,5537,4165,62710,120932,26443,131579,46368,34711,11657,21814,66264,50123,16141,111298,65421,548,45329,239132,103482,135650,107843,13944,93899,56787,58814,361930,2082,1313,769,10475,27292,3433,13145,7742,3726,4016,9487,29175,23878,5297,54515,48125,518,5872,152407,80372,72035,15082,4767,10315,13115,23980,190632,443,443,0,177,1586,573,4039,1415,1209,206,703,1904,452,1452,22691,924,0,21767,49558,10115,39443,71496,6861,64635,20111,15936,277177,450,210,240,4546,14068,14731,96332,9553,6991,2562,8534,32543,25287,7256,24311,13962,30,10319,30700,9690,21010,17515,1740,15775,9720,14174,87549,4528,2470,2058,44892,8190,1433,4541,4714,2567,2147,2181,1792,255,1537,1542,514,0,1028,2100,753,1347,1063,375,688,7981,2592,142398,2199,1101,1098,2620,69796,6273,13522,22944,20218,2726,909,850,251,599,8239,1896,0,6343,4367,2552,1815,2687,201,2486,5860,2132
ACSSF,2010e1,al,000,0121,0000003,919139,28535,21910,6625,77176,149224,28712,111386,51821,37284,14537,11866,47173,35221,11952,69117,39960,137,29020,184433,74454,109979,57557,9678,47879,44869,57270,268616,7919,7568,351,11639,25528,3389,9823,7031,3572,3459,5144,16608,13893,2715,30613,27164,0,3449,112797,52664,60133,8401,2423,5978,9185,20539,141392,948,839,109,498,4470,227,4372,1547,660,887,170,2367,495,1872,15273,1646,0,13627,38124,8932,29192,40404,5589,34815,14335,18657,221543,1651,965,686,4514,15734,14278,77940,10763,8512,2251,4247,27005,20767,6238,15202,9997,137,5068,24602,6948,17654,7222,945,6277,6673,11712,120028,14857,10726,4131,53919,13866,2757,5154,7270,3527,3743,1999,925,0,925,2140,629,0,1511,3149,1841,1308,678,641,37,9884,3430,167560,3160,1812,1348,6606,89626,8061,14097,25210,21013,4197,306,268,66,202,5889,524,0,5365,5761,4069,1692,852,80,772,4792,2932
ACSSF,2010e1,al,000,0121,0000004,1808611,28978,19762,9216,125900,233965,51983,221887,86067,63228,22839,32443,106841,80542,26299,173035,102050,685,70300,389710,162524,227186,155325,21621,133704,94347,108130,589237,8076,6956,1120,20606,48774,6554,20898,12935,6198,6737,14143,43332,35792,7540,82700,73387,518,8795,246566,123127,123439,21720,6556,15164,20414,42519,306545,1100,991,109,641,4814,777,7624,2801,1734,1067,873,4064,947,3117,35511,2146,0,33365,79441,16740,62701,104749,11421,93328,32108,32042,460427,1328,731,597,8467,26905,27163,160583,17910,14096,3814,12227,55741,43231,12510,38326,23049,167,15110,49967,14734,35233,23697,2468,21229,15257,22856,184023,14753,9373,5380,88856,17733,4029,8669,10928,5704,5224,4028,2599,255,2344,3559,1086,0,2473,4768,2288,2480,1620,895,725,16648,5833,268379,3721,1711,2010,7330,135739,13460,24113,41493,35496,5997,1172,1105,317,788,12939,2382,0,10557,8968,5635,3333,3539,281,3258,9920,4880
ACSSF,2010e1,al,000,0121,0000005,1464254,20563,12327,8236,99444,176858,42720,178957,69485,49665,19820,27790,89491,68938,20553,147879,90456,591,56832,319790,131649,188141,128136,17736,110400,76476,86665,493985,5318,4423,895,17410,40311,5374,17750,10801,4633,6168,12057,36470,30546,5924,73821,65848,518,7455,202548,100449,102099,19288,5760,13528,17114,35723,242934,842,733,109,569,3603,446,5708,2432,1495,937,803,3031,745,2286,28472,1526,0,26946,63830,13362,50468,84474,8895,75579,24823,23901,381058,854,419,435,6752,20560,22577,130142,14640,11291,3349,10617,47275,37075,10200,33047,20118,73,12856,42655,11809,30846,19659,2038,17621,13385,18895,139513,10446,5441,5005,68264,13053,3286,6676,7862,3597,4265,3210,1874,255,1619,2513,830,0,1683,3700,1867,1833,1421,762,659,12537,4671,206764,3103,1311,1792,6449,99331,11037,18681,33750,28649,5101,1103,841,317,524,10026,2134,0,7892,7057,4162,2895,3294,281,3013,8617,3475
ACSSF,2010e1,al,000,0121,0000006,551584,4100,1660,2440,30256,54642,12591,65187,23121,17501,5620,10905,30673,22598,8075,59343,35669,0,23674,135391,60678,74713,61322,7793,53529,29825,34228,196124,912,575,337,5181,14218,1376,7559,3244,1333,1911,4365,12267,10048,2219,29819,27010,0,2809,85274,47969,37305,10147,3024,7123,6707,15055,106724,243,243,0,128,824,303,2311,628,512,116,620,1078,314,764,11198,634,0,10564,29079,5500,23579,40888,3551,37337,10558,8866,135288,183,0,183,2448,5774,6645,45964,3882,2913,969,3859,16264,12031,4233,12605,6809,0,5796,17109,5424,11685,7911,907,7004,5042,7602,41832,1773,615,1158,21071,2580,652,2528,2604,1281,1323,1338,706,67,639,608,346,0,262,1385,614,771,589,311,278,4536,1462,71616,989,227,762,1428,31246,3615,6825,12763,11462,1301,723,358,138,220,5113,870,0,4243,2544,1171,1373,1787,0,1787,2982,1243
ACSSF,2010e1,al,000,0121,0000007,912670,16463,10667,5796,69188,122216,30129,113770,46364,32164,14200,16885,58818,46340,12478,88536,54787,591,33158,184399,70971,113428,66814,9943,56871,46651,52437,297861,4406,3848,558,12229,26093,3998,10191,7557,3300,4257,7692,24203,20498,3705,44002,38838,518,4646,117274,52480,64794,9141,2736,6405,10407,20668,136210,599,490,109,441,2779,143,3397,1804,983,821,183,1953,431,1522,17274,892,0,16382,34751,7862,26889,43586,5344,38242,14265,15035,245770,671,419,252,4304,14786,15932,84178,10758,8378,2380,6758,31011,25044,5967,20442,13309,73,7060,25546,6385,19161,11748,1131,10617,8343,11293,97681,8673,4826,3847,47193,10473,2634,4148,5258,2316,2942,1872,1168,188,980,1905,484,0,1421,2315,1253,1062,832,451,381,8001,3209,135148,2114,1084,1030,5021,68085,7422,11856,20987,17187,3800,380,483,179,304,4913,1264,0,3649,4513,2991,1522,1507,281,1226,5635,2232
ACSSF,2010e1,al,000,0121,0000008,344357,8415,7435,980,26456,57107,9263,42930,16582,13563,3019,4653,17350,11604,5746,25156,11594,94,13468,69920,30875,39045,27189,3885,23304,17871,21465,95252,2758,2533,225,3196,8463,1180,3148,2134,1565,569,2086,6862,5246,1616,8879,7539,0,1340,44018,22678,21340,2432,796,1636,3300,6796,63611,258,258,0,72,1211,331,1916,369,239,130,70,1033,202,831,7039,620,0,6419,15611,3378,12233,20275,2526,17749,7285,8141,79369,474,312,162,1715,6345,4586,30441,3270,2805,465,1610,8466,6156,2310,5279,2931,94,2254,7312,2925,4387,4038,430,3608,1872,3961,44510,4307,3932,375,20592,4680,743,1993,3066,2107,959,818,725,0,725,1046,256,0,790,1068,421,647,199,133,66,4111,1162,61615,618,400,218,881,36408,2423,5432,7743,6847,896,69,264,0,264,2913,248,0,2665,1911,1473,438,245,0,245,1303,1405
ACSSF,2010e1,al,000,0121,0000009,111985,2076,1679,397,7182,18287,2961,13943,4295,3567,728,1453,5918,3887,2031,9525,4782,0,4743,24671,11196,13475,9334,1334,8000,5792,6548,34070,581,385,196,1050,3047,239,1022,561,371,190,870,2843,2002,841,3752,3231,0,521,16060,8116,7944,815,123,692,1037,2193,19762,95,95,0,0,65,159,393,92,92,0,0,306,11,295,1979,57,0,1922,5263,1516,3747,6728,897,5831,2230,2452,28135,50,50,0,460,2272,1939,10917,676,676,0,494,2396,1874,522,2446,1300,0,1146,2886,1412,1474,1542,314,1228,671,1386,11715,825,825,0,5576,1630,0,335,965,557,408,89,296,0,296,288,0,0,288,105,57,48,66,0,66,1239,301,18303,525,324,201,96,11273,624,1276,2001,1871,130,0,77,0,77,1060,194,0,866,357,95,262,183,0,183,615,216
ACSSF,2010e1,al,000,0121,0000010,232372,6339,5756,583,19274,38820,6302,28987,12287,9996,2291,3200,11432,7717,3715,15631,6812,94,8725,45249,19679,25570,17855,2551,15304,12079,14917,61182,2177,2148,29,2146,5416,941,2126,1573,1194,379,1216,4019,3244,775,5127,4308,0,819,27958,14562,13396,1617,673,944,2263,4603,43849,163,163,0,72,1146,172,1523,277,147,130,70,727,191,536,5060,563,0,4497,10348,1862,8486,13547,1629,11918,5055,5689,51234,424,262,162,1255,4073,2647,19524,2594,2129,465,1116,6070,4282,1788,2833,1631,94,1108,4426,1513,2913,2496,116,2380,1201,2575,32795,3482,3107,375,15016,3050,743,1658,2101,1550,551,729,429,0,429,758,256,0,502,963,364,599,133,133,0,2872,861,43312,93,76,17,785,25135,1799,4156,5742,4976,766,69,187,0,187,1853,54,0,1799,1554,1378,176,62,0,62,688,1189
