ACSSF,2010e1,al,000,0121,0000011,170214,9259,7685,1574,13986,36191,3172,21078,12122,8767,3355,1237,6596,4802,1794,7380,3331,0,4049,33855,15412,18443,10075,2001,8074,7309,7954,41309,1925,1925,0,1508,4046,268,2070,1838,1100,738,488,2451,1979,472,2428,1902,0,526,18638,9909,8729,1763,634,1129,1886,2000,25479,291,291,0,34,1242,23,787,161,135,26,0,207,0,207,2453,424,0,2029,8241,2307,5934,7151,1029,6122,2338,2551,38293,773,444,329,593,2897,1846,13689,2406,1407,999,554,3807,2823,984,1187,910,0,277,5335,1904,3431,1040,217,823,1136,3030,23554,4632,3823,809,9955,4323,161,1026,1056,390,666,152,118,0,118,123,57,0,66,481,306,175,121,121,0,1217,189,41579,1638,1202,436,1896,23683,874,3506,6661,5735,926,43,13,0,13,1189,38,0,1151,1160,986,174,0,0,0,732,184
ACSSF,2010e1,al,000,0121,0000012,514571,17674,15120,2554,40442,93298,12435,64008,28704,22330,6374,5890,23946,16406,7540,32536,14925,94,17517,103775,46287,57488,37264,5886,31378,25180,29419,136561,4683,4458,225,4704,12509,1448,5218,3972,2665,1307,2574,9313,7225,2088,11307,9441,0,1866,62656,32587,30069,4195,1430,2765,5186,8796,89090,549,549,0,106,2453,354,2703,530,374,156,70,1240,202,1038,9492,1044,0,8448,23852,5685,18167,27426,3555,23871,9623,10692,117662,1247,756,491,2308,9242,6432,44130,5676,4212,1464,2164,12273,8979,3294,6466,3841,94,2531,12647,4829,7818,5078,647,4431,3008,6991,68064,8939,7755,1184,30547,9003,904,3019,4122,2497,1625,970,843,0,843,1169,313,0,856,1549,727,822,320,254,66,5328,1351,103194,2256,1602,654,2777,60091,3297,8938,14404,12582,1822,112,277,0,277,4102,286,0,3816,3071,2459,612,245,0,245,2035,1589
ACSSF,2010e1,al,000,0121,0000013,77263,1302,988,314,6489,6134,2131,9525,3557,2926,631,940,5893,3078,2815,9873,4321,0,5552,14753,5418,9335,8257,939,7318,3575,4834,25285,403,251,152,866,2241,397,699,974,778,196,640,2679,2018,661,3502,2955,0,547,10008,4233,5775,1104,285,819,515,1257,16181,0,0,0,72,236,142,211,0,0,0,21,616,0,616,2508,306,0,2202,2604,417,2187,5693,389,5304,1843,2235,18389,162,0,162,225,908,1258,7007,499,397,102,227,2301,1060,1241,2124,1010,0,1114,1621,296,1325,1250,224,1026,176,631,9903,737,737,0,5217,546,175,741,418,250,168,52,297,0,297,324,50,0,274,296,248,48,107,41,66,718,275,7505,0,0,0,109,2203,159,867,1666,1501,165,0,0,0,0,1415,0,0,1415,224,224,0,103,0,103,323,436
ACSSF,2010e1,al,000,0121,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000019,45470,790,637,153,2967,4237,1897,6225,2838,2171,667,670,1980,1225,755,3458,1679,0,1779,9843,3000,6843,5200,449,4751,2658,2707,12851,269,254,15,400,849,127,464,478,280,198,258,686,459,227,1226,1025,0,201,6252,2444,3808,607,106,501,659,576,8998,24,24,0,57,27,0,300,155,13,142,17,14,0,14,830,12,0,818,1784,113,1671,3495,138,3357,907,1388,12518,14,0,14,106,518,1219,4808,597,482,115,148,1087,766,321,936,438,0,498,1533,345,1188,798,43,755,293,461,5172,339,291,48,2197,322,120,299,542,459,83,185,193,0,193,202,110,0,92,39,26,13,175,162,13,468,91,5931,144,68,76,207,2521,431,354,1066,937,129,62,0,0,0,264,94,0,170,235,72,163,125,0,125,331,191
ACSSF,2010e1,al,000,0121,0000020,289454,1761,546,1215,17682,27091,8859,34024,14727,10114,4613,8309,25021,20566,4455,29164,18822,279,10063,67630,24891,42739,26357,4683,21674,15828,13001,105912,354,174,180,3396,6224,1567,4067,3053,1068,1985,3575,12262,10457,1805,15551,13986,279,1286,42611,19822,22789,4954,2401,2553,3457,4841,46495,58,58,0,15,322,181,826,354,327,27,166,493,243,250,5665,303,0,5362,13691,2598,11093,15271,1617,13654,5556,3897,81218,222,0,222,1220,4756,4461,24675,3605,2611,994,3566,11790,9808,1982,6251,4267,0,1984,9178,1592,7586,5433,586,4847,2785,3276,23735,914,260,654,12570,1666,470,1265,1384,637,747,900,374,58,316,123,0,0,123,584,79,505,234,79,155,2639,612,32094,213,54,159,481,14123,2180,3191,6331,5471,860,102,102,0,102,1574,266,0,1308,1566,800,766,465,0,465,1391,375
ACSSF,2010e1,al,000,0121,0000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000024,156411,569,218,351,9917,18415,2697,15082,4612,3787,825,4594,7674,4670,3004,28194,22788,67,5339,31686,15707,15979,12588,2531,10057,7637,12746,70694,341,107,234,1934,8356,184,1348,472,249,223,1926,2432,1457,975,20246,19607,67,572,21082,11479,9603,2673,989,1684,2085,7615,21414,61,61,0,80,202,0,161,47,0,47,0,329,181,148,3148,243,0,2905,5608,1751,3857,7155,1124,6031,2526,2097,36330,0,0,0,1034,1975,1392,11757,928,898,30,2225,4754,3032,1722,3699,2604,0,1095,3735,1689,2046,2001,418,1583,1034,1796,11297,113,50,63,6427,877,0,518,421,205,216,373,19,0,19,167,49,0,118,621,453,168,0,0,0,1365,396,16676,54,0,54,442,7005,1121,1298,2744,2435,309,70,140,0,140,934,285,0,649,640,335,305,759,0,759,627,842
ACSSF,2010e1,al,000,0121,0000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000026,170552,2025,1233,792,10788,21036,5355,22541,9296,7249,2047,2413,8469,5456,3013,17946,10065,0,7881,38617,15032,23585,17012,944,16068,8326,6728,49629,352,249,103,1753,4789,543,2244,665,494,171,1178,2363,1692,671,7169,6007,0,1162,23477,12223,11254,1719,160,1559,1233,2144,32236,190,190,0,0,283,0,949,140,140,0,274,629,83,546,3437,94,0,3343,8535,674,7861,12429,507,11922,2751,2619,46652,131,131,0,1385,1771,2764,16053,2348,1508,840,549,4883,3568,1315,5289,3126,0,2163,5452,1340,4112,2168,64,2104,2393,1466,15014,772,603,169,6267,2007,831,952,1173,704,469,361,342,0,342,398,236,0,162,364,308,56,284,72,212,1057,206,27021,580,60,520,1383,12186,1217,2343,4970,4403,567,51,252,113,139,1653,602,0,1051,789,487,302,412,141,271,892,293
ACSSF,2010e1,al,000,0121,0000027,99081,535,269,266,3959,9332,2467,11904,3929,3193,736,833,5802,5198,604,9252,3954,0,5298,20680,9536,11144,10844,1712,9132,6779,12765,34412,269,269,0,1213,1585,190,1160,310,167,143,375,2840,2769,71,3754,3050,0,704,12574,8018,4556,1365,315,1050,1960,6817,20005,0,0,0,0,305,0,669,241,241,0,0,33,33,0,2196,98,0,2098,5105,594,4511,7781,970,6811,1429,2246,25713,51,0,51,264,715,1357,8072,1298,1298,0,256,2713,2329,384,2407,697,0,1710,2552,736,1816,1638,427,1211,1341,3049,6033,215,0,215,2432,109,200,564,487,111,376,202,135,67,68,128,53,0,75,0,0,0,0,0,0,1229,332,12918,0,0,0,50,6618,720,1439,1593,1376,217,0,81,0,81,767,56,0,711,449,188,261,60,0,60,820,321
ACSSF,2010e1,al,000,0121,0000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000030,97212,1352,537,815,7570,6349,3661,14025,3609,1910,1699,3074,10130,8650,1480,12006,7874,73,4059,18850,7560,11290,7566,1405,6161,4696,4324,41130,234,74,160,2547,3046,696,1330,1911,791,1120,1770,5021,4526,495,6376,5732,0,644,13858,5652,8206,1516,415,1101,1466,1359,13028,43,43,0,0,150,0,313,0,0,0,0,213,0,213,1614,0,0,1614,2078,566,1512,5195,794,4401,1563,1859,28548,74,53,21,297,519,2409,10932,878,674,204,1243,4774,4058,716,3202,1782,73,1347,2435,1017,1418,638,196,442,395,752,8293,944,367,577,4530,428,0,281,233,69,164,0,56,0,56,364,105,0,259,250,96,154,80,0,80,922,205,6213,57,0,57,196,2206,556,1169,587,376,211,61,66,66,0,450,255,0,195,229,229,0,137,0,137,350,149
ACSSF,2010e1,al,000,0121,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000034,85306,463,171,292,5156,8174,2017,9390,4115,3098,1017,1865,6242,5142,1100,8305,4376,0,3929,21165,7590,13575,9975,1350,8625,4549,3890,24247,0,0,0,313,1102,76,844,529,134,395,550,2240,1931,309,3628,3208,0,420,11036,5532,5504,1531,1025,506,669,1729,18690,58,58,0,0,0,47,239,75,75,0,0,137,86,51,2316,180,0,2136,6312,1360,4952,6700,200,6500,1961,845,21077,50,0,50,326,626,989,6238,557,427,130,784,3865,3125,740,1514,844,0,670,3022,575,2447,1543,125,1418,728,835,8227,277,113,164,4268,481,111,857,249,154,95,531,0,0,0,0,0,0,0,206,0,206,0,0,0,1028,219,13065,78,0,78,249,5965,794,1212,2705,2308,397,0,0,0,0,847,144,0,703,589,123,466,201,0,201,163,262
ACSSF,2010e1,al,000,0121,0000035,28315,202,174,28,1158,3034,1374,3902,1671,1444,227,398,1286,576,710,2349,1234,0,1115,6175,1947,4228,3400,361,3039,1633,1733,8590,51,51,0,208,757,99,352,274,204,70,178,435,253,182,792,677,0,115,4311,1595,2716,451,60,391,336,346,5386,0,0,0,0,0,0,263,82,13,69,0,14,0,14,379,12,0,367,924,64,860,2121,123,1998,704,899,7903,14,0,14,43,266,856,2875,444,409,35,86,644,323,321,741,370,0,371,849,223,626,591,43,548,220,274,2488,69,55,14,766,138,77,182,301,301,0,72,193,0,193,173,81,0,92,39,26,13,148,135,13,239,91,3948,68,68,0,141,1873,342,230,570,517,53,62,0,0,0,264,94,0,170,52,39,13,89,0,89,134,123
ACSSF,2010e1,al,000,0121,0000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000037,85393,234,0,234,5902,9183,1185,8950,2320,2053,267,1917,4273,2078,2195,14154,10695,0,3459,18562,8471,10091,8053,1393,6660,4162,6498,36483,234,0,234,1268,4099,102,1043,165,56,109,446,928,400,528,9576,9097,0,479,12107,6233,5874,2144,740,1404,869,3502,13771,0,0,0,80,202,0,161,47,0,47,0,269,136,133,1783,106,0,1677,3816,1022,2794,4159,529,3630,1909,1345,20480,0,0,0,787,811,720,6722,280,280,0,1280,3057,1542,1515,2035,1198,0,837,2176,1011,1165,1153,124,1029,497,962,5879,0,0,0,3630,348,0,299,260,149,111,191,19,0,19,49,49,0,0,274,166,108,0,0,0,468,341,8780,0,0,0,137,3723,363,725,1568,1568,0,0,0,0,0,711,245,0,466,189,39,150,597,0,597,419,348
ACSSF,2010e1,al,000,0121,0000038,79356,779,316,463,4181,6808,1934,11242,4139,3132,1007,1415,3871,2124,1747,8676,5060,0,3616,20635,8368,12267,8684,294,8390,3952,3040,26340,156,53,103,889,1716,305,1735,474,303,171,812,1178,825,353,3974,3333,0,641,12931,6941,5990,1100,160,940,411,659,17367,125,125,0,0,58,0,238,53,53,0,274,404,0,404,1549,94,0,1455,5001,487,4514,6843,134,6709,1516,1306,20724,0,0,0,450,985,1143,8037,704,272,432,169,1808,1299,509,2530,1459,0,1071,2072,611,1461,653,0,653,1260,913,4822,138,138,0,2354,411,47,112,583,342,241,109,342,0,342,74,74,0,0,128,128,0,50,0,50,414,60,10103,360,0,360,488,3638,439,1120,2325,2162,163,51,139,0,139,549,100,0,449,503,201,302,38,0,38,351,102
ACSSF,2010e1,al,000,0121,0000039,89566,318,52,266,3109,8244,2202,10782,3517,2890,627,767,5148,4612,536,8623,3631,0,4992,18392,8461,9931,10119,1611,8508,6291,12054,30634,52,52,0,751,1314,190,1110,310,167,143,309,2638,2567,71,3326,2783,0,543,11092,7222,3870,1313,315,998,1899,6330,18703,0,0,0,0,305,0,669,241,241,0,0,33,33,0,2051,98,0,1953,4688,427,4261,7209,970,6239,1429,2078,22912,51,0,51,149,609,1150,7049,1096,1096,0,256,2329,1945,384,2407,697,0,1710,2163,624,1539,1537,326,1211,1123,2993,5490,215,0,215,2159,66,200,515,377,67,310,202,67,67,0,128,53,0,75,0,0,0,0,0,0,1229,332,11827,0,0,0,50,5950,662,1439,1493,1319,174,0,81,0,81,711,0,0,711,449,188,261,60,0,60,611,321
ACSSF,2010e1,al,000,0121,0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0121,0000041,85306,463,171,292,5156,8174,2017,9390,4115,3098,1017,1865,6242,5142,1100,8305,4376,0,3929,21165,7590,13575,9975,1350,8625,4549,3890,24247,0,0,0,313,1102,76,844,529,134,395,550,2240,1931,309,3628,3208,0,420,11036,5532,5504,1531,1025,506,669,1729,18690,58,58,0,0,0,47,239,75,75,0,0,137,86,51,2316,180,0,2136,6312,1360,4952,6700,200,6500,1961,845,21077,50,0,50,326,626,989,6238,557,427,130,784,3865,3125,740,1514,844,0,670,3022,575,2447,1543,125,1418,728,835,8227,277,113,164,4268,481,111,857,249,154,95,531,0,0,0,0,0,0,0,206,0,206,0,0,0,1028,219,13065,78,0,78,249,5965,794,1212,2705,2308,397,0,0,0,0,847,144,0,703,589,123,466,201,0,201,163,262
