ACSSF,2010m1,al,000,0114,0000001,14540,11255,7896,5410,5094,2008,1018,1188,427,1478,1207,3685,2558,637,1672,1706,1025,1309,4188,2735,2501,905,1633,921,1328,786,3007,614,2544,1334,1190,778,517,628,3947,1497,884,1287,1309,1170,326,286,2169,1178,1589,273,1173,1174,221,119,1084,1493,993,649,782,2562,2323,1251,489,1237,197,1223,1044,4996,994,882,316,278,2982,833,361,491,1351,2356,1655,2584,1175,1916,1174,742,788,2893,506,754,1953,1953,951,384,451,316,207,755,5484,4277,2451,1489,907,2136,1418,1657,921,3333,1418,230,874,482,708,824,2174,552,1262,6429,1897,378,1107,1247,3940,1720,1605,1764,1717,1216,1094,2462,1357,908,4448,1133,2522,2840,6830,5274,1821,1788,1407,2924,809,1080,747,1031,2845,3442,862,427,1037,591,3185,579,859,3344,2765,1744
ACSSF,2010m1,al,000,0114,0000002,12975,9323,6269,4398,4021,1603,938,972,380,1098,460,3169,1983,507,1245,1527,853,1265,3183,1930,1848,567,1272,755,856,413,2401,571,1849,1064,873,547,439,458,3042,1277,784,1023,1076,910,365,260,1758,967,1406,273,998,948,221,82,752,1294,946,615,617,1894,1696,983,412,1007,95,881,778,4174,861,836,157,137,2065,627,198,483,526,1291,1339,2425,1121,1578,812,701,787,2120,405,468,1473,1533,858,333,389,287,67,572,4301,3600,1914,1075,717,1933,1086,1454,654,2393,1095,230,649,478,621,729,1633,368,977,4383,501,137,296,396,3267,1049,1192,1355,1401,721,595,2112,841,376,2848,604,1813,1803,4583,3630,1305,1032,1210,1889,796,834,502,779,1945,2608,718,243,655,364,2436,360,660,2550,2168,1185
ACSSF,2010m1,al,000,0114,0000003,12649,8995,4874,3466,3187,1384,634,670,204,906,1049,2368,1564,413,1043,899,589,716,2672,1860,1737,697,808,558,1105,620,1670,268,1622,830,786,508,254,456,2048,1088,500,945,669,691,145,111,1381,876,934,273,754,680,273,114,749,780,342,271,653,1213,1111,657,245,679,175,727,701,3183,442,275,277,237,1991,665,296,150,1191,1631,880,1042,231,967,777,201,40,2072,364,629,1511,1209,557,228,255,121,197,449,3631,2810,1555,1115,460,1450,976,966,715,2411,945,273,568,226,418,488,1422,398,822,4908,1776,379,1052,1210,3214,1299,1173,1130,1050,863,874,1531,1186,799,3304,864,1843,2223,5361,3651,1166,1614,794,1984,224,607,552,844,2235,2595,635,357,940,478,2388,418,500,2229,1679,1440
ACSSF,2010m1,al,000,0114,0000004,13655,10815,7324,5134,4928,2062,1018,1189,408,1432,1040,3475,2451,633,1556,1695,1018,1298,4073,2710,2470,894,1633,963,1318,786,2973,614,2440,1284,1123,743,517,584,3944,1495,879,1223,1264,1120,326,286,2229,1169,1582,273,1171,1076,216,119,1051,1472,986,641,774,2497,2293,1251,504,1237,143,1140,1019,5027,977,882,316,262,3015,819,361,483,1287,2316,1644,2533,1156,1839,1156,742,788,2864,516,751,1889,1934,936,375,454,316,67,745,5529,4330,2481,1364,899,2155,1374,1594,910,3284,1424,230,877,482,707,816,2093,532,1237,5804,1530,326,1030,803,3692,1492,1579,1561,1635,1104,1058,2389,1294,846,4192,1084,2456,2734,6253,5093,1689,1659,1287,2844,802,1084,709,990,2646,3243,876,420,981,589,3090,580,715,3090,2686,1688
ACSSF,2010m1,al,000,0114,0000005,12331,10369,6983,4878,4564,1797,989,1138,400,1275,879,3204,2203,481,1416,1544,955,1184,3798,2427,2180,880,1562,886,940,738,2897,619,2332,1094,1048,642,450,565,3446,1403,809,1127,1078,940,333,269,1932,1124,1421,273,1074,1035,216,82,805,1442,989,616,765,2183,1877,1141,464,1128,101,975,958,4588,898,820,289,229,2421,733,343,483,1162,1651,1533,2408,1034,1623,1075,736,788,2363,454,737,1502,1620,870,359,419,287,67,641,5102,4149,2316,1256,900,2051,1326,1543,854,2968,1420,230,631,373,672,794,1953,509,1049,5469,1229,307,813,738,3690,1320,1188,1431,1667,991,941,2104,1347,827,3742,933,2126,2432,5400,3787,1348,1650,934,2431,794,846,574,862,2485,2996,787,282,982,495,2878,532,683,2815,2337,1620
ACSSF,2010m1,al,000,0114,0000006,10456,6960,4138,2726,2568,1172,711,738,291,756,214,1904,1343,427,835,1052,675,901,2108,1287,1245,414,955,488,569,202,1374,319,1158,637,789,465,287,528,2242,883,590,630,756,745,118,99,1512,952,928,273,707,740,216,82,715,925,580,442,460,1744,1603,997,448,843,28,710,626,2979,593,593,273,273,1551,635,144,475,211,998,984,1680,723,943,744,541,702,1586,217,363,1139,1213,480,198,201,273,273,374,2770,1903,1200,597,541,959,826,861,419,1996,726,232,426,346,513,426,1489,225,644,2974,327,97,284,131,2476,659,697,1050,1124,464,464,1656,595,316,1665,434,1036,1102,3176,2397,887,747,567,921,650,540,208,489,1264,1690,448,161,648,414,1552,317,569,2041,1663,1075
ACSSF,2010m1,al,000,0114,0000007,10713,8638,5298,3777,3405,1474,718,758,256,1146,788,2591,1857,419,1143,1260,795,861,2884,1970,1731,771,1190,755,754,699,2444,485,2047,853,627,438,279,302,2112,1162,557,996,682,532,311,244,1387,622,1017,273,755,752,273,273,661,1018,733,475,567,1345,1258,640,236,859,97,678,739,3225,636,558,289,229,2081,535,311,115,1126,1217,1051,1504,692,1190,760,536,352,1666,399,657,1183,1013,730,301,369,287,67,535,4508,3652,1802,1070,605,1812,1145,1212,810,2380,1207,16,430,346,464,760,1587,477,733,4659,1088,318,722,715,3106,1145,1074,985,1244,822,815,1627,1154,742,3176,789,1868,2032,4533,3474,1043,1433,724,2222,409,519,514,756,2168,2394,599,228,806,348,2100,400,540,1849,1475,1325
ACSSF,2010m1,al,000,0114,0000008,7039,4628,2678,2070,1646,763,297,357,78,579,752,1365,1192,428,685,585,292,469,1561,1059,1041,226,387,211,878,162,976,118,781,584,404,275,261,124,1407,605,317,532,444,448,25,96,1052,459,744,273,703,212,273,114,642,594,104,224,532,781,786,426,143,389,97,490,361,2217,278,229,125,100,1662,427,116,273,662,1422,593,796,456,627,414,152,273,1496,233,157,984,956,499,65,213,121,273,426,2334,1813,1110,518,209,1100,578,635,297,1395,349,273,625,274,201,183,1000,214,694,2579,716,95,659,267,1929,631,921,815,469,390,397,1503,284,148,1791,404,1202,1599,2989,2604,727,883,911,1029,137,548,438,466,991,1430,587,313,284,319,1221,179,221,1184,1105,586
ACSSF,2010m1,al,000,0114,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0114,0000010,6731,4479,2380,1568,1362,319,210,279,273,503,645,974,681,136,618,258,195,159,1338,992,975,221,306,152,848,162,763,118,625,505,387,244,261,124,1065,461,244,413,449,440,25,96,829,238,696,273,657,144,273,273,494,468,104,13,454,437,380,163,76,275,97,290,300,2018,238,190,125,73,1550,404,77,273,619,1270,476,789,404,530,414,152,273,1422,182,85,844,850,313,65,205,121,273,162,1791,1420,782,399,209,895,531,527,260,1188,250,273,593,274,140,146,756,132,547,2101,706,95,649,267,1680,520,677,661,438,249,374,1455,296,148,1302,269,869,1063,2647,2242,577,859,537,931,137,563,323,437,972,1231,370,268,261,319,1146,179,90,876,754,552
