ACSSF,2010m1,al,000,0072,0000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474,1049,719,891,541,758,654,302,550,99,542,739,476,644,518,319,1400,1323,757,292,658,1474,953,602,619,259,865,524,96,512,715,286,656,1651,1393,1166,1186,1094,561,550,275,912,673,754
ACSSF,2010m1,al,000,0072,0000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759,1023,621,294,481,202,273,756,343,247,94,165,273,673,421,429,221,187,1769,1657,1268,1350,651,273,1200,480,312,377,273,273,1074,728,726,273,273,1759,1261,687,1001,344,940,253,191,208,116,202,739,578,457,291,348,1728,1687,895,410,737,1759,1023,621,294,522,756,343,247,191,673,421,495,1769,1657,1268,1306,1200,480,312,377,1074,728,726
ACSSF,2010m1,al,000,0072,0000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472,804,642,655,391,491,439,389,225,273,225,506,491,248,187,162,1464,1377,702,383,557,1472,713,471,358,302,588,331,273,331,473,303,370,1571,1611,1105,1005,810,398,374,273,686,399,486
ACSSF,2010m1,al,000,0072,0000024,2547,1635,1036,883,381,442,739,751,1239,736,690,183,357,501,285,1134,1108,668,412,850,365,692,439,299,273,134,300,344,482,162,109,273,273,109,125,464,458,247,273,391,87,1272,975,822,119,401,638,397,774,461,582,273,273,582,395,595,482,254,175,400,414,2684,2986,1909,1033,1060,1489,2294,1447,769,576,354,104,439,483,998,920,299,225,870,819,2547,1432,639,530,420,173,116,1275,565,262,504,143,273,1152,458,940,358,217,2420,2907,2242,1878,1143,321,1814,891,837,744,348,273,1345,993,1070,301,273,2547,1635,1036,1239,736,1134,692,439,482,162,464,1272,975,774,461,595,2684,2986,1447,769,998,2547,1432,639,530,432,1275,565,262,523,1152,458,1016,2420,2907,2242,2089,1814,891,837,830,1345,993,1157
ACSSF,2010m1,al,000,0072,0000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612,947,817,655,391,577,604,388,478,412,252,628,628,273,273,273,1525,1693,893,499,703,1612,876,628,281,551,661,350,95,340,592,146,579,1576,1781,1254,1187,1113,727,413,509,734,551,493
ACSSF,2010m1,al,000,0072,0000026,3333,1948,1210,1025,416,669,750,826,1841,820,813,399,342,671,301,1578,1373,929,717,1003,573,1307,925,681,65,527,567,700,951,380,368,273,98,349,71,823,764,321,135,616,252,1399,1010,652,204,262,561,726,961,577,561,549,219,273,161,758,686,125,490,516,329,3019,2834,2145,977,1015,1860,2088,2019,932,598,282,273,481,624,1776,1181,419,558,996,1232,3333,1900,1124,891,836,393,95,1774,796,368,708,95,146,1508,637,1223,599,227,3192,3037,2167,2273,1140,288,2215,1215,717,985,67,273,2076,1404,1328,562,306,3333,1948,1210,1841,820,1578,1307,925,951,380,823,1399,1010,961,577,758,3019,2834,2019,932,1776,3333,1900,1124,891,927,1774,796,368,721,1508,637,1297,3192,3037,2167,2395,2215,1215,717,990,2076,1404,1457
ACSSF,2010m1,al,000,0072,0000027,2888,1909,852,718,280,162,648,427,1653,714,387,191,205,241,523,1326,1342,654,749,1149,517,820,344,333,179,273,272,87,810,173,156,156,273,273,70,803,714,174,347,570,383,947,692,640,171,472,376,276,645,326,291,273,81,263,138,603,446,42,273,443,400,2646,2290,1495,576,967,1349,1729,1870,866,534,230,273,486,700,1604,1051,305,472,902,1265,2888,1736,789,441,444,398,273,1457,633,478,144,260,273,1217,550,1265,558,319,2612,2194,1618,1374,1113,99,2057,940,766,605,81,273,1825,1389,1365,477,273,2888,1909,852,1653,714,1326,820,344,810,173,803,947,692,645,326,603,2646,2290,1870,866,1604,2888,1736,789,441,650,1457,633,478,293,1217,550,1280,2612,2194,1618,1473,2057,940,766,607,1825,1389,1478
ACSSF,2010m1,al,000,0072,0000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257,973,323,139,249,196,273,866,273,273,273,273,273,866,507,613,251,273,2047,1943,1394,1081,525,297,1234,698,484,487,82,273,998,837,686,202,273,2257,1195,421,1098,130,1098,449,263,367,166,331,950,810,473,131,464,1821,1720,1051,668,734,2257,973,323,139,300,866,273,273,273,866,507,712,2047,1943,1394,1161,1234,698,484,489,998,837,690
ACSSF,2010m1,al,000,0072,0000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971,828,640,674,181,640,769,517,605,384,499,579,391,508,386,310,2079,1641,1017,762,686,1971,677,491,369,293,505,273,273,273,505,192,475,2013,1511,1328,1120,1332,950,517,820,925,890,613
ACSSF,2010m1,al,000,0072,0000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937,988,459,307,274,192,136,849,162,135,87,273,273,850,415,593,489,273,1934,2227,1679,1455,882,168,1377,446,362,294,273,273,1183,839,684,291,273,1937,1119,662,878,222,918,667,534,422,273,422,708,543,424,72,420,1827,2057,1227,416,1081,1937,988,459,307,355,849,162,135,87,850,415,804,1934,2227,1679,1486,1377,446,362,294,1183,839,726
ACSSF,2010m1,al,000,0072,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529,1056,465,990,660,858,542,522,170,273,170,711,682,227,273,227,1266,1203,932,811,546,1529,921,383,287,338,840,302,118,286,803,382,721,1666,1536,1336,1073,1203,990,893,446,717,554,429
ACSSF,2010m1,al,000,0072,0000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336,1206,630,541,235,144,273,1068,355,192,308,273,273,1006,395,816,583,121,2142,1913,1758,1353,571,209,1136,626,526,351,113,273,932,728,659,87,273,2336,1370,695,1204,507,1121,535,428,338,273,338,670,564,480,188,456,2002,1849,955,536,731,2336,1206,630,541,278,1068,355,192,308,1006,395,916,2142,1913,1758,1352,1136,626,526,387,932,728,667
ACSSF,2010m1,al,000,0072,0000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314,811,596,650,115,619,466,304,370,338,166,576,400,453,51,441,1141,977,548,179,531,1314,805,546,443,517,608,273,273,273,608,518,411,1251,1078,855,738,830,400,210,334,732,593,443
ACSSF,2010m1,al,000,0072,0000034,2183,2040,956,659,524,281,241,517,1877,516,315,247,84,196,388,1773,1515,768,598,1185,939,680,487,326,222,199,137,334,536,147,273,273,273,273,147,535,296,277,213,108,460,958,539,419,180,80,397,296,818,463,103,273,273,103,447,718,630,296,170,504,497,2136,1725,1162,549,499,880,1447,1468,818,511,71,264,449,669,1272,1038,523,231,900,961,2183,1844,770,399,542,207,201,1724,486,373,292,273,273,1578,1002,1169,569,367,2164,1888,1597,1159,253,273,1544,954,873,420,273,273,1472,1424,1178,233,273,2183,2040,956,1877,516,1773,680,487,536,147,535,958,539,818,463,718,2136,1725,1468,818,1272,2183,1844,770,399,601,1724,486,373,292,1578,1002,1287,2164,1888,1597,1201,1544,954,873,420,1472,1424,1187
ACSSF,2010m1,al,000,0072,0000035,921,514,266,227,113,128,176,128,423,122,115,85,16,71,46,417,395,192,292,309,145,283,229,209,134,128,71,101,200,110,42,35,273,23,103,163,153,91,78,132,58,410,208,178,60,128,110,93,338,81,48,32,273,36,63,327,320,25,140,283,60,939,852,461,168,206,389,736,447,203,162,82,78,121,125,457,410,89,80,357,205,921,497,228,103,195,87,24,407,108,81,75,273,273,412,178,294,229,69,960,835,723,513,161,73,630,225,174,153,23,273,598,285,498,284,273,921,514,266,423,122,417,283,229,200,110,163,410,208,338,81,327,939,852,447,203,457,921,497,228,103,208,407,108,81,75,412,178,370,960,835,723,484,630,225,174,154,598,285,528
ACSSF,2010m1,al,000,0072,0000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453,734,692,497,94,487,224,224,273,273,273,756,610,467,325,350,1605,1554,918,535,669,1453,513,415,273,415,445,94,94,273,437,273,437,1423,1495,1373,1278,1017,627,423,457,745,524,563
ACSSF,2010m1,al,000,0072,0000037,1917,1228,602,408,125,136,428,440,1154,432,427,172,273,366,137,1061,1013,683,399,756,330,599,298,273,273,273,273,298,476,146,109,273,273,109,99,453,444,220,273,391,86,994,765,678,119,375,546,290,687,438,377,273,273,377,229,557,402,242,273,342,299,2020,2046,1218,563,877,1053,1759,1023,459,344,161,273,308,338,806,487,251,264,361,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917,1228,602,1154,432,1061,599,298,476,146,453,994,765,687,438,557,2020,2046,1023,459,806,1917,1221,442,427,109,1143,381,266,318,1057,391,924,1904,2122,1793,1541,1344,656,463,509,1159,892,750
ACSSF,2010m1,al,000,0072,0000038,2060,1505,731,554,336,445,191,556,1481,755,759,298,332,657,87,1289,1145,784,458,704,455,903,521,481,273,273,481,276,644,349,349,273,273,349,273,446,386,291,135,214,181,814,581,472,188,177,400,376,624,246,219,273,219,273,122,564,497,75,334,444,297,2106,1643,1052,568,422,1000,1377,1492,663,426,282,273,284,491,1221,720,320,435,592,897,2060,1544,661,465,547,92,95,1439,739,310,644,95,146,1235,516,987,404,227,2118,1727,1463,1179,783,260,1553,872,574,669,273,273,1307,1101,914,402,273,2060,1505,731,1481,755,1289,903,521,644,349,446,814,581,624,246,564,2106,1643,1492,663,1221,2060,1544,661,465,548,1439,739,310,660,1235,516,1117,2118,1727,1463,1388,1553,872,574,669,1307,1101,920
ACSSF,2010m1,al,000,0072,0000039,2703,1824,862,725,280,141,653,425,1493,489,387,191,205,241,304,1311,1329,654,749,1140,517,794,87,273,273,273,273,87,810,173,156,156,273,273,70,803,714,174,347,570,383,938,692,640,171,472,376,276,585,287,263,273,273,263,107,551,418,42,273,415,347,2499,1983,1335,503,886,1219,1598,1775,845,534,230,273,486,667,1500,1017,305,429,894,1163,2703,1664,801,437,434,398,273,1316,404,213,144,260,273,1208,532,1265,558,319,2530,2031,1516,1214,1051,99,1951,904,727,605,273,273,1738,1321,1351,461,273,2703,1824,862,1493,489,1311,794,87,810,173,803,938,692,585,287,551,2499,1983,1775,845,1500,2703,1664,801,437,645,1316,404,213,293,1208,532,1280,2530,2031,1516,1395,1951,904,727,605,1738,1321,1445
ACSSF,2010m1,al,000,0072,0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354,1124,504,1050,275,1007,417,258,337,273,337,373,343,152,273,152,1359,1223,620,279,541,1354,1054,489,452,170,970,165,165,273,952,392,867,1368,1200,1220,871,728,404,221,328,592,451,427
