ACSSF,2010m1,al,000,0055,0000053,,,,,,,,,,,,,,,,,,,,7527,4792,1693,1611,1438,1331,1532,1313,1568,1370,1189,1157,1331,1060,1148,1206,3422,1725,6309,3566,1808,803,803,605,878,315,253,195,300,364,481,265,554,142,381,455,236,2548,1701,1331,608,780,758,292,886,7527,4792,2355,2692,1802,3672,6309,3566,1808,1295,1146,646,546,2548
ACSSF,2010m1,al,000,0055,0000054,,,,,,,,,,,,,,,,,,,,7026,4197,529,418,660,616,578,738,564,630,556,757,530,788,884,866,3477,934,6370,,,,,,,,,,,,,,,,,,,,968,659,241,340,203,399,643,7026,4197,690,1937,1435,3411,6370,2891,1153,408,772,370,514,2414
ACSSF,2010m1,al,000,0055,0000055,,,,,,,,,,,,,,,,,,,,557,1634,548,882,724,675,578,804,551,490,565,718,611,412,445,444,1553,548,1574,,,,,,,,,,,,,,,,,,,,511,296,77,139,136,220,393,557,1634,1163,965,655,1575,1574,,,,,,,
ACSSF,2010m1,al,000,0055,0000056,,,,,,,,,,,,,,,,,,,,3671,2485,416,507,600,465,483,472,335,458,917,408,379,409,485,449,1419,566,2735,,,,,,,,,,,,,,,,,,,,2034,1717,521,1228,259,284,863,3671,2485,714,1549,823,1603,2735,1534,730,448,360,75,304,1286
ACSSF,2010m1,al,000,0055,0000057,,,,,,,,,,,,,,,,,,,,3765,2553,763,638,1009,891,741,654,432,759,996,906,558,767,529,692,1486,831,3616,,,,,,,,,,,,,,,,,,,,1034,592,180,573,76,127,759,3765,2553,969,1669,1082,1762,3616,1507,676,181,602,266,322,1271
ACSSF,2010m1,al,000,0055,0000058,,,,,,,,,,,,,,,,,,,,562,1092,431,449,505,792,786,516,616,564,709,559,530,497,332,622,989,400,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,562,1092,814,662,884,1002,1209,255,260,220,674,428,54,262
ACSSF,2010m1,al,000,0055,0000059,,,,,,,,,,,,,,,,,,,,2679,2292,655,813,798,646,725,616,907,567,1159,731,829,696,612,694,1760,434,2691,320,287,187,359,387,188,218,278,217,218,226,218,100,292,453,503,122,273,405,,,,,,,,2679,2292,989,1716,857,1794,2691,320,287,455,726,877,122,405
ACSSF,2010m1,al,000,0055,0000060,,,,,,,,,,,,,,,,,,,,716,1709,668,555,609,658,533,453,493,586,818,639,679,446,540,478,1386,455,1894,,,,,,,,,,,,,,,,,,,,1153,949,368,308,425,435,876,716,1709,847,878,851,1471,1894,522,1062,341,483,339,559,671
ACSSF,2010m1,al,000,0055,0000061,,,,,,,,,,,,,,,,,,,,2908,1472,574,615,570,471,553,642,429,271,611,476,610,639,342,480,824,334,2363,,,,,,,,,,,,,,,,,,,,,,,,,,,2908,1472,769,1029,842,904,2363,,,,,,,
ACSSF,2010m1,al,000,0055,0000062,,,,,,,,,,,,,,,,,,,,1225,2046,503,858,986,823,931,744,932,716,793,496,885,612,450,602,1176,267,2048,,,,,,,,,,,,,,,,,,,,1200,632,77,617,273,68,754,1225,2046,947,1545,987,1219,2048,1590,1161,561,547,385,466,939
ACSSF,2010m1,al,000,0055,0000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,1407,366,373,352,1194,3040,,,,,,,
ACSSF,2010m1,al,000,0055,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0055,0000065,,,,,,,,,,,,,,,,,,,,5483,3296,903,768,545,553,763,583,567,593,530,605,523,550,614,573,2274,1231,4268,,,,,,,,,,,,,,,,,,,,,,,,,,,5483,3296,1148,1805,1201,2246,4268,3123,1526,1280,830,396,305,2266
ACSSF,2010m1,al,000,0055,0000066,,,,,,,,,,,,,,,,,,,,5730,3320,1044,711,568,435,433,507,383,815,496,578,671,549,559,480,1450,506,4431,,,,,,,,,,,,,,,,,,,,,,,,,,,5730,3320,1521,1687,1089,1572,4431,,,,,,,
ACSSF,2010m1,al,000,0055,0000067,,,,,,,,,,,,,,,,,,,,4529,2136,239,240,382,341,395,365,460,396,445,556,264,364,248,385,647,159,3525,,,,,,,,,,,,,,,,,,,,,,,,,,,4529,2136,339,1530,699,689,3525,,,,,,,
ACSSF,2010m1,al,000,0055,0000068,,,,,,,,,,,,,,,,,,,,519,1209,455,500,508,327,388,461,375,404,418,499,633,342,476,453,1081,224,1284,,,,,,,,,,,,,,,,,,,,,,,,,,,519,1209,553,642,601,1121,1284,295,370,273,320,187,273,208
