ACSSF,2010e1,al,000,0120,0000001,36897,40565,30744,51635,32342,38785,40595,28979,48703,44372,61226,42468,38267,40220,32351,42109,56945,100095,28281,38562,42287,35056,19574,31419,17471,29529,45974,41888,41666,31509,51872,32462,42784,43590,32351,50217,45542,63221,52042,55725,65614,40475,54748,71733,101710,30834,49573,46835,51846,23689,35998,21061,35015,50669,31370,28859,22695,37650,30835,28176,28248,23837,42363,40365,51338,37220,32195,33488,28301,35093,40713,63984,26228,35615,41534,31437,16899,23036,16525,24409,40855,1382634,775054,24093,15757,8336,85982,158056,33326,79067,63728,44139,19589,14164,35704,25850,9854,78085,47604,403,30078,73621,35791,37830,33584,7780,25804,37573,58071,607580,3129,2568,561,8019,62013,11582,63829,15881,10354,5527,11712,57576,46713,10863,51259,33886,282,17091,220297,79548,140749,34242,3612,30630,24431,43610
ACSSF,2010e1,al,000,0120,0000002,36595,41789,26613,52028,31460,39384,43304,28784,48038,43550,64174,42345,40529,41718,33586,41306,56082,101285,25080,38584,42483,35020,19318,32230,17217,28579,45311,41862,45563,27621,55338,31477,44835,45737,31722,50099,45152,68625,50733,52335,62145,39485,51581,70939,101710,25262,48368,46369,49854,23005,36919,20723,32013,50690,31714,22362,21359,38250,31289,29677,31555,24449,43324,40836,54375,39200,35679,36550,30746,35162,41484,86586,24967,35713,41860,31221,16747,20399,16566,25278,40390,730231,398287,6117,2702,3415,38030,73202,16990,42788,29555,21063,8492,8974,22272,16609,5663,46089,29209,403,16477,44991,20307,24684,23287,4615,18672,17794,28198,331944,676,501,175,4423,26633,4882,34370,7781,5058,2723,7621,31959,26158,5801,33661,21666,145,11850,117222,44442,72780,23715,2105,21610,15534,23467
ACSSF,2010e1,al,000,0120,0000003,37210,40353,31273,51584,35258,38368,36932,29241,49345,45326,58838,43304,35312,36007,31569,46911,60189,37346,32177,38542,42038,35112,19788,30272,18186,30595,46513,41910,41118,31783,51653,35470,42047,41478,33691,50307,46036,60945,55933,61363,70496,43449,57049,75031,.,35922,50932,47243,57156,25923,31220,22405,35529,50648,30958,29097,24184,32045,30012,27709,26699,22914,40022,38725,50458,36690,30094,30947,24830,34971,37441,37346,30466,35467,41054,31683,17408,27868,16399,22315,41501,652403,376767,17976,13055,4921,47952,84854,16336,36279,34173,23076,11097,5190,13432,9241,4191,31996,18395,0,13601,28630,15484,13146,10297,3165,7132,19779,29873,275636,2453,2067,386,3596,35380,6700,29459,8100,5296,2804,4091,25617,20555,5062,17598,12220,137,5241,103075,35106,67969,10527,1507,9020,8897,20143
ACSSF,2010e1,al,000,0120,0000004,37255,41434,27425,52114,32590,39978,40835,29516,49106,45331,61136,42742,38301,40337,31969,42322,57116,100095,28725,39158,42401,35673,19579,31772,17406,30016,46388,42226,43133,30228,52126,33328,45033,43623,32409,50423,46320,62466,52112,55381,64970,40534,55457,72042,101710,31389,49828,46896,52131,23816,36128,20945,35295,50824,31645,31083,20426,39880,30483,28528,28735,24249,41787,40316,50798,37315,32321,33974,27585,35218,40784,63984,25898,35951,41643,31774,16839,23449,16470,25010,41231,1262975,705651,18436,10925,7511,76169,137108,31707,72676,56511,38862,17649,13750,33603,24495,9108,74915,45952,403,28560,69706,33038,36668,31251,7056,24195,34198,55621,557324,2044,1706,338,7384,53988,10694,57737,13307,8887,4420,11216,54219,44118,10101,49634,32858,282,16494,201973,72279,129694,31780,2982,28798,23201,40147
ACSSF,2010e1,al,000,0120,0000005,38683,44115,30179,52455,35136,42049,40923,29607,49663,45146,62265,45014,40167,41157,32374,44286,58315,100911,27665,39623,42352,36041,19826,31830,17440,30494,48089,44377,46921,30953,52469,35584,47095,43629,33634,50456,45476,68452,55276,55258,62399,41725,55980,71920,101710,30637,49298,46480,52121,24526,36960,21141,36022,51630,32242,21411,16496,39880,30410,31254,29421,24265,45502,41985,52161,37295,33701,35596,26826,36144,41379,85784,26109,36262,41693,32176,16829,23367,16461,25291,42006,1026448,572782,13982,7356,6626,61081,106864,25903,56913,45493,30417,15076,12091,29429,22092,7337,64422,40894,403,23125,58864,27378,31486,26805,6025,20780,26794,44141,453666,1687,1349,338,5936,38510,9012,46441,11337,7302,4035,9986,44083,36207,7876,43438,29407,188,13843,163204,58227,104977,26854,2599,24255,19776,33402
ACSSF,2010e1,al,000,0120,0000006,36377,44542,25880,56008,30061,41213,39272,27578,46323,40397,69736,36706,41118,41988,37583,41781,58979,.,23478,39063,43822,33510,19793,32727,17484,29702,45710,41347,45069,25880,56167,30151,45528,41936,31215,48098,41488,70697,40648,52060,66726,42556,53271,69760,.,21887,47397,44176,49828,22478,40100,20694,34879,50694,31665,.,.,.,28095,32850,33617,24161,36591,26502,61996,32126,36131,37555,26080,35223,41935,.,25157,35779,43718,30349,16953,22021,16669,26427,40966,374878,203589,3317,1300,2017,18277,31743,7480,20961,14160,10040,4120,4371,11245,8162,3083,24886,16246,0,8640,28862,13372,15490,13833,2433,11400,8350,16104,171289,50,0,50,2413,11986,2801,16372,3459,2166,1293,4006,12527,10254,2273,18098,11449,0,6649,63543,25236,38307,14260,1289,12971,7228,14546
ACSSF,2010e1,al,000,0120,0000007,40112,44027,30494,52079,37421,42390,41246,30362,50457,47088,60979,51656,39135,40697,30909,46201,57485,100911,31203,39974,41915,36957,19852,31092,17410,30856,50215,45972,49293,31383,52034,38107,47861,44334,35909,51024,46838,67180,64044,56740,61341,41391,57124,75440,101710,34457,50931,47752,55456,26389,36634,22117,36350,53710,32665,20739,16496,55368,31421,30360,28315,24344,47593,47808,44283,40573,32549,35031,27145,36497,40992,85784,26806,36543,40728,34393,16728,24663,16318,24641,44771,651570,369193,10665,6056,4609,42804,75121,18423,35952,31333,20377,10956,7720,18184,13930,4254,39536,24648,403,14485,30002,14006,15996,12972,3592,9380,18444,28037,282377,1637,1349,288,3523,26524,6211,30069,7878,5136,2742,5980,31556,25953,5603,25340,17958,188,7194,99661,32991,66670,12594,1310,11284,12548,18856
ACSSF,2010e1,al,000,0120,0000008,32620,29562,27022,44245,29500,31484,40359,29298,46145,46054,47707,37061,31532,32067,30548,37623,47463,63164,31995,37338,42760,31887,18303,31507,17156,26476,41104,37489,27370,26546,44245,28966,37307,43601,31023,50268,50365,49576,36870,58355,70204,33731,50114,73262,.,36671,51119,49573,52155,21572,31276,19924,31608,44065,27857,41157,41157,.,30980,25410,25318,24161,37755,38317,33373,40034,27947,26945,29377,28884,29569,63164,24433,33402,41247,30150,16910,35250,16526,20571,35870,236527,132869,4454,3569,885,15088,30244,5804,15763,11018,8445,2573,1659,4174,2403,1771,10493,5058,0,5435,10842,5660,5182,4446,1031,3415,7404,11480,103658,357,357,0,1448,15478,1682,11296,1970,1585,385,1230,10136,7911,2225,6196,3451,94,2651,38769,14052,24717,4926,383,4543,3425,6745
ACSSF,2010e1,al,000,0120,0000009,32373,28636,26659,29205,27120,30945,57561,29665,47662,46875,60096,36470,32166,35855,30066,34937,45429,.,28640,37640,46950,32100,21296,30076,20451,30349,45007,39733,28636,26659,29205,26925,38709,58781,30383,51295,51246,60096,61563,74036,76336,49083,45857,70822,.,34222,66964,55769,97935,24940,30328,23582,34572,46581,28734,.,.,.,41491,23386,40313,22154,39433,39433,.,26627,26757,24854,28691,28532,29081,.,24731,33614,44386,30579,18640,14583,18711,19783,37813,76335,41740,1070,717,353,4453,9369,1593,5234,2806,2126,680,616,1849,874,975,3940,2098,0,1842,3840,1782,2058,1135,202,933,2579,3256,34595,0,0,0,326,5349,529,3564,614,614,0,259,3231,2511,720,3054,1616,0,1438,12845,4607,8238,2202,160,2042,976,1646
ACSSF,2010e1,al,000,0120,0000010,32849,30398,27065,45379,30205,31866,36513,29100,45392,45625,44154,40379,31110,30883,32979,40904,50716,63164,35244,37179,41271,31592,15716,35448,14663,25765,39724,37083,27131,26532,45379,30242,36742,42467,31401,48624,47798,49230,31325,45974,60421,33195,51499,75099,.,36894,50058,46227,51136,15979,35471,14295,29625,41774,27510,41157,41157,.,29861,25924,21901,24885,31320,30604,33373,42267,28255,27423,30446,30040,30526,63164,22419,33207,40212,28978,15587,35435,14926,20699,35409,160192,91129,3384,2852,532,10635,20875,4211,10529,8212,6319,1893,1043,2325,1529,796,6553,2960,0,3593,7002,3878,3124,3311,829,2482,4825,8224,69063,357,357,0,1122,10129,1153,7732,1356,971,385,971,6905,5400,1505,3142,1835,94,1213,25924,9445,16479,2724,223,2501,2449,5099
