ACSSF,2010e1,al,000,0028,0000001,4785298,308069,827359,488349,601653,621094,689027,313316,119636,158821,369627,288347,3349147,272854,659450,331559,389320,386843,445255,207737,84869,108557,255277,207426,1232381,32744,146724,127936,158712,191571,214275,96783,32220,47967,107764,75685,35174,554,4651,4742,6034,6903,7717,2252,581,428,977,335,168596,1917,16534,24112,47587,35777,21780,6544,1966,1869,5609,4901,37.8,35.6,42.8,37.3,33.6,4785298,2322243,2463055,3349147,1614559,1734588,1232381,602201,630180,35174,17678,17496,168596,87805,80791,3324276,2215876,999516,24239,84645,1262980,1054142,192477,5460,10901,27768,17880,7161,431,2296,52789,7112,6076,1751,37850,,,,,,51693,11245,8783,1577,30088,65186,42799,17927,1663,2797,3206485,2186922,972065,20742,26756,182795,44347,41739,5356,91353,4785298,308069,827359,488349,1222747,689027,591773,369627,288347,3349147,272854,659450,331559,776163,445255,401163,255277,207426,1232381,32744,146724,127936,350283,214275,176970,107764,75685,35174,554,4651,4742,12937,7717,3261,977,335,168596,1917,16534,24112,83364,21780,10379,5609,4901,4785298,2322243,2463055,3349147,1614559,1734588,1232381,602201,630180,35174,17678,17496,168596
ACSSF,2010e1,al,000,0028,0000002,2507522,165213,428608,291568,338179,311046,345165,156339,58977,76332,173007,163088,1703417,145859,336817,185768,211428,187253,218904,100812,41717,50387,113255,111217,664837,17990,77471,84046,88392,96066,108346,50134,15430,24175,55077,47710,20912,344,2627,3175,3764,3938,4503,1331,263,189,702,76,118356,1020,11693,18579,34595,23789,13412,4062,1567,1581,3973,4085,35.8,33.5,41.7,36.6,32.6,2507522,1192220,1315302,1703417,797136,906281,664837,322344,342493,20912,9984,10928,118356,62756,55600,1502006,926375,503369,13188,59074,890855,740231,137756,4276,8592,7923,3563,2759,246,1355,36527,4470,3591,1322,27144,,,,,,35913,8210,6380,960,20363,33824,20497,10651,867,1809,1426602,909901,488626,10428,17647,118053,26714,23809,3920,63610,2507522,165213,428608,291568,649225,345165,291648,173007,163088,1703417,145859,336817,185768,398681,218904,192916,113255,111217,664837,17990,77471,84046,184458,108346,89739,55077,47710,20912,344,2627,3175,7702,4503,1783,702,76,118356,1020,11693,18579,58384,13412,7210,3973,4085,2507522,1192220,1315302,1703417,797136,906281,664837,322344,342493,20912,9984,10928,118356
ACSSF,2010e1,al,000,0028,0000003,2277776,142856,398751,196781,263474,310048,343862,156977,60659,82489,196620,125259,1645730,126995,322633,145791,177892,199590,226351,106925,43152,58170,142022,96209,567544,14754,69253,43890,70320,95505,105929,46649,16790,23792,52687,27975,14262,210,2024,1567,2270,2965,3214,921,318,239,275,259,50240,897,4841,5533,12992,11988,8368,2482,399,288,1636,816,39.7,37.7,44.0,38.6,35.7,2277776,1130023,1147753,1645730,817423,828307,567544,279857,287687,14262,7694,6568,50240,25049,25191,1822270,1289501,496147,11051,25571,372125,313911,54721,1184,2309,19845,14317,4402,185,941,16262,2642,2485,429,10706,,,,,,15780,3035,2403,617,9725,31362,22302,7276,796,988,1779883,1277021,483439,10314,9109,64742,17633,17930,1436,27743,2277776,142856,398751,196781,573522,343862,300125,196620,125259,1645730,126995,322633,145791,377482,226351,208247,142022,96209,567544,14754,69253,43890,165825,105929,87231,52687,27975,14262,210,2024,1567,5235,3214,1478,275,259,50240,897,4841,5533,24980,8368,3169,1636,816,2277776,1130023,1147753,1645730,817423,828307,567544,279857,287687,14262,7694,6568,50240
ACSSF,2010e1,al,000,0028,0000004,4300537,279533,742618,445098,551794,559619,619006,278854,107197,139544,324446,252828,2987762,248047,593267,300779,352973,346563,395573,183111,75438,93883,220708,177420,1117075,29015,129242,116235,146408,173300,195320,87177,29212,43426,97568,70172,33995,554,4247,4725,6034,6622,7349,2175,581,428,945,335,161705,1917,15862,23359,46379,33134,20764,6391,1966,1807,5225,4901,37.4,35.0,42.9,37.1,33.3,4300537,2085053,2215484,2987762,1440167,1547595,1117075,543792,573283,33995,17069,16926,161705,84025,77680,2985440,1977981,903266,23122,81071,1129352,937274,175899,5460,10719,23694,14793,6201,404,2296,50472,6748,5536,1751,36437,,,,,,49391,10832,8561,1542,28456,61671,40041,17260,1663,2707,2873241,1950928,876994,19669,25650,174361,41659,40270,5277,87155,4300537,279533,742618,445098,1111413,619006,525595,324446,252828,2987762,248047,593267,300779,699536,395573,352432,220708,177420,1117075,29015,129242,116235,319708,195320,159815,97568,70172,33995,554,4247,4725,12656,7349,3184,945,335,161705,1917,15862,23359,79513,20764,10164,5225,4901,4300537,2085053,2215484,2987762,1440167,1547595,1117075,543792,573283,33995,17069,16926,161705
ACSSF,2010e1,al,000,0028,0000005,3421459,221783,590689,362594,449931,446904,493765,219199,82933,109725,247704,196232,2384315,197322,476393,244951,287320,277439,316975,144977,59303,74314,168725,136596,879863,22160,99640,95736,120183,136484,154194,67093,21618,33267,73947,55541,29039,554,3753,4512,5093,5774,5789,1740,380,368,895,181,128242,1747,10903,17395,37335,27207,16807,5389,1632,1776,4137,3914,37.0,34.5,42.4,36.3,34.1,3421459,1654472,1766987,2384315,1149436,1234879,879863,424369,455494,29039,13974,15065,128242,66693,61549,2313329,1538986,697531,19164,57648,957124,789794,151841,5084,10405,18563,11014,4898,355,2296,46593,6574,5211,1676,33132,,,,,,39191,8104,7083,1169,22835,46164,29772,12947,1538,1907,2233493,1519887,678150,16120,19336,128097,29694,29794,4379,64230,3421459,221783,590689,362594,896835,493765,411857,247704,196232,2384315,197322,476393,244951,564759,316975,278594,168725,136596,879863,22160,99640,95736,256667,154194,121978,73947,55541,29039,554,3753,4512,10867,5789,2488,895,181,128242,1747,10903,17395,64542,16807,8797,4137,3914,3421459,1654472,1766987,2384315,1149436,1234879,879863,424369,455494,29039,13974,15065,128242
ACSSF,2010e1,al,000,0028,0000006,1297427,87499,210480,172169,181006,154486,179565,78172,29856,35644,86138,82412,883098,79664,169681,109844,108705,95600,116377,50012,21397,22444,55544,53830,332618,6460,34502,49066,48228,42028,53235,26144,7204,11889,27425,26437,12378,288,817,2674,2215,2528,2445,468,263,189,438,53,69333,1087,5480,10585,21858,14330,7508,1548,992,1122,2731,2092,34.8,32.2,41.8,36.0,32.5,1297427,618446,678981,883098,415777,467321,332618,161262,171356,12378,5285,7093,69333,36122,33211,657834,386587,234083,6921,30243,571006,475374,84452,3611,7569,4248,1780,1441,246,781,26310,3496,2917,694,19203,,,,,,19244,4694,3491,244,10815,18400,11096,5992,609,703,620076,378962,225850,5091,10173,60532,13384,13165,2183,31800,1297427,87499,210480,172169,335492,179565,143672,86138,82412,883098,79664,169681,109844,204305,116377,93853,55544,53830,332618,6460,34502,49066,90256,53235,45237,27425,26437,12378,288,817,2674,4743,2445,920,438,53,69333,1087,5480,10585,36188,7508,3662,2731,2092,1297427,618446,678981,883098,415777,467321,332618,161262,171356,12378,5285,7093,69333
ACSSF,2010e1,al,000,0028,0000007,2124032,134284,380209,190425,268925,292418,314200,141027,53077,74081,161566,113820,1501217,117658,306712,135107,178615,181839,200598,94965,37906,51870,113181,82766,547245,15700,65138,46670,71955,94456,100959,40949,14414,21378,46522,29104,16661,266,2936,1838,2878,3246,3344,1272,117,179,457,128,58909,660,5423,6810,15477,12877,9299,3841,640,654,1406,1822,38.1,35.8,42.7,36.5,35.5,2124032,1036026,1088006,1501217,733659,767558,547245,263107,284138,16661,8689,7972,58909,30571,28338,1655495,1152399,463448,12243,27405,386118,314420,67389,1473,2836,14315,9234,3457,109,1515,20283,3078,2294,982,13929,,,,,,19947,3410,3592,925,12020,27764,18676,6955,929,1204,1613417,1140925,452300,11029,9163,67565,16310,16629,2196,32430,2124032,134284,380209,190425,561343,314200,268185,161566,113820,1501217,117658,306712,135107,360454,200598,184741,113181,82766,547245,15700,65138,46670,166411,100959,76741,46522,29104,16661,266,2936,1838,6124,3344,1568,457,128,58909,660,5423,6810,28354,9299,5135,1406,1822,2124032,1036026,1088006,1501217,733659,767558,547245,263107,284138,16661,8689,7972,58909
ACSSF,2010e1,al,000,0028,0000008,879078,57750,151929,82504,101863,112715,125241,59655,24264,29819,76742,56596,603447,50725,116874,55828,65653,69124,78598,38134,16135,19569,51983,40824,237212,6855,29602,20499,26225,36816,41126,20084,7594,10159,23621,14631,4956,0,494,213,941,848,1560,435,201,60,50,154,33463,170,4959,5964,9044,5927,3957,1002,334,31,1088,987,39.3,36.9,44.7,44.6,29.9,879078,430581,448497,603447,290731,312716,237212,119423,117789,4956,3095,1861,33463,17332,16131,672111,438995,205735,3958,23423,172228,147480,24058,376,314,5131,3779,1303,49,0,3879,174,325,75,3305,,,,,,10200,2728,1478,373,5621,15507,10269,4313,125,800,639748,431041,198844,3549,6314,46264,11965,10476,898,22925,879078,57750,151929,82504,214578,125241,113738,76742,56596,603447,50725,116874,55828,134777,78598,73838,51983,40824,237212,6855,29602,20499,63041,41126,37837,23621,14631,4956,0,494,213,1789,1560,696,50,154,33463,170,4959,5964,14971,3957,1367,1088,987,879078,430581,448497,603447,290731,312716,237212,119423,117789,4956,3095,1861,33463
ACSSF,2010e1,al,000,0028,0000009,288513,19126,49486,29159,33468,36254,35555,18086,8170,9781,25173,24255,186033,16442,36463,17425,20054,21257,19805,11688,5342,5576,15172,16809,82802,2550,9629,8685,7781,11492,13647,5763,2759,4193,9485,6818,1934,0,300,193,317,354,465,151,0,0,0,154,17744,134,3094,2856,5316,3151,1638,484,69,12,516,474,38.6,36.0,45.6,43.2,28.8,288513,135575,152938,186033,83888,102145,82802,41511,41291,1934,1009,925,17744,9167,8577,207801,122155,70004,1463,14179,71773,60443,10942,271,117,,,,,,,,,,,,,,,,3156,1065,110,159,1822,3870,2020,1390,41,419,191036,118513,68181,1189,3153,21229,4975,3001,549,12704,288513,19126,49486,29159,69722,35555,36037,25173,24255,186033,16442,36463,17425,41311,19805,22606,15172,16809,82802,2550,9629,8685,19273,13647,12715,9485,6818,1934,0,300,193,671,465,151,0,154,17744,134,3094,2856,8467,1638,565,516,474,288513,135575,152938,186033,83888,102145,82802,41511,41291,1934,1009,925,17744
ACSSF,2010e1,al,000,0028,0000010,590565,38624,102443,53345,68395,76461,89686,41569,16094,20038,51569,32341,417414,34283,80411,38403,45599,47867,58793,26446,10793,13993,36811,24015,154410,4305,19973,11814,18444,25324,27479,14321,4835,5966,14136,7813,3022,0,194,20,624,494,1095,284,201,60,50,0,15719,36,1865,3108,3728,2776,2319,518,265,19,572,513,39.6,37.3,44.2,46.6,33.0,590565,295006,295559,417414,206843,210571,154410,77912,76498,3022,2086,936,15719,8165,7554,464310,316840,135731,2495,9244,100455,87037,13116,105,197,4555,3429,1077,49,0,2542,174,195,75,2098,,,,,,7044,1663,1368,214,3799,11637,8249,2923,84,381,448712,312528,130663,2360,3161,25035,6990,7475,349,10221,590565,38624,102443,53345,144856,89686,77701,51569,32341,417414,34283,80411,38403,93466,58793,51232,36811,24015,154410,4305,19973,11814,43768,27479,25122,14136,7813,3022,0,194,20,1118,1095,545,50,0,15719,36,1865,3108,6504,2319,802,572,513,590565,295006,295559,417414,206843,210571,154410,77912,76498,3022,2086,936,15719
