ACSSF,2010m1,al,000,0173,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7164,2388,984,932,805,554,69,264,1422,246,1291,521,961,462,83,852,1320,145,804,976,135,3267,2335,2171,2023,567,508,1584,273,1952,1724,613,1143,1843,1316,1240,875,2022,796,131,1818,508,1606,860,879,726,674,475,515,515,34,5112,5096,1642,391,1327,1029,4539,5165,383,3384,2191,940,567,1843,947,936,142
ACSSF,2010m1,al,000,0173,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7731,2005,819,810,692,374,69,273,1071,228,904,483,908,457,83,805,860,133,533,732,273,3075,2448,1688,1664,336,441,1817,273,1935,1738,440,1127,1724,820,1200,982,1898,794,98,1727,508,1488,766,876,648,471,475,124,121,34,5912,6008,1568,350,1293,842,5203,4353,360,2891,2084,780,404,1745,701,689,142
ACSSF,2010m1,al,000,0173,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5675,1459,576,511,369,359,273,264,918,95,874,243,291,90,273,280,844,58,544,650,135,2295,1581,966,882,446,235,1394,273,988,915,387,144,1528,1035,781,687,334,67,79,286,273,739,333,150,328,503,273,502,502,273,4684,4650,596,167,194,479,4376,4564,137,1630,747,546,431,420,592,592,273
ACSSF,2010m1,al,000,0173,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6962,2409,981,923,727,554,69,264,1388,246,1267,519,915,456,83,814,1320,145,804,976,135,3122,2321,2171,2023,567,503,1497,273,1962,1694,613,1134,1743,1180,1219,875,2022,796,131,1818,508,1599,860,876,726,674,475,514,513,34,5009,4984,1638,390,1319,1028,4415,4611,383,3331,2167,917,567,1826,949,937,142
ACSSF,2010m1,al,000,0173,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,1925,811,801,595,496,69,273,1147,228,1076,356,911,457,83,799,1143,129,656,872,273,2198,2188,1904,1730,467,471,1473,273,1982,1689,575,1138,1848,1164,1203,985,907,796,123,533,508,1589,848,876,724,674,475,492,491,34,4107,4166,1609,355,1296,1017,3567,3713,343,2912,2047,593,518,1829,790,780,142
ACSSF,2010m1,al,000,0173,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4868,1334,395,395,275,294,273,273,652,228,564,185,803,180,83,774,742,47,495,642,273,2262,2000,1552,1466,315,357,1515,273,1507,1552,451,530,1594,970,820,947,500,350,98,358,508,1552,637,876,673,699,452,79,72,34,4157,4078,1402,342,1142,741,3478,3544,260,2452,1498,452,245,1427,513,500,142
ACSSF,2010m1,al,000,0173,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0173,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0173,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0173,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
