ACSSF,2010m1,al,000,0077,0000001,3125,3300,4341,188,171,64,4338,4402,568,559,74,4396,3593,120,120,75,3595,3436,219,219,273,3414,5587,523,449,396,5500,3856,7094,1915,518,791,1756,539,684,6999,7768,2121,451,1015,1778,993,1017,7648,7145,1817,539,579,1699,614,616,6638,6314,1292,432,634,1113,193,241,5773,10463,2156,897,598,1895,660,768,10083,2918,9088,3933,1941,2279,2360,3092,1685,2647,7541,11871,5788,2576,2640,3960,4339,2562,3554,9982,12449,6521,2860,2708,4101,5056,3137,3723,10606,14487,5072,2228,2236,2850,3981,2342,2908,12257,21920,9753,4999,3982,5524,7209,3583,5266,21389,1669,2253,4813,4787,2460,4222,881,5407,8654,11879,12358,6840,3968,12276,11295,7427,9555,4970,12779,15973,18795,10265,13174,2562,6079,6198,5274,6129,728,6556,6434,6540,6549,535,276,1283,1232,1044,286,354,321,3125,15555,4509,13844,18610,6331,16416,18459,6926,16102,19609,5100,17471,30970,10192,30116
ACSSF,2010m1,al,000,0077,0000002,22030,4848,3320,64,273,64,3313,3347,441,432,74,3276,2532,75,75,75,2516,2542,105,105,273,2517,4534,174,142,94,4516,9485,5825,1362,457,510,1319,421,553,5709,6487,1370,340,407,1248,812,840,6138,5527,1546,391,403,1497,497,416,5018,4483,969,412,287,802,126,132,4199,8385,1697,653,329,1375,434,492,8295,15615,6392,3019,1501,1879,1705,2100,1177,1778,5683,8986,4281,1649,1780,2585,2841,1804,2128,7924,9715,4012,2030,1918,2723,3170,1779,2505,7926,8929,3549,1618,1494,2285,2754,1693,2293,7990,16463,7306,3474,2318,4284,5217,2399,4347,15596,21595,10936,3307,3324,1944,2694,458,11783,12596,10853,9082,4894,14415,7812,7232,4729,6241,3672,15907,15213,15432,6319,11364,5862,5335,5362,4276,5345,696,5317,5183,5135,5106,500,568,1200,2466,1372,420,508,447,22030,9871,3307,9222,14404,4482,13212,14336,4702,12036,11919,3661,11264,22072,7657,21185
ACSSF,2010m1,al,000,0077,0000003,21959,5147,2843,171,171,273,2857,2875,338,338,273,2853,2791,93,93,273,2784,2423,117,117,273,2438,4494,499,421,397,4345,9479,5066,1402,236,634,1179,304,397,4614,5203,1907,324,924,1646,531,490,4600,5578,1110,356,425,930,366,513,5339,4912,912,114,565,828,157,182,4707,8099,1428,581,475,1244,421,593,7951,15519,6961,2749,1102,1109,1953,2165,1228,1862,5945,8820,4243,1925,1793,2852,3316,1900,2785,7068,9844,4821,2338,2069,3205,3471,2375,2935,8242,10719,4513,2028,1820,2441,3316,1732,2336,8567,16171,6428,3663,2813,3522,5198,2975,4096,16857,21804,10975,3292,3181,1665,2898,633,10718,10797,10544,8828,3776,14269,8578,7703,5748,6133,3965,15494,14011,14718,6471,10246,5383,5006,4978,4124,4924,213,5193,5167,4951,5153,216,406,1002,2544,1466,419,1343,468,21959,12042,3395,10722,12894,4990,10673,14519,5004,12847,15143,4672,13189,22713,6545,23478
ACSSF,2010m1,al,000,0077,0000004,6934,2879,3748,188,171,64,3754,3875,568,559,74,3883,3272,120,120,75,3266,3195,219,219,273,3176,5114,461,449,318,5067,4096,6788,1743,466,557,1632,459,685,6665,7547,1702,419,600,1489,911,957,7281,6793,1587,513,579,1541,517,580,6477,5684,1257,432,631,1092,193,241,5215,9019,2099,842,581,1770,637,781,8755,6467,7817,3471,1880,2212,2058,2874,1603,2430,6772,11372,5444,2360,2438,3423,3973,2174,3448,9597,11799,5944,2742,2594,3703,4571,2668,3407,10140,13312,4470,2193,2113,2746,3563,2188,2847,11558,20833,9227,4323,3784,5253,7259,3382,5090,20355,5705,3337,4128,4142,2441,3395,874,5484,8379,11450,11918,6752,5528,11215,9994,6682,8265,4577,13076,16084,17905,9014,13760,3842,5487,5559,4910,5492,728,5810,5722,5839,5811,535,309,1302,1257,1181,321,388,346,6934,13916,3871,12605,17814,5692,15626,17141,6324,15153,17865,4580,16055,28199,9671,27825
ACSSF,2010m1,al,000,0077,0000005,7075,2361,3688,173,184,64,3699,3704,422,412,74,3675,3010,120,120,75,3030,2891,219,219,273,2857,4940,452,438,318,4902,3517,6158,1480,466,547,1330,436,654,6014,6894,1600,381,544,1422,854,878,6553,6305,1098,504,530,984,481,493,5944,5282,1173,418,513,1064,184,233,4993,7953,1962,827,508,1685,494,724,7931,6704,7276,3319,1499,1929,2026,2491,1347,2090,6378,10717,5148,2044,2272,3404,3672,2019,3351,8650,11202,5301,2145,2450,3310,4340,2642,3317,9329,11699,4150,2243,2137,2616,3082,1983,2307,9652,17820,8376,4019,3342,4923,6216,3181,4334,18015,5302,2530,3590,3542,2337,2927,737,4533,6798,9908,9505,5448,4998,10067,9045,6330,7031,4226,11219,14635,15735,7627,11653,3362,5135,5131,4461,5079,728,4843,4740,5184,4765,505,345,1206,1394,1316,372,468,427,7075,12657,3653,11573,16673,5345,14443,16128,5583,14220,15508,4393,13391,23537,8863,23690
ACSSF,2010m1,al,000,0077,0000006,8346,3557,2585,273,273,273,2585,3023,358,348,74,2989,2009,273,273,273,2009,1991,105,105,273,1961,2951,105,105,273,2954,5480,4376,1062,392,397,879,369,493,4389,4594,738,165,107,744,227,256,4346,3980,879,388,384,783,453,428,3768,3295,805,399,188,618,58,72,3117,5591,1108,313,302,842,183,312,5301,8736,4935,1957,1057,1210,1094,1600,775,1234,4456,7267,3702,1357,1355,2159,2445,1195,1771,5563,6058,2812,1172,1283,2097,2214,1419,1647,5180,6604,1930,1174,976,1432,1585,1241,1588,5968,12586,4458,2133,1777,2689,3583,2100,2650,12433,7738,5920,2294,2239,1336,1787,288,6227,6417,6216,6943,3406,8420,4856,4477,3098,4043,2373,9890,10857,11807,4264,7794,4599,3418,3412,2574,3354,345,4090,4045,3750,4014,413,852,1607,2765,1929,882,1529,725,8346,7826,2077,7492,11563,3948,9724,9107,3065,8398,8917,2112,8272,15881,4491,15683
ACSSF,2010m1,al,000,0077,0000007,8572,3707,3044,173,184,64,3065,2808,231,231,273,2809,2150,120,120,75,2171,1997,117,117,273,2002,4079,439,427,318,3998,6004,4998,1078,270,418,977,194,471,4667,4543,1524,317,532,1377,812,830,4402,5366,728,247,394,675,274,260,5238,3636,871,114,480,858,176,198,3457,6191,1591,745,422,1387,441,639,5990,9305,6848,2867,1136,1350,1909,2096,1036,1706,5941,7817,3535,1752,1706,2538,2962,1681,2635,6282,9053,4235,1792,1973,2759,3514,1990,2752,7412,8668,4114,2126,1825,2308,2859,1577,1982,6333,14511,6960,3426,2803,4136,5431,2610,3632,13930,8357,5869,2652,2598,1916,2299,582,6061,6784,8448,7737,4092,8927,8324,7333,5223,5420,3668,10502,11451,12562,5743,9774,4468,4600,4561,3555,4556,641,4656,4651,4535,4565,318,866,927,2878,1958,900,817,949,8572,12370,3181,11177,11663,3905,10152,13370,4364,11759,10503,4232,8333,17593,7390,16739
ACSSF,2010m1,al,000,0077,0000008,4223,1782,1816,96,96,273,1803,1651,365,365,273,1520,1788,273,273,273,1788,1617,273,273,273,1617,2559,98,98,273,2561,2085,2845,1072,273,294,1075,139,189,2691,3795,963,212,254,948,266,372,3647,2879,997,136,286,1014,174,334,2784,2549,451,111,241,349,41,41,2442,3845,727,151,240,579,364,363,3880,4356,3924,1860,1023,974,1196,1525,769,1150,3264,5348,2405,998,1015,1597,1918,985,1527,4313,5269,3019,1443,1037,1870,1932,1155,1512,3997,6428,2851,1431,1020,1666,1999,1216,1534,4854,9829,3939,2107,1782,2085,3090,1607,2786,8861,3430,2105,2054,2038,758,1892,408,2884,3971,6293,5660,3091,3371,4843,4435,3639,3440,2193,5529,7236,8102,4068,5292,1786,2643,2643,2602,2641,273,2803,2801,2534,2837,200,693,1709,4179,3393,831,1660,568,4223,6745,2244,5878,8595,2663,7421,7561,3336,6580,8531,2765,7242,13551,4031,12740
ACSSF,2010m1,al,000,0077,0000009,10322,2141,1100,273,273,273,1100,770,130,130,273,756,1159,273,273,273,1159,787,273,273,273,787,1833,273,273,273,1833,4116,1827,702,273,114,712,273,273,1682,2339,796,212,93,770,61,288,2176,1812,953,95,77,958,107,107,1472,1576,102,273,273,102,273,273,1572,2895,285,273,132,231,273,110,2920,7289,2516,1263,665,910,656,822,522,793,2352,2821,1168,506,478,602,958,425,770,2641,2719,1472,795,741,674,968,521,685,2265,2601,1312,539,688,893,1176,828,903,2324,7963,2814,1419,813,1381,2026,1213,1823,6762,10093,5155,1418,1415,394,1398,109,5153,4574,4197,3515,2028,6420,2357,2269,1648,1848,1151,6694,5993,6107,2127,4222,3103,2381,2381,1995,2381,273,2376,2376,2140,2409,273,918,6180,6924,3230,1010,2486,1532,10322,4140,1533,3935,4733,1394,4566,4388,1810,3978,3894,1317,3762,10499,2784,9427
ACSSF,2010m1,al,000,0077,0000010,10727,2317,1595,96,96,273,1587,1529,327,327,273,1406,1447,273,273,273,1447,1338,273,273,273,1338,1954,98,98,273,1943,4330,2280,836,273,279,801,139,189,2224,2999,603,273,236,580,277,271,2950,2753,449,93,275,448,130,315,2633,2493,439,111,241,340,41,41,2395,3290,693,151,177,558,364,347,3304,7635,3441,1433,724,444,1132,1302,557,985,2868,4711,2144,873,897,1473,1731,924,1243,3648,5283,2530,1191,915,1669,1663,1007,1392,4296,5900,2512,1258,730,1451,1709,859,1276,4346,8335,3406,1805,1479,1769,2507,1226,2448,7772,10848,5180,1555,1534,722,1295,374,5222,5327,5325,5258,2254,6860,4561,3865,3128,3060,1858,7143,7399,7728,3340,5115,3233,2392,2392,2137,2376,273,2715,2716,2250,2706,200,917,1661,3437,3186,1007,1758,682,10727,5636,1712,5115,7441,2429,6153,7553,2712,6691,8028,2398,6652,11074,3560,10614
