ACSSF,2010e1,al,000,0019,0000001,4597335,160,232,73,660698,9104,342,113,328,5206,206,943,322,1165,479,400,63,370,4130,75,924,951,14951,421,1741,3551,69,367,1377,0,3784,2078,3377,49685,932,418961,64,39744,1208,91804,8038,339031,0,9601,63,4936,306,1551,467002,609,81993,212,1788,638,60,136,58,1405,14013,181,32003,3913,1740,8843,3704,75353,97784,599,1206,1713,443,0,35994,0,679,0,800,0,1801,0,90,58,209,1072,206,194,30336,549,16228,4910,2424,2723,17082,8850,563,228,40,176,152,528,486,4457,428,366,1393,33,781,2038127,4597335,660698,9104,14951,3784,3377,49685,418961,39744,91804,8038,339031,9601,4936,467002,81993,1788,14013,32003,3913,8843,75353,97784,1713,35994,16228,4910,2723,17082,8850,2073429
ACSSF,2010e1,al,000,0019,0000002,2486477,160,177,73,271641,5806,89,113,90,3503,206,943,16,550,296,240,63,203,2187,75,459,724,8577,109,1197,1901,0,367,648,0,2391,1325,1816,23753,439,220519,64,24006,768,54608,4148,172279,0,6190,47,3393,75,1083,219510,609,45944,130,1293,534,60,136,58,981,8801,0,16910,1290,591,5334,2877,42505,52005,502,450,1167,380,0,23790,0,679,0,800,0,708,0,90,58,167,1072,0,194,19473,549,9829,2018,1925,1481,10162,7136,166,228,40,176,152,259,433,3879,133,366,1271,33,397,1216161,2486477,271641,5806,8577,2391,1816,23753,220519,24006,54608,4148,172279,6190,3393,219510,45944,1293,8801,16910,1290,5334,42505,52005,1167,23790,9829,2018,1481,10162,7136,1238175
ACSSF,2010e1,al,000,0019,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110858,389057,3298,6374,1393,1561,25932,198442,15738,37196,3890,166752,3411,1543,247492,36049,495,5212,15093,2623,3509,32848,45779,546,12204,6399,2892,1242,6920,1714,835254
ACSSF,2010e1,al,000,0019,0000004,4157331,160,232,73,580387,8964,342,113,328,5206,206,943,322,1025,479,400,63,370,4015,75,856,951,13063,421,1636,3296,0,367,1377,0,3784,2078,3168,44150,932,385932,64,38767,1208,87872,7760,316566,0,9208,63,4470,306,1551,421494,530,78083,212,1788,638,60,136,15,1405,13644,181,30362,3838,1740,8332,3429,70493,91253,599,539,1713,434,0,33428,0,679,0,800,0,1801,0,90,58,209,1072,206,194,27770,549,15366,4910,2250,2703,15811,8653,563,228,40,176,152,528,392,4354,428,366,1393,33,781,1817926,4157331,580387,8964,13063,3784,3168,44150,385932,38767,87872,7760,316566,9208,4470,421494,78083,1788,13644,30362,3838,8332,70493,91253,1713,33428,15366,4910,2703,15811,8653,1851369
ACSSF,2010e1,al,000,0019,0000005,3328033,160,177,73,440057,8130,89,113,328,4990,206,943,322,660,479,334,63,327,3122,75,702,525,10441,226,1564,2726,0,367,1121,0,2176,1754,2497,35831,902,309754,0,31040,1208,70040,6425,243445,0,8173,63,3749,164,1477,319689,489,63943,154,1169,582,60,136,15,1249,10018,105,23696,2879,1225,7233,2285,54790,74875,492,539,1379,434,0,23004,0,679,0,800,0,1761,0,90,58,209,1072,206,194,17386,549,12279,3927,1251,2373,13641,7889,409,228,0,136,152,386,392,3999,428,366,1393,0,489,1506856,3328033,440057,8130,10441,2176,2497,35831,309754,31040,70040,6425,243445,8173,3749,319689,63943,1169,10018,23696,2879,7233,54790,74875,1379,23004,12279,3927,2373,13641,7889,1533491
ACSSF,2010e1,al,000,0019,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298580,110818,4456,4862,1159,844,9660,103870,10969,27104,1307,78780,3579,2038,93505,22475,686,4081,7670,844,2183,20455,25913,887,14243,5719,719,1191,5079,5035,728449
ACSSF,2010e1,al,000,0019,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029453,329239,3674,5579,1017,1653,26171,205884,20071,42936,5118,164665,4594,1711,226184,41468,483,5937,16026,2035,5050,34335,48962,492,8761,6560,3208,1182,8562,2854,805042
ACSSF,2010e1,al,000,0019,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829298,140330,834,2622,1608,671,8319,76178,7727,17832,1335,73121,1035,721,101805,14140,619,3626,6666,959,1099,15703,16378,334,10424,3087,983,330,2170,764,317878
ACSSF,2010e1,al,000,0019,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276050,43625,343,810,411,143,2696,23006,3685,6190,631,26081,730,452,31430,4777,347,688,1972,402,172,4218,5165,185,4721,1216,721,233,618,467,109915
ACSSF,2010e1,al,000,0019,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553248,96705,491,1812,1197,528,5623,53172,4042,11642,704,47040,305,269,70375,9363,272,2938,4694,557,927,11485,11213,149,5703,1871,262,97,1552,297,207963
ACSSF,2010e1,al,000,0019,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440004,80311,140,1888,0,209,5535,33029,977,3932,278,22465,393,466,45508,3910,0,369,1641,75,511,4860,6531,0,2566,862,0,20,1271,197,222060
ACSSF,2010e1,al,000,0019,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269302,220641,974,4510,1608,880,13854,109207,8704,21764,1613,95586,1428,1187,147313,18050,619,3995,8307,1034,1610,20563,22909,334,12990,3949,983,350,3441,961,539938
