ACSSF,2010e1,al,000,0002,0000001,3829781,1110096,1849885,481713,107624,280463,3269324,862279,1674489,400435,76261,255860,341612,153627,99663,52213,21540,14569,137167,62785,43301,17904,6660,6517,81678,31405,32432,11161,3163,3517,3150669,562147,984471,913193,438346,252512,2765567,480972,873551,792573,390579,227892,236904,51083,70782,76872,26321,11846,89172,22247,26212,25071,10458,5184,59026,7845,13926,18677,10988,7590,3829781,544684,3285097,840145,414965,590970,413125,413329,253559,96339,262665,3269324,457686,2811638,680166,345227,500913,358793,366910,229267,87050,243312,341612,52244,289368,93366,45402,58162,34259,30650,13265,4662,9602,137167,23508,113659,45413,13943,20033,13186,9932,4540,2586,4026,81678,11246,70432,21200,10393,11862,6887,5837,6487,2041,5725,21146,22069,15865,13612,17486,4590876,860982,521029,3208865,3927104,645970,426703,2854431,435030,155000,67915,212115,140481,42646,16428,81407,88261,17366,9983,60912,4593317,3274317,1319000,3929813,3055205,874608,435987,141606,294381,138961,49782,89179,88556,27724,60832,3829781,1110096,1849885,589337,280463,3269324,862279,1674489,476696,255860,341612,153627,99663,73753,14569,137167,62785,43301,24564,6517,81678,31405,32432,14324,3517
ACSSF,2010e1,al,000,0002,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0002,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0002,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0002,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0002,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0002,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0002,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0002,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0002,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0002,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0002,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0002,0000013,143855,33363,79093,18018,2855,10526,122494,27150,70216,14802,1798,8528,12801,3308,5467,2216,510,1300,3577,1991,218,686,291,391,4983,914,3192,314,256,307,124332,15589,38609,36477,24594,9063,106613,12339,33646,30983,21478,8167,11050,2195,3084,3519,2053,199,2331,414,866,382,394,275,4338,641,1013,1593,669,422,143855,17328,126527,27162,15241,25827,14813,15621,11356,4633,11874,122494,14540,107954,22269,12046,22111,12863,13793,9691,4442,10739,12801,1601,11200,2664,2027,2675,877,1376,707,112,762,3577,507,3070,1474,390,472,225,304,205,0,0,4983,680,4303,755,778,569,848,148,753,79,373,22751,23666,17154,10578,26014,169771,21541,15251,132979,143347,14732,12502,116113,17615,5179,2474,9962,2786,842,275,1669,6023,788,0,5235,169089,124683,44406,142905,114899,28006,17504,6497,11007,2657,961,1696,6023,2326,3697,143855,33363,79093,20873,10526,122494,27150,70216,16600,8528,12801,3308,5467,2726,1300,3577,1991,218,977,391,4983,914,3192,570,307
ACSSF,2010e1,al,000,0002,0000014,96202,25937,45397,13375,4086,7407,79502,18864,40435,10521,3061,6621,9930,4359,2615,1922,757,277,4123,1636,1066,784,244,393,2647,1078,1281,148,24,116,79454,16913,27029,23225,7902,4385,67932,13556,23577,20102,6959,3738,6641,1670,2174,1967,645,185,3062,1214,747,561,109,431,1819,473,531,595,189,31,96202,13586,82616,24939,12109,13445,9434,8187,6733,2216,5553,79502,11067,68435,19809,8702,11621,8099,6687,6158,2187,5172,9930,1451,8479,2980,1703,964,1085,1091,444,0,212,4123,629,3494,1587,1065,361,70,208,131,0,72,2647,439,2208,563,639,499,180,201,0,29,97,17132,18939,13957,10575,12411,116599,27072,16202,73325,97079,21976,13352,61751,11845,3683,2250,5912,4913,1413,380,3120,2762,0,220,2542,116210,80307,35903,97109,73242,23867,11426,3900,7526,4913,1678,3235,2762,1487,1275,96202,25937,45397,17461,7407,79502,18864,40435,13582,6621,9930,4359,2615,2679,277,4123,1636,1066,1028,393,2647,1078,1281,172,116
ACSSF,2010e1,al,000,0002,0000015,66525,15809,33543,8837,2239,6097,55818,12198,29511,6647,1428,6034,7453,2605,2726,1248,811,63,2248,734,985,529,0,0,1006,272,321,413,0,0,55713,10038,18914,18820,5163,2778,47619,8196,15789,16188,4668,2778,5368,1361,2019,1703,285,0,1720,225,727,655,113,0,1006,256,379,274,97,0,66525,8964,57561,15935,7979,12276,6573,7805,2884,1256,2853,55818,7484,48334,12753,6843,10134,5810,7127,2407,729,2531,7453,1228,6225,2309,581,1766,763,136,121,227,322,2248,224,2024,334,387,118,0,529,356,300,0,1006,28,978,539,168,258,0,13,0,0,0,18579,19382,15670,40934,9686,80014,15735,9567,54712,67227,10663,8337,48227,9247,4576,717,3954,2508,260,258,1990,1032,236,255,541,79793,62941,16852,66897,57092,9805,9402,3240,6162,2462,2000,462,1032,609,423,66525,15809,33543,11076,6097,55818,12198,29511,8075,6034,7453,2605,2726,2059,63,2248,734,985,529,0,1006,272,321,413,0
ACSSF,2010e1,al,000,0002,0000016,56965,11853,33608,4680,1684,5140,49161,10168,29389,3929,1231,4444,3968,726,2003,382,453,404,3109,899,1716,202,0,292,727,60,500,167,0,0,46696,12505,16226,12622,3424,1919,41129,11137,13996,11302,2809,1885,3000,811,1044,554,557,34,1943,490,742,711,0,0,624,67,444,55,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18927,19281,11771,16363,35859,72837,13504,13441,45892,60992,10877,8381,41734,6260,1831,2514,1915,4075,796,1436,1843,1510,0,1110,400,73148,56744,16404,61303,53225,8078,6260,3170,3090,4075,145,3930,1510,204,1306,56965,11853,33608,6364,5140,49161,10168,29389,5160,4444,3968,726,2003,835,404,3109,899,1716,202,292,727,60,500,167,0
ACSSF,2010e1,al,000,0002,0000017,62221,13525,35662,7022,1344,4668,53796,10736,31669,6141,907,4343,3337,903,2073,300,54,7,3813,1886,1035,581,125,186,1275,0,885,0,258,132,52311,6935,16721,16907,7516,4232,46336,5638,14674,15258,6758,4008,2024,476,587,798,102,61,2738,612,1329,282,352,163,1213,209,131,569,304,0,62221,7997,54224,12516,4427,9465,8160,8054,5316,1522,4764,53796,6714,47082,10295,3562,8296,6644,7204,5000,1378,4703,3337,484,2853,807,324,504,689,468,0,0,61,3813,648,3165,1205,381,379,719,165,316,0,0,1275,151,1124,209,160,286,108,217,0,144,0,25699,26814,21244,14964,21687,70583,7324,4774,58485,62338,5946,4067,52325,4157,641,394,3122,2696,528,239,1929,1392,209,74,1109,70414,57710,12704,62486,54045,8441,4157,1572,2585,2379,1091,1288,1392,1002,390,62221,13525,35662,8366,4668,53796,10736,31669,7048,4343,3337,903,2073,354,7,3813,1886,1035,706,186,1275,0,885,258,132
