ACSSF,2010e1,al,000,0072,0000001,1227884,247635,90642,53626,9709,14368,29549,37016,156993,22867,14459,3814,2956,7689,8408,134126,110857,21592,24506,64759,23269,48442,26415,14346,2396,4280,7670,12069,22027,5200,3340,848,585,1907,1860,16827,11583,2390,1338,7855,5244,79753,49394,21152,3069,5989,12094,28242,30359,7529,4657,1022,532,3103,2872,22830,14096,2459,2318,9319,8734,852054,702495,263623,51612,42521,169490,438872,149559,43712,20453,3582,1773,15098,23259,105847,50332,8004,4493,37835,55515,1227884,180849,56212,27187,19792,7887,1346,124637,16878,6537,8302,1659,380,107759,28200,59999,17638,1922,1047035,812734,520812,242497,47141,2284,234301,62430,36420,23847,2102,61,171871,97336,67275,7067,193,1227884,247635,90642,156993,22867,134126,48442,26415,22027,5200,16827,79753,49394,30359,7529,22830,852054,702495,149559,43712,105847,1227884,180849,56212,27187,29025,124637,16878,6537,10341,107759,28200,79559,1047035,812734,520812,291922,234301,62430,36420,26010,171871,97336,74535
ACSSF,2010e1,al,000,0072,0000002,605796,131195,37460,22734,4586,5986,12162,14726,93735,11815,7441,2027,1710,3704,4374,81920,69692,15096,16541,38055,12228,23301,10591,6000,1106,1763,3131,4591,12710,2568,1727,467,97,1163,841,10142,7173,1490,805,4878,2969,38002,20330,9542,1978,2321,5243,10788,17672,3885,2370,438,400,1532,1515,13787,8891,1551,1302,6038,4896,413298,327313,125659,23985,20157,81517,201654,85985,22449,10634,1739,743,8152,11815,63536,30253,5408,2784,22061,33283,605796,99624,24546,10845,9215,3575,911,75078,8621,3736,3639,866,380,66457,15351,37604,11917,1585,506172,371148,234305,113810,22029,1004,135024,32096,18316,13129,590,61,102928,56598,41772,4558,0,605796,131195,37460,93735,11815,81920,23301,10591,12710,2568,10142,38002,20330,17672,3885,13787,413298,327313,85985,22449,63536,605796,99624,24546,10845,13701,75078,8621,3736,4885,66457,15351,51106,506172,371148,234305,136843,135024,32096,18316,13780,102928,56598,46330
ACSSF,2010e1,al,000,0072,0000003,622088,116440,53182,30892,5123,8382,17387,22290,63258,11052,7018,1787,1246,3985,4034,52206,41165,6496,7965,26704,11041,25141,15824,8346,1290,2517,4539,7478,9317,2632,1613,381,488,744,1019,6685,4410,900,533,2977,2275,41751,29064,11610,1091,3668,6851,17454,12687,3644,2287,584,132,1571,1357,9043,5205,908,1016,3281,3838,438756,375182,137964,27627,22364,87973,237218,63574,21263,9819,1843,1030,6946,11444,42311,20079,2596,1709,15774,22232,622088,81225,31666,16342,10577,4312,435,49559,8257,2801,4663,793,0,41302,12849,22395,5721,337,540863,441586,286507,128687,25112,1280,99277,30334,18104,10718,1512,0,68943,40738,25503,2509,193,622088,116440,53182,63258,11052,52206,25141,15824,9317,2632,6685,41751,29064,12687,3644,9043,438756,375182,63574,21263,42311,622088,81225,31666,16342,15324,49559,8257,2801,5456,41302,12849,28453,540863,441586,286507,155079,99277,30334,18104,12230,68943,40738,28205
ACSSF,2010e1,al,000,0072,0000004,1100714,213133,76920,45961,8408,12393,25160,30959,136213,19245,12223,3149,2529,6545,7022,116968,96295,18952,21178,56165,20673,41737,23310,12901,2173,4041,6687,10409,18427,4201,2917,549,547,1821,1284,14226,9738,2153,1126,6459,4488,70807,43086,18884,2913,5747,10224,24202,27721,6800,4148,938,532,2678,2652,20921,13260,2193,2141,8926,7661,775037,638446,242481,48627,39223,154631,395965,136591,39509,18810,3171,1657,13982,20699,97082,46559,7425,4194,34940,50523,1100714,155425,47529,22170,17089,7034,1236,107896,14332,5412,7058,1482,380,93564,24847,51758,15277,1682,945289,734233,467467,220725,43957,2084,211056,55423,31967,21672,1723,61,155633,87669,61678,6093,193,1100714,213133,76920,136213,19245,116968,41737,23310,18427,4201,14226,70807,43086,27721,6800,20921,775037,638446,136591,39509,97082,1100714,155425,47529,22170,25359,107896,14332,5412,8920,93564,24847,68717,945289,734233,467467,266766,211056,55423,31967,23456,155633,87669,67964
ACSSF,2010e1,al,000,0072,0000005,871876,162020,57185,33727,6127,9152,18448,23458,104835,13584,8524,1865,1738,4921,5060,91251,74752,15529,16459,42764,16499,31354,16450,9041,1765,2425,4851,7409,14904,3137,2077,388,188,1501,1060,11767,8137,1837,975,5325,3630,55483,32181,14734,2149,4451,8134,17447,23302,6064,3695,784,532,2379,2369,17238,11079,2044,1918,7117,6159,623019,510211,198527,40411,32664,125452,311684,112808,31247,14733,2399,1402,10932,16514,81561,38343,6204,3370,28769,43218,871876,118113,35810,16972,12142,5873,823,82303,10041,4015,4667,1276,83,72262,19024,39482,12137,1619,753763,580217,363966,179071,35359,1821,173546,43991,25239,17614,1077,61,129555,73108,51300,4954,193,871876,162020,57185,104835,13584,91251,31354,16450,14904,3137,11767,55483,32181,23302,6064,17238,623019,510211,112808,31247,81561,871876,118113,35810,16972,18838,82303,10041,4015,6026,72262,19024,53238,753763,580217,363966,216251,173546,43991,25239,18752,129555,73108,56447
ACSSF,2010e1,al,000,0072,0000006,303906,66362,16568,9089,2268,2254,4567,7479,49794,5359,3579,913,684,1982,1780,44435,37292,9235,9443,18614,7143,12088,4377,2370,581,384,1405,2007,7711,1175,679,150,45,484,496,6536,4405,1147,723,2535,2131,20185,10281,5725,890,2009,2826,4556,9904,2059,1054,63,125,866,1005,7845,4769,948,666,3155,3076,205271,158296,58227,11330,10279,36618,100069,46975,12171,5905,1025,509,4371,6266,34804,16566,3008,2153,11405,18238,303906,51167,10730,5175,3521,1696,338,40437,3989,1770,1732,404,83,36448,8182,20057,6794,1415,252739,178792,114621,52309,11033,829,73947,16775,9476,7104,195,0,57172,32013,22981,2178,0,303906,66362,16568,49794,5359,44435,12088,4377,7711,1175,6536,20185,10281,9904,2059,7845,205271,158296,46975,12171,34804,303906,51167,10730,5175,5555,40437,3989,1770,2219,36448,8182,28266,252739,178792,114621,64171,73947,16775,9476,7299,57172,32013,25159
ACSSF,2010e1,al,000,0072,0000007,567970,95658,40617,24638,3859,6898,13881,15979,55041,8225,4945,952,1054,2939,3280,46816,37460,6294,7016,24150,9356,19266,12073,6671,1184,2041,3446,5402,7193,1962,1398,238,143,1017,564,5231,3732,690,252,2790,1499,35298,21900,9009,1259,2442,5308,12891,13398,4005,2641,721,407,1513,1364,9393,6310,1096,1252,3962,3083,417748,351915,140300,29081,22385,88834,211615,65833,19076,8828,1374,893,6561,10248,46757,21777,3196,1217,17364,24980,567970,66946,25080,11797,8621,4177,485,41866,6052,2245,2935,872,0,35814,10842,19425,5343,204,501024,401425,249345,126762,24326,992,99599,27216,15763,10510,882,61,72383,41095,28319,2776,193,567970,95658,40617,55041,8225,46816,19266,12073,7193,1962,5231,35298,21900,13398,4005,9393,417748,351915,65833,19076,46757,567970,66946,25080,11797,13283,41866,6052,2245,3807,35814,10842,24972,501024,401425,249345,152080,99599,27216,15763,11453,72383,41095,31288
ACSSF,2010e1,al,000,0072,0000008,228838,51113,19735,12234,2281,3241,6712,7501,31378,5661,3699,1284,791,1624,1962,25717,21543,3423,4719,13401,4174,10383,6860,3860,408,1616,1836,3000,3523,1064,840,161,359,320,224,2459,1601,316,151,1134,858,15324,10905,4150,764,1296,2090,6755,4419,736,453,154,0,299,283,3683,2181,149,223,1809,1502,152018,128235,43954,8216,6559,29179,84281,23783,8262,4077,772,255,3050,4185,15521,8216,1221,824,6171,7305,228838,37312,11719,5198,4947,1161,413,25593,4291,1397,2391,206,297,21302,5823,12276,3140,63,191526,154016,103501,41654,8598,263,37510,11432,6728,4058,646,0,26078,14561,10378,1139,0,228838,51113,19735,31378,5661,25717,10383,6860,3523,1064,2459,15324,10905,4419,736,3683,152018,128235,23783,8262,15521,228838,37312,11719,5198,6521,25593,4291,1397,2894,21302,5823,15479,191526,154016,103501,50515,37510,11432,6728,4704,26078,14561,11517
ACSSF,2010e1,al,000,0072,0000009,71339,16039,4582,2972,400,986,1586,1610,11457,1818,1042,227,394,421,776,9639,8476,1617,1809,5050,1163,2327,1748,1017,227,293,497,731,579,145,91,91,0,0,54,434,330,0,36,294,104,4482,2819,1444,192,370,882,1375,1663,120,0,0,0,0,120,1543,913,0,153,760,630,48491,41026,13447,2882,1982,8583,27579,7465,2448,1352,102,165,1085,1096,5017,2624,262,179,2183,2393,71339,12615,3188,1028,1738,374,48,9427,1482,813,372,0,297,7945,1816,5073,993,63,58724,46987,32040,11989,2921,37,11737,3049,1571,1345,133,0,8688,4490,3738,460,0,71339,16039,4582,11457,1818,9639,2327,1748,579,145,434,4482,2819,1663,120,1543,48491,41026,7465,2448,5017,71339,12615,3188,1028,2160,9427,1482,813,669,7945,1816,6129,58724,46987,32040,14947,11737,3049,1571,1478,8688,4490,4198
ACSSF,2010e1,al,000,0072,0000010,157499,35074,15153,9262,1881,2255,5126,5891,19921,3843,2657,1057,397,1203,1186,16078,13067,1806,2910,8351,3011,8056,5112,2843,181,1323,1339,2269,2944,919,749,70,359,320,170,2025,1271,316,115,840,754,10842,8086,2706,572,926,1208,5380,2756,616,453,154,0,299,163,2140,1268,149,70,1049,872,103527,87209,30507,5334,4577,20596,56702,16318,5814,2725,670,90,1965,3089,10504,5592,959,645,3988,4912,157499,24697,8531,4170,3209,787,365,16166,2809,584,2019,206,0,13357,4007,7203,2147,0,132802,107029,71461,29665,5677,226,25773,8383,5157,2713,513,0,17390,10071,6640,679,0,157499,35074,15153,19921,3843,16078,8056,5112,2944,919,2025,10842,8086,2756,616,2140,103527,87209,16318,5814,10504,157499,24697,8531,4170,4361,16166,2809,584,2225,13357,4007,9350,132802,107029,71461,35568,25773,8383,5157,3226,17390,10071,7319
