ACSSF,2010m1,al,000,0051,0000021,762,1791,1676,439,2760,2693,477,429,429,273,1067,1067,273,1763,1728,281,798,1777,1040,1120,1090,439,847,1306,1366,1264,464,1297,2760,1428,1408,1309,478,766,1698,1262,1188,727,1279,429,179,54,273,54,173,372,347,339,50,146,1067,510,219,219,273,467,779,603,601,80,740,1763,1061,940,945,212,679,1302,1075,995,196,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000022,159,2518,2561,871,3575,3457,1147,874,839,231,1041,1039,28,1829,1799,468,509,2578,1419,1496,1478,1015,1294,1547,1607,1457,803,1289,3612,2015,1902,1958,619,902,2039,1843,1742,556,1302,874,620,593,593,273,176,574,337,337,20,432,1041,445,241,241,273,369,841,542,508,165,671,1829,1340,899,876,289,765,910,763,766,67,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000023,324,2225,2155,397,3051,2870,734,465,465,273,668,667,50,1366,1359,116,546,2223,1248,1127,1017,372,746,1310,1264,1094,519,633,3051,1636,1514,1465,450,905,1671,1430,1458,370,1374,465,360,284,171,230,249,337,224,224,273,266,668,330,134,134,273,306,564,256,256,273,558,1366,862,622,619,162,796,950,758,636,515,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000024,259,3439,3265,1738,5366,4872,2014,1267,1179,345,1473,1497,270,3327,3320,427,948,3733,2421,2544,2770,1154,1816,2349,2092,1855,1347,1447,5373,2952,3044,2981,680,1548,3059,2876,2825,670,2283,1267,690,650,624,167,161,1001,977,941,312,328,1473,872,566,566,273,737,1251,743,749,208,1176,3327,1893,1751,1595,508,1074,2105,1886,1705,970,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000025,1049,1639,1480,1238,3174,3086,810,495,495,273,1041,1041,273,2066,2066,273,1092,1667,1576,1230,1057,741,1005,1016,1062,933,561,675,3174,1792,1852,1832,410,874,1994,1476,1487,384,1770,495,330,276,262,105,205,305,178,178,273,252,1041,470,424,424,273,518,951,384,384,273,826,2066,1229,1035,1025,169,597,1388,1008,1005,391,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000026,512,3938,3761,1167,5798,5728,1394,1811,1811,273,1785,1780,328,3722,3621,741,994,4129,2841,2859,2831,1394,2433,2385,2635,2365,1117,2025,5798,3207,3054,3022,1212,1585,3355,2819,2652,935,2243,1811,1002,897,841,467,554,1327,1065,819,735,905,1785,922,610,570,219,677,1518,932,940,241,1383,3722,2326,2026,1718,934,1226,2589,1966,1966,810,1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000027,589,3578,3111,1538,4750,4790,983,1415,1392,399,1493,1480,221,3074,3051,422,1017,3830,2027,1956,1747,1039,2283,2580,2203,2148,825,2094,4750,2602,2315,2303,687,1256,2534,2250,2142,584,1689,1415,807,665,595,336,653,1025,825,771,355,738,1493,551,241,241,273,522,1279,494,494,273,1122,3074,1682,1359,1348,263,1038,2401,1639,1692,390,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000028,324,2201,2101,724,3375,3317,843,867,866,102,1049,1031,228,1689,1659,180,542,2346,1488,1317,1180,960,852,1506,1330,1285,338,745,3375,2035,2051,2004,614,994,1996,1476,1349,437,1406,867,383,396,303,203,151,719,659,561,294,462,1049,624,351,343,84,536,814,470,476,124,762,1689,1183,951,998,195,835,1296,1105,962,590,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000029,1164,1667,1647,321,2844,2731,568,655,579,280,1147,1147,273,1552,1564,160,1226,1668,1170,1187,1121,355,815,1065,773,769,93,747,2844,1514,1359,1455,449,995,1658,1657,1745,588,1346,655,206,113,79,73,164,632,612,605,187,282,1147,494,175,175,273,497,991,638,625,119,905,1552,1094,892,850,328,722,1169,848,865,256,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,al,000,0051,0000030,381,2395,2198,869,3889,3796,1159,871,770,409,1438,1441,93,2638,2549,485,796,2525,1636,1557,1436,950,1243,1409,1337,1350,629,1221,3888,2332,2315,2256,611,1083,2307,1978,1989,621,1687,871,532,532,532,273,273,677,612,324,514,285,1438,672,252,252,273,605,1187,805,721,360,830,2638,1452,1436,1433,268,562,1648,1327,1256,444,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
