ACSSF,2010e1,al,000,0038,0000001,1951769,620794,325235,490513,201693,304384,9150,1648706,539081,265977,431333,153303,252046,6966,195292,45824,38288,36082,37522,37335,241,7964,1723,4010,982,305,944,0,25853,6560,5780,6230,3296,2537,1450,18172,4190,3076,2483,2437,5793,193,55782,23416,8104,13403,4830,5729,300,1951769,1373431,1313855,59576,127578,145159,112576,85673,105471,1881,1648706,1169453,1121547,47906,109400,128770,92313,75878,72051,841,195292,142048,138305,3743,10791,13230,12849,4985,10977,412,7964,5307,5099,208,658,345,1028,75,551,0,25853,13244,12294,950,2960,1174,3205,2111,3143,16,18172,12885,12301,584,820,780,1168,749,1770,0,55782,30494,24309,6185,2949,860,2013,1875,16979,612,1951769,620794,325235,490513,201693,304384,9150,1648706,539081,265977,431333,153303,252046,6966,195292,45824,38288,36082,37522,37335,241,7964,1723,4010,982,305,944,0,44025,10750,8856,8713,5733,8330,1643,55782,23416,8104,13403,4830,5729,300,1951769,1501009,343408,105471,1881,1648706,1278853,296961,72051,841,195292,152839,31064,10977,412,7964,5965,1448,551,0,44025,29909,9187,4913,16,55782,33443,4748,16979,612
ACSSF,2010e1,al,000,0038,0000002,1045721,357052,185738,272031,85560,140460,4880,871647,307458,147306,235342,63673,114630,3238,112889,28336,24582,22648,17195,19997,131,6300,1266,3637,982,89,326,0,17347,4996,3704,4565,1307,1407,1368,9746,3032,1945,1529,1227,1870,143,27792,11964,4564,6965,2069,2230,0,1045721,732845,702505,30340,78900,72021,66628,44831,49864,632,871647,615977,591201,24776,66778,63226,52536,38163,34727,240,112889,80676,78688,1988,7284,7595,8200,3233,5693,208,6300,4334,4126,208,533,220,638,75,500,0,17347,8797,8293,504,2007,519,2882,2006,1120,16,9746,6966,6722,244,665,93,835,507,680,0,27792,16095,13475,2620,1633,368,1537,847,7144,168,1045721,357052,185738,272031,85560,140460,4880,871647,307458,147306,235342,63673,114630,3238,112889,28336,24582,22648,17195,19997,131,6300,1266,3637,982,89,326,0,27093,8028,5649,6094,2534,3277,1511,27792,11964,4564,6965,2069,2230,0,1045721,811745,183480,49864,632,871647,682755,153925,34727,240,112889,87960,19028,5693,208,6300,4867,933,500,0,27093,18435,6842,1800,16,27792,17728,2752,7144,168
ACSSF,2010e1,al,000,0038,0000003,906048,263742,139497,218482,116133,163924,4270,777059,231623,118671,195991,89630,137416,3728,82403,17488,13706,13434,20327,17338,110,1664,457,373,0,216,618,0,8506,1564,2076,1665,1989,1130,82,8426,1158,1131,954,1210,3923,50,27990,11452,3540,6438,2761,3499,300,906048,640586,611350,29236,48678,73138,45948,40842,55607,1249,777059,553476,530346,23130,42622,65544,39777,37715,37324,601,82403,61372,59617,1755,3507,5635,4649,1752,5284,204,1664,973,973,0,125,125,390,0,51,0,8506,4447,4001,446,953,655,323,105,2023,0,8426,5919,5579,340,155,687,333,242,1090,0,27990,14399,10834,3565,1316,492,476,1028,9835,444,906048,263742,139497,218482,116133,163924,4270,777059,231623,118671,195991,89630,137416,3728,82403,17488,13706,13434,20327,17338,110,1664,457,373,0,216,618,0,16932,2722,3207,2619,3199,5053,132,27990,11452,3540,6438,2761,3499,300,906048,689264,159928,55607,1249,777059,596098,143036,37324,601,82403,64879,12036,5284,204,1664,1098,515,51,0,16932,11474,2345,3113,0,27990,15715,1996,9835,444
ACSSF,2010e1,al,000,0038,0000004,1783641,579997,300376,452646,178376,263658,8588,1507391,503086,245287,396859,135865,219516,6778,178371,43016,35929,34396,33288,31501,241,7772,1716,3931,938,261,926,0,23097,6115,4779,5615,2822,2394,1372,15245,4026,2661,2081,1705,4579,193,51765,22038,7789,12757,4435,4742,4,1783641,1254215,1198615,55600,120182,129573,102391,80687,94804,1789,1507391,1068877,1024118,44759,103087,115274,83352,71903,64118,780,178371,129064,125533,3531,10433,11836,11677,4811,10169,381,7772,5184,4976,208,658,327,1028,75,500,0,23097,11823,10922,901,2403,942,3205,2010,2698,16,15245,10834,10250,584,780,449,1168,749,1265,0,51765,28433,22816,5617,2821,745,1961,1139,16054,612,1783641,579997,300376,452646,178376,263658,8588,1507391,503086,245287,396859,135865,219516,6778,178371,43016,35929,34396,33288,31501,241,7772,1716,3931,938,261,926,0,38342,10141,7440,7696,4527,6973,1565,51765,22038,7789,12757,4435,4742,4,1783641,1374397,312651,94804,1789,1507391,1171964,270529,64118,780,178371,139497,28324,10169,381,7772,5842,1430,500,0,38342,25840,8523,3963,16,51765,31254,3845,16054,612
ACSSF,2010e1,al,000,0038,0000005,1443881,486596,237604,374273,136521,202675,6212,1226873,422024,194080,329012,106083,170834,4840,139103,35262,28165,28826,23900,22816,134,7418,1716,3815,938,261,688,0,18684,5601,3272,4712,1811,2243,1045,11548,3584,1958,1295,1181,3337,193,40255,18409,6314,9490,3285,2757,0,1443881,1018720,973046,45674,100596,102299,83408,64108,73267,1483,1226873,874137,837263,36874,86604,90408,68321,56720,49933,750,139103,99515,96834,2681,8529,9909,8355,4101,8467,227,7418,5043,4835,208,570,266,964,75,500,0,18684,9483,8642,841,2034,816,3064,1683,1588,16,11548,8084,7612,472,647,358,1008,586,865,0,40255,22458,17860,4598,2212,542,1696,943,11914,490,1443881,486596,237604,374273,136521,202675,6212,1226873,422024,194080,329012,106083,170834,4840,139103,35262,28165,28826,23900,22816,134,7418,1716,3815,938,261,688,0,30232,9185,5230,6007,2992,5580,1238,40255,18409,6314,9490,3285,2757,0,1443881,1119316,249815,73267,1483,1226873,960741,215449,49933,750,139103,108044,22365,8467,227,7418,5613,1305,500,0,30232,20248,7515,2453,16,40255,24670,3181,11914,490
ACSSF,2010e1,al,000,0038,0000006,543501,192751,104819,133299,40626,70204,1802,450132,165189,82135,113885,29166,58164,1593,59324,14326,14615,11416,9505,9376,86,4928,1292,2537,756,89,254,0,9134,2966,2126,2927,442,637,36,5326,2151,929,657,427,1075,87,14657,6827,2477,3658,997,698,0,543501,372733,356288,16445,42265,36952,41857,23365,26080,249,450132,310084,296096,13988,36408,32723,32809,20804,17112,192,59324,42962,42308,654,3467,3558,3711,1687,3898,41,4928,3431,3223,208,317,117,682,75,306,0,9134,4628,4363,265,736,110,2522,349,773,16,5326,3592,3473,119,488,76,807,133,230,0,14657,8036,6825,1211,849,368,1326,317,3761,0,543501,192751,104819,133299,40626,70204,1802,450132,165189,82135,113885,29166,58164,1593,59324,14326,14615,11416,9505,9376,86,4928,1292,2537,756,89,254,0,14460,5117,3055,3584,869,1712,123,14657,6827,2477,3658,997,698,0,543501,414998,102174,26080,249,450132,346492,86336,17112,192,59324,46429,8956,3898,41,4928,3748,874,306,0,14460,9444,3997,1003,16,14657,8885,2011,3761,0
ACSSF,2010e1,al,000,0038,0000007,900380,293845,132785,240974,95895,132471,4410,776741,256835,111945,215127,76917,112670,3247,79779,20936,13550,17410,14395,13440,48,2490,424,1278,182,172,434,0,9550,2635,1146,1785,1369,1606,1009,6222,1433,1029,638,754,2262,106,25598,11582,3837,5832,2288,2059,0,900380,645987,616758,29229,58331,65347,41551,40743,47187,1234,776741,564053,541167,22886,50196,57685,35512,35916,32821,558,79779,56553,54526,2027,5062,6351,4644,2414,4569,186,2490,1612,1612,0,253,149,282,0,194,0,9550,4855,4279,576,1298,706,542,1334,815,0,6222,4492,4139,353,159,282,201,453,635,0,25598,14422,11035,3387,1363,174,370,626,8153,490,900380,293845,132785,240974,95895,132471,4410,776741,256835,111945,215127,76917,112670,3247,79779,20936,13550,17410,14395,13440,48,2490,424,1278,182,172,434,0,15772,4068,2175,2423,2123,3868,1115,25598,11582,3837,5832,2288,2059,0,900380,704318,147641,47187,1234,776741,614249,129113,32821,558,79779,61615,13409,4569,186,2490,1865,431,194,0,15772,10804,3518,1450,0,25598,15785,1170,8153,490
ACSSF,2010e1,al,000,0038,0000008,339760,93401,62772,78373,41855,60983,2376,280518,81062,51207,67847,29782,48682,1938,39268,7754,7764,5570,9388,8685,107,354,0,116,0,0,238,0,4413,514,1507,903,1011,151,327,3697,442,703,786,524,1242,0,11510,3629,1475,3267,1150,1985,4,339760,235495,225569,9926,19586,27274,18983,16579,21537,306,280518,194740,186855,7885,16483,24866,15031,15183,14185,30,39268,29549,28699,850,1904,1927,3322,710,1702,154,354,141,141,0,88,61,64,0,0,0,4413,2340,2280,60,369,126,141,327,1110,0,3697,2750,2638,112,133,91,160,163,400,0,11510,5975,4956,1019,609,203,265,196,4140,122,339760,93401,62772,78373,41855,60983,2376,280518,81062,51207,67847,29782,48682,1938,39268,7754,7764,5570,9388,8685,107,354,0,116,0,0,238,0,8110,956,2210,1689,1535,1393,327,11510,3629,1475,3267,1150,1985,4,339760,255081,62836,21537,306,280518,211223,55080,14185,30,39268,31453,5959,1702,154,354,229,125,0,0,8110,5592,1008,1510,0,11510,6584,664,4140,122
ACSSF,2010e1,al,000,0038,0000009,110980,33473,19621,27865,10783,18239,999,93368,29567,15735,24945,8598,13682,841,11800,2705,2366,1762,1485,3375,107,152,0,88,0,0,64,0,1405,256,530,264,232,72,51,1469,221,381,167,365,335,0,2786,724,521,727,103,711,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110980,33473,19621,27865,10783,18239,999,93368,29567,15735,24945,8598,13682,841,11800,2705,2366,1762,1485,3375,107,152,0,88,0,0,64,0,2874,477,911,431,597,407,51,2786,724,521,727,103,711,0,110980,82315,21974,6475,216,93368,68976,19194,5187,11,11800,8865,2372,480,83,152,88,64,0,0,2874,2388,344,142,0,2786,1998,0,666,122
ACSSF,2010e1,al,000,0038,0000010,228780,59928,43151,50508,31072,42744,1377,187150,51495,35472,42902,21184,35000,1097,27468,5049,5398,3808,7903,5310,0,202,0,28,0,0,174,0,3008,258,977,639,779,79,276,2228,221,322,619,159,907,0,8724,2905,954,2540,1047,1274,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228780,59928,43151,50508,31072,42744,1377,187150,51495,35472,42902,21184,35000,1097,27468,5049,5398,3808,7903,5310,0,202,0,28,0,0,174,0,5236,479,1299,1258,938,986,276,8724,2905,954,2540,1047,1274,4,228780,172766,40862,15062,90,187150,142247,35886,8998,19,27468,22588,3587,1222,71,202,141,61,0,0,5236,3204,664,1368,0,8724,4586,664,3474,0
