ACSSF,2010m1,al,000,0158,0000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,593,374,563,593,1127,648,273,710,710,273,675,675,273,559,559,20,931,931,136,368,354,136,136,273,408,418,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,273,1152,1152,137,1700,1699,545,548,150,,,,,,,,,,
ACSSF,2010m1,al,000,0158,0000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,344,307,372,344,1010,863,123,962,975,227,1041,1041,179,695,676,143,428,389,273,712,712,273,273,273,273,273,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,273,1088,1088,435,1970,2054,273,273,273,104,2,123,123,134,482,506,72,68,19
ACSSF,2010m1,al,000,0158,0000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,472,741,878,472,508,266,273,511,511,302,647,580,310,691,630,254,751,694,114,550,531,63,63,273,566,566,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,273,901,901,440,1560,1516,629,629,273,110,2,191,190,130,532,547,104,104,273
ACSSF,2010m1,al,000,0158,0000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,691,742,281,691,1049,837,454,987,970,411,1564,1456,206,1365,1375,151,1195,1186,150,866,850,163,187,90,496,496,273,93,124,441,415,125,649,698,487,533,427,1146,593,1270,763,521,764,527,449,210,274,274,273,240,240,273,176,176,273,,,,,,,,,,,1098,656,594,549,607,411,442,156,156,273,1897,1768,1765,59,957,841,395,173,173,273,872,273,911,911,718,2914,2702,650,657,90,93,4,874,875,302,1108,1094,274,274,273
ACSSF,2010m1,al,000,0158,0000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,515,582,257,515,672,465,82,470,480,413,860,841,350,945,931,178,545,563,65,506,499,196,196,273,326,326,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,273,520,520,823,1731,1741,521,521,273,273,273,779,779,273,718,718,273,273,273
ACSSF,2010m1,al,000,0158,0000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,1138,1246,630,1138,1452,845,192,1484,1465,327,1302,1307,131,1667,1667,159,1469,1467,147,886,866,169,169,273,186,186,273,26,173,443,404,173,453,475,326,556,354,330,420,360,506,507,458,485,467,333,335,367,122,328,328,273,95,95,273,,,,,,,,,,,,,,,,,,,,,1380,958,949,95,793,717,360,212,212,273,595,273,1290,1290,515,3842,3809,331,331,273,26,5,651,651,338,1043,862,335,335,273
ACSSF,2010m1,al,000,0158,0000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,373,373,273,781,722,335,319,695,641,303,740,596,312,587,445,284,548,470,99,423,411,129,129,273,336,336,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,667,625,335,813,1766,1390,340,340,273,170,2,302,302,390,757,834,344,344,273
ACSSF,2010m1,al,000,0158,0000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,311,421,352,311,841,831,316,643,601,355,751,745,167,790,781,157,797,775,159,472,445,273,273,273,498,498,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861,584,524,260,473,461,397,121,121,273,1080,273,948,948,978,1867,1713,498,498,273,273,4,637,638,247,1143,1159,247,247,273
ACSSF,2010m1,al,000,0158,0000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,792,792,273,1056,1215,589,635,731,562,924,1016,757,866,920,335,1044,1237,553,837,984,328,767,767,273,625,625,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,1248,1306,589,1040,1528,1347,1041,1041,273,,,,,,,,,,
ACSSF,2010m1,al,000,0158,0000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,637,663,138,637,670,272,88,711,697,86,847,858,273,592,592,273,957,957,86,786,779,273,273,273,339,339,273,273,272,272,273,272,489,320,526,220,490,659,264,691,555,229,542,447,375,170,301,301,273,273,273,273,601,273,601,,,,,,,,,,,1829,873,761,317,1303,380,1169,601,273,601,,,,,,,,,,,378,273,327,327,151,2032,2010,339,339,273,273,2,320,320,601,587,596,601,273,601
ACSSF,2010m1,al,000,0158,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,204,204,273,265,265,16,124,464,456,93,814,835,356,618,553,141,847,838,181,667,648,175,175,273,296,296,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,159,158,16,522,1951,1878,453,453,273,,,,,,,,,,
ACSSF,2010m1,al,000,0158,0000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,577,686,400,605,657,318,278,1734,1645,162,1065,1056,196,750,743,85,1017,1012,114,566,570,34,34,273,348,348,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,150,549,535,586,2900,2775,378,378,273,85,4,590,590,295,640,636,281,281,273
ACSSF,2010m1,al,000,0158,0000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,447,436,168,469,666,500,273,629,629,273,738,738,273,778,778,273,720,720,67,445,442,67,67,273,532,532,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,110,549,531,67,1600,1595,599,599,273,,,,,,,,,,
ACSSF,2010m1,al,000,0158,0000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4180,670,591,349,614,614,273,1504,1457,566,1704,1490,796,1438,1399,390,1240,991,682,1358,1289,250,882,882,273,1083,1083,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4180,991,936,349,3397,3074,1461,1466,1466,273,2931,845,648,397,2424,1085,1996,253,253,273
ACSSF,2010m1,al,000,0158,0000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720,402,400,28,900,900,115,478,419,309,559,548,292,602,589,251,672,659,266,565,578,146,486,486,273,507,507,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,240,130,213,404,246,249,273,273,273,,,,,,,,,,,1720,963,959,122,1145,1205,674,767,767,273,588,222,225,213,385,275,258,136,124,75
ACSSF,2010m1,al,000,0158,0000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4613,1046,1051,109,1737,1843,838,955,945,74,1359,1297,289,1413,1451,547,1662,1655,100,1619,1599,91,962,962,273,1040,1040,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4613,2019,2246,842,3136,3104,555,1481,1481,273,3263,1440,1318,909,2123,638,2013,273,273,273
ACSSF,2010m1,al,000,0158,0000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3810,1224,1228,66,1924,1855,675,1536,1310,816,1495,1492,1007,1758,1620,1157,1830,1830,919,1361,1411,508,1161,1160,90,990,990,273,1607,470,549,415,484,604,690,486,504,434,1096,542,1108,738,372,791,376,313,208,297,297,273,147,147,273,177,177,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3810,2004,2018,678,3180,3365,1943,1393,1391,90,1607,672,973,894,1172,925,1224,214,214,273
ACSSF,2010m1,al,000,0158,0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3956,1086,977,635,1515,1669,528,1800,1728,1050,1645,1417,992,1367,1100,713,1609,1542,1025,1712,1635,541,1197,1197,273,1035,1035,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,506,491,95,656,574,311,218,218,273,3956,1848,2064,1128,3364,3270,2267,1652,1652,273,1269,503,656,559,876,789,721,179,179,273
ACSSF,2010m1,al,000,0158,0000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511,633,633,273,846,816,335,717,815,641,721,948,600,802,871,397,698,795,442,779,839,265,522,522,273,526,526,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511,902,903,335,1967,2256,1337,725,725,273,335,53,313,302,433,727,834,284,284,273
ACSSF,2010m1,al,000,0158,0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3618,577,569,90,1287,1271,90,2625,2774,1222,1271,1244,455,1072,1072,273,1267,1107,729,1189,1164,312,751,751,273,762,762,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3618,1427,1390,181,3171,3072,1553,1111,1111,273,,,,,,,,,,
ACSSF,2010m1,al,000,0158,0000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4180,670,591,349,614,614,273,1504,1457,566,1704,1490,796,1438,1399,390,1240,991,682,1358,1289,250,882,882,273,1083,1083,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4180,991,936,349,3397,3074,1461,1466,1466,273,2931,845,648,397,2424,1085,1996,253,253,273
ACSSF,2010m1,al,000,0158,0000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4613,1046,1051,109,1737,1843,838,955,945,74,1359,1297,289,1413,1451,547,1662,1655,100,1619,1599,91,962,962,273,1040,1040,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4613,2019,2246,842,3136,3104,555,1481,1481,273,3263,1440,1318,909,2123,638,2013,273,273,273
ACSSF,2010m1,al,000,0158,0000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437,402,400,28,661,667,115,476,409,309,559,548,292,536,533,251,570,568,266,577,589,146,492,492,273,471,471,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,240,130,213,404,246,249,273,273,273,,,,,,,,,,,1437,744,741,122,1089,1131,674,751,751,273,588,222,225,213,385,275,258,136,124,75
