ACSSF,2010e1,al,000,0122,0000011,170214,9259,13986,36191,3172,21078,12122,1237,6596,7380,33855,10075,7309,7954,41309,1925,1508,4046,268,2070,1838,488,2451,2428,18638,1763,1886,2000,25479,291,34,1242,23,787,161,0,207,2453,8241,7151,2338,2551,38293,773,593,2897,1846,13689,2406,554,3807,1187,5335,1040,1136,3030,23554,4632,9955,4323,161,1026,1056,152,118,123,481,121,1217,189,41579,1638,1896,23683,874,3506,6661,43,13,1189,1160,0,732,184
ACSSF,2010e1,al,000,0122,0000012,514571,17674,40442,93298,12435,64008,28704,5890,23946,32536,103775,37264,25180,29419,136561,4683,4704,12509,1448,5218,3972,2574,9313,11307,62656,4195,5186,8796,89090,549,106,2453,354,2703,530,70,1240,9492,23852,27426,9623,10692,117662,1247,2308,9242,6432,44130,5676,2164,12273,6466,12647,5078,3008,6991,68064,8939,30547,9003,904,3019,4122,970,843,1169,1549,320,5328,1351,103194,2256,2777,60091,3297,8938,14404,112,277,4102,3071,245,2035,1589
ACSSF,2010e1,al,000,0122,0000013,77263,1302,6489,6134,2131,9525,3557,940,5893,9873,14753,8257,3575,4834,25285,403,866,2241,397,699,974,640,2679,3502,10008,1104,515,1257,16181,0,72,236,142,211,0,21,616,2508,2604,5693,1843,2235,18389,162,225,908,1258,7007,499,227,2301,2124,1621,1250,176,631,9903,737,5217,546,175,741,418,52,297,324,296,107,718,275,7505,0,109,2203,159,867,1666,0,0,1415,224,103,323,436
ACSSF,2010e1,al,000,0122,0000014,42768,337,1371,7868,750,5706,1626,779,2234,3776,8351,3799,2440,3731,12493,239,353,974,91,705,121,344,749,1177,5653,670,566,851,6570,0,0,349,0,58,74,73,0,700,1213,2559,946,598,10803,0,39,492,298,4424,372,322,1252,818,1219,570,197,800,4427,0,834,926,71,137,333,40,95,457,104,0,385,1045,8475,98,145,5127,290,382,726,0,138,624,162,0,346,437
ACSSF,2010e1,al,000,0122,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000019,45470,790,2967,4237,1897,6225,2838,670,1980,3458,9843,5200,2658,2707,12851,269,400,849,127,464,478,258,686,1226,6252,607,659,576,8998,24,57,27,0,300,155,17,14,830,1784,3495,907,1388,12518,14,106,518,1219,4808,597,148,1087,936,1533,798,293,461,5172,339,2197,322,120,299,542,185,193,202,39,175,468,91,5931,144,207,2521,431,354,1066,62,0,264,235,125,331,191
ACSSF,2010e1,al,000,0122,0000020,289454,1761,17682,27091,8859,34024,14727,8309,25021,29164,67630,26357,15828,13001,105912,354,3396,6224,1567,4067,3053,3575,12262,15551,42611,4954,3457,4841,46495,58,15,322,181,826,354,166,493,5665,13691,15271,5556,3897,81218,222,1220,4756,4461,24675,3605,3566,11790,6251,9178,5433,2785,3276,23735,914,12570,1666,470,1265,1384,900,374,123,584,234,2639,612,32094,213,481,14123,2180,3191,6331,102,102,1574,1566,465,1391,375
ACSSF,2010e1,al,000,0122,0000021,39581,946,3579,4285,1364,6047,2474,439,1771,2710,8624,3551,3148,643,12209,583,893,699,320,621,465,167,776,1208,5419,246,609,203,7739,0,48,259,66,67,324,0,0,990,1683,2728,1398,176,10629,0,269,663,880,4969,76,209,973,350,987,273,716,264,3785,363,2070,303,0,170,236,0,22,0,183,244,194,0,5219,0,299,2361,98,220,1373,63,0,162,352,60,231,0
ACSSF,2010e1,al,000,0122,0000022,63718,763,3315,7701,765,7232,1976,1198,3862,4520,18639,7234,3187,3326,23412,151,302,1258,71,549,462,687,1901,2133,13413,1084,585,816,11671,60,0,244,0,527,83,0,199,968,2437,5058,898,1197,13977,0,281,418,389,4877,247,347,1725,1003,2068,754,566,1302,5792,328,2500,835,276,205,11,164,37,239,273,15,909,0,8866,224,232,4946,29,1074,1173,0,0,177,448,323,229,11
ACSSF,2010e1,al,000,0122,0000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000024,156411,569,9917,18415,2697,15082,4612,4594,7674,28194,31686,12588,7637,12746,70694,341,1934,8356,184,1348,472,1926,2432,20246,21082,2673,2085,7615,21414,61,80,202,0,161,47,0,329,3148,5608,7155,2526,2097,36330,0,1034,1975,1392,11757,928,2225,4754,3699,3735,2001,1034,1796,11297,113,6427,877,0,518,421,373,19,167,621,0,1365,396,16676,54,442,7005,1121,1298,2744,70,140,934,640,759,627,842
ACSSF,2010e1,al,000,0122,0000025,39438,564,3866,8567,1635,5280,1069,827,1374,2421,7018,1647,1809,3361,9708,68,50,1519,54,266,157,61,459,1081,4559,66,386,982,6263,0,0,195,0,195,0,0,191,717,1560,1277,487,1641,8530,0,64,241,854,3963,415,489,647,402,667,240,188,360,5906,375,3633,508,182,66,0,208,0,47,51,64,605,167,9031,121,119,6104,545,790,497,69,77,174,181,0,143,211
ACSSF,2010e1,al,000,0122,0000026,170552,2025,10788,21036,5355,22541,9296,2413,8469,17946,38617,17012,8326,6728,49629,352,1753,4789,543,2244,665,1178,2363,7169,23477,1719,1233,2144,32236,190,0,283,0,949,140,274,629,3437,8535,12429,2751,2619,46652,131,1385,1771,2764,16053,2348,549,4883,5289,5452,2168,2393,1466,15014,772,6267,2007,831,952,1173,361,342,398,364,284,1057,206,27021,580,1383,12186,1217,2343,4970,51,252,1653,789,412,892,293
ACSSF,2010e1,al,000,0122,0000027,99081,535,3959,9332,2467,11904,3929,833,5802,9252,20680,10844,6779,12765,34412,269,1213,1585,190,1160,310,375,2840,3754,12574,1365,1960,6817,20005,0,0,305,0,669,241,0,33,2196,5105,7781,1429,2246,25713,51,264,715,1357,8072,1298,256,2713,2407,2552,1638,1341,3049,6033,215,2432,109,200,564,487,202,135,128,0,0,1229,332,12918,0,50,6618,720,1439,1593,0,81,767,449,60,820,321
ACSSF,2010e1,al,000,0122,0000028,53198,495,3745,11347,1692,5495,3281,783,2244,5808,7868,6052,2530,1858,14598,119,419,3309,126,785,142,72,581,2130,4843,438,451,1183,9522,0,0,59,56,37,190,171,88,1099,1467,5034,983,338,12993,0,68,1922,646,3564,664,288,1575,1686,1201,509,585,285,5297,244,2942,558,0,329,560,252,0,0,190,0,170,52,10788,132,316,5499,864,780,1725,0,0,893,167,71,341,0
ACSSF,2010e1,al,000,0122,0000029,35991,385,2902,4557,2055,4935,2201,697,2000,2932,6655,1684,1929,3059,10227,248,642,900,333,539,414,222,1192,874,3839,310,360,354,5581,137,0,0,0,289,64,0,0,701,1681,1049,285,1375,9617,0,202,709,1173,3499,288,285,678,929,894,275,327,358,3954,0,1733,86,205,40,118,152,130,121,177,50,583,559,6612,0,325,2862,344,568,1317,38,0,307,64,0,374,413
ACSSF,2010e1,al,000,0122,0000030,97212,1352,7570,6349,3661,14025,3609,3074,10130,12006,18850,7566,4696,4324,41130,234,2547,3046,696,1330,1911,1770,5021,6376,13858,1516,1466,1359,13028,43,0,150,0,313,0,0,213,1614,2078,5195,1563,1859,28548,74,297,519,2409,10932,878,1243,4774,3202,2435,638,395,752,8293,944,4530,428,0,281,233,0,56,364,250,80,922,205,6213,57,196,2206,556,1169,587,61,66,450,229,137,350,149
ACSSF,2010e1,al,000,0122,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000032,85616,1946,7675,9310,1941,9871,3066,1688,4077,7110,23788,7716,4465,2963,28123,205,759,1608,468,1643,143,613,1856,2703,15105,1548,694,778,13866,57,0,105,0,240,0,102,96,2699,3892,4126,1359,1190,19010,142,68,771,701,6363,749,316,2001,1107,3752,1590,603,847,10197,1209,5900,473,160,211,406,197,124,88,374,37,927,91,14420,333,948,6353,612,1414,1768,460,0,513,665,415,882,57
ACSSF,2010e1,al,000,0122,0000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000034,85306,463,5156,8174,2017,9390,4115,1865,6242,8305,21165,9975,4549,3890,24247,0,313,1102,76,844,529,550,2240,3628,11036,1531,669,1729,18690,58,0,0,47,239,75,0,137,2316,6312,6700,1961,845,21077,50,326,626,989,6238,557,784,3865,1514,3022,1543,728,835,8227,277,4268,481,111,857,249,531,0,0,206,0,1028,219,13065,78,249,5965,794,1212,2705,0,0,847,589,201,163,262
ACSSF,2010e1,al,000,0122,0000035,28315,202,1158,3034,1374,3902,1671,398,1286,2349,6175,3400,1633,1733,8590,51,208,757,99,352,274,178,435,792,4311,451,336,346,5386,0,0,0,0,263,82,0,14,379,924,2121,704,899,7903,14,43,266,856,2875,444,86,644,741,849,591,220,274,2488,69,766,138,77,182,301,72,193,173,39,148,239,91,3948,68,141,1873,342,230,570,62,0,264,52,89,134,123
ACSSF,2010e1,al,000,0122,0000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000037,85393,234,5902,9183,1185,8950,2320,1917,4273,14154,18562,8053,4162,6498,36483,234,1268,4099,102,1043,165,446,928,9576,12107,2144,869,3502,13771,0,80,202,0,161,47,0,269,1783,3816,4159,1909,1345,20480,0,787,811,720,6722,280,1280,3057,2035,2176,1153,497,962,5879,0,3630,348,0,299,260,191,19,49,274,0,468,341,8780,0,137,3723,363,725,1568,0,0,711,189,597,419,348
ACSSF,2010e1,al,000,0122,0000038,79356,779,4181,6808,1934,11242,4139,1415,3871,8676,20635,8684,3952,3040,26340,156,889,1716,305,1735,474,812,1178,3974,12931,1100,411,659,17367,125,0,58,0,238,53,274,404,1549,5001,6843,1516,1306,20724,0,450,985,1143,8037,704,169,1808,2530,2072,653,1260,913,4822,138,2354,411,47,112,583,109,342,74,128,50,414,60,10103,360,488,3638,439,1120,2325,51,139,549,503,38,351,102
ACSSF,2010e1,al,000,0122,0000039,89566,318,3109,8244,2202,10782,3517,767,5148,8623,18392,10119,6291,12054,30634,52,751,1314,190,1110,310,309,2638,3326,11092,1313,1899,6330,18703,0,0,305,0,669,241,0,33,2051,4688,7209,1429,2078,22912,51,149,609,1150,7049,1096,256,2329,2407,2163,1537,1123,2993,5490,215,2159,66,200,515,377,202,67,128,0,0,1229,332,11827,0,50,5950,662,1439,1493,0,81,711,449,60,611,321
ACSSF,2010e1,al,000,0122,0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000041,85306,463,5156,8174,2017,9390,4115,1865,6242,8305,21165,9975,4549,3890,24247,0,313,1102,76,844,529,550,2240,3628,11036,1531,669,1729,18690,58,0,0,47,239,75,0,137,2316,6312,6700,1961,845,21077,50,326,626,989,6238,557,784,3865,1514,3022,1543,728,835,8227,277,4268,481,111,857,249,531,0,0,206,0,1028,219,13065,78,249,5965,794,1212,2705,0,0,847,589,201,163,262
ACSSF,2010e1,al,000,0122,0000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000043,27830,202,1158,2848,1321,3902,1515,398,1286,2349,6122,3400,1596,1733,8537,51,208,757,99,352,274,178,435,792,4258,451,336,346,5386,0,0,0,0,263,82,0,14,379,924,2121,704,899,7657,14,43,266,803,2875,288,86,644,741,849,591,183,274,2488,69,766,138,77,182,301,72,193,173,39,148,239,91,3762,68,141,1687,342,230,570,62,0,264,52,89,134,123
ACSSF,2010e1,al,000,0122,0000044,85393,234,5902,9183,1185,8950,2320,1917,4273,14154,18562,8053,4162,6498,36483,234,1268,4099,102,1043,165,446,928,9576,12107,2144,869,3502,13771,0,80,202,0,161,47,0,269,1783,3816,4159,1909,1345,20480,0,787,811,720,6722,280,1280,3057,2035,2176,1153,497,962,5879,0,3630,348,0,299,260,191,19,49,274,0,468,341,8780,0,137,3723,363,725,1568,0,0,711,189,597,419,348
ACSSF,2010e1,al,000,0122,0000045,79356,779,4181,6808,1934,11242,4139,1415,3871,8676,20635,8684,3952,3040,26340,156,889,1716,305,1735,474,812,1178,3974,12931,1100,411,659,17367,125,0,58,0,238,53,274,404,1549,5001,6843,1516,1306,20724,0,450,985,1143,8037,704,169,1808,2530,2072,653,1260,913,4822,138,2354,411,47,112,583,109,342,74,128,50,414,60,10103,360,488,3638,439,1120,2325,51,139,549,503,38,351,102
ACSSF,2010e1,al,000,0122,0000046,89566,318,3109,8244,2202,10782,3517,767,5148,8623,18392,10119,6291,12054,30634,52,751,1314,190,1110,310,309,2638,3326,11092,1313,1899,6330,18703,0,0,305,0,669,241,0,33,2051,4688,7209,1429,2078,22912,51,149,609,1150,7049,1096,256,2329,2407,2163,1537,1123,2993,5490,215,2159,66,200,515,377,202,67,128,0,0,1229,332,11827,0,50,5950,662,1439,1493,0,81,711,449,60,611,321
ACSSF,2010e1,al,000,0122,0000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000048,277703,4264,20544,33325,7603,34963,15035,3825,15918,29570,59102,26787,13387,13380,82340,773,2812,7886,952,3301,2149,1917,5793,11055,36708,3025,2056,3913,52650,381,106,762,142,1160,140,295,1245,6154,12068,19438,5198,5561,71455,406,1867,2865,4090,25297,3064,1092,7976,7705,8074,3418,2905,2696,28827,1947,13437,3529,1006,1787,1771,444,639,722,660,391,2013,481,42431,757,2322,18283,1413,3418,7911,77,265,3934,1592,515,1215,729
ACSSF,2010e1,al,000,0122,0000049,282675,8061,17644,35715,9090,37407,16646,2858,13604,20506,58089,24509,13552,24994,80359,1856,2296,4654,844,2553,2322,979,5111,7619,35380,3084,3630,10031,50946,155,392,919,111,1229,659,66,414,5582,13012,17560,4141,6706,75497,167,1003,4292,4570,27917,3810,1085,7659,5441,8055,3307,2542,5649,34459,4915,13409,4316,785,1633,3382,625,420,472,297,291,2261,1653,41414,968,544,21534,2780,4075,6473,103,0,1392,1345,267,978,955
ACSSF,2010e1,al,000,0122,0000050,267557,4367,16055,41748,5095,32173,10142,3616,15697,18129,62997,24060,14045,19433,84139,1877,3034,5487,777,2853,864,2360,6219,7325,40074,2724,3244,7301,47384,200,34,1287,159,1887,455,73,868,3905,12434,16947,4636,4499,63125,151,1079,4358,2721,21466,2098,788,7807,4067,7668,3924,1655,5343,26188,1425,11180,3877,527,734,1364,395,584,1070,1016,15,2603,1398,46721,714,728,26739,911,5233,5361,0,219,1762,1805,450,1907,892
ACSSF,2010e1,al,000,0122,0000051,251913,7931,20321,50680,7636,33010,13595,2819,9999,15504,48678,15851,13691,12198,63395,2273,1768,6254,370,2944,1002,712,2885,6494,30281,1572,2940,3900,37921,208,0,1174,52,1557,291,0,336,3479,11274,11772,3877,3901,60526,280,1227,5425,3829,22839,3130,1228,6193,3909,5613,2009,1714,3130,32610,4112,15814,3680,813,1832,1067,699,259,258,447,273,2824,532,57461,1058,1512,34147,2572,3838,8105,180,326,1364,1063,225,2336,735
ACSSF,2010e1,al,000,0122,0000052,315922,4070,23125,48356,7554,35073,13070,6252,14688,42027,62099,25870,16380,17358,117331,1689,4177,14558,773,3134,1927,2371,4696,26444,39300,4204,3836,10222,49505,61,128,1160,122,467,635,171,462,6437,13475,17143,6258,2986,73976,93,1954,5451,4202,26321,1992,2913,9280,6398,6868,3183,2461,2860,28910,1953,15414,2628,225,1536,1600,603,110,259,1105,370,2659,448,46200,274,1452,24559,2232,3615,6916,194,140,2489,1351,970,1166,842
ACSSF,2010e1,al,000,0122,0000053,346844,4414,26335,30133,12425,42871,16880,10205,31400,36204,75530,24935,18760,16752,141907,800,6745,9393,2080,5588,5257,4910,16346,20561,54840,5186,4914,5287,45463,237,15,431,154,988,580,166,719,5384,8616,15478,5688,7007,94954,423,1566,4964,7288,30979,3796,4227,13673,7988,9937,3758,3270,3085,31337,2279,16855,1695,400,992,1930,701,560,672,805,285,3150,1013,33183,675,1154,13650,2503,4324,5317,201,102,1599,1332,228,1738,360
ACSSF,2010e1,al,000,0122,0000054,236211,5130,15862,30199,5752,27468,12821,4105,12131,18475,57070,23388,11841,11969,61075,733,1282,4588,1026,2595,1252,1382,4733,5630,28621,3688,1680,3865,48155,149,0,323,60,1123,202,102,227,7023,16803,13562,4648,3933,59187,581,364,2447,2309,19453,2426,1448,6960,4005,9087,5138,1846,3123,25246,2754,12702,2331,434,1181,870,713,145,229,919,116,2355,497,42548,913,1514,20510,1923,3116,8071,460,66,1588,1640,884,1312,551
ACSSF,2010e1,al,000,0122,0000055,61029,1520,5452,8318,2594,8680,3716,660,2524,4358,13148,4942,3968,1149,17493,710,1157,1155,461,779,620,228,993,1556,8085,449,895,405,11114,0,48,421,66,67,324,0,0,1529,2774,3861,1708,316,16246,0,364,995,1666,7234,173,290,1509,731,1711,328,817,428,6034,810,3326,436,0,245,444,18,22,0,183,244,306,0,10142,0,557,5311,401,355,2155,124,0,542,395,60,242,0
ACSSF,2010e1,al,000,0122,0000056,82250,234,5800,8660,1032,8581,2320,1831,3869,13595,18342,7833,4162,5991,34577,234,1166,3659,102,931,165,403,857,9159,11912,2038,869,3082,13493,0,80,202,0,161,47,0,269,1732,3738,4045,1909,1310,19578,0,787,785,567,6465,280,1237,2724,1944,2229,1153,497,910,5822,0,3630,291,0,299,260,191,19,49,274,0,468,341,8780,0,137,3723,363,725,1568,0,0,711,189,597,419,348
ACSSF,2010e1,al,000,0122,0000057,108539,593,6324,17958,2592,9544,3919,3069,5896,19274,18945,6727,5137,8561,49319,340,1249,6925,82,764,720,1656,2222,13904,12805,1240,1486,5926,12724,61,0,353,0,0,158,0,60,1981,3307,4314,1623,867,24352,0,353,2326,1477,7408,1013,1057,3405,2673,1832,1011,578,1219,8088,138,4249,1012,0,403,249,286,69,154,387,0,1086,55,14056,54,473,7342,1033,969,1779,70,140,562,614,162,364,494
ACSSF,2010e1,al,000,0122,0000058,49979,1323,3931,12287,1399,6335,1980,288,1874,2408,9311,4721,3001,1121,12001,712,546,1248,48,559,93,47,577,1237,5672,281,228,753,9202,0,0,303,0,179,43,0,133,496,2965,3775,1069,239,9539,48,439,1113,590,3745,421,165,1164,356,586,557,247,108,6716,475,2837,631,195,653,334,76,0,82,49,28,1335,21,12521,88,109,8992,566,1199,1089,0,0,237,39,80,122,0
ACSSF,2010e1,al,000,0122,0000059,78104,1305,6358,16254,2303,11205,2697,1458,3639,4264,14720,4402,4350,5149,20569,227,421,2419,83,865,347,344,1432,1872,9705,277,1149,1428,12011,118,0,274,0,449,0,0,191,1400,2767,3566,1260,1986,18402,34,164,1278,1172,8090,878,734,1705,570,1599,495,385,1298,9848,773,5521,932,294,224,45,311,47,129,158,64,1124,226,17274,153,252,11351,754,1577,1427,69,264,293,491,0,432,211
ACSSF,2010e1,al,000,0122,0000060,64976,1321,4719,13998,2085,7481,3695,942,2456,6380,10113,6631,2939,2216,17281,262,498,3617,149,860,339,130,581,2390,6019,560,636,1240,11237,0,0,152,56,97,190,171,88,1210,2228,5350,1195,500,15608,93,145,1968,791,5057,664,389,1787,1757,1424,524,585,424,7628,834,3726,996,225,447,560,252,0,0,228,126,182,52,13222,132,350,7265,864,1020,1942,0,0,1023,214,71,341,0
ACSSF,2010e1,al,000,0122,0000061,46373,3374,2590,11187,1125,6203,3917,263,1281,1737,9334,2185,1371,1806,10569,952,269,687,49,781,624,61,366,476,4834,443,509,518,6659,38,0,411,23,306,95,0,0,814,2933,1325,311,403,10273,133,45,857,690,4193,702,77,857,368,1202,296,105,748,6605,1562,1974,1137,108,477,492,108,58,0,268,121,258,42,12267,689,302,8095,255,446,2004,17,0,79,97,0,188,95
ACSSF,2010e1,al,000,0122,0000062,79752,2796,7593,10162,3308,11288,5192,999,3755,5361,16794,4170,3744,4590,21294,551,1055,1562,437,775,758,361,1478,1877,10071,786,707,876,11736,189,0,218,29,773,133,0,57,1065,4025,2541,548,2158,20923,92,608,1684,1797,7982,599,311,1937,1747,2159,733,791,483,10927,1455,5265,520,319,464,338,195,221,159,277,50,1004,660,14872,509,665,6178,726,1294,3364,132,62,513,262,60,694,413
ACSSF,2010e1,al,000,0122,0000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0122,0000065,83514,400,5954,3891,2500,10247,3325,2853,8929,11746,19951,8489,4024,1205,44119,239,1857,1548,597,1493,1499,1599,6053,8621,16454,1760,1778,621,9583,0,0,0,134,230,67,0,0,753,1677,5619,748,355,20922,68,376,890,1518,7917,1010,993,2822,1822,1533,955,789,229,5225,93,3721,158,76,345,104,174,0,0,0,155,399,0,3665,0,0,1295,175,262,645,87,54,550,287,0,310,0
