ACSSF,2010e1,al,000,0012,0000001,69471,31552
ACSSF,2010e1,al,000,0012,0000002,34946,15817
ACSSF,2010e1,al,000,0012,0000003,34525,15735
ACSSF,2010e1,al,000,0012,0000004,62186,27982
ACSSF,2010e1,al,000,0012,0000005,49150,21816
ACSSF,2010e1,al,000,0012,0000006,19031,8843
ACSSF,2010e1,al,000,0012,0000007,30119,12973
ACSSF,2010e1,al,000,0012,0000008,13036,6166
ACSSF,2010e1,al,000,0012,0000009,3780,1718
ACSSF,2010e1,al,000,0012,0000010,9256,4448
ACSSF,2010e1,al,000,0012,0000011,7285,3570
ACSSF,2010e1,al,000,0012,0000012,20321,9736
ACSSF,2010e1,al,000,0012,0000013,2145,1096
ACSSF,2010e1,al,000,0012,0000014,1602,715
ACSSF,2010e1,al,000,0012,0000015,1087,509
ACSSF,2010e1,al,000,0012,0000016,1100,491
ACSSF,2010e1,al,000,0012,0000017,1351,503
ACSSF,2010e1,al,000,0012,0000018,1543,722
ACSSF,2010e1,al,000,0012,0000019,3927,1772
ACSSF,2010e1,al,000,0012,0000020,8486,3857
ACSSF,2010e1,al,000,0012,0000021,1265,617
ACSSF,2010e1,al,000,0012,0000022,2580,1169
ACSSF,2010e1,al,000,0012,0000023,1185,482
ACSSF,2010e1,al,000,0012,0000024,4380,1980
ACSSF,2010e1,al,000,0012,0000025,1088,482
ACSSF,2010e1,al,000,0012,0000026,5082,2253
ACSSF,2010e1,al,000,0012,0000027,2873,1212
ACSSF,2010e1,al,000,0012,0000028,1608,670
ACSSF,2010e1,al,000,0012,0000029,1096,473
ACSSF,2010e1,al,000,0012,0000030,2698,1090
ACSSF,2010e1,al,000,0012,0000031,1113,472
ACSSF,2010e1,al,000,0012,0000032,2558,1161
ACSSF,2010e1,al,000,0012,0000033,1001,475
ACSSF,2010e1,al,000,0012,0000034,2523,1277
ACSSF,2010e1,al,000,0012,0000035,2811,1265
ACSSF,2010e1,al,000,0012,0000036,959,400
ACSSF,2010e1,al,000,0012,0000037,2307,1137
ACSSF,2010e1,al,000,0012,0000038,2524,1177
ACSSF,2010e1,al,000,0012,0000039,2564,1098
ACSSF,2010e1,al,000,0012,0000040,1008,491
ACSSF,2010e1,al,000,0012,0000041,2523,1277
ACSSF,2010e1,al,000,0012,0000042,959,400
ACSSF,2010e1,al,000,0012,0000043,2797,1259
ACSSF,2010e1,al,000,0012,0000044,2307,1137
ACSSF,2010e1,al,000,0012,0000045,2524,1177
ACSSF,2010e1,al,000,0012,0000046,2564,1098
ACSSF,2010e1,al,000,0012,0000047,1008,491
ACSSF,2010e1,al,000,0012,0000048,8530,3975
ACSSF,2010e1,al,000,0012,0000049,13298,5993
ACSSF,2010e1,al,000,0012,0000050,10208,4640
ACSSF,2010e1,al,000,0012,0000051,9557,4346
ACSSF,2010e1,al,000,0012,0000052,10054,4505
ACSSF,2010e1,al,000,0012,0000053,10107,4324
ACSSF,2010e1,al,000,0012,0000054,7717,3769
ACSSF,2010e1,al,000,0012,0000055,2145,989
ACSSF,2010e1,al,000,0012,0000056,2220,1096
ACSSF,2010e1,al,000,0012,0000057,3345,1366
ACSSF,2010e1,al,000,0012,0000058,2102,967
ACSSF,2010e1,al,000,0012,0000059,2501,1159
ACSSF,2010e1,al,000,0012,0000060,2084,891
ACSSF,2010e1,al,000,0012,0000061,2006,945
ACSSF,2010e1,al,000,0012,0000062,3045,1336
ACSSF,2010e1,al,000,0012,0000063,1164,583
ACSSF,2010e1,al,000,0012,0000064,1249,614
ACSSF,2010e1,al,000,0012,0000065,2071,929
ACSSF,2010e1,al,000,0012,0000066,2483,1070
ACSSF,2010e1,al,000,0012,0000067,1519,661
ACSSF,2010e1,al,000,0012,0000068,1543,722
ACSSF,2010e1,al,000,0012,0000069,2365,1074
ACSSF,2010e1,al,000,0012,0000070,1602,715
ACSSF,2010e1,al,000,0012,0000071,2698,1090
ACSSF,2010e1,al,000,0012,0000072,2558,1161
ACSSF,2010e1,al,000,0012,0000073,1521,776
ACSSF,2010e1,al,000,0012,0000074,2029,980
ACSSF,2010e1,al,000,0012,0000075,2580,1169
ACSSF,2010e1,al,000,0012,0000076,3131,1463
ACSSF,2010e1,al,000,0012,0000077,2549,1090
ACSSF,2010e1,al,000,0012,0000078,2537,975
ACSSF,2010e1,al,000,0012,0000079,2185,1138
ACSSF,2010e1,al,000,0012,0000080,2462,1153
ACSSF,2010e1,al,000,0012,0000081,2620,1100
ACSSF,2010e1,al,000,0012,0000082,2145,1096
ACSSF,2010e1,al,000,0012,0000083,2094,1022
ACSSF,2010e1,al,000,0012,0000084,4918,2222
ACSSF,2010e1,al,000,0012,0000085,943,393
ACSSF,2010e1,al,000,0012,0000086,2145,1096
ACSSF,2010e1,al,000,0012,0000087,2523,1277
ACSSF,2010e1,al,000,0012,0000088,883,424
ACSSF,2010e1,al,000,0012,0000089,2811,1265
ACSSF,2010e1,al,000,0012,0000090,1258,465
ACSSF,2010e1,al,000,0012,0000091,2223,1077
ACSSF,2010e1,al,000,0012,0000092,3224,1403
ACSSF,2010e1,al,000,0012,0000093,1626,686
ACSSF,2010e1,al,000,0012,0000094,4915,2189
ACSSF,2010e1,al,000,0012,0000095,2791,1196
ACSSF,2010e1,al,000,0012,0000096,2388,963
ACSSF,2010e1,al,000,0012,0000097,993,476
ACSSF,2010e1,al,000,0012,0000098,1565,685
