ACSSF,2010m1,al,000,0097,0000001,9164,3427,2790,600,3494,1297,4723,1094,527,2247,771,1775,4321,2427,793,155,5314,8748,2638,4678,5510,4105,10156,12267,14154,12514,11190,216,929,1059,4911,237,458,262,3865,5282,4356,3955,3647,815,1118,6243,8481,9892,5327,8245,5328,5594,4794,4347,1451,2462,7838,12305,11947,6208,8571,2673,4520,3745,3693,861,3032,5331,6443,6420,1792,5881,2918,5407,4238,855,214,789,4420,699,4240,6203,8633,2760,8595,9221,3771,9454,5585,5499,1961,1232,1293,4950,2308,4188,7968,7193,4577,5674,11584,5740,11377,2692,4551,1404,889,1060,4289,1792,3433,5351,3700,3006,2592,5186,4502,5972,2562,3553,1214,830,1005,3542,3168,3333,4223,3865,2827,2417,4751,5506,6094,9164,8343,3770,748,2215,2061,1164,2042,1264,3865,8121,7455,7079,1747,4056,9093,15134,14918,8910,13124,2918,3917,7923,2894,1542,2093,7755,2686,7183,8822,12713,6901,11376,15899,9363,16339,2562,3553,1214,830,1005,3542,3168,3333,4223,3865,2827,2417,4751,5506,6094,9164,8343,3770
ACSSF,2010m1,al,000,0097,0000002,6373,2659,1629,226,2695,919,3026,796,472,1433,606,1593,2995,1657,391,110,13933,6202,1840,2868,4218,3319,13125,8762,11069,9545,9352,289,1250,1155,2612,374,967,375,14800,8713,2967,2940,2813,394,801,8474,9572,9697,3996,7570,10213,3710,3323,3190,1073,1669,10399,9479,9082,4279,6663,6220,2667,2220,2099,677,2123,5538,6059,5861,1479,4628,15615,8458,2919,727,156,687,2926,405,2874,8397,6973,2116,7005,9994,2591,10123,10053,3670,1472,1020,989,3273,1308,3064,10365,5726,2927,4812,10012,4357,10153,6161,2700,773,540,563,2788,1335,2414,5485,2623,1961,2047,4862,2993,5623,5862,2852,960,629,807,2806,2296,2244,5195,2554,1878,1639,4826,4158,4420,6373,5763,2722,586,1375,1513,847,1337,976,14800,5546,5199,4994,1330,2793,14309,14853,14407,6014,10903,15615,14681,5365,2016,1124,1461,5211,1803,5035,14566,9441,4608,9223,15949,6119,15692,5862,2852,960,629,807,2806,2296,2244,5195,2554,1878,1639,4826,4158,4420,6373,5763,2722
ACSSF,2010m1,al,000,0097,0000003,6295,1937,1939,563,2204,869,3753,681,225,1971,563,1188,2971,1778,640,108,13912,5980,2003,3675,4008,2891,14241,11250,10332,8861,7147,335,983,1339,5785,355,582,406,14438,9638,2749,2324,2123,705,835,9358,7676,7594,3992,6234,10712,4114,3736,3422,1158,1534,11241,11401,10842,3628,7045,6223,3731,2898,2905,552,2073,6558,5093,4829,1316,5372,15519,9315,2676,507,146,468,2612,486,2504,8965,6512,1870,6275,8717,2629,8959,10630,4119,1025,651,790,3790,1840,3055,11002,5301,3417,3892,10666,4710,11239,6205,3743,1183,682,945,3529,1473,2956,6567,3144,2133,2064,5999,3466,5712,5383,2967,885,622,582,3090,2423,2778,5048,2628,2144,1904,5206,4629,4413,6295,5894,2896,488,1697,1608,745,1499,924,14438,5639,4866,4662,1345,2898,14712,13177,12835,5937,11561,15519,14375,5609,1794,1000,1375,5355,2401,4949,14751,10409,4788,8806,14085,6794,15096,5383,2967,885,622,582,3090,2423,2778,5048,2628,2144,1904,5206,4629,4413,6295,5894,2896
ACSSF,2010m1,al,000,0097,0000004,8664,3360,2819,600,3471,1273,4447,1044,530,2104,751,1729,4053,2232,746,146,5897,8375,2456,4305,5632,3929,10174,11153,13484,12103,10866,230,980,1055,3474,245,492,290,4751,5064,4144,3875,3566,773,928,5694,8865,10012,5384,8519,4908,5417,4740,4279,1451,2363,6783,10339,10231,5729,7895,3038,4244,3540,3447,860,2950,5216,6097,5985,1849,5655,6467,5490,4047,807,183,753,4208,609,4050,6095,7940,2507,8032,8854,3675,9073,5110,5318,1911,1185,1291,4895,2171,4151,7186,6522,4054,5521,10403,5083,10057,3051,4273,1344,865,1030,4063,1964,3215,5240,3479,2581,2668,4797,4027,5393,3842,3479,1097,791,894,3550,3206,3177,4612,3567,2570,2206,4958,4954,5417,8664,7821,3779,746,2119,2040,1071,2035,1233,4751,7816,7318,6993,1676,3975,9257,14434,14184,8869,12311,6467,6052,7600,2776,1511,2022,7634,2898,6981,10187,11595,6275,11189,14649,8508,14794,3842,3479,1097,791,894,3550,3206,3177,4612,3567,2570,2206,4958,4954,5417,8664,7821,3779
ACSSF,2010m1,al,000,0097,0000005,7255,2798,2337,558,2824,1167,4150,912,426,2039,642,1361,3716,1794,573,113,4328,7086,2261,3811,5307,3695,8013,10071,10833,10824,10274,270,695,785,3119,275,591,407,3597,4403,3587,3393,3246,598,821,5445,9401,9223,4736,8309,4001,4536,4052,3714,1324,1884,5634,8909,9352,4991,7012,2515,3800,3268,3181,776,2580,4685,4928,4969,1511,4638,6704,5477,3602,692,156,653,3667,513,3585,6137,6750,2143,7092,8145,3153,8492,4206,4532,1569,1015,1167,4266,1620,3807,5940,6295,3585,5298,9026,4671,9149,2631,3827,1100,649,920,3525,1566,3016,4716,3288,2279,2334,4421,3606,4547,3362,3083,996,680,732,3073,3008,2633,4225,3092,2203,1850,4465,4194,4378,7255,6777,3473,664,1881,1650,998,1767,1183,3597,6375,6027,5746,1577,3412,7423,12749,13062,7939,11052,6704,5824,6275,2138,1155,1711,6182,2309,6108,8861,11003,5404,10349,13177,7591,13488,3362,3083,996,680,732,3073,3008,2633,4225,3092,2203,1850,4465,4194,4378,7255,6777,3473
ACSSF,2010m1,al,000,0097,0000006,4269,1969,1122,148,1906,594,2607,619,374,1135,508,1066,2478,948,267,110,6912,4192,1190,2259,3009,2508,7534,5140,7090,7023,6990,476,1439,1625,5202,653,833,640,7960,7007,2172,2156,2183,349,376,7217,7830,8001,3549,5806,6179,2874,2471,2447,551,1269,6848,7352,7632,2739,4103,4996,2032,1735,1651,548,1430,5094,4047,3882,867,3239,8736,7195,2170,485,148,453,2136,380,2075,7348,5249,1374,5030,7271,1730,7376,6370,2883,1209,864,785,2469,961,2264,7017,4004,1971,3332,7545,2605,7726,5013,2057,531,411,331,1952,843,1793,5113,2345,1670,1529,4509,1802,4446,4599,2134,669,430,548,2101,1605,1745,4132,1765,1399,1084,3842,3046,3055,4269,3750,2572,454,1080,1179,676,1099,841,7960,3765,3620,3588,835,1981,8532,10078,11091,4785,7714,8736,8745,3742,1502,908,1063,3312,1375,3332,9524,7521,3294,6343,11036,3425,11534,4599,2134,669,430,548,2101,1605,1745,4132,1765,1399,1084,3842,3046,3055,4269,3750,2572
ACSSF,2010m1,al,000,0097,0000007,6227,1919,2037,544,1985,1052,3536,681,204,1804,439,1066,2838,1647,550,21,7867,5977,1808,3162,4119,2999,9793,8270,8496,9203,8640,500,974,957,3487,321,856,481,8956,7796,2438,2287,2177,496,683,7941,7892,7156,4231,5930,5999,3495,3416,3128,1197,1431,6206,7464,7716,3536,5943,5351,3321,2765,2775,595,2164,5834,4534,4689,1356,4761,9305,7702,2447,563,62,555,2416,350,2388,7752,5815,1630,5863,7956,2653,7935,6116,3521,1085,581,922,3588,1257,3264,6276,5374,3162,4468,7615,3447,7569,5403,3309,945,495,838,3143,1452,2471,5854,2521,1582,1843,5759,3291,4782,4468,2719,738,566,470,2599,2232,2480,4570,2447,1782,1564,4730,4067,3821,6227,5961,2710,484,1602,1296,864,1297,938,8956,5492,5072,4806,1451,2772,10449,10804,10838,6410,8698,9305,8793,5475,1672,747,1485,5435,1988,4940,10337,9668,4238,9128,12598,6126,11525,4468,2719,738,566,470,2599,2232,2480,4570,2447,1782,1564,4730,4067,3821,6227,5961,2710
ACSSF,2010m1,al,000,0097,0000008,4396,1434,1202,231,1804,497,2304,495,312,1183,388,1056,1614,1146,418,92,3540,4353,1113,2636,2566,1793,5281,5147,5788,4707,4309,423,1621,1463,5364,621,1148,492,3116,2962,1737,1646,1459,550,466,3227,4103,4677,2882,3832,2635,2630,2312,2227,697,1102,3756,4341,4269,2352,3603,1686,1953,1682,1623,419,1450,2411,2939,2897,875,2518,4356,3744,1636,528,90,520,1675,353,1575,4029,3915,1164,3720,4301,1604,4436,2750,2616,812,482,571,2450,1179,1962,3710,3406,1985,2717,4863,2560,5161,1725,1929,728,566,504,1986,1257,1696,2420,1600,1362,1236,2543,1698,2973,1786,1935,620,405,493,1888,1801,1723,2343,1471,1172,1151,2510,2170,2623,4396,3992,2100,367,1158,926,565,817,739,3116,3716,3266,3142,955,1873,4823,6439,7166,3703,6227,4356,4239,3655,1344,764,960,3711,1816,3159,5116,6039,2700,4986,7564,3371,7672,1786,1935,620,405,493,1888,1801,1723,2343,1471,1172,1151,2510,2170,2623,4396,3992,2100
ACSSF,2010m1,al,000,0097,0000009,2573,772,564,77,942,337,1321,420,312,551,261,851,1000,847,176,273,6537,2486,609,1405,1307,1370,6108,3092,3256,3572,3204,832,2737,3314,6254,1091,2135,903,6688,3942,905,805,796,164,442,3804,3685,3258,1780,2505,4676,1474,1395,1290,565,545,4422,4032,3838,1339,1697,2979,1217,1097,1056,254,663,2708,2072,2064,557,1615,7289,4503,889,427,273,427,786,155,790,4304,2729,636,2665,3394,891,3336,4564,1483,324,91,310,1454,596,1311,4278,1675,944,1459,4349,1235,4092,2939,1172,401,320,241,1146,572,1070,2695,972,654,777,2591,1103,2298,3103,1389,360,251,273,1367,1138,1208,2607,928,871,593,2397,1692,1931,2573,2040,1188,277,449,584,395,548,375,6688,1949,1894,1750,667,987,6467,6046,5584,2268,3514,7289,6900,1901,718,335,638,1940,880,1949,6593,3672,1313,3556,6506,2143,6200,3103,1389,360,251,273,1367,1138,1208,2607,928,871,593,2397,1692,1931,2573,2040,1188
ACSSF,2010m1,al,000,0097,0000010,4242,1223,1032,223,1507,381,2036,338,273,1103,300,699,1373,819,384,92,6980,4061,896,2316,2353,1511,6549,4616,5184,4804,3774,551,3826,2324,5793,783,1343,620,6810,4206,1580,1438,1330,511,317,4341,4266,4360,2628,2732,4937,2310,2012,1883,544,927,4413,4375,4038,1891,3906,3191,1690,1344,1299,385,1307,3323,2731,2607,652,2461,7635,4249,1574,306,90,281,1526,301,1429,4357,2825,1014,2684,4316,1523,4598,4778,2254,767,476,487,2062,1053,1698,4306,3226,1657,2548,4552,2688,4401,3217,1694,542,475,415,1724,1173,1448,3318,1322,1265,953,3281,1691,3035,3233,1896,484,320,369,1816,1590,1252,2979,1204,897,867,2888,2009,2462,4242,3780,1827,196,1078,782,412,667,631,6810,3389,2807,2635,885,1642,6715,6679,7122,3219,5893,7635,6860,3306,1049,703,694,3218,1650,2899,6765,5117,2383,4011,7131,3441,6964,3233,1896,484,320,369,1816,1590,1252,2979,1204,897,867,2888,2009,2462,4242,3780,1827
