ACSSF,2010e1,al,000,0022,0000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413277,354071,283113,70958,59206,2533,56673,413277,42471,331,1186,304,175,3785,33643,3371,18189,916,32955,1841,297,40638,6646,134,2151,3521,121,581,7779,7747,59,2021,1791,103,56,1366,1187,201743,59206,413277,354071,283113,70958,59206
ACSSF,2010e1,al,000,0022,0000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229844,204991,185899,19092,24853,2001,22852,229844,27196,1677,657,0,0,1053,11566,1295,2499,52,7457,116,525,8164,1848,60,479,643,98,587,2788,3303,430,2155,515,65,166,905,880,142223,24853,229844,204991,185899,19092,24853
ACSSF,2010e1,al,000,0022,0000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119626,98587,77201,21386,21039,1200,19839,119626,17831,175,472,0,283,1997,12881,890,1372,568,9554,0,189,16562,2079,0,216,253,113,487,1595,2232,0,316,617,741,62,386,181,46224,21039,119626,98587,77201,21386,21039
ACSSF,2010e1,al,000,0022,0000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83761,69814,58450,11364,13947,1224,12723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83761,69814,58450,11364,13947
ACSSF,2010e1,al,000,0022,0000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195828,171128,124017,47111,24700,1873,22827,195828,22583,1317,646,114,136,2340,32431,2800,5699,386,22937,633,342,28417,7755,190,1396,3405,436,359,4316,6506,29,1313,1379,599,121,1470,540,65456,24700,195828,171128,124017,47111,24700
ACSSF,2010e1,al,000,0022,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82110,65187,57506,7681,16923,650,16273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82110,65187,57506,7681,16923
ACSSF,2010e1,al,000,0022,0000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195036,144470,120370,24100,50566,1622,48944,195036,21692,356,244,0,82,1103,15584,1403,4159,152,11828,748,56,17798,1935,171,0,952,106,510,2406,2594,0,1165,272,141,0,879,271,79722,50566,195036,144470,120370,24100,50566
ACSSF,2010e1,al,000,0022,0000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66947,46052,37260,8792,20895,1077,19818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66947,46052,37260,8792,20895
ACSSF,2010e1,al,000,0022,0000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211670,184028,170476,13552,27642,1298,26344,211670,7435,735,576,289,0,858,6282,1202,1889,163,5243,363,125,4884,1487,0,340,263,0,0,1873,3217,289,3558,361,0,0,697,222,152853,27642,211670,184028,170476,13552,27642
ACSSF,2010e1,al,000,0022,0000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66121,58545,45787,12758,7576,847,6729,66121,5289,163,292,66,13,476,4703,337,1435,16,6018,129,122,7392,1170,0,191,341,15,152,1097,1104,0,179,201,77,0,128,232,37187,7576,66121,58545,45787,12758,7576
ACSSF,2010e1,al,000,0022,0000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80376,72810,55415,17395,7566,1134,6432,80376,6097,546,513,173,123,946,10795,1045,1990,0,6917,0,134,9938,4858,56,151,1788,0,193,2067,2609,59,730,1130,81,549,686,864,33161,7566,80376,72810,55415,17395,7566
ACSSF,2010e1,al,000,0022,0000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181126,152482,119237,33245,28644,1393,27251,181126,18609,631,971,201,256,2035,18540,2928,4654,217,15769,742,333,14774,4898,295,442,1846,320,394,4165,4700,197,3132,875,45,0,481,1743,77569,28644,181126,152482,119237,33245,28644
ACSSF,2010e1,al,000,0022,0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195249,173361,144967,28394,21888,1126,20762,195249,13338,203,707,246,124,1385,15831,1695,8336,547,12976,1093,182,15021,2904,68,1470,763,121,93,3253,3894,59,1224,506,103,56,737,378,110989,21888,195249,173361,144967,28394,21888
ACSSF,2010e1,al,000,0022,0000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206655,185745,168213,17532,20910,1412,19498,206655,21323,1677,564,0,0,1053,10602,1090,2269,52,7010,116,276,7220,1800,60,479,643,98,587,2359,3007,181,2063,473,65,107,839,880,131988,20910,206655,185745,168213,17532,20910
ACSSF,2010e1,al,000,0022,0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90637,72198,61212,10986,18439,547,17892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90637,72198,61212,10986,18439
ACSSF,2010e1,al,000,0022,0000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211670,184028,170476,13552,27642,1298,26344,211670,7435,735,576,289,0,858,6282,1202,1889,163,5243,363,125,4884,1487,0,340,263,0,0,1873,3217,289,3558,361,0,0,697,222,152853,27642,211670,184028,170476,13552,27642
ACSSF,2010e1,al,000,0022,0000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80376,72810,55415,17395,7566,1134,6432,80376,6097,546,513,173,123,946,10795,1045,1990,0,6917,0,134,9938,4858,56,151,1788,0,193,2067,2609,59,730,1130,81,549,686,864,33161,7566,80376,72810,55415,17395,7566
ACSSF,2010e1,al,000,0022,0000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64816,57604,44975,12629,7212,810,6402,64816,5289,163,292,66,13,476,4618,337,1366,16,5352,129,122,7263,1170,0,191,341,15,152,1097,1104,0,179,201,77,0,128,232,37066,7212,64816,57604,44975,12629,7212
ACSSF,2010e1,al,000,0022,0000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181126,152482,119237,33245,28644,1393,27251,181126,18609,631,971,201,256,2035,18540,2928,4654,217,15769,742,333,14774,4898,295,442,1846,320,394,4165,4700,197,3132,875,45,0,481,1743,77569,28644,181126,152482,119237,33245,28644
ACSSF,2010e1,al,000,0022,0000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195249,173361,144967,28394,21888,1126,20762,195249,13338,203,707,246,124,1385,15831,1695,8336,547,12976,1093,182,15021,2904,68,1470,763,121,93,3253,3894,59,1224,506,103,56,737,378,110989,21888,195249,173361,144967,28394,21888
ACSSF,2010e1,al,000,0022,0000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206655,185745,168213,17532,20910,1412,19498,206655,21323,1677,564,0,0,1053,10602,1090,2269,52,7010,116,276,7220,1800,60,479,643,98,587,2359,3007,181,2063,473,65,107,839,880,131988,20910,206655,185745,168213,17532,20910
ACSSF,2010e1,al,000,0022,0000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90637,72198,61212,10986,18439,547,17892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90637,72198,61212,10986,18439
ACSSF,2010e1,al,000,0022,0000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689835,583659,462974,120685,106176,6312,99864,689835,85105,554,2645,1288,662,8198,64362,6445,26693,1258,56965,2401,613,69323,13777,192,3691,5606,363,835,12832,14465,372,2834,3482,713,136,2279,1314,304599,106176,689835,583659,462974,120685,106176
ACSSF,2010e1,al,000,0022,0000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666779,553175,457974,95201,113604,10969,102635,666779,103654,661,1555,616,477,5796,45171,5382,6901,1863,39471,1118,612,53545,9017,67,969,3797,700,1077,9961,12836,218,9608,1329,611,490,1958,1255,309289,113604,666779,553175,457974,95201,113604
ACSSF,2010e1,al,000,0022,0000050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690081,557040,461997,95043,133041,6524,126517,690081,95615,2245,2509,65,62,4832,57445,5239,10031,1153,38044,847,1502,61182,11285,98,2287,5119,388,1513,7764,13006,263,6055,1979,167,545,1555,1486,307160,133041,690081,557040,461997,95043,133041
ACSSF,2010e1,al,000,0022,0000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659152,478247,365037,113210,180905,6555,174350,659152,98754,59,2253,437,423,13366,60266,2854,8924,1028,56862,394,241,93728,7948,286,2282,2764,194,1100,11314,12427,0,991,1679,1025,215,2187,228,201849,180905,659152,478247,365037,113210,180905
ACSSF,2010e1,al,000,0022,0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719906,591545,469492,122053,128361,8107,120254,719906,134554,1470,2134,676,892,6290,67238,9697,14905,1011,55723,1790,848,70550,14665,376,2039,5941,1354,1372,11053,14713,483,5636,4035,814,412,2318,2250,265966,128361,719906,591545,469492,122053,128361
ACSSF,2010e1,al,000,0022,0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747579,600428,459749,140679,147151,9796,137355,747579,103834,3177,3035,349,701,8379,97159,8691,18712,1519,70078,2236,888,92132,20766,605,2288,7156,808,2289,15789,24721,88,3180,3432,1439,925,5114,1133,232258,147151,747579,600428,459749,140679,147151
ACSSF,2010e1,al,000,0022,0000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611966,500881,455392,45489,111085,25740,85345,611966,39182,891,820,289,160,2824,27320,1436,5638,206,21836,815,232,26542,4535,164,457,1620,106,657,6640,5616,289,7577,292,141,0,1671,943,381023,111085,611966,500881,455392,45489,111085
ACSSF,2010e1,al,000,0022,0000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147112,117950,102222,15728,29162,1445,27717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147112,117950,102222,15728,29162
