ACSSF,2010e1,al,000,0010,0000001,1903368,43073,379242,796409,684644,1614984,19619,308980,687271,599114,191638,13881,46981,72391,58385,7130,1671,2765,1629,1065,20200,3550,5777,6804,4069,16359,2851,4644,4717,4147,53057,1501,10095,23597,17864,1916877,1811393,1618851,192542,144800,28348,12015,3830,3549,7463,7272,137,54,0,0,539,2245,2388,25728,11339,55782,1861095,69891,47286,109338,136570,219856,267050,303654,195987,89431,100559,46418,19483,121913,133659,1861095,59599,188376,271420,328407,295264,115709,256018,51192,55030,131368,74623,34089,1903368,43073,379242,796409,684644,1614984,19619,308980,687271,599114,191638,13881,46981,72391,58385,7130,1671,2765,1629,1065,36559,6401,10421,11521,8216,53057,1501,10095,23597,17864,1916877,1811393,1618851,192542,144800,28348,19394,7463,25728,16511,55782,1861095,69891,47286,109338,136570,219856,267050,303654,195987,89431,422032,1861095,247975,271420,328407,295264,115709,256018,106222,131368,108712
ACSSF,2010e1,al,000,0010,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0010,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0010,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0010,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0010,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0010,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0010,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0010,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0010,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0010,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0010,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,al,000,0010,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61419,1797,1766,2457,3720,7200,8059,8852,7543,2510,3708,2211,829,4634,6133,61419,2653,6043,8942,9971,9024,4076,9136,1510,2866,4358,2349,491,64334,391,14401,27696,21846,51918,340,10499,22833,18246,7980,0,2573,3224,2183,88,0,88,0,0,1306,0,727,76,503,3042,51,514,1563,914,64461,60025,52045,7980,5650,1073,1257,88,1047,259,3042,61419,1797,1766,2457,3720,7200,8059,8852,7543,2510,17515,61419,8696,8942,9971,9024,4076,9136,4376,4358,2840
ACSSF,2010e1,al,000,0010,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43674,2656,1895,4894,4093,4471,5637,4908,2663,2837,2885,1030,112,3192,2401,43674,3577,2859,7792,7554,5888,3353,5403,1619,705,3008,1608,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43874,42245,38242,4003,3064,660,279,136,598,695,200,43674,2656,1895,4894,4093,4471,5637,4908,2663,2837,9620,43674,6436,7792,7554,5888,3353,5403,2324,3008,1916
ACSSF,2010e1,al,000,0010,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24790,2082,326,1994,808,2989,3304,3373,3079,886,1249,263,73,2732,1632,24790,929,3418,4450,4995,4057,1702,2863,432,495,831,536,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25762,24529,22022,2507,1263,576,668,0,76,185,972,24790,2082,326,1994,808,2989,3304,3373,3079,886,5949,24790,4347,4450,4995,4057,1702,2863,927,831,618
