"GEO_ID","NAME","B01001_001E","B01001_001EA","B01001_001M","B01001_001MA","B01001_002E","B01001_002M","B01001_002MA","B01001_002EA","B01001_003E","B01001_003EA","B01001_003M","B01001_003MA","B01001_004E","B01001_004EA","B01001_004M","B01001_004MA","B01001_005E","B01001_005EA","B01001_005M","B01001_005MA","B01001_006E","B01001_006EA","B01001_006M","B01001_006MA","B01001_007E","B01001_007EA","B01001_007M","B01001_007MA","B01001_008E","B01001_008M","B01001_008MA","B01001_008EA","B01001_009E","B01001_009EA","B01001_009M","B01001_009MA","B01001_010E","B01001_010EA","B01001_010M","B01001_010MA","B01001_011E","B01001_011EA","B01001_011M","B01001_011MA","B01001_012E","B01001_012EA","B01001_012M","B01001_012MA","B01001_013E","B01001_013EA","B01001_013M","B01001_013MA","B01001_014E","B01001_014EA","B01001_014M","B01001_014MA","B01001_015E","B01001_015EA","B01001_015M","B01001_015MA","B01001_016E","B01001_016EA","B01001_016M","B01001_016MA","B01001_017E","B01001_017EA","B01001_017M","B01001_017MA","B01001_018E","B01001_018EA","B01001_018M","B01001_018MA","B01001_019E","B01001_019M","B01001_019MA","B01001_019EA","B01001_020E","B01001_020EA","B01001_020M","B01001_020MA","B01001_021E","B01001_021EA","B01001_021M","B01001_021MA","B01001_022E","B01001_022EA","B01001_022M","B01001_022MA","B01001_023E","B01001_023EA","B01001_023M","B01001_023MA","B01001_024E","B01001_024M","B01001_024MA","B01001_024EA","B01001_025E","B01001_025EA","B01001_025M","B01001_025MA","B01001_026E","B01001_026EA","B01001_026M","B01001_026MA","B01001_027E","B01001_027EA","B01001_027M","B01001_027MA","B01001_028E","B01001_028M","B01001_028MA","B01001_028EA","B01001_029E","B01001_029EA","B01001_029M","B01001_029MA","B01001_030E","B01001_030M","B01001_030MA","B01001_030EA","B01001_031E","B01001_031EA","B01001_031M","B01001_031MA","B01001_032E","B01001_032EA","B01001_032M","B01001_032MA","B01001_033E","B01001_033EA","B01001_033M","B01001_033MA","B01001_034E","B01001_034EA","B01001_034M","B01001_034MA","B01001_035E","B01001_035EA","B01001_035M","B01001_035MA","B01001_036E","B01001_036EA","B01001_036M","B01001_036MA","B01001_037E","B01001_037EA","B01001_037M","B01001_037MA","B01001_038E","B01001_038EA","B01001_038M","B01001_038MA","B01001_039E","B01001_039M","B01001_039MA","B01001_039EA","B01001_040E","B01001_040EA","B01001_040M","B01001_040MA","B01001_041E","B01001_041EA","B01001_041M","B01001_041MA","B01001_042E","B01001_042EA","B01001_042M","B01001_042MA","B01001_043E","B01001_043EA","B01001_043M","B01001_043MA","B01001_044E","B01001_044M","B01001_044MA","B01001_044EA","B01001_045E","B01001_045EA","B01001_045M","B01001_045MA","B01001_046E","B01001_046EA","B01001_046M","B01001_046MA","B01001_047E","B01001_047EA","B01001_047M","B01001_047MA","B01001_048E","B01001_048M","B01001_048MA","B01001_048EA","B01001_049E","B01001_049EA","B01001_049M","B01001_049MA",
"0500000US17161","Rock Island County, Illinois","141879","null","*****","*****","69145","717","null","null","4124","null","421","null","4045","null","618","null","4939","null","630","null","2342","null","304","null","2014","null","406","null","1157","559","null","null","840","null","394","null","2603","null","668","null","4124","null","343","null","4122","null","516","null","4481","null","839","null","4114","null","794","null","4302","null","582","null","4262","null","451","null","4250","null","656","null","2316","null","552","null","2931","718","null","null","2087","null","576","null","2445","null","595","null","2641","null","564","null","2002","null","535","null","1784","495","null","null","1220","null","397","null","72734","null","717","null","4179","null","403","null","3970","814","null","null","4795","null","759","null","3146","357","null","null","1982","null","719","null","520","null","274","null","904","null","542","null","2698","null","601","null","4433","null","560","null","3873","null","317","null","4729","null","732","null","3880","null","699","null","3944","505","null","null","4097","null","271","null","5277","null","816","null","2325","null","640","null","2520","null","579","null","2185","669","null","null","2568","null","598","null","3364","null","663","null","2786","null","571","null","2287","700","null","null","2272","null","635","null",
"0500000US17163","St. Clair County, Illinois","259686","null","*****","*****","125009","434","null","null","8499","null","272","null","7090","null","1530","null","10214","null","1492","null","5437","null","267","null","3067","null","249","null","1115","661","null","null","1639","null","839","null","4932","null","922","null","8618","null","341","null","8609","null","465","null","9005","null","1209","null","6493","null","1110","null","7278","null","251","null","7705","null","311","null","8811","null","1210","null","3343","null","824","null","5221","989","null","null","3342","null","765","null","3338","null","789","null","4642","null","860","null","2948","null","539","null","1551","482","null","null","2112","null","510","null","134677","null","434","null","7664","null","199","null","7273","1525","null","null","9279","null","1507","null","5111","341","null","null","2354","null","555","null","1503","null","659","null","1224","null","569","null","4680","null","889","null","8918","null","363","null","8833","null","502","null","9111","null","1347","null","7964","null","1364","null","8924","494","null","null","8330","null","215","null","10022","null","1126","null","3483","null","977","null","5935","null","1024","null","3123","729","null","null","3117","null","703","null","7132","null","954","null","4587","null","1012","null","3336","878","null","null","2774","null","752","null",
"0500000US17167","Sangamon County, Illinois","194672","null","*****","*****","93163","750","null","null","5735","null","277","null","6760","null","1074","null","5378","null","1031","null","3833","null","544","null","2581","null","451","null","1120","444","null","null","1551","null","647","null","2384","null","790","null","6106","null","643","null","5707","null","510","null","5682","null","848","null","6016","null","1032","null","5572","null","371","null","6128","null","653","null","6569","null","1038","null","2720","null","836","null","3934","936","null","null","2438","null","664","null","3483","null","664","null","3465","null","582","null","2509","null","536","null","2284","598","null","null","1208","null","430","null","101509","null","750","null","5411","null","278","null","5020","966","null","null","7052","null","1014","null","3742","570","null","null","2583","null","376","null","1211","null","713","null","573","null","308","null","3160","null","798","null","6501","null","413","null","6358","null","405","null","5735","null","1039","null","6552","null","1024","null","6245","335","null","null","6353","null","312","null","7423","null","845","null","3208","null","774","null","3718","null","756","null","2671","635","null","null","3642","null","744","null","5350","null","754","null","3174","null","813","null","3588","648","null","null","2239","null","656","null",
"0500000US17179","Tazewell County, Illinois","131803","null","*****","*****","65268","813","null","null","3800","null","328","null","4233","null","705","null","4565","null","738","null","3210","null","779","null","1488","null","274","null","446","250","null","null","701","null","430","null","2306","null","475","null","3963","null","335","null","3734","null","104","null","3431","null","923","null","5258","null","841","null","3873","null","161","null","4054","null","180","null","4678","null","700","null","1647","null","516","null","2351","618","null","null","1601","null","425","null","2432","null","641","null","2978","null","515","null","2653","null","510","null","685","354","null","null","1181","null","385","null","66535","null","813","null","3589","null","291","null","4270","886","null","null","4091","null","888","null","2702","136","null","null","1246","null","212","null","322","null","216","null","598","null","360","null","2177","null","391","null","3746","null","249","null","3730","null","78","null","3767","null","819","null","4382","null","797","null","4107","197","null","null","4045","null","218","null","4248","null","719","null","2242","null","722","null","2751","null","752","null","1771","593","null","null","2528","null","773","null","3525","null","591","null","2800","null","561","null","1903","559","null","null","1995","null","550","null",
"0500000US17183","Vermilion County, Illinois","75758","null","*****","*****","37290","584","null","null","2707","null","590","null","3007","null","442","null","1941","null","406","null","1161","null","156","null","1042","null","347","null","310","219","null","null","281","null","255","null","1234","null","337","null","2307","null","400","null","2629","null","443","null","2697","null","469","null","1854","null","529","null","2270","null","256","null","1965","null","100","null","2650","null","524","null","1200","null","423","null","1579","466","null","null","947","null","294","null","1044","null","310","null","1728","null","401","null","1315","null","295","null","662","215","null","null","760","null","286","null","38468","null","584","null","2397","null","403","null","2278","483","null","null","2797","null","466","null","1471","156","null","null","1092","null","433","null","657","null","285","null","391","null","355","null","1156","null","518","null","1928","null","240","null","2156","null","419","null","1898","null","556","null","1986","null","542","null","2113","281","null","null","2240","null","256","null","3223","null","448","null","1013","null","326","null","1521","null","400","null","1206","424","null","null","1319","null","398","null","2073","null","491","null","1517","null","429","null","1021","361","null","null","1015","null","377","null",
"0500000US17197","Will County, Illinois","690743","null","*****","*****","342702","235","null","null","20058","null","2","null","22370","null","2019","null","26658","null","1998","null","16820","null","85","null","10065","null","477","null","5434","1409","null","null","4149","null","993","null","13205","null","1583","null","21707","null","145","null","20450","null","128","null","22142","null","1592","null","23699","null","1597","null","25259","null","95","null","24913","null","24","null","22289","null","1614","null","9628","null","1349","null","12040","1745","null","null","6299","null","1032","null","8288","null","986","null","12380","null","1260","null","7533","null","1106","null","3678","711","null","null","3638","null","841","null","348041","null","235","null","19785","null","172","null","20919","2029","null","null","26137","null","2042","null","16082","116","null","null","8302","null","502","null","5425","null","1689","null","3995","null","1254","null","12060","null","1555","null","20887","null","574","null","19881","null","2","null","21353","null","1795","null","25737","null","1794","null","25880","141","null","null","25150","null","43","null","24161","null","1636","null","9147","null","1529","null","11503","null","1291","null","5511","825","null","null","11158","null","1168","null","13381","null","1110","null","10615","null","988","null","5141","854","null","null","5831","null","934","null",
"0500000US17199","Williamson County, Illinois","66597","null","*****","*****","32920","472","null","null","2050","null","234","null","2116","null","464","null","2156","null","576","null","1176","null","127","null","575","null","66","null","101","162","null","null","56","null","69","null","1415","null","232","null","2035","null","333","null","2681","null","635","null","2189","null","580","null","2404","null","463","null","2100","null","281","null","1917","null","151","null","1827","null","570","null","914","null","416","null","1440","645","null","null","846","null","416","null","775","null","322","null","1943","null","492","null","1200","null","324","null","672","302","null","null","332","null","221","null","33677","null","472","null","1853","null","234","null","1869","565","null","null","1916","null","553","null","1318","371","null","null","432","null","350","null","732","null","541","null","111","null","157","null","1365","null","817","null","1852","null","195","null","2086","null","297","null","2317","null","771","null","1991","null","640","null","1964","46","null","null","1876","null","195","null","2109","null","528","null","1212","null","503","null","1264","null","506","null","403","233","null","null","1432","null","433","null","2354","null","474","null","1733","null","409","null","723","347","null","null","765","null","341","null",
"0500000US17201","Winnebago County, Illinois","282572","null","*****","*****","138060","754","null","null","8956","null","227","null","9007","null","1195","null","9993","null","1231","null","5782","null","443","null","3410","null","610","null","1041","690","null","null","2028","null","779","null","6182","null","1135","null","8355","null","647","null","8097","null","845","null","8730","null","1310","null","7630","null","1364","null","9090","null","615","null","8334","null","429","null","10147","null","841","null","3572","null","738","null","5180","869","null","null","3191","null","766","null","4997","null","950","null","5705","null","849","null","4956","null","692","null","2022","520","null","null","1655","null","533","null","144512","null","754","null","8459","null","252","null","9427","1091","null","null","8395","null","1141","null","5656","457","null","null","3115","null","697","null","1862","null","879","null","1883","null","740","null","4496","null","916","null","9693","null","366","null","8221","null","640","null","9369","null","1196","null","8536","null","1203","null","8310","607","null","null","9061","null","335","null","10063","null","1223","null","4332","null","834","null","5529","null","960","null","3866","849","null","null","5704","null","1016","null","6314","null","909","null","5257","null","754","null","2657","686","null","null","4307","null","750","null",
"0500000US18003","Allen County, Indiana","379299","null","*****","*****","185157","589","null","null","13522","null","352","null","13335","null","1271","null","14279","null","1279","null","7891","null","266","null","4048","null","480","null","1754","622","null","null","2992","null","795","null","8455","null","998","null","14003","null","538","null","11264","null","917","null","13371","null","1585","null","10657","null","1480","null","11256","null","397","null","11182","null","463","null","11272","null","1049","null","4643","null","924","null","6065","1036","null","null","3922","null","746","null","5642","null","902","null","6603","null","1077","null","4024","null","619","null","3404","622","null","null","1573","null","422","null","194142","null","589","null","12939","null","352","null","14396","1424","null","null","12521","null","1379","null","7928","328","null","null","4217","null","611","null","2306","null","737","null","2387","null","752","null","8337","null","1153","null","14002","null","433","null","12844","null","2","null","12225","null","1353","null","11833","null","1410","null","11324","475","null","null","11219","null","373","null","10697","null","1124","null","5328","null","704","null","8045","null","1078","null","4612","828","null","null","5934","null","871","null","7519","null","957","null","6171","null","935","null","3592","794","null","null","3766","null","743","null",
"0500000US18005","Bartholomew County, Indiana","83779","null","*****","*****","41894","871","null","null","2443","null","414","null","2601","null","727","null","3679","null","861","null","1907","null","428","null","814","null","173","null","560","492","null","null","147","null","211","null","1496","null","486","null","3986","null","879","null","2893","null","560","null","2799","null","832","null","2621","null","766","null","3000","null","828","null","2516","null","271","null","2654","null","507","null","786","null","383","null","1087","413","null","null","804","null","343","null","1256","null","389","null","1412","null","357","null","1192","null","451","null","572","341","null","null","669","null","445","null","41885","null","871","null","2383","null","476","null","2180","864","null","null","2823","null","845","null","1972","287","null","null","663","null","359","null","1077","null","841","null","90","null","111","null","1523","null","384","null","3009","null","537","null","2691","null","542","null","2112","null","724","null","3315","null","1028","null","2473","181","null","null","2230","null","61","null","1995","null","487","null","1316","null","433","null","2012","null","581","null","848","337","null","null","1842","null","655","null","1922","null","465","null","1082","null","482","null","1284","488","null","null","1043","null","419","null",
"0500000US18011","Boone County, Indiana","67843","null","*****","*****","33522","874","null","null","2052","null","95","null","2463","null","598","null","3643","null","1013","null","1409","null","201","null","524","null","280","null","50","93","null","null","525","null","519","null","1326","null","618","null","1893","null","212","null","2051","null","237","null","2299","null","844","null","2516","null","796","null","2113","null","201","null","2270","null","275","null","2203","null","500","null","1038","null","427","null","1024","510","null","null","437","null","281","null","987","null","355","null","1140","null","362","null","596","null","312","null","588","308","null","null","375","null","263","null","34321","null","874","null","1869","null","149","null","1387","700","null","null","3330","null","577","null","1682","459","null","null","479","null","440","null","0","null","201","null","74","null","132","null","2023","null","614","null","1785","null","96","null","1877","null","105","null","2621","null","724","null","2669","null","631","null","2198","201","null","null","2360","null","285","null","2194","null","489","null","931","null","456","null","1549","null","545","null","832","326","null","null","807","null","361","null","1240","null","374","null","1039","null","442","null","730","438","null","null","645","null","362","null",
"0500000US18019","Clark County, Indiana","118302","null","*****","*****","56446","842","null","null","4174","null","638","null","3161","null","927","null","3650","null","978","null","1790","null","98","null","1828","null","1189","null","765","466","null","null","763","null","461","null","1914","null","410","null","3830","null","393","null","3943","null","465","null","3487","null","853","null","4175","null","754","null","3874","null","452","null","3771","null","649","null","4482","null","584","null","991","null","393","null","1709","508","null","null","1319","null","469","null","1692","null","467","null","2387","null","580","null","1236","null","392","null","1112","385","null","null","393","null","228","null","61856","null","842","null","3514","null","611","null","4366","824","null","null","3560","null","831","null","2179","312","null","null","1225","null","499","null","181","null","196","null","704","null","495","null","2427","null","903","null","4147","null","571","null","3800","null","506","null","4049","null","1342","null","5019","null","910","null","3739","346","null","null","3454","null","236","null","4191","null","763","null","2092","null","592","null","1747","null","624","null","1894","752","null","null","2111","null","638","null","3258","null","729","null","2259","null","510","null","1028","499","null","null","912","null","382","null",
"0500000US18035","Delaware County, Indiana","114135","null","*****","*****","55356","815","null","null","2877","null","306","null","2731","null","657","null","2784","null","714","null","2377","null","444","null","3381","null","353","null","785","375","null","null","1919","null","754","null","4359","null","983","null","3482","null","325","null","2827","null","221","null","2792","null","645","null","2760","null","745","null","2885","null","124","null","3468","null","427","null","3460","null","706","null","1649","null","583","null","1879","542","null","null","1248","null","438","null","1746","null","482","null","2138","null","614","null","2046","null","691","null","895","448","null","null","868","null","563","null","58779","null","815","null","2480","null","240","null","3103","598","null","null","2380","null","588","null","1638","234","null","null","3632","null","1067","null","2520","null","1389","null","2458","null","1027","null","2980","null","868","null","3178","null","264","null","3462","null","629","null","2046","null","720","null","3395","null","630","null","3174","306","null","null","3671","null","292","null","3057","null","730","null","1251","null","494","null","2990","null","749","null","1378","620","null","null","2360","null","600","null","2170","null","662","null","2293","null","695","null","1486","601","null","null","1677","null","551","null",
"0500000US18039","Elkhart County, Indiana","206341","null","*****","*****","101937","2203","null","null","7221","null","1250","null","7121","null","1567","null","9426","null","2099","null","5662","null","1299","null","2475","null","657","null","1703","871","null","null","836","null","540","null","4203","null","1234","null","7142","null","543","null","6531","null","524","null","5400","null","1170","null","6434","null","1251","null","6159","null","806","null","6569","null","565","null","6023","null","857","null","1806","null","593","null","3434","767","null","null","2368","null","590","null","3045","null","668","null","3012","null","680","null","2914","null","595","null","1047","425","null","null","1406","null","473","null","104404","null","2203","null","6981","null","1607","null","5087","821","null","null","10697","null","1617","null","4474","1128","null","null","3005","null","884","null","623","null","407","null","1223","null","469","null","4527","null","974","null","6351","null","690","null","6633","null","1239","null","4946","null","940","null","6666","null","1360","null","6791","1225","null","null","5660","null","685","null","6500","null","1309","null","2466","null","765","null","4080","null","826","null","2297","665","null","null","2726","null","967","null","4478","null","790","null","2712","null","562","null","1627","554","null","null","3854","null","853","null",
"0500000US18043","Floyd County, Indiana","78522","null","*****","*****","38508","573","null","null","2449","null","278","null","2063","null","539","null","3526","null","722","null","1413","null","103","null","550","null","404","null","488","373","null","null","284","null","298","null","2291","null","794","null","2518","null","287","null","2398","null","232","null","2637","null","583","null","2132","null","602","null","2344","null","116","null","2278","null","81","null","2962","null","642","null","1123","null","334","null","1576","429","null","null","883","null","297","null","1097","null","364","null","1635","null","368","null","716","null","283","null","612","240","null","null","533","null","230","null","40014","null","573","null","2150","null","159","null","2721","539","null","null","2560","null","631","null","1311","171","null","null","890","null","413","null","72","null","85","null","496","null","369","null","1669","null","472","null","2638","null","391","null","2266","null","178","null","3281","null","625","null","1811","null","466","null","2371","201","null","null","2567","null","206","null","2600","null","668","null","1261","null","433","null","1863","null","526","null","932","375","null","null","1786","null","440","null","1722","null","521","null","835","null","398","null","881","419","null","null","1331","null","408","null",
"0500000US18053","Grant County, Indiana","65769","null","*****","*****","32080","820","null","null","2066","null","422","null","1882","null","461","null","2344","null","515","null","1204","null","395","null","714","null","424","null","348","291","null","null","636","null","333","null","2152","null","546","null","2110","null","435","null","1795","null","423","null","1202","null","383","null","1820","null","429","null","1714","null","154","null","2006","null","354","null","1748","null","451","null","986","null","343","null","1789","627","null","null","1036","null","487","null","1079","null","369","null","1247","null","526","null","1053","null","344","null","484","279","null","null","665","null","292","null","33689","null","820","null","1712","null","251","null","1765","558","null","null","1490","null","538","null","1002","498","null","null","1528","null","546","null","1281","null","685","null","833","null","415","null","830","null","695","null","1783","null","218","null","2157","null","427","null","1534","null","460","null","1771","null","501","null","1823","214","null","null","2220","null","344","null","2363","null","599","null","1193","null","462","null","1355","null","432","null","1140","388","null","null","881","null","395","null","1667","null","485","null","1099","null","366","null","1197","355","null","null","1065","null","365","null",
"0500000US18057","Hamilton County, Indiana","338011","null","*****","*****","166169","954","null","null","11747","null","988","null","12220","null","1796","null","14940","null","1738","null","8059","null","741","null","3710","null","416","null","1554","752","null","null","2079","null","1074","null","6141","null","1220","null","7917","null","380","null","10339","null","1100","null","14715","null","1926","null","9510","null","1709","null","12261","null","842","null","12636","null","1327","null","10534","null","1223","null","3109","null","885","null","5226","1232","null","null","3623","null","973","null","4337","null","1081","null","4354","null","954","null","3268","null","905","null","1539","598","null","null","2351","null","842","null","171842","null","954","null","9413","null","512","null","11612","1638","null","null","13850","null","1716","null","8152","724","null","null","3696","null","429","null","705","null","529","null","911","null","625","null","7565","null","957","null","8567","null","743","null","11425","null","796","null","13958","null","1926","null","12162","null","1905","null","12957","741","null","null","12079","null","806","null","9681","null","1196","null","4383","null","871","null","5548","null","998","null","4715","1127","null","null","4115","null","1098","null","5885","null","1248","null","3423","null","1123","null","2553","793","null","null","4487","null","933","null",
"0500000US18059","Hancock County, Indiana","78168","null","*****","*****","38287","792","null","null","2325","null","154","null","2506","null","724","null","2758","null","909","null","1498","null","201","null","1397","null","768","null","105","167","null","null","151","null","203","null","1468","null","640","null","2436","null","354","null","2382","null","454","null","2465","null","754","null","2281","null","757","null","2409","null","192","null","3041","null","441","null","3279","null","608","null","633","null","361","null","1044","479","null","null","369","null","292","null","1529","null","542","null","1540","null","550","null","1173","null","500","null","583","386","null","null","915","null","612","null","39881","null","792","null","2417","null","388","null","1829","636","null","null","2697","null","613","null","1435","201","null","null","722","null","760","null","722","null","781","null","473","null","533","null","1191","null","397","null","2355","null","627","null","3195","null","394","null","2012","null","732","null","2758","null","712","null","2648","262","null","null","2948","null","397","null","2855","null","772","null","730","null","439","null","1676","null","638","null","637","370","null","null","1556","null","518","null","1809","null","557","null","1314","null","556","null","1240","661","null","null","662","null","484","null",
"0500000US18063","Hendricks County, Indiana","170311","null","*****","*****","83952","1307","null","null","4547","null","621","null","5166","null","798","null","7621","null","1157","null","3398","null","260","null","2208","null","594","null","1866","1044","null","null","483","null","417","null","2757","null","837","null","4991","null","510","null","6593","null","1080","null","5135","null","1126","null","6529","null","1291","null","6614","null","1018","null","5215","null","537","null","5402","null","1092","null","1638","null","622","null","2675","837","null","null","1800","null","634","null","1953","null","623","null","3613","null","962","null","1829","null","598","null","1139","463","null","null","780","null","444","null","86359","null","1307","null","5028","null","1022","null","6576","1287","null","null","6481","null","1254","null","3345","387","null","null","1630","null","248","null","877","null","592","null","894","null","463","null","2302","null","672","null","4730","null","495","null","6473","null","1110","null","3649","null","1002","null","8197","null","1263","null","5701","690","null","null","6484","null","1303","null","6008","null","1228","null","1354","null","522","null","3265","null","913","null","1505","514","null","null","3290","null","966","null","2961","null","776","null","1803","null","651","null","2064","728","null","null","1742","null","636","null",
"0500000US18067","Howard County, Indiana","82544","null","*****","*****","40318","734","null","null","2418","null","431","null","2558","null","678","null","2807","null","619","null","1917","null","309","null","1001","null","479","null","452","325","null","null","251","null","241","null","1515","null","379","null","2968","null","506","null","2297","null","339","null","2218","null","579","null","2188","null","765","null","2264","null","182","null","2384","null","171","null","3329","null","834","null","1211","null","610","null","1692","511","null","null","1015","null","407","null","969","null","369","null","2035","null","537","null","1384","null","348","null","683","322","null","null","762","null","315","null","42226","null","734","null","2584","null","346","null","2290","1082","null","null","2932","null","1029","null","1772","292","null","null","869","null","536","null","159","null","191","null","343","null","307","null","1283","null","585","null","2784","null","545","null","2397","null","528","null","2150","null","578","null","2813","null","677","null","2642","646","null","null","2611","null","273","null","3004","null","535","null","1085","null","507","null","1659","null","555","null","1353","488","null","null","1231","null","407","null","2215","null","515","null","1924","null","481","null","831","337","null","null","1295","null","434","null",
"0500000US18081","Johnson County, Indiana","158167","null","*****","*****","77328","812","null","null","4410","null","175","null","5469","null","1275","null","5409","null","920","null","3637","null","379","null","2162","null","592","null","1071","648","null","null","1858","null","979","null","2218","null","750","null","5160","null","518","null","5407","null","1034","null","4903","null","1112","null","5069","null","1153","null","5740","null","1020","null","4612","null","260","null","5023","null","970","null","1658","null","686","null","3068","906","null","null","1359","null","525","null","2165","null","664","null","3102","null","632","null","1755","null","531","null","1208","530","null","null","865","null","429","null","80839","null","812","null","5790","null","1093","null","4892","1389","null","null","5717","null","1202","null","3099","377","null","null","1584","null","225","null","1617","null","795","null","869","null","406","null","2629","null","855","null","5307","null","658","null","4579","null","163","null","4789","null","1310","null","5456","null","1027","null","5651","630","null","null","5433","null","633","null","5902","null","945","null","1724","null","657","null","2535","null","723","null","1276","693","null","null","2438","null","705","null","3788","null","747","null","2814","null","646","null","1959","599","null","null","991","null","564","null",
"0500000US18085","Kosciusko County, Indiana","79456","null","*****","*****","40048","623","null","null","2719","null","345","null","2045","null","514","null","3645","null","479","null","1400","null","176","null","1092","null","201","null","637","367","null","null","230","null","241","null","1291","null","406","null","2756","null","772","null","2742","null","438","null","2369","null","823","null","2427","null","679","null","2488","null","589","null","2392","null","376","null","2555","null","423","null","1320","null","400","null","1759","462","null","null","800","null","323","null","1115","null","367","null","1949","null","408","null","1075","null","366","null","767","307","null","null","475","null","322","null","39408","null","623","null","2519","null","239","null","2378","618","null","null","2667","null","609","null","1478","178","null","null","1104","null","197","null","308","null","212","null","530","null","302","null","1440","null","395","null","2544","null","276","null","2828","null","569","null","1193","null","459","null","2910","null","485","null","2449","231","null","null","2274","null","97","null","2615","null","490","null","1408","null","512","null","1421","null","468","null","773","337","null","null","1799","null","426","null","1591","null","440","null","1542","null","480","null","1100","466","null","null","537","null","329","null",
"0500000US18089","Lake County, Indiana","485493","null","*****","*****","234605","487","null","null","14299","null","121","null","14551","null","1805","null","17956","null","1820","null","10558","null","263","null","6121","null","76","null","2452","1007","null","null","2025","null","786","null","10201","null","1164","null","15313","null","417","null","14369","null","368","null","14989","null","1605","null","14815","null","1633","null","14747","null","483","null","14679","null","342","null","15521","null","1306","null","6323","null","1073","null","9828","1268","null","null","5487","null","1026","null","8070","null","1000","null","8840","null","1275","null","5544","null","817","null","4227","820","null","null","3690","null","862","null","250888","null","487","null","14086","null","206","null","12676","1480","null","null","18281","null","1510","null","10041","221","null","null","5857","null","205","null","2471","null","819","null","2101","null","788","null","9915","null","1016","null","15596","null","249","null","14834","null","341","null","14352","null","1523","null","17173","null","1563","null","15914","390","null","null","15441","null","260","null","18463","null","1497","null","7223","null","1136","null","9928","null","1397","null","6158","1067","null","null","7283","null","1081","null","12445","null","1141","null","7936","null","1238","null","7050","1189","null","null","5664","null","950","null",
"0500000US18091","LaPorte County, Indiana","109888","null","*****","*****","57617","810","null","null","3304","null","836","null","3481","null","1036","null","3278","null","563","null","2892","null","629","null","1091","null","357","null","847","556","null","null","361","null","281","null","3306","null","746","null","3725","null","406","null","3765","null","496","null","3698","null","679","null","3849","null","689","null","3805","null","340","null","3544","null","290","null","3908","null","699","null","1434","null","521","null","2513","704","null","null","1150","null","345","null","1655","null","419","null","2834","null","482","null","1863","null","428","null","933","379","null","null","381","null","232","null","52271","null","810","null","2759","null","311","null","3142","565","null","null","2740","null","870","null","1805","338","null","null","916","null","216","null","604","null","389","null","449","null","285","null","1621","null","589","null","3369","null","511","null","2899","null","415","null","2847","null","765","null","3022","null","722","null","3404","475","null","null","3846","null","636","null","3085","null","648","null","1314","null","456","null","3577","null","673","null","1367","444","null","null","1850","null","534","null","2821","null","578","null","2015","null","490","null","1543","494","null","null","1276","null","486","null",
"0500000US18095","Madison County, Indiana","129569","null","*****","*****","65183","560","null","null","3510","null","338","null","3854","null","707","null","4744","null","696","null","2593","null","336","null","1750","null","382","null","600","440","null","null","278","null","165","null","2967","null","496","null","4213","null","368","null","4267","null","468","null","4101","null","747","null","3627","null","712","null","5310","null","720","null","4201","null","299","null","4313","null","732","null","1340","null","433","null","2936","708","null","null","1396","null","478","null","1669","null","524","null","3179","null","560","null","2588","null","430","null","982","358","null","null","765","null","360","null","64386","null","560","null","3545","null","336","null","3620","735","null","null","3823","null","817","null","2039","194","null","null","1428","null","254","null","631","null","291","null","993","null","482","null","2412","null","456","null","3654","null","229","null","4329","null","483","null","4332","null","778","null","3042","null","730","null","4234","419","null","null","3977","null","292","null","4763","null","688","null","1013","null","352","null","2521","null","535","null","1826","557","null","null","2199","null","566","null","3700","null","698","null","2210","null","585","null","1759","581","null","null","2336","null","567","null",
"0500000US18097","Marion County, Indiana","964582","null","*****","*****","465816","716","null","null","35996","null","142","null","33967","null","3128","null","32668","null","3146","null","19080","null","338","null","11678","null","384","null","7842","1852","null","null","6159","null","1499","null","18472","null","2071","null","42360","null","337","null","37501","null","534","null","34185","null","2379","null","26598","null","2428","null","26621","null","201","null","25923","null","145","null","27706","null","1856","null","13108","null","1723","null","13587","1629","null","null","9446","null","1505","null","9602","null","1388","null","14756","null","1739","null","9450","null","1157","null","4296","896","null","null","4815","null","1000","null","498766","null","716","null","33482","null","5","null","32495","3190","null","null","31432","null","3168","null","17489","246","null","null","11833","null","314","null","6864","null","1808","null","6141","null","1722","null","21406","null","2121","null","44698","null","3","null","40021","null","746","null","34795","null","2794","null","29114","null","2775","null","28786","274","null","null","27963","null","2","null","34416","null","2240","null","12367","null","1627","null","13788","null","1651","null","10766","1797","null","null","11796","null","1467","null","18358","null","1838","null","11964","null","1540","null","6669","1022","null","null","12123","null","1899","null",
