"GEO_ID","NAME","B01001_001E","B01001_001EA","B01001_001M","B01001_001MA","B01001_002E","B01001_002M","B01001_002MA","B01001_002EA","B01001_003E","B01001_003EA","B01001_003M","B01001_003MA","B01001_004E","B01001_004EA","B01001_004M","B01001_004MA","B01001_005E","B01001_005EA","B01001_005M","B01001_005MA","B01001_006E","B01001_006EA","B01001_006M","B01001_006MA","B01001_007E","B01001_007EA","B01001_007M","B01001_007MA","B01001_008E","B01001_008M","B01001_008MA","B01001_008EA","B01001_009E","B01001_009EA","B01001_009M","B01001_009MA","B01001_010E","B01001_010EA","B01001_010M","B01001_010MA","B01001_011E","B01001_011EA","B01001_011M","B01001_011MA","B01001_012E","B01001_012EA","B01001_012M","B01001_012MA","B01001_013E","B01001_013EA","B01001_013M","B01001_013MA","B01001_014E","B01001_014EA","B01001_014M","B01001_014MA","B01001_015E","B01001_015EA","B01001_015M","B01001_015MA","B01001_016E","B01001_016EA","B01001_016M","B01001_016MA","B01001_017E","B01001_017EA","B01001_017M","B01001_017MA","B01001_018E","B01001_018EA","B01001_018M","B01001_018MA","B01001_019E","B01001_019M","B01001_019MA","B01001_019EA","B01001_020E","B01001_020EA","B01001_020M","B01001_020MA","B01001_021E","B01001_021EA","B01001_021M","B01001_021MA","B01001_022E","B01001_022EA","B01001_022M","B01001_022MA","B01001_023E","B01001_023EA","B01001_023M","B01001_023MA","B01001_024E","B01001_024M","B01001_024MA","B01001_024EA","B01001_025E","B01001_025EA","B01001_025M","B01001_025MA","B01001_026E","B01001_026EA","B01001_026M","B01001_026MA","B01001_027E","B01001_027EA","B01001_027M","B01001_027MA","B01001_028E","B01001_028M","B01001_028MA","B01001_028EA","B01001_029E","B01001_029EA","B01001_029M","B01001_029MA","B01001_030E","B01001_030M","B01001_030MA","B01001_030EA","B01001_031E","B01001_031EA","B01001_031M","B01001_031MA","B01001_032E","B01001_032EA","B01001_032M","B01001_032MA","B01001_033E","B01001_033EA","B01001_033M","B01001_033MA","B01001_034E","B01001_034EA","B01001_034M","B01001_034MA","B01001_035E","B01001_035EA","B01001_035M","B01001_035MA","B01001_036E","B01001_036EA","B01001_036M","B01001_036MA","B01001_037E","B01001_037EA","B01001_037M","B01001_037MA","B01001_038E","B01001_038EA","B01001_038M","B01001_038MA","B01001_039E","B01001_039M","B01001_039MA","B01001_039EA","B01001_040E","B01001_040EA","B01001_040M","B01001_040MA","B01001_041E","B01001_041EA","B01001_041M","B01001_041MA","B01001_042E","B01001_042EA","B01001_042M","B01001_042MA","B01001_043E","B01001_043EA","B01001_043M","B01001_043MA","B01001_044E","B01001_044M","B01001_044MA","B01001_044EA","B01001_045E","B01001_045EA","B01001_045M","B01001_045MA","B01001_046E","B01001_046EA","B01001_046M","B01001_046MA","B01001_047E","B01001_047EA","B01001_047M","B01001_047MA","B01001_048E","B01001_048M","B01001_048MA","B01001_048EA","B01001_049E","B01001_049EA","B01001_049M","B01001_049MA",
"0500000US24013","Carroll County, Maryland","168447","null","*****","*****","83360","485","null","null","4498","null","296","null","5457","null","843","null","5533","null","835","null","3461","null","250","null","2490","null","318","null","1288","616","null","null","1156","null","515","null","3034","null","749","null","4846","null","471","null","4844","null","294","null","4711","null","833","null","4801","null","865","null","5010","null","286","null","6782","null","532","null","6372","null","786","null","2774","null","616","null","3181","761","null","null","1999","null","508","null","2260","null","528","null","3790","null","598","null","1961","null","408","null","1544","501","null","null","1568","null","473","null","85087","null","485","null","4212","null","298","null","5525","849","null","null","4042","null","779","null","3632","427","null","null","2085","null","251","null","943","null","565","null","653","null","388","null","3195","null","600","null","4176","null","142","null","4909","null","285","null","5024","null","793","null","4561","null","807","null","5756","286","null","null","7321","null","549","null","7648","null","897","null","2039","null","593","null","3310","null","774","null","2564","583","null","null","2799","null","617","null","3556","null","626","null","2263","null","506","null","2082","564","null","null","2792","null","765","null",
"0500000US24015","Cecil County, Maryland","102855","null","*****","*****","51382","1193","null","null","2782","null","382","null","3482","null","858","null","3729","null","965","null","1788","null","162","null","1353","null","390","null","508","387","null","null","293","null","314","null","2409","null","683","null","3554","null","650","null","3082","null","514","null","3091","null","761","null","2718","null","655","null","3724","null","845","null","3468","null","174","null","3481","null","679","null","1527","null","481","null","2567","780","null","null","1362","null","637","null","1912","null","596","null","1559","null","522","null","2029","null","473","null","663","359","null","null","301","null","199","null","51473","null","1193","null","3142","null","585","null","2723","709","null","null","3195","null","751","null","1639","210","null","null","1290","null","569","null","549","null","542","null","695","null","738","null","1686","null","663","null","3206","null","295","null","3197","null","407","null","3409","null","646","null","2978","null","966","null","3239","313","null","null","3621","null","230","null","3992","null","962","null","1240","null","583","null","2845","null","847","null","1545","500","null","null","1355","null","576","null","2436","null","643","null","1369","null","454","null","1342","531","null","null","780","null","409","null",
"0500000US24017","Charles County, Maryland","163257","null","*****","*****","78748","499","null","null","4555","null","272","null","5448","null","1027","null","6527","null","980","null","3527","null","214","null","1446","null","660","null","652","515","null","null","1562","null","729","null","3666","null","924","null","4987","null","264","null","4831","null","336","null","5815","null","1123","null","4642","null","1042","null","5576","null","467","null","5883","null","217","null","5975","null","962","null","1869","null","600","null","3007","638","null","null","865","null","371","null","1988","null","498","null","2758","null","639","null","1448","null","377","null","851","379","null","null","870","null","386","null","84509","null","499","null","4416","null","387","null","4868","929","null","null","5980","null","972","null","3541","441","null","null","1191","null","703","null","1082","null","459","null","879","null","428","null","3723","null","679","null","4885","null","209","null","5300","null","352","null","5607","null","971","null","5893","null","1030","null","6867","662","null","null","6494","null","355","null","5366","null","739","null","2415","null","800","null","4177","null","908","null","2143","576","null","null","1609","null","473","null","3245","null","600","null","1589","null","412","null","2298","476","null","null","941","null","318","null",
"0500000US24021","Frederick County, Maryland","259547","null","*****","*****","127848","764","null","null","8076","null","398","null","8566","null","927","null","8856","null","927","null","5042","null","602","null","3628","null","584","null","2948","791","null","null","1272","null","484","null","3391","null","792","null","7645","null","128","null","8747","null","620","null","9409","null","1190","null","7932","null","1293","null","8878","null","576","null","9141","null","604","null","9844","null","994","null","2699","null","713","null","4708","877","null","null","3423","null","668","null","2603","null","501","null","4817","null","660","null","2753","null","585","null","1724","457","null","null","1746","null","556","null","131699","null","764","null","7248","null","398","null","7915","1041","null","null","9099","null","1007","null","5188","596","null","null","3428","null","691","null","2233","null","816","null","1498","null","550","null","3227","null","751","null","7899","null","844","null","8464","null","567","null","11309","null","1390","null","7699","null","1277","null","8057","573","null","null","9064","null","437","null","8617","null","900","null","3504","null","715","null","5022","null","850","null","2855","589","null","null","4434","null","847","null","6041","null","1036","null","3720","null","754","null","2716","555","null","null","2462","null","538","null",
"0500000US24025","Harford County, Maryland","255441","null","*****","*****","124765","1066","null","null","7620","null","779","null","6602","null","903","null","9264","null","898","null","5016","null","301","null","2881","null","456","null","1901","1073","null","null","1073","null","510","null","4497","null","780","null","8252","null","1139","null","7869","null","1034","null","8007","null","975","null","7811","null","1149","null","8359","null","545","null","9186","null","467","null","9527","null","972","null","3584","null","694","null","4505","986","null","null","3279","null","679","null","3820","null","812","null","4863","null","849","null","3561","null","606","null","2157","528","null","null","1131","null","439","null","130676","null","1066","null","6707","null","779","null","7286","1303","null","null","9222","null","1314","null","4727","322","null","null","2661","null","728","null","676","null","463","null","1785","null","751","null","4487","null","781","null","7664","null","386","null","8172","null","437","null","7897","null","1119","null","8513","null","1115","null","8707","395","null","null","9351","null","451","null","9618","null","1033","null","3617","null","752","null","6111","null","930","null","2306","622","null","null","4531","null","993","null","6070","null","1072","null","4870","null","842","null","2681","709","null","null","3017","null","615","null",
"0500000US24027","Howard County, Maryland","325690","null","*****","*****","158676","593","null","null","9555","null","510","null","11372","null","1283","null","11771","null","1245","null","7189","null","189","null","4072","null","423","null","1270","643","null","null","1892","null","771","null","6522","null","892","null","9303","null","315","null","9786","null","476","null","10662","null","1271","null","11543","null","1495","null","10519","null","298","null","11355","null","739","null","11428","null","1104","null","3978","null","914","null","5371","1052","null","null","3360","null","742","null","3975","null","630","null","5802","null","739","null","3215","null","736","null","2053","677","null","null","2683","null","683","null","167014","null","593","null","9751","null","583","null","9605","1151","null","null","12360","null","1151","null","7346","212","null","null","3393","null","775","null","1638","null","611","null","2167","null","776","null","5109","null","1041","null","9465","null","451","null","10563","null","549","null","13113","null","1563","null","11007","null","1569","null","11835","383","null","null","12075","null","562","null","11211","null","1125","null","4674","null","1103","null","6162","null","1132","null","3445","815","null","null","4195","null","998","null","7386","null","946","null","3714","null","907","null","2713","820","null","null","4087","null","1092","null",
"0500000US24031","Montgomery County, Maryland","1050688","null","*****","*****","507850","657","null","null","32855","null","255","null","33842","null","2503","null","36147","null","2504","null","21018","null","238","null","11766","null","4","null","6183","1523","null","null","4718","null","1248","null","18560","null","1566","null","31610","null","3","null","33394","null","103","null","36559","null","2035","null","33326","null","2035","null","34443","null","173","null","34936","null","682","null","33961","null","1934","null","14682","null","1657","null","16902","1586","null","null","11028","null","1469","null","14137","null","1209","null","18546","null","1414","null","12414","null","1284","null","9173","1329","null","null","7650","null","1019","null","542838","null","657","null","31763","null","275","null","29947","2073","null","null","35910","null","2073","null","20555","4","null","null","11111","null","4","null","3952","null","1079","null","4697","null","1129","null","20536","null","1521","null","31606","null","533","null","35027","null","268","null","38274","null","2455","null","36309","null","2448","null","37063","3","null","null","37548","null","4","null","39480","null","2252","null","13236","null","1376","null","19728","null","1833","null","13783","1422","null","null","15733","null","1506","null","22431","null","1790","null","17454","null","1551","null","12634","1534","null","null","14061","null","1443","null",
"0500000US24033","Prince George's County, Maryland","909327","null","*****","*****","436530","429","null","null","30248","null","151","null","27028","null","2182","null","29060","null","2201","null","15855","null","558","null","13510","null","913","null","5978","1166","null","null","7297","null","1675","null","16419","null","1700","null","33778","null","2","null","32251","null","153","null","32349","null","2376","null","27888","null","2385","null","28719","null","43","null","29235","null","198","null","28269","null","2140","null","11551","null","1792","null","14853","2140","null","null","7751","null","1240","null","12015","null","1585","null","14401","null","1508","null","8262","null","1123","null","5069","835","null","null","4744","null","887","null","472797","null","429","null","29126","null","75","null","25249","1980","null","null","29244","null","1980","null","15652","222","null","null","13043","null","759","null","8100","null","1475","null","4360","null","1146","null","16863","null","1507","null","33517","null","141","null","32513","null","4","null","31628","null","2297","null","29928","null","2303","null","31195","4","null","null","33340","null","7","null","33435","null","2526","null","15160","null","2031","null","16433","null","2149","null","11224","1537","null","null","13359","null","1542","null","20557","null","1805","null","13047","null","1463","null","8399","1314","null","null","7425","null","1214","null",
"0500000US24037","St. Mary's County, Maryland","113510","null","*****","*****","56505","1129","null","null","3629","null","495","null","2880","null","885","null","4090","null","952","null","2851","null","930","null","917","null","495","null","807","471","null","null","1581","null","1175","null","2911","null","1003","null","3511","null","421","null","4035","null","663","null","3392","null","1243","null","3938","null","969","null","2840","null","288","null","4417","null","956","null","2682","null","708","null","2565","null","987","null","2685","858","null","null","720","null","406","null","1743","null","491","null","1476","null","542","null","1306","null","699","null","783","433","null","null","746","null","467","null","57005","null","1129","null","3179","null","613","null","3137","993","null","null","4952","null","950","null","2363","613","null","null","1698","null","500","null","1162","null","550","null","738","null","355","null","1594","null","539","null","3624","null","689","null","3803","null","492","null","3237","null","940","null","3842","null","981","null","3704","571","null","null","3761","null","423","null","3351","null","877","null","1901","null","699","null","2353","null","771","null","1207","416","null","null","1378","null","502","null","2330","null","713","null","1023","null","473","null","908","505","null","null","1760","null","764","null",
"0500000US24043","Washington County, Maryland","151049","null","*****","*****","76430","767","null","null","4535","null","464","null","4540","null","820","null","4606","null","807","null","2559","null","375","null","1635","null","511","null","746","352","null","null","969","null","554","null","2899","null","719","null","5818","null","744","null","5164","null","521","null","5623","null","1148","null","5360","null","1038","null","5021","null","442","null","4920","null","320","null","5196","null","733","null","1978","null","469","null","2944","663","null","null","1956","null","688","null","2264","null","586","null","3031","null","613","null","2286","null","556","null","1337","412","null","null","1043","null","440","null","74619","null","767","null","4128","null","458","null","5590","1134","null","null","4121","null","896","null","2686","524","null","null","1573","null","295","null","810","null","441","null","927","null","621","null","2525","null","745","null","4203","null","438","null","4587","null","628","null","3723","null","839","null","4547","null","872","null","4793","450","null","null","5447","null","486","null","6231","null","901","null","1549","null","617","null","2726","null","704","null","1839","501","null","null","2759","null","572","null","3119","null","597","null","2258","null","557","null","1940","510","null","null","2538","null","622","null",
"0500000US24045","Wicomico County, Maryland","103609","null","*****","*****","48293","964","null","null","3085","null","700","null","2356","null","631","null","3697","null","872","null","1391","null","889","null","3057","null","882","null","745","531","null","null","2064","null","566","null","1620","null","560","null","3476","null","726","null","2014","null","296","null","2796","null","856","null","3278","null","1049","null","2564","null","607","null","2712","null","771","null","2923","null","684","null","1221","null","493","null","1993","545","null","null","991","null","394","null","1367","null","483","null","2468","null","487","null","1376","null","344","null","541","321","null","null","558","null","283","null","55316","null","964","null","2898","null","763","null","3700","1016","null","null","2345","null","796","null","2919","508","null","null","2846","null","1033","null","1204","null","695","null","1318","null","602","null","2636","null","905","null","3251","null","27","null","2625","null","712","null","3288","null","831","null","3008","null","877","null","2980","733","null","null","3731","null","586","null","4475","null","771","null","1314","null","528","null","1353","null","464","null","1527","778","null","null","1616","null","500","null","2190","null","666","null","1557","null","561","null","1417","643","null","null","1118","null","360","null",
"0500000US24510","Baltimore city, Maryland","593490","null","*****","*****","278188","901","null","null","18510","null","256","null","16125","null","2225","null","17048","null","2214","null","9284","null","591","null","8194","null","531","null","4589","1202","null","null","2876","null","1027","null","11096","null","1415","null","27835","null","378","null","26650","null","218","null","22507","null","1909","null","13750","null","1929","null","14762","null","480","null","16287","null","245","null","16681","null","1482","null","6778","null","1271","null","10310","1560","null","null","4820","null","849","null","7588","null","1104","null","9462","null","1205","null","6301","null","1006","null","4314","958","null","null","2421","null","741","null","315302","null","901","null","17939","null","256","null","17042","1827","null","null","15291","null","1901","null","8328","294","null","null","9238","null","542","null","3648","null","1428","null","3293","null","1133","null","13439","null","1798","null","28981","null","333","null","28807","null","151","null","24851","null","2026","null","15978","null","2032","null","16392","340","null","null","18778","null","666","null","20234","null","1587","null","9447","null","1499","null","12257","null","1689","null","7241","1379","null","null","9641","null","1321","null","12878","null","1293","null","9517","null","1240","null","5130","1126","null","null","6952","null","1208","null",
"0500000US25001","Barnstable County, Massachusetts","212990","null","*****","*****","102830","1099","null","null","4221","null","640","null","3422","null","864","null","5726","null","925","null","3761","null","866","null","2229","null","349","null","961","546","null","null","829","null","473","null","3537","null","695","null","5313","null","720","null","5519","null","998","null","4802","null","943","null","4695","null","1071","null","4759","null","343","null","6261","null","472","null","7312","null","1096","null","3281","null","813","null","6379","1160","null","null","4459","null","1034","null","6264","null","949","null","6909","null","1017","null","5456","null","853","null","3412","700","null","null","3323","null","770","null","110160","null","1099","null","3119","null","267","null","4298","783","null","null","4232","null","851","null","2898","456","null","null","1427","null","82","null","937","null","453","null","615","null","374","null","3216","null","726","null","4200","null","299","null","4587","null","483","null","4120","null","1004","null","5808","null","1198","null","5542","514","null","null","7839","null","697","null","9320","null","1240","null","4204","null","936","null","6460","null","936","null","5451","953","null","null","5572","null","827","null","9557","null","1003","null","6628","null","911","null","4710","821","null","null","5420","null","944","null",
"0500000US25003","Berkshire County, Massachusetts","124944","null","*****","*****","60981","657","null","null","2777","null","458","null","2673","null","573","null","3232","null","681","null","2645","null","333","null","1805","null","260","null","1022","449","null","null","730","null","386","null","2056","null","514","null","3451","null","311","null","3273","null","255","null","3328","null","733","null","3288","null","667","null","3096","null","79","null","4331","null","285","null","5235","null","761","null","1702","null","528","null","2861","756","null","null","1455","null","453","null","2811","null","569","null","3937","null","548","null","1759","null","556","null","1539","386","null","null","1975","null","488","null","63963","null","657","null","2455","null","363","null","2324","604","null","null","2728","null","613","null","2015","306","null","null","1594","null","562","null","1248","null","508","null","1244","null","419","null","2153","null","745","null","3020","null","258","null","3210","null","290","null","2915","null","774","null","3925","null","687","null","3832","292","null","null","4364","null","391","null","4195","null","669","null","2662","null","697","null","3482","null","731","null","2042","531","null","null","2988","null","651","null","3960","null","585","null","3236","null","793","null","1937","568","null","null","2434","null","656","null",
"0500000US25005","Bristol County, Massachusetts","565217","null","*****","*****","273949","639","null","null","15246","null","802","null","15186","null","1614","null","18247","null","1559","null","10661","null","492","null","7284","null","679","null","4450","1248","null","null","2984","null","855","null","10446","null","1401","null","18729","null","378","null","18233","null","855","null","17214","null","1828","null","16029","null","1709","null","17935","null","764","null","20690","null","803","null","20805","null","1439","null","6217","null","1146","null","11782","1486","null","null","6173","null","1170","null","8137","null","1110","null","11517","null","1101","null","6852","null","1002","null","3949","949","null","null","5183","null","973","null","291268","null","639","null","14024","null","82","null","14166","1476","null","null","17602","null","1526","null","10590","538","null","null","7189","null","726","null","3018","null","950","null","2930","null","965","null","11897","null","1374","null","17864","null","538","null","18817","null","823","null","17399","null","1931","null","18707","null","2120","null","18815","654","null","null","20650","null","788","null","19616","null","1825","null","8833","null","1600","null","12904","null","1668","null","8354","1318","null","null","9062","null","1357","null","13844","null","1452","null","9188","null","1288","null","6899","1147","null","null","8900","null","1349","null",
"0500000US25009","Essex County, Massachusetts","789034","null","*****","*****","380617","865","null","null","22523","null","695","null","21830","null","1833","null","25324","null","1834","null","15442","null","441","null","10872","null","601","null","5366","1198","null","null","5918","null","1380","null","14024","null","1623","null","25193","null","284","null","24257","null","732","null","25283","null","2395","null","21121","null","2435","null","23459","null","557","null","26462","null","152","null","28597","null","1963","null","10725","null","1598","null","14428","2028","null","null","9301","null","1326","null","10829","null","1316","null","16524","null","1570","null","10064","null","1397","null","6662","1285","null","null","6413","null","1139","null","408417","null","865","null","21634","null","696","null","20619","2223","null","null","24132","null","2223","null","14806","357","null","null","10234","null","549","null","3748","null","1097","null","6025","null","1717","null","14393","null","1932","null","24848","null","461","null","25278","null","796","null","25758","null","2060","null","23316","null","2124","null","26070","72","null","null","29072","null","288","null","29875","null","2077","null","12876","null","1686","null","16824","null","1979","null","10438","1790","null","null","13748","null","1425","null","18551","null","1675","null","13231","null","1329","null","9209","1258","null","null","13732","null","1787","null",
"0500000US25011","Franklin County, Massachusetts","70180","null","*****","*****","33915","421","null","null","1605","null","188","null","1480","null","339","null","1939","null","417","null","1152","null","161","null","842","null","185","null","438","231","null","null","503","null","237","null","1045","null","312","null","1849","null","200","null","1912","null","40","null","1636","null","421","null","2207","null","435","null","1913","null","45","null","2484","null","221","null","2363","null","560","null","1719","null","569","null","1381","438","null","null","1106","null","362","null","1428","null","325","null","2369","null","369","null","1266","null","404","null","703","359","null","null","575","null","279","null","36265","null","421","null","1164","null","43","null","1615","344","null","null","1648","null","403","null","1234","246","null","null","653","null","290","null","219","null","201","null","309","null","225","null","958","null","327","null","2327","null","221","null","2070","null","173","null","2208","null","489","null","2509","null","506","null","2172","146","null","null","2309","null","91","null","2268","null","501","null","1030","null","378","null","2711","null","545","null","1023","352","null","null","2119","null","495","null","2279","null","440","null","1293","null","381","null","1105","360","null","null","1042","null","358","null",
"0500000US25013","Hampden County, Massachusetts","466372","null","*****","*****","225094","672","null","null","13017","null","202","null","12848","null","1591","null","16214","null","1574","null","9056","null","526","null","6559","null","334","null","3385","999","null","null","5096","null","1182","null","8483","null","1222","null","16566","null","435","null","15177","null","470","null","14221","null","1745","null","11843","null","1723","null","12620","null","658","null","14493","null","443","null","15976","null","1586","null","5199","null","1201","null","9252","1438","null","null","6179","null","1226","null","7288","null","1242","null","8720","null","1197","null","4683","null","942","null","4140","891","null","null","4079","null","847","null","241278","null","672","null","12259","null","212","null","14686","1601","null","null","12415","null","1611","null","9150","646","null","null","7119","null","679","null","3608","null","1222","null","2757","null","844","null","9737","null","1240","null","15613","null","370","null","15494","null","4","null","14914","null","1360","null","14112","null","1390","null","14557","291","null","null","15673","null","340","null","15759","null","1493","null","6509","null","1346","null","10939","null","1431","null","5889","1215","null","null","6494","null","1211","null","12728","null","1374","null","8351","null","1071","null","5253","1272","null","null","7262","null","944","null",
"0500000US25015","Hampshire County, Massachusetts","160830","null","*****","*****","74518","1195","null","null","2380","null","275","null","2830","null","565","null","4477","null","832","null","2304","null","264","null","5901","null","682","null","2032","737","null","null","3519","null","940","null","4426","null","1116","null","3857","null","396","null","4649","null","867","null","3896","null","604","null","3813","null","889","null","4519","null","734","null","4010","null","115","null","4692","null","751","null","1994","null","674","null","2740","610","null","null","1815","null","590","null","2544","null","572","null","3692","null","610","null","1881","null","476","null","1737","535","null","null","810","null","354","null","86312","null","1195","null","2370","null","380","null","2772","697","null","null","3544","null","619","null","2523","328","null","null","8235","null","678","null","3958","null","1089","null","4390","null","1151","null","4595","null","1120","null","3779","null","237","null","3916","null","516","null","3987","null","657","null","3496","null","579","null","5656","1282","null","null","5136","null","525","null","5405","null","765","null","2756","null","636","null","2911","null","768","null","1899","477","null","null","3623","null","654","null","4250","null","802","null","2991","null","708","null","1785","552","null","null","2335","null","680","null",
"0500000US25017","Middlesex County, Massachusetts","1611699","null","*****","*****","790207","853","null","null","43306","null","285","null","44144","null","2494","null","45020","null","2494","null","28222","null","196","null","23429","null","116","null","11042","1856","null","null","11079","null","2118","null","35074","null","2560","null","64796","null","422","null","62408","null","170","null","53195","null","2769","null","53334","null","2729","null","50636","null","466","null","52510","null","160","null","55597","null","2968","null","19965","null","2115","null","26474","2472","null","null","18606","null","1706","null","20419","null","2064","null","27419","null","1894","null","19019","null","1997","null","11691","1579","null","null","12822","null","1681","null","821492","null","853","null","41130","null","5","null","42186","2483","null","null","43912","null","2455","null","27179","54","null","null","22553","null","585","null","8373","null","1367","null","10111","null","2216","null","37045","null","2337","null","61429","null","514","null","61548","null","4","null","54395","null","2981","null","53391","null","3016","null","52136","4","null","null","55068","null","2","null","57076","null","2676","null","20326","null","2060","null","30926","null","2722","null","17287","1830","null","null","25122","null","2359","null","34921","null","2367","null","23971","null","1904","null","18772","1921","null","null","22635","null","1879","null",
"0500000US25021","Norfolk County, Massachusetts","706775","null","*****","*****","338615","765","null","null","18074","null","733","null","19857","null","1718","null","21608","null","1724","null","14092","null","4","null","9945","null","1200","null","4252","1066","null","null","3555","null","1135","null","12900","null","1817","null","21745","null","377","null","23253","null","946","null","23681","null","1932","null","20295","null","1758","null","22039","null","543","null","24066","null","597","null","26652","null","1656","null","6928","null","1104","null","13740","1544","null","null","7420","null","1170","null","10285","null","1387","null","12906","null","1481","null","9799","null","1355","null","6404","1036","null","null","5119","null","919","null","368160","null","765","null","19707","null","799","null","20156","1890","null","null","20134","null","1905","null","13520","445","null","null","9505","null","989","null","4053","null","950","null","3090","null","847","null","14568","null","1415","null","22692","null","142","null","23918","null","4","null","23391","null","2082","null","22389","null","2074","null","23989","196","null","null","25705","null","4","null","25179","null","2087","null","9894","null","1607","null","16239","null","1887","null","8798","1178","null","null","11047","null","1555","null","16929","null","1784","null","13798","null","1555","null","7424","1056","null","null","12035","null","1387","null",
"0500000US25023","Plymouth County, Massachusetts","521202","null","*****","*****","254117","669","null","null","14258","null","344","null","13310","null","1470","null","18451","null","1483","null","10800","null","382","null","6624","null","480","null","3124","863","null","null","3073","null","757","null","9304","null","1114","null","14809","null","726","null","13978","null","516","null","14771","null","2020","null","14046","null","2000","null","17495","null","678","null","19154","null","667","null","20005","null","1569","null","7961","null","1392","null","9642","1429","null","null","5186","null","1025","null","7829","null","1253","null","13871","null","1438","null","9934","null","970","null","3246","772","null","null","3246","null","844","null","267085","null","669","null","13170","null","211","null","14265","1636","null","null","15898","null","1666","null","10267","204","null","null","6671","null","392","null","3522","null","1160","null","3255","null","936","null","8873","null","1189","null","13523","null","480","null","15122","null","684","null","14623","null","1577","null","15559","null","1558","null","18067","572","null","null","19710","null","420","null","21214","null","1766","null","8989","null","1523","null","10388","null","1592","null","6430","1245","null","null","9823","null","1074","null","14455","null","1255","null","9888","null","1468","null","5055","1121","null","null","8318","null","1285","null",
"0500000US25025","Suffolk County, Massachusetts","803907","null","*****","*****","387944","808","null","null","21088","null","87","null","16067","null","1790","null","18810","null","1793","null","10803","null","334","null","14514","null","634","null","8320","2137","null","null","7743","null","2110","null","20275","null","2786","null","50388","null","758","null","43307","null","2","null","29598","null","2445","null","22961","null","2428","null","21224","null","99","null","21304","null","4","null","20483","null","1724","null","8425","null","1365","null","11108","1658","null","null","5821","null","1100","null","8265","null","1511","null","11278","null","1346","null","6941","null","1164","null","4337","1018","null","null","4884","null","1104","null","415963","null","808","null","20172","null","2","null","16355","2080","null","null","17743","null","2080","null","10129","333","null","null","15616","null","1574","null","10045","null","2007","null","8116","null","1498","null","23923","null","2360","null","51266","null","167","null","43480","null","438","null","30032","null","1918","null","22331","null","1925","null","22147","63","null","null","22823","null","428","null","23255","null","1809","null","7203","null","1292","null","13870","null","1689","null","5997","1274","null","null","10664","null","1659","null","15001","null","1663","null","9444","null","1614","null","5924","1241","null","null","10427","null","1563","null",
"0500000US25027","Worcester County, Massachusetts","830622","null","*****","*****","408830","535","null","null","22678","null","4","null","25006","null","2036","null","24825","null","2071","null","15827","null","410","null","12224","null","642","null","5811","1336","null","null","5638","null","1023","null","16732","null","1544","null","27789","null","137","null","27614","null","34","null","25854","null","1965","null","24314","null","1959","null","27016","null","198","null","29136","null","43","null","31651","null","1992","null","10190","null","1447","null","17007","1873","null","null","9987","null","1588","null","10801","null","1167","null","16730","null","1593","null","10446","null","1250","null","5681","1049","null","null","5873","null","1002","null","421792","null","535","null","21514","null","180","null","21647","1955","null","null","25757","null","1956","null","16098","379","null","null","11939","null","741","null","5358","null","1011","null","5359","null","1159","null","16757","null","1571","null","25917","null","77","null","27376","null","38","null","24516","null","2059","null","25898","null","2060","null","28071","191","null","null","30345","null","319","null","29126","null","2226","null","12624","null","1921","null","19195","null","1974","null","9143","1252","null","null","13361","null","1590","null","19082","null","1559","null","12661","null","1363","null","9539","1654","null","null","10509","null","1374","null",
"0500000US26005","Allegan County, Michigan","118081","null","*****","*****","58833","456","null","null","3744","null","259","null","4038","null","708","null","4041","null","647","null","2456","null","243","null","1220","null","85","null","628","386","null","null","597","null","408","null","2314","null","601","null","3110","null","175","null","3888","null","530","null","3989","null","818","null","3434","null","789","null","3563","null","371","null","3812","null","205","null","4649","null","626","null","1616","null","501","null","2305","545","null","null","1675","null","450","null","1787","null","451","null","2628","null","506","null","1964","null","371","null","698","295","null","null","677","null","304","null","59248","null","456","null","3772","null","311","null","3337","747","null","null","4299","null","739","null","2409","165","null","null","1163","null","218","null","707","null","431","null","964","null","603","null","1233","null","582","null","3499","null","461","null","3936","null","388","null","3476","null","800","null","3705","null","822","null","3444","192","null","null","3802","null","271","null","4110","null","721","null","1761","null","617","null","2793","null","751","null","1608","522","null","null","1664","null","476","null","2955","null","601","null","2515","null","494","null","1073","370","null","null","1023","null","423","null",
"0500000US26017","Bay County, Michigan","103126","null","*****","*****","50916","581","null","null","2730","null","454","null","2518","null","733","null","3035","null","692","null","2086","null","317","null","1031","null","152","null","615","291","null","null","422","null","332","null","2093","null","557","null","3267","null","271","null","2999","null","316","null","3365","null","497","null","2831","null","634","null","3189","null","439","null","3283","null","168","null","4003","null","742","null","1512","null","583","null","2273","536","null","null","1369","null","389","null","1791","null","457","null","2565","null","423","null","2218","null","519","null","1287","506","null","null","434","null","409","null","52210","null","581","null","2889","null","397","null","2584","542","null","null","2881","null","754","null","1892","252","null","null","867","null","127","null","554","null","375","null","695","null","312","null","1317","null","314","null","3266","null","321","null","2657","null","136","null","3796","null","799","null","2172","null","618","null","3006","218","null","null","3468","null","325","null","4303","null","643","null","2118","null","641","null","2022","null","499","null","1611","528","null","null","1804","null","478","null","2989","null","679","null","3000","null","594","null","1184","457","null","null","1135","null","427","null",
